NA	-0.013776	0.011189	-0.009277	-0.001592	0.009832	-0.018264	0.039522	-0.004847	-0.003008	-0.013554	0.001440	0.003413	0.001134	-0.005778	-0.001393	0.002623	0.000535	0.000748	0.002770	-0.004286	0.000024	0.000716	0.001317	-0.000493	0.000597	0.000400	-0.000552	0.001984	0.000485	-0.000641	-0.000364	0.002363	0.003351	0.000091	0.003054	-0.005790	0.000298	-0.001831	0.001627	0.001864	0.000220	-0.001207	-0.000998	-0.004492	0.001837	-0.001151	0.004705	-0.002500	-0.001241	-0.000434	-0.002158	0.005815	-0.002050	-0.001668	0.005490	-0.006272	
-0.013776	NA	-0.006328	-0.012787	-0.001604	-0.003620	-0.016504	-0.002281	-0.014866	-0.004731	0.093210	-0.021013	0.001641	-0.005416	0.003508	0.003175	-0.003259	0.000059	0.004985	0.000340	-0.001857	-0.002032	0.000571	-0.000395	-0.003005	0.000211	0.000759	-0.004053	-0.000012	0.000521	-0.000005	0.000681	0.001348	-0.005319	0.006187	0.000001	-0.000170	-0.000693	-0.002831	-0.003551	0.000879	0.001836	0.000988	-0.000000	0.000662	-0.000895	-0.002362	0.003824	-0.000957	0.003067	-0.001715	-0.004695	0.003888	0.000081	0.000757	0.001344	0.003378	
0.011189	-0.006328	NA	-0.005024	-0.011075	0.009489	-0.021612	0.003906	0.019285	0.010615	-0.001374	-0.001346	-0.001132	0.009441	-0.003696	-0.004183	0.000188	0.000499	0.000478	0.000562	-0.000387	0.001064	-0.001935	0.001413	0.001339	0.002103	-0.001096	-0.000597	0.001275	-0.000897	-0.001883	-0.001148	0.002352	0.000378	-0.001635	0.001768	-0.003006	-0.001240	-0.001719	0.006611	0.000261	0.001635	0.002646	-0.003768	0.000528	0.002698	0.001705	0.000253	-0.007769	0.003364	-0.003397	-0.000734	-0.003612	-0.000049	0.004431	0.001357	-0.001893	
-0.009277	-0.012787	-0.005024	NA	-0.001032	0.012976	0.021341	-0.001899	0.002742	0.010733	-0.022477	0.006863	-0.008267	0.004667	0.000334	-0.003727	0.007395	-0.000180	0.001756	-0.001962	0.001556	-0.002987	-0.002086	0.001020	0.002729	0.000213	-0.002348	0.003330	-0.007416	0.001903	-0.002625	-0.001648	0.000558	0.000114	-0.003975	0.002179	0.002068	0.002064	-0.002680	0.001372	0.002587	-0.001348	-0.003449	0.003145	0.001368	-0.004245	-0.000504	-0.004086	0.002870	0.000881	0.003496	0.002335	0.003116	0.000861	-0.006339	0.002497	0.000594	
-0.001592	-0.001604	-0.011075	-0.001032	NA	-0.010915	0.024106	-0.013754	0.000973	0.004257	-0.020495	0.017604	-0.000375	0.000800	0.001407	-0.001922	0.000185	-0.001119	-0.000489	-0.000860	0.001769	0.001287	-0.001782	-0.001437	0.004454	-0.002873	0.000338	-0.001639	-0.001830	0.002739	-0.000219	0.005062	0.000684	0.002774	-0.000442	-0.000846	0.001922	-0.001082	-0.001699	-0.004754	0.001840	-0.000128	0.002900	-0.001288	-0.000684	0.002443	-0.000327	-0.009450	0.000833	-0.002954	0.006558	-0.001013	-0.000033	0.002857	-0.001732	-0.006395	0.002935	
0.009832	-0.003620	0.009489	0.012976	-0.010915	NA	0.021782	-0.027129	0.000565	-0.001603	-0.008437	-0.013508	-0.001954	-0.005669	0.001471	0.003684	0.002095	-0.001312	-0.002661	-0.002731	0.001373	-0.000640	0.004300	-0.001219	-0.000914	-0.000305	0.000990	-0.002175	-0.000579	-0.001943	-0.002455	-0.000405	-0.000002	-0.002396	0.002427	-0.000855	0.006134	0.001352	0.003502	0.001642	-0.000251	-0.003184	-0.004192	0.002221	0.007055	-0.001979	-0.000590	-0.000628	0.002581	-0.001286	-0.001421	0.000362	0.000864	-0.000015	-0.001219	-0.001854	-0.000069	
-0.018264	-0.016504	-0.021612	0.021341	0.024106	0.021782	NA	0.002829	0.003781	0.003879	-0.031484	0.014502	0.006866	-0.000819	0.000065	-0.000577	-0.005618	0.003130	0.000019	-0.005750	-0.000297	-0.002819	0.006696	-0.001032	0.001250	-0.002007	0.001442	0.003569	-0.001008	0.004074	-0.001642	-0.003749	-0.000985	0.001776	-0.004429	0.000819	0.001982	-0.002570	0.002518	0.006305	0.003210	-0.004247	0.000579	0.002225	-0.006969	-0.001159	-0.002101	0.000841	0.002058	0.001917	0.001228	0.002863	-0.002607	-0.000807	0.000522	-0.003991	-0.000606	
0.039522	-0.002281	0.003906	-0.001899	-0.013754	-0.027129	0.002829	NA	-0.006899	0.001716	-0.006921	0.006005	-0.002617	-0.004753	-0.000749	0.004521	0.003248	-0.003533	0.004000	0.001708	-0.004471	0.002350	0.000160	-0.000864	-0.003774	0.001279	-0.001750	-0.003895	0.002227	-0.001527	0.000325	-0.001613	0.001288	0.000252	0.008311	0.000686	-0.002000	-0.001842	0.007557	-0.001381	0.000140	0.003512	-0.002333	-0.000744	0.001206	-0.002703	0.003370	0.001699	-0.002670	-0.001772	-0.000692	-0.001656	-0.004168	-0.000436	0.006301	0.000258	-0.003200	
-0.004847	-0.014866	0.019285	0.002742	0.000973	0.000565	0.003781	-0.006899	NA	0.005180	0.014722	-0.021047	-0.006182	-0.000622	-0.004836	0.007816	0.003670	0.001734	-0.002261	0.000707	-0.002897	0.004395	-0.004008	0.002048	0.000344	-0.002815	0.001709	0.000886	-0.000555	0.000390	0.003549	-0.003448	-0.000484	-0.000637	-0.000293	-0.001628	-0.001440	0.004534	-0.000747	-0.005338	0.001544	0.001324	0.003072	-0.000807	0.001776	0.000063	-0.000469	-0.005218	0.009157	-0.003880	0.001188	0.001989	0.003319	-0.004011	-0.001432	-0.006360	0.004301	
-0.003008	-0.004731	0.010615	0.010733	0.004257	-0.001603	0.003879	0.001716	0.005180	NA	-0.006698	0.003255	0.002214	-0.000228	0.002503	-0.001407	-0.003061	-0.001436	-0.003703	0.002026	0.002293	0.003742	0.000223	-0.003805	-0.000584	0.001821	0.000295	-0.000382	-0.001654	0.000565	0.003186	-0.001267	-0.004565	0.002863	-0.001045	-0.003818	0.000309	-0.000562	0.001019	0.000356	-0.001937	0.000871	0.000053	-0.002238	-0.001841	0.001761	0.002536	0.001399	-0.004918	0.001722	0.002104	-0.001018	-0.001283	0.002369	0.000010	0.006391	-0.002505	
-0.013554	0.093210	-0.001374	-0.022477	-0.020495	-0.008437	-0.031484	-0.006921	0.014722	-0.006698	NA	0.000919	0.000561	0.000303	0.005153	-0.004777	-0.001101	0.001648	-0.002902	0.002515	0.004760	-0.001598	-0.001740	0.000354	-0.004649	0.001196	0.000983	0.000790	0.003994	-0.004101	0.002646	0.005883	0.004197	-0.002636	0.001764	0.000197	-0.003380	0.001518	-0.003371	-0.004061	-0.003517	-0.002996	-0.001235	-0.001193	-0.000712	0.001772	0.002054	0.000561	0.002333	-0.000028	-0.002067	0.001851	0.000622	-0.001030	-0.001492	-0.001921	0.005606	
0.001440	-0.021013	-0.001346	0.006863	0.017604	-0.013508	0.014502	0.006005	-0.021047	0.003255	0.000919	NA	0.006078	0.001343	0.000355	-0.001267	-0.006438	0.000508	-0.000493	-0.001121	0.001354	-0.003876	-0.000713	0.001925	0.003598	0.000084	-0.001961	0.005700	0.002934	-0.001466	-0.000548	0.001697	-0.006854	-0.000285	-0.007526	-0.001338	0.003689	-0.001797	0.000503	0.001881	-0.006168	0.001832	0.002111	0.003820	0.001330	-0.000047	-0.002453	0.005995	-0.000367	0.000478	-0.004661	0.002230	-0.005791	0.001868	0.001752	0.002685	-0.002312	
0.003413	0.001641	-0.001132	-0.008267	-0.000375	-0.001954	0.006866	-0.002617	-0.006182	0.002214	0.000561	0.006078	NA	0.003840	0.003627	0.001312	-0.008565	-0.000513	-0.002039	0.003364	0.001840	-0.003046	0.001566	-0.002013	-0.000306	0.002810	-0.001658	0.002758	-0.002646	0.002063	-0.001481	-0.000252	0.001951	-0.001901	-0.003487	-0.001967	0.001834	-0.001429	0.000209	0.002644	-0.002636	-0.003687	0.004108	-0.000023	-0.000334	0.000809	-0.000798	0.000268	-0.000262	0.002262	-0.002038	-0.001849	0.007901	-0.002178	-0.003954	0.001113	0.001898	
0.001134	-0.005416	0.009441	0.004667	0.000800	-0.005669	-0.000819	-0.004753	-0.000622	-0.000228	0.000303	0.001343	0.003840	NA	-0.002874	-0.006978	0.011992	-0.000532	0.004121	-0.001665	0.001304	0.001897	0.001325	-0.006283	0.005798	0.002285	-0.002245	-0.003276	-0.000184	-0.005234	0.001110	0.001446	-0.000845	0.000357	-0.002425	0.002976	-0.001190	0.001813	0.000019	0.003291	-0.000246	-0.001668	-0.004648	0.001341	0.001099	0.000415	0.002452	-0.001081	0.000742	0.002596	-0.000089	-0.003887	-0.002040	0.002073	0.003963	-0.000718	-0.003217	
-0.005778	0.003508	-0.003696	0.000334	0.001407	0.001471	0.000065	-0.000749	-0.004836	0.002503	0.005153	0.000355	0.003627	-0.002874	NA	-0.005731	-0.001714	0.000744	-0.003586	-0.001190	0.000288	0.001420	0.000358	0.001962	-0.005457	0.003592	-0.002583	0.003676	0.001099	0.001736	0.003727	-0.002123	-0.004597	-0.001738	0.000961	-0.002215	0.000050	-0.000369	-0.004636	-0.004683	0.000406	0.006276	0.001607	0.002340	-0.001376	0.000739	0.000143	0.000115	0.005546	-0.001926	0.001432	0.001780	-0.003490	-0.000566	0.002272	-0.000565	-0.000577	
-0.001393	0.003175	-0.004183	-0.003727	-0.001922	0.003684	-0.000577	0.004521	0.007816	-0.001407	-0.004777	-0.001267	0.001312	-0.006978	-0.005731	NA	-0.004040	-0.001019	0.001921	-0.003173	-0.000123	0.002632	-0.003160	0.002985	0.002350	-0.005077	0.005526	-0.006341	0.001234	0.000805	-0.004189	-0.000554	0.002353	0.001990	0.003339	-0.000827	-0.002219	0.001879	-0.001013	0.004393	0.002196	0.002431	0.000536	-0.000887	0.000136	-0.003927	-0.003448	0.001254	-0.004218	-0.000556	0.001856	-0.000744	0.000111	-0.000121	0.000764	-0.000642	0.001261	
0.002623	-0.003259	0.000188	0.007395	0.000185	0.002095	-0.005618	0.003248	0.003670	-0.003061	-0.001101	-0.006438	-0.008565	0.011992	-0.001714	-0.004040	NA	0.001312	-0.000202	0.002558	-0.003226	-0.002770	0.000030	0.002946	-0.002100	-0.003368	0.000730	0.003078	0.000504	0.000298	0.001012	0.001560	0.000989	0.001283	0.001456	0.002218	0.001466	-0.001792	0.005375	-0.005556	0.000260	-0.003383	-0.001910	-0.002644	0.000532	0.002042	0.001856	-0.000634	-0.001637	-0.002239	-0.001153	0.004496	-0.002700	0.000936	-0.002739	0.000761	0.000397	
