NA	-0.052104	0.195790	-0.056392	-0.047715	0.001053	0.002918	-0.004579	0.001823	-0.001283	0.001350	0.000435	0.001990	-0.000375	-0.003913	0.001105	0.001518	-0.000282	-0.000304	-0.001876	0.001279	0.004602	-0.004077	-0.000562	0.004841	0.003081	0.002211	-0.001812	0.000562	-0.004562	-0.001065	-0.002808	0.000288	-0.000835	
-0.052104	NA	-0.282016	0.841713	-0.160908	-0.004149	-0.002156	0.003990	-0.000270	0.003231	0.001579	-0.000003	-0.000418	-0.000790	0.005100	-0.002141	0.001354	-0.000903	0.001842	0.003639	0.002974	0.003490	0.008344	0.003389	-0.000568	0.003742	0.006592	0.004704	0.004660	0.004856	-0.001059	-0.005823	-0.006292	-0.000205	
0.195790	-0.282016	NA	-0.049190	-0.045505	0.005245	-0.001582	-0.000485	0.000078	-0.001817	-0.001848	0.000451	-0.001667	0.002037	-0.003228	0.001792	-0.001088	0.001025	0.001681	-0.001066	-0.001549	0.003003	-0.003482	-0.003427	0.002307	-0.002904	0.001806	-0.002303	0.004361	0.001359	-0.001177	0.001000	-0.001850	0.001273	
-0.056392	0.841713	-0.049190	NA	-0.163162	-0.003798	-0.001169	0.002844	-0.000485	0.002001	0.001133	-0.000054	0.000302	-0.000114	0.004730	-0.001520	0.000792	-0.001164	0.002710	0.003249	0.002584	0.003144	0.008371	0.003691	0.000419	0.003314	0.007443	0.005238	0.005039	0.005636	-0.001904	-0.006427	-0.006851	0.000610	
-0.047715	-0.160908	-0.045505	-0.163162	NA	-0.000517	-0.000771	-0.000833	-0.002444	0.001245	-0.001011	-0.001649	0.001063	-0.003892	0.002601	0.001520	-0.002287	0.004010	0.009683	-0.006824	0.003568	-0.032159	-0.011313	0.001069	-0.017488	-0.009983	-0.035278	-0.011590	-0.034042	-0.014151	0.036543	0.053600	0.055399	0.002668	
0.001053	-0.004149	0.005245	-0.003798	-0.000517	NA	-0.053788	-0.065253	-0.047483	0.166889	0.164653	0.171482	-0.034936	-0.041640	-0.045664	-0.065375	-0.037438	-0.069592	-0.001385	-0.000646	0.001931	0.000231	-0.001146	0.000076	0.005269	-0.005821	0.002115	0.001189	-0.001595	0.000215	0.000141	0.000519	-0.000529	-0.049567	
0.002918	-0.002156	-0.001582	-0.001169	-0.000771	-0.053788	NA	0.081626	0.017633	-0.059679	-0.079691	-0.074838	0.053267	-0.010316	0.071393	0.024564	0.038096	0.045342	-0.003969	0.003683	-0.001915	-0.000268	0.005346	0.000029	0.002943	0.003354	-0.000931	0.000810	-0.000362	0.002064	-0.001111	-0.003970	-0.000766	-0.031963	
-0.004579	0.003990	-0.000485	0.002844	-0.000833	-0.065253	0.081626	NA	-0.003189	-0.053904	-0.060136	-0.067982	0.019127	-0.017184	0.080226	0.048958	0.036101	0.021185	0.000052	-0.002209	-0.000037	0.000344	-0.001451	0.002354	0.001216	0.002578	-0.001126	0.003272	0.000503	-0.000217	-0.000730	0.003833	-0.007023	-0.005597	
0.001823	-0.000270	0.000078	-0.000485	-0.002444	-0.047483	0.017633	-0.003189	NA	-0.035323	-0.069250	-0.069189	0.033220	-0.007649	0.024953	0.033575	0.072563	0.046603	0.000517	0.002458	0.002703	-0.000597	-0.000312	-0.001792	0.001301	-0.001001	0.001245	-0.001784	0.001981	0.001789	-0.002176	-0.001363	-0.001217	-0.000672	
-0.001283	0.003231	-0.001817	0.002001	0.001245	0.166889	-0.059679	-0.053904	-0.035323	NA	0.158048	0.183564	-0.033477	-0.047216	-0.037008	-0.076352	-0.046057	-0.077075	0.001785	0.003829	-0.001125	-0.000255	-0.003167	0.001888	0.002160	-0.004990	-0.000916	0.000341	-0.005328	0.002432	0.001657	0.000086	-0.000265	-0.062054	
0.001350	0.001579	-0.001848	0.001133	-0.001011	0.164653	-0.079691	-0.060136	-0.069250	0.158048	NA	0.288836	-0.026914	-0.048417	-0.052273	-0.096683	-0.071823	-0.085598	0.003706	-0.001029	0.002058	-0.000798	-0.002563	-0.002804	-0.000054	-0.002273	0.000516	-0.002239	0.000899	0.001832	0.001662	-0.000509	0.000051	-0.057598	
0.000435	-0.000003	0.000451	-0.000054	-0.001649	0.171482	-0.074838	-0.067982	-0.069189	0.183564	0.288836	NA	-0.057804	-0.042559	-0.054652	-0.079858	-0.043125	-0.089423	-0.000239	-0.001438	-0.000467	0.000200	-0.001505	-0.001464	-0.000900	0.001102	0.002145	0.002476	0.001960	-0.003501	0.003564	-0.001833	0.000878	-0.082437	
