NA	0.020921	0.020463	-0.020061	0.002265	0.001811	-0.006408	0.001167	-0.002259	0.001150	-0.000955	0.001571	-0.001758	-0.003051	0.007024	0.000457	0.002415	-0.007769	0.003039	-0.000353	0.007853	0.002457	0.006227	0.013144	0.009195	-0.001819	0.004129	-0.000780	-0.010199	-0.013678	-0.006019	0.000513	
0.020921	NA	0.032140	-0.016387	-0.004949	-0.000858	-0.001678	0.002144	-0.000010	0.001969	0.000931	0.004718	0.001131	0.005083	-0.007275	0.005532	-0.003448	-0.001603	-0.000070	-0.001099	-0.003643	0.007177	0.003114	-0.003601	0.002753	0.004865	0.000993	0.003481	-0.002892	-0.001768	-0.003601	-0.002706	
0.020463	0.032140	NA	-0.001791	0.002410	-0.001787	0.008493	-0.003421	0.002425	-0.001734	-0.000319	-0.003622	0.002273	-0.001513	0.000720	-0.004922	0.000408	-0.001441	0.002032	-0.003318	0.006364	-0.001573	-0.009308	0.002997	0.003025	0.003244	0.004948	0.008041	-0.008206	-0.005751	-0.007811	0.001666	
-0.020061	-0.016387	-0.001791	NA	-0.002595	-0.001088	-0.002819	-0.001291	0.004123	-0.005130	-0.005345	0.000073	-0.006459	0.004803	-0.000761	-0.002832	0.004918	0.021572	-0.008428	0.003103	-0.038756	-0.018184	0.002947	-0.020578	-0.043449	-0.011128	-0.031978	-0.022314	0.055469	0.069760	0.057859	0.007774	
0.002265	-0.004949	0.002410	-0.002595	NA	-0.062577	-0.073849	-0.051557	0.181454	0.173834	0.180188	-0.042238	-0.044894	-0.051692	-0.061969	-0.037643	-0.083332	-0.002704	0.000684	-0.000567	0.002872	-0.002120	-0.001866	0.007959	0.003474	0.003963	-0.005138	0.003209	-0.001951	0.001751	-0.004100	-0.041569	
0.001811	-0.000858	-0.001787	-0.001088	-0.062577	NA	0.079585	0.017151	-0.064642	-0.084250	-0.086126	0.051873	-0.013257	0.081445	0.023666	0.034668	0.054618	-0.007391	0.007548	-0.004570	0.001359	0.008324	0.000775	0.007946	-0.001872	0.005777	-0.002501	0.004603	-0.001812	-0.009945	-0.002851	-0.014275	
-0.006408	-0.001678	0.008493	-0.002819	-0.073849	0.079585	NA	-0.000312	-0.053020	-0.065342	-0.071479	0.025645	-0.032242	0.083279	0.054481	0.041687	0.024064	0.000889	-0.000543	-0.002730	-0.001609	0.001631	0.001845	0.005753	-0.002393	0.005359	0.001360	0.000111	-0.000986	0.003896	-0.010132	0.009469	
0.001167	0.002144	-0.003421	-0.001291	-0.051557	0.017151	-0.000312	NA	-0.046595	-0.077848	-0.082560	0.042922	-0.014211	0.023333	0.041256	0.077874	0.048777	-0.004052	0.006445	0.001735	-0.003746	-0.003412	0.001808	-0.002381	0.005095	-0.003592	0.008039	-0.000800	-0.005713	-0.000103	-0.001249	0.026434	
-0.002259	-0.000010	0.002425	0.004123	0.181454	-0.064642	-0.053020	-0.046595	NA	0.159417	0.183935	-0.034905	-0.047752	-0.044876	-0.080459	-0.047574	-0.084780	0.001533	0.004417	0.000229	-0.000462	-0.007172	0.003965	0.004175	-0.001515	-0.000077	-0.008797	0.002613	0.003532	-0.000345	-0.001205	-0.050416	
0.001150	0.001969	-0.001734	-0.005130	0.173834	-0.084250	-0.065342	-0.077848	0.159417	NA	0.302301	-0.023172	-0.042076	-0.060369	-0.105067	-0.076469	-0.098333	0.003441	-0.000628	-0.000310	-0.000636	-0.004912	-0.002270	0.002130	0.000680	-0.002163	0.003295	0.006117	0.000152	0.000877	0.000214	-0.044457	
-0.000955	0.000931	-0.000319	-0.005345	0.180188	-0.086126	-0.071479	-0.082560	0.183935	0.302301	NA	-0.068101	-0.039979	-0.050072	-0.091728	-0.046968	-0.094702	0.000216	-0.002362	-0.002613	0.004002	-0.001404	-0.000088	-0.001066	0.008009	0.004569	0.004240	-0.003833	-0.000732	-0.000875	-0.001623	-0.068098	
0.001571	0.004718	-0.003622	0.000073	-0.042238	0.051873	0.025645	0.042922	-0.034905	-0.023172	-0.068101	NA	-0.016492	0.023869	0.006772	-0.006359	0.063453	-0.002130	0.001177	0.002073	-0.000773	0.003926	0.000113	-0.003365	0.000434	0.003012	0.003348	-0.005759	0.004218	-0.004020	-0.003850	0.018593	
-0.001758	0.001131	0.002273	-0.006459	-0.044894	-0.013257	-0.032242	-0.014211	-0.047752	-0.042076	-0.039979	-0.016492	NA	0.004390	0.054347	0.037955	0.056670	-0.001330	-0.005887	0.000105	0.006954	-0.000680	0.005276	0.000496	-0.005314	0.002437	0.001182	0.000742	-0.003184	-0.004327	0.008839	0.007299	
-0.003051	0.005083	-0.001513	0.004803	-0.051692	0.081445	0.083279	0.023333	-0.044876	-0.060369	-0.050072	0.023869	0.004390	NA	-0.016203	0.039773	0.014757	0.003986	-0.007237	-0.002722	0.000635	0.006455	-0.002395	-0.002178	-0.000736	0.003721	0.006360	-0.001931	-0.004734	-0.000312	-0.003394	-0.008097	
0.007024	-0.007275	0.000720	-0.000761	-0.061969	0.023666	0.054481	0.041256	-0.080459	-0.105067	-0.091728	0.006772	0.054347	-0.016203	NA	0.066617	0.100050	-0.005295	0.003970	0.005817	0.000142	0.004121	0.000226	-0.003708	0.002213	-0.006750	0.001692	0.000345	-0.004332	-0.000441	-0.002477	0.019897	
0.000457	0.005532	-0.004922	-0.002832	-0.037643	0.034668	0.041687	0.077874	-0.047574	-0.076469	-0.046968	-0.006359	0.037955	0.039773	0.066617	NA	-0.012104	0.000238	-0.000432	0.002360	-0.001158	0.004489	-0.003028	0.002359	0.001273	-0.003802	-0.002156	0.005596	-0.002922	0.004652	-0.002615	-0.011690	
0.002415	-0.003448	0.000408	0.004918	-0.083332	0.054618	0.024064	0.048777	-0.084780	-0.098333	-0.094702	0.063453	0.056670	0.014757	0.100050	-0.012104	NA	-0.002694	-0.000319	-0.001455	0.002841	-0.000808	0.003693	-0.003785	0.005379	-0.005399	0.002198	-0.001181	-0.000958	-0.003292	0.003360	0.000876	
-0.007769	-0.001603	-0.001441	0.021572	-0.002704	-0.007391	0.000889	-0.004052	0.001533	0.003441	0.000216	-0.002130	-0.001330	0.003986	-0.005295	0.000238	-0.002694	NA	-0.028955	0.032826	-0.010588	-0.033326	-0.010859	-0.040855	-0.018635	-0.031078	-0.020238	-0.039953	0.068086	0.067891	0.047947	0.007239	
0.003039	-0.000070	0.002032	-0.008428	0.000684	0.007548	-0.000543	0.006445	0.004417	-0.000628	-0.002362	0.001177	-0.005887	-0.007237	0.003970	-0.000432	-0.000319	-0.028955	NA	-0.043427	0.009996	0.082301	0.045933	0.044205	0.018531	0.039983	-0.006191	0.029657	-0.041533	-0.048441	-0.016215	-0.000018	
-0.000353	-0.001099	-0.003318	0.003103	-0.000567	-0.004570	-0.002730	0.001735	0.000229	-0.000310	-0.002613	0.002073	0.000105	-0.002722	0.005817	0.002360	-0.001455	0.032826	-0.043427	NA	0.000771	-0.021591	-0.005392	-0.033058	-0.008902	-0.021050	-0.002073	-0.030276	0.061126	0.048124	0.034579	0.000908	
