NA	0.834933	0.834342	0.145318	0.007287	-0.010453	-0.001238	0.003791	-0.003107	0.002184	0.003930	-0.002149	-0.007698	0.000581	0.003500	0.006713	0.006618	-0.114452	-0.193331	-0.142160	-0.194085	-0.197307	-0.179978	-0.200633	-0.228697	-0.196976	-0.219501	-0.201221	-0.102658	-0.067513	-0.093405	-0.001156	
0.834933	NA	0.839482	0.148514	0.004624	-0.011477	0.000631	0.003824	-0.001943	0.002525	0.004300	-0.001015	-0.006230	0.003100	-0.001404	0.008273	0.004483	-0.111471	-0.193415	-0.141309	-0.197536	-0.194693	-0.180332	-0.206024	-0.230028	-0.194084	-0.219878	-0.199730	-0.099040	-0.061885	-0.092100	-0.002462	
0.834342	0.839482	NA	0.152594	0.007377	-0.011554	0.004250	0.001757	-0.001067	0.001379	0.003480	-0.003989	-0.006128	0.000831	0.001766	0.004779	0.005933	-0.112628	-0.194590	-0.143868	-0.195878	-0.199316	-0.186483	-0.205140	-0.232115	-0.196189	-0.220551	-0.199751	-0.102846	-0.064847	-0.094970	-0.000994	
0.145318	0.148514	0.152594	NA	-0.001368	-0.002327	-0.002505	-0.000607	0.004202	-0.004490	-0.004178	-0.000131	-0.007018	0.005161	-0.000115	-0.001709	0.005954	-0.004160	-0.048514	-0.029293	-0.077416	-0.058427	-0.036351	-0.062106	-0.087082	-0.051347	-0.074917	-0.063097	0.027069	0.046616	0.030657	0.006155	
0.007287	0.004624	0.007377	-0.001368	NA	-0.062556	-0.073815	-0.051516	0.181476	0.173853	0.180220	-0.042206	-0.044890	-0.051661	-0.061937	-0.037582	-0.083264	-0.004435	-0.001366	-0.002250	0.000740	-0.004095	-0.003916	0.005503	0.001082	0.001720	-0.007008	0.000977	-0.003192	0.000931	-0.005145	-0.041616	
-0.010453	-0.011477	-0.011554	-0.002327	-0.062556	NA	0.079577	0.017156	-0.064649	-0.084265	-0.086119	0.051868	-0.013290	0.081436	0.023658	0.034687	0.054640	-0.005660	0.010651	-0.001724	0.004466	0.011424	0.004188	0.011069	0.001623	0.008974	0.001052	0.007902	0.000352	-0.008324	-0.000780	-0.014183	
-0.001238	0.000631	0.004250	-0.002505	-0.073815	0.079577	NA	-0.000299	-0.053018	-0.065346	-0.071463	0.025649	-0.032266	0.083280	0.054483	0.041717	0.024092	0.000150	-0.001075	-0.003150	-0.002107	0.001015	0.001350	0.004920	-0.002905	0.004650	0.000662	-0.000412	-0.001235	0.003714	-0.010199	0.009447	
0.003791	0.003824	0.001757	-0.000607	-0.051516	0.017156	-0.000299	NA	-0.046581	-0.077837	-0.082528	0.042939	-0.014220	0.023346	0.041273	0.077917	0.048822	-0.004946	0.005206	0.000873	-0.004601	-0.004253	0.000780	-0.003115	0.003725	-0.004374	0.006531	-0.001739	-0.006117	-0.000413	-0.001644	0.026412	
-0.003107	-0.001943	-0.001067	0.004202	0.181476	-0.064649	-0.053018	-0.046581	NA	0.159415	0.183946	-0.034905	-0.047776	-0.044874	-0.080457	-0.047542	-0.084743	0.000968	0.004708	0.000521	-0.000124	-0.006306	0.004433	0.004469	-0.001073	0.000433	-0.007926	0.002971	0.003644	-0.000169	-0.001000	-0.050417	
0.002184	0.002525	0.001379	-0.004490	0.173853	-0.084265	-0.065346	-0.077837	0.159415	NA	0.302306	-0.023178	-0.042104	-0.060374	-0.105070	-0.076442	-0.098303	0.002106	-0.001176	-0.000828	-0.001239	-0.005231	-0.002695	0.001482	-0.000069	-0.002621	0.002441	0.005254	-0.000327	0.000599	-0.000190	-0.044490	
