NA	-0.000583	0.003571	0.002840	-0.001726	0.001501	-0.000024	-0.000695	-0.000553	0.001219	0.001710	0.000233	0.000808	0.002902	-0.000571	0.002101	0.000245	-0.002333	0.000381	0.000012	0.000815	0.000966	0.000218	0.002636	-0.001011	-0.001921	-0.002449	-0.001479	0.000711	0.000306	-0.000383	0.001235	-0.000375	-0.000320	-0.000350	0.001195	0.000034	0.001929	-0.002490	-0.003979	0.003243	0.000981	-0.001326	0.000032	-0.002450	-0.010385	-0.003059	0.000804	0.002237	-0.009579	-0.006241	0.001925	-0.006896	-0.005233	-0.007142	-0.000085	-0.000841	0.003927	-0.001070	-0.006974	-0.008048	-0.001652	-0.007616	-0.008395	-0.000888	-0.005013	-0.004963	-0.002623	-0.008078	-0.003468	0.006586	0.021773	0.018687	0.021014	0.023114	0.000515	-0.004461	-0.000698	
-0.000583	NA	-0.014459	-0.028335	-0.012827	-0.016313	-0.004778	-0.018649	-0.002521	-0.025788	-0.008846	-0.000085	0.003572	0.002985	0.001934	-0.000165	-0.000273	0.001590	-0.000826	-0.001221	-0.002666	-0.002926	-0.002989	0.000179	-0.001081	0.006059	0.004049	0.011195	0.012172	0.006698	0.000379	0.007002	0.010759	0.010384	0.007895	0.013666	0.008260	0.009978	0.016201	0.011922	-0.005826	-0.003881	-0.002988	-0.007301	-0.000579	0.002147	-0.000330	0.001857	-0.000238	-0.000222	-0.006326	-0.003868	-0.000465	-0.000170	0.000554	0.002506	-0.000201	0.001239	0.002002	-0.000124	0.002009	-0.002314	0.000286	-0.001334	0.002187	0.000443	-0.001356	0.005132	-0.000765	0.000989	0.001749	-0.001838	0.000491	0.001175	0.000888	0.004599	0.000307	0.005326	
0.003571	-0.014459	NA	-0.072411	-0.054260	-0.059797	-0.043198	0.248139	-0.042338	0.232360	0.209996	-0.001382	-0.001690	-0.000279	0.001992	0.002007	-0.001798	0.002097	0.003244	0.001241	0.003776	0.000545	-0.002273	0.003885	0.005079	-0.020933	-0.018759	-0.049495	-0.025096	-0.048672	-0.020086	-0.019543	-0.019744	-0.031151	-0.033537	-0.028129	-0.027116	-0.026451	-0.023524	-0.012417	-0.003247	-0.003788	-0.002509	-0.001072	-0.001014	-0.000253	-0.000586	-0.001291	0.002691	0.001417	0.003723	-0.001956	-0.002849	-0.001343	-0.001565	0.000266	0.000447	0.002647	0.002096	-0.002875	0.001651	-0.000410	0.001577	0.000273	0.002987	-0.000281	0.001997	0.002080	0.002256	-0.000733	-0.000336	-0.002539	0.000005	0.000059	-0.000934	-0.001452	0.001250	0.004323	
0.002840	-0.028335	-0.072411	NA	0.150113	0.180932	-0.045344	-0.058676	0.037823	0.128034	0.185820	0.001054	0.000072	0.001483	-0.000948	0.001434	0.003680	0.002224	0.002002	0.002295	0.002389	0.001386	0.003298	0.001308	0.001245	-0.025452	-0.028677	-0.047116	-0.040365	-0.049993	-0.029631	-0.025594	-0.027563	-0.030999	-0.022928	-0.032803	-0.029998	-0.023288	-0.035324	-0.033564	-0.004067	-0.000221	-0.003990	0.001336	0.000970	-0.001282	0.000316	0.000271	-0.000899	-0.000343	0.005911	0.000859	-0.001125	0.000980	0.000419	0.001325	-0.000125	0.001811	0.000712	0.001790	0.000912	-0.000232	0.000118	0.001045	-0.000320	-0.000032	-0.000586	0.001875	-0.001792	-0.000593	-0.002173	-0.000042	-0.000382	-0.001238	0.001586	0.001950	-0.001959	0.000638	
-0.001726	-0.012827	-0.054260	0.150113	NA	0.244771	-0.015873	-0.054708	0.081102	-0.029451	-0.033546	-0.000209	0.000467	0.002853	0.002134	0.002165	0.001167	0.002180	-0.000416	0.000071	0.001985	0.001017	0.000342	-0.000320	-0.000624	-0.015943	-0.018842	-0.035477	-0.026748	-0.040549	-0.014323	-0.017325	-0.019740	-0.009551	-0.016312	0.008673	-0.018973	-0.023129	-0.010822	-0.015324	-0.000171	-0.001374	-0.000884	-0.002019	0.000003	-0.001193	0.000071	0.000847	0.000223	-0.000197	0.003883	-0.003073	-0.000115	0.000852	0.002370	0.003330	0.001264	0.001136	0.000256	0.001064	0.001592	0.000860	0.000659	0.000450	0.000956	0.000264	-0.001292	-0.000326	0.001315	0.000275	0.001400	-0.002571	-0.002013	-0.000389	-0.001127	0.002286	-0.000586	-0.001393	
0.001501	-0.016313	-0.059797	0.180932	0.244771	NA	-0.034817	-0.051171	0.098566	0.028587	-0.041814	-0.001026	-0.000369	0.000030	0.001498	0.000614	0.002166	0.001638	-0.001013	0.002547	0.001689	0.002621	0.001194	-0.000371	0.001903	-0.016461	-0.022326	-0.043271	-0.024162	-0.040394	-0.018291	-0.015753	-0.019989	-0.020103	-0.011592	-0.024523	-0.020723	-0.021170	-0.024206	-0.023120	-0.000013	-0.001252	-0.002614	-0.001673	0.002705	-0.001154	0.000430	-0.000273	-0.000723	0.001023	0.005182	-0.001338	-0.001289	0.000006	0.000660	0.001291	0.001629	-0.000271	0.002752	0.001604	-0.000534	-0.001366	-0.000427	0.002276	-0.001962	-0.001565	0.000232	-0.000730	-0.001620	0.000479	0.000121	-0.000194	-0.001037	-0.002168	0.001364	0.002047	0.003072	-0.000228	
-0.000024	-0.004778	-0.043198	-0.045344	-0.015873	-0.034817	NA	0.263181	-0.014396	-0.049431	-0.033273	-0.000450	0.001718	-0.000558	-0.000430	-0.000278	0.001633	0.000538	-0.001277	-0.000337	0.000065	0.000099	0.004254	0.000601	-0.001962	-0.005952	-0.011671	-0.030979	-0.015254	-0.029663	-0.009298	-0.011175	-0.006462	0.016807	0.071671	0.009799	0.004676	0.000047	-0.001698	-0.007757	0.002245	-0.003071	0.001030	-0.002812	-0.000556	-0.001467	0.000880	0.001396	0.000738	-0.000280	0.003574	-0.004519	0.003289	0.000431	0.001795	0.002557	0.000492	-0.000097	0.000488	0.001003	-0.002084	0.000648	0.000857	0.004055	0.001357	0.000592	-0.001968	-0.001532	-0.000863	-0.000961	-0.000709	-0.001334	-0.002607	-0.001179	-0.000257	-0.001098	0.001055	0.002752	
-0.000695	-0.018649	0.248139	-0.058676	-0.054708	-0.051171	0.263181	NA	-0.047303	0.179241	-0.059596	-0.001911	0.003811	0.003877	0.001961	0.000785	0.006314	0.000720	-0.002393	-0.001336	0.002908	0.001776	0.000503	0.003068	0.001682	-0.024609	-0.022568	-0.047430	-0.039822	-0.045328	-0.023888	-0.020496	-0.024653	-0.012980	0.019238	-0.036890	-0.034237	-0.030663	-0.032377	-0.027638	-0.000067	-0.003054	-0.001870	-0.003890	-0.000851	0.002104	-0.001209	0.000583	0.001664	0.000187	0.003334	-0.003924	-0.000164	0.000314	0.000156	0.003052	0.003334	-0.000689	0.002582	-0.001318	0.000889	0.000609	0.001164	0.002861	0.003251	-0.003326	0.001336	-0.001768	-0.000181	-0.000016	-0.001458	-0.000449	-0.001098	-0.000354	-0.000359	-0.000895	0.001480	0.002530	
-0.000553	-0.002521	-0.042338	0.037823	0.081102	0.098566	-0.014396	-0.047303	NA	0.095294	-0.027288	0.002642	0.000907	-0.002698	-0.000927	0.001399	0.002038	0.002576	0.000365	-0.000981	-0.000037	0.000413	0.001229	-0.002334	-0.002869	-0.005436	-0.006156	-0.025564	-0.020006	-0.025287	-0.008069	-0.005218	-0.008120	-0.010019	-0.021033	-0.016332	-0.005722	-0.005867	-0.003055	-0.009889	-0.001438	0.002590	-0.001698	-0.001888	-0.000156	-0.001239	0.000245	-0.000050	-0.000735	-0.001361	0.002555	-0.000999	0.000685	-0.000888	0.000643	0.004160	-0.001447	0.002113	-0.001313	-0.001383	-0.000029	-0.001611	0.000519	0.002514	-0.001724	0.002484	-0.001461	0.000485	0.000669	-0.000280	0.002391	0.000649	-0.001044	0.000112	-0.000088	0.003266	-0.001030	-0.000851	
0.001219	-0.025788	0.232360	0.128034	-0.029451	0.028587	-0.049431	0.179241	0.095294	NA	0.025857	0.006229	0.000968	0.000423	-0.000681	0.001277	0.004079	0.003119	0.000325	0.002206	0.005955	-0.002278	0.004365	-0.000523	0.001733	-0.029864	-0.030568	-0.055571	-0.046135	-0.055230	-0.030058	-0.026872	-0.031144	-0.036745	-0.043725	-0.046787	-0.041875	-0.039831	-0.035579	-0.026851	-0.001235	-0.000913	-0.004517	-0.000017	0.000860	0.001413	0.001536	-0.001139	0.000811	-0.001107	0.004520	0.002578	-0.002103	-0.003218	-0.001902	0.000584	0.000125	0.001827	-0.001841	0.000232	0.003383	-0.002736	0.000601	0.000554	0.002564	-0.001595	0.001197	0.000198	-0.000397	-0.000941	-0.001962	-0.000605	0.003864	-0.000839	0.001996	0.002014	0.000102	-0.000118	
