"Sample Name"	"Common Name"	"SampleNumber"	"samBaseNum"	"Genus"	"Species"	"Coordinates"	"DNA"	"Tissue"	"Date"	"Number"	"Name collector"	"Sex"	"Split"	"Country"	"Locality"	"Comments"	"Sample"	File1	File2
"1270"	"greater kudu"	"D2301170827"	64.66	"Tragelaphus"	"strepsiceros"	NA	NA	"dry skin"	"94-08-03"	"JM21"	"Joergen Madsen, KVL"	NA	NA	"Zimbabwe"	NA	"Box5"	"TstrZim_0827"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170827/230302_SEQ063_FP200009223_L01_SP2302150804/FP200009223_L01_365_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170827/230302_SEQ063_FP200009223_L01_SP2302150804/FP200009223_L01_365_2.fq.gz
"1271"	"greater kudu"	"D2301170828"	69.94	"Tragelaphus"	"strepsiceros"	NA	NA	"dry skin"	"94-08-03"	"JM22"	"Joergen Madsen, KVL"	NA	NA	"Zimbabwe"	NA	"Box5"	"TstrZim_0828"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170828/230302_SEQ063_FP200009223_L01_SP2302150805/FP200009223_L01_366_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170828/230302_SEQ063_FP200009223_L01_SP2302150805/FP200009223_L01_366_2.fq.gz
"1505"	"greater kudu"	"D2301170829"	52.4	"Tragelaphus"	"strepsiceros"	NA	"54"	"earnick"	"94-08-15"	"EA03"	"E.C. Anderson"	"F"	NA	"Zimbabwe"	"Shangani"	"Box5"	"TstrZim_0829"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170829/230302_SEQ063_FP200009223_L01_SP2302150806/FP200009223_L01_368_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170829/230302_SEQ063_FP200009223_L01_SP2302150806/FP200009223_L01_368_2.fq.gz
"1506"	"greater kudu"	"D2301170830"	69.28	"Tragelaphus"	"strepsiceros"	NA	"55"	"earnick"	"94-08-26"	"EA02"	"E.C. Anderson"	"F"	NA	"Zimbabwe"	"Shangani"	"Box5"	"TstrZim_0830"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170830/230302_SEQ063_FP200009223_L01_SP2302150807/FP200009223_L01_369_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170830/230302_SEQ063_FP200009223_L01_SP2302150807/FP200009223_L01_369_2.fq.gz
"1913"	"greater kudu"	"D2301170749"	96.76	"Tragelaphus"	"strepsiceros"	NA	"57"	"skin"	"94-06-??"	"3"	NA	"M"	"+"	"Botswana"	"Chobe"	"Box3"	"TstrBot_0749"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170749/230302_SEQ062_FP200009146_L01_SP2302150726/FP200009146_L01_386_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170749/230302_SEQ062_FP200009146_L01_SP2302150726/FP200009146_L01_386_2.fq.gz
"1915"	"greater kudu"	"D2301170750"	85.76	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"43"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0750"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170750/230302_SEQ062_FP200009146_L01_SP2302150727/FP200009146_L01_387_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170750/230302_SEQ062_FP200009146_L01_SP2302150727/FP200009146_L01_387_2.fq.gz
"1916"	"greater kudu"	"D2301170751"	83.74	"Tragelaphus"	"strepsiceros"	NA	"58"	"skin"	"94-06-??"	"9"	NA	"M"	"+"	"Botswana"	"Chobe"	"Box3"	"TstrBot_0751"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170751/230302_SEQ062_FP200009146_L01_SP2302150728/FP200009146_L01_388_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170751/230302_SEQ062_FP200009146_L01_SP2302150728/FP200009146_L01_388_2.fq.gz
"1919"	"greater kudu"	"D2301170752"	108.04	"Tragelaphus"	"strepsiceros"	NA	"1598"	"skin"	"94-06-??"	"54"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0752"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170752/230302_SEQ062_FP200009146_L01_SP2302150729/FP200009146_L01_389_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170752/230302_SEQ062_FP200009146_L01_SP2302150729/FP200009146_L01_389_2.fq.gz
"1925"	"greater kudu"	"D2301170753"	87.96	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"55"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0753"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170753/230302_SEQ062_FP200009146_L01_SP2302150730/FP200009146_L01_390_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170753/230302_SEQ062_FP200009146_L01_SP2302150730/FP200009146_L01_390_2.fq.gz
"1941"	"greater kudu"	"D2301170754"	76.32	"Tragelaphus"	"strepsiceros"	NA	"1599"	"skin"	"94-06-??"	"42"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0754"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170754/230302_SEQ062_FP200009146_L01_SP2302150731/FP200009146_L01_391_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170754/230302_SEQ062_FP200009146_L01_SP2302150731/FP200009146_L01_391_2.fq.gz
"1950"	"greater kudu"	"D2301170755"	89.34	"Tragelaphus"	"strepsiceros"	NA	"1600"	"skin"	"94-06-??"	"10"	NA	"M"	"+"	"Botswana"	"Okavango N."	"Box3"	"TstrBot_0755"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170755/230302_SEQ062_FP200009146_L01_SP2302150732/FP200009146_L01_392_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170755/230302_SEQ062_FP200009146_L01_SP2302150732/FP200009146_L01_392_2.fq.gz
"1953"	"greater kudu"	"D2301170756"	78.24	"Tragelaphus"	"strepsiceros"	NA	"1601"	"skin"	"94-06-??"	"53"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0756"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170756/230302_SEQ062_FP200009146_L01_SP2302150733/FP200009146_L01_394_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170756/230302_SEQ062_FP200009146_L01_SP2302150733/FP200009146_L01_394_2.fq.gz
"1959"	"greater kudu"	"D2301170757"	84.12	"Tragelaphus"	"strepsiceros"	NA	"1224"	"skin"	"94-06-??"	"48"	NA	"M"	"+"	"Botswana"	"Okavango N."	"Box3"	"TstrBot_0757"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170757/230302_SEQ062_FP200009146_L01_SP2302150734/FP200009146_L01_395_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170757/230302_SEQ062_FP200009146_L01_SP2302150734/FP200009146_L01_395_2.fq.gz
"2020"	"greater kudu"	"D2301170758"	78.56	"Tragelaphus"	"strepsiceros"	NA	"1606"	"skin"	"94-06-??"	"94"	NA	"M"	NA	"Botswana"	"Chobe"	"Box3"	"TstrBot_0758"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170758/230302_SEQ062_FP200009146_L01_SP2302150735/FP200009146_L01_396_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170758/230302_SEQ062_FP200009146_L01_SP2302150735/FP200009146_L01_396_2.fq.gz
"2029"	"greater kudu"	"D2301170759"	113.32	"Tragelaphus"	"strepsiceros"	NA	"60"	"skin"	"94-06-??"	"87"	NA	"M"	NA	"Botswana"	"Chobe"	"Box3"	"TstrBot_0759"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170759/230302_SEQ062_FP200009146_L01_SP2302150736/FP200009146_L01_397_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170759/230302_SEQ062_FP200009146_L01_SP2302150736/FP200009146_L01_397_2.fq.gz
"2044"	"greater kudu"	"D2301170760"	110.52	"Tragelaphus"	"strepsiceros"	NA	"61"	"skin"	"94-06-??"	"83"	NA	"M"	NA	"Botswana"	"Chobe"	"Box3"	"TstrBot_0760"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170760/230302_SEQ062_FP200009146_L01_SP2302150737/FP200009146_L01_398_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170760/230302_SEQ062_FP200009146_L01_SP2302150737/FP200009146_L01_398_2.fq.gz
"2047"	"greater kudu"	"D2301170761"	69.64	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"68"	NA	"M"	NA	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0761"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170761/230302_SEQ062_FP200009146_L01_SP2302150738/FP200009146_L01_399_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170761/230302_SEQ062_FP200009146_L01_SP2302150738/FP200009146_L01_399_2.fq.gz
"2048"	"greater kudu"	"D2301170762"	73.16	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"69"	NA	"M"	NA	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0762"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170762/230302_SEQ062_FP200009146_L01_SP2302150739/FP200009146_L01_400_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170762/230302_SEQ062_FP200009146_L01_SP2302150739/FP200009146_L01_400_2.fq.gz
"2973"	"greater kudu"	"D2301170831"	73.98	"Tragelaphus"	"strepsiceros"	NA	"83"	"dried skin"	"95-08-13"	"PWN29"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa S."	"Box5"	"TstrTan_0831"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170831/230302_SEQ063_FP200009223_L01_SP2302150808/FP200009223_L01_370_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170831/230302_SEQ063_FP200009223_L01_SP2302150808/FP200009223_L01_370_2.fq.gz
"2974"	"greater kudu"	"D2301170832"	79.56	"Tragelaphus"	"strepsiceros"	NA	"84"	"dried skin"	"95-07-28"	"CDR22"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa (Inyanga)"	"Box5"	"TstrTan_0832"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170832/230302_SEQ063_FP200009223_L01_SP2302150809/FP200009223_L01_371_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170832/230302_SEQ063_FP200009223_L01_SP2302150809/FP200009223_L01_371_2.fq.gz
"2977"	"greater kudu"	"D2301170833"	73.62	"Tragelaphus"	"strepsiceros"	NA	"86"	"dried skin"	"95-08-07"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa (Kimali)"	"Box5"	"TstrTan_0833"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170833/230302_SEQ063_FP200009223_L01_SP2302150810/FP200009223_L01_372_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170833/230302_SEQ063_FP200009223_L01_SP2302150810/FP200009223_L01_372_2.fq.gz
"2978"	"greater kudu"	"D2301170834"	69.18	"Tragelaphus"	"strepsiceros"	NA	"87"	"dried skin"	"?-08-23"	"EFG13"	"David Moyer"	NA	"+"	"Tanzania"	"Maswa (Makau)"	"Box5"	"TstrTan_0834"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170834/230302_SEQ063_FP200009223_L01_SP2302150811/FP200009223_L01_373_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170834/230302_SEQ063_FP200009223_L01_SP2302150811/FP200009223_L01_373_2.fq.gz
"2979"	"greater kudu"	"D2301170835"	76.62	"Tragelaphus"	"strepsiceros"	NA	NA	"dried skin"	"95-07-29"	"GST13"	"David Moyer"	NA	"+"	"Tanzania"	"Maswa (Makau)"	"Box5"	"TstrTan_0835"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170835/230302_SEQ063_FP200009223_L01_SP2302150812/FP200009223_L01_374_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170835/230302_SEQ063_FP200009223_L01_SP2302150812/FP200009223_L01_374_2.fq.gz
"2980"	"greater kudu"	"D2301170836"	68.34	"Tragelaphus"	"strepsiceros"	NA	NA	"dried skin"	"95-"	"MA28"	"David Moyer"	NA	"+"	"Tanzania"	"Maswa (Makau)"	"Box5"	"TstrTan_0836"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170836/230302_SEQ063_FP200009223_L01_SP2302150813/FP200009223_L01_375_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170836/230302_SEQ063_FP200009223_L01_SP2302150813/FP200009223_L01_375_2.fq.gz
"5639"	"greater kudu"	"D2301170837"	75.04	"Tragelaphus"	"strepsiceros"	NA	"1456"	"skin"	NA	"FLV 13"	"David Moyer"	NA	"+"	"Tanzania"	"Makau"	"Box5"	"TstrTan_0837"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170837/230302_SEQ063_FP200009223_L01_SP2302150814/FP200009223_L01_376_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170837/230302_SEQ063_FP200009223_L01_SP2302150814/FP200009223_L01_376_2.fq.gz
"5640"	"greater kudu"	"D2301170838"	68.28	"Tragelaphus"	"strepsiceros"	NA	"1457"	"skin"	NA	"MP 18"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0838"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170838/230302_SEQ063_FP200009223_L01_SP2302150815/FP200009223_L01_378_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170838/230302_SEQ063_FP200009223_L01_SP2302150815/FP200009223_L01_378_2.fq.gz
"5641"	"greater kudu"	"D2301170839"	90.28	"Tragelaphus"	"strepsiceros"	NA	"1458"	"skin"	NA	"SHB 20"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa"	"Box5"	"TstrTan_0839"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170839/230302_SEQ063_FP200009223_L01_SP2302150816/FP200009223_L01_379_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170839/230302_SEQ063_FP200009223_L01_SP2302150816/FP200009223_L01_379_2.fq.gz
"6675"	"greater kudu"	"D2301170763"	105.8	"Tragelaphus"	"strepsiceros"	NA	"1589"	"skin"	"97-12-12"	"PA8"	NA	"F"	NA	"Kenya"	"Samburu N.P."	"Box3"	"TstrKen_0763"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170763/230302_SEQ062_FP200009146_L01_SP2302150740/FP200009146_L01_401_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170763/230302_SEQ062_FP200009146_L01_SP2302150740/FP200009146_L01_401_2.fq.gz
"7097"	"greater kudu"	"D2301170768"	90.38	"Tragelaphus"	"strepsiceros"	NA	"2184"	NA	"97-08-01"	NA	NA	"M"	"+"	"Tanzania"	"Maswa"	"Box4"	"TstrTan_0768"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170768/230302_SEQ062_FP200009146_L01_SP2302150745/FP200009146_L01_407_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170768/230302_SEQ062_FP200009146_L01_SP2302150745/FP200009146_L01_407_2.fq.gz
"7100"	"greater kudu"	"D2301170769"	97.74	"Tragelaphus"	"strepsiceros"	NA	"2182"	NA	NA	NA	NA	NA	"+"	"Tanzania"	"Makau"	"Box4"	"TstrTan_0769"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170769/230302_SEQ062_FP200009146_L01_SP2302150746/FP200009146_L01_408_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170769/230302_SEQ062_FP200009146_L01_SP2302150746/FP200009146_L01_408_2.fq.gz
"7101"	"greater kudu"	"D2301170770"	104.7	"Tragelaphus"	"strepsiceros"	NA	"2177"	NA	NA	NA	NA	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TstrTan_0770"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170770/230302_SEQ062_FP200009146_L01_SP2302150747/FP200009146_L01_410_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170770/230302_SEQ062_FP200009146_L01_SP2302150747/FP200009146_L01_410_2.fq.gz
"18815"	"greater kudu"	"D2301170968"	99.3	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Adaleh"	"Box7"	"TstrSom_0968"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170968/230302_SEQ064_FP200009230_L01_SP2302150940/FP200009230_L01_413_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170968/230302_SEQ064_FP200009230_L01_SP2302150940/FP200009230_L01_413_2.fq.gz
"21655"	"greater kudu"	"D2301170969"	87.82	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Zimbabwe"	"Moshonaland"	"Box7"	"TstrZim_0969"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170969/230302_SEQ064_FP200009230_L01_SP2302150941/FP200009230_L01_414_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170969/230302_SEQ064_FP200009230_L01_SP2302150941/FP200009230_L01_414_2.fq.gz
"26932"	"greater kudu"	"D2301170970"	104.2	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Ethiopia"	"Bale"	"Box7"	"TstrEth_0970"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170970/230302_SEQ064_FP200009230_L01_SP2302150942/FP200009230_L01_415_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170970/230302_SEQ064_FP200009230_L01_SP2302150942/FP200009230_L01_415_2.fq.gz
"105032"	"greater kudu"	"D2301170971"	90.34	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Kenya"	"Marenlal"	"Box7"	"TstrKen_0971"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170971/230302_SEQ064_FP200009230_L01_SP2302150943/FP200009230_L01_416_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk3/W230215025-3/D2301170971/230302_SEQ064_FP200009230_L01_SP2302150943/FP200009230_L01_416_2.fq.gz
"545"	"greater kudu"	"D2301170840"	72.74	"Tragelaphus"	"strepsiceros"	NA	NA	"+"	NA	"132"	NA	"M"	NA	NA	"Kazuma"	"Box5"	"TstrNA-_0840"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170840/230302_SEQ063_FP200009223_L01_SP2302150817/FP200009223_L01_380_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170840/230302_SEQ063_FP200009223_L01_SP2302150817/FP200009223_L01_380_2.fq.gz
"917"	"greater kudu"	"D2301170841"	91.4	"Tragelaphus"	"strepsiceros"	NA	"1082"	"muscle"	"94-04-26"	"LD02"	"Leon Dal"	"M"	NA	"RSA"	"Karoemakatiti"	"Box5"	"TstrRSA_0841"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170841/230302_SEQ063_FP200009223_L01_SP2302150818/FP200009223_L01_381_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170841/230302_SEQ063_FP200009223_L01_SP2302150818/FP200009223_L01_381_2.fq.gz
"2526"	"greater kudu"	"D2301170842"	65.04	"Tragelaphus"	"strepsiceros"	NA	"76"	"dried skin"	"95-08-08"	"PA34"	"P. Arctander"	NA	NA	"Zambia"	"Luangwa N."	"Box5"	"TstrZam_0842"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170842/230302_SEQ063_FP200009223_L01_SP2302150819/FP200009223_L01_382_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170842/230302_SEQ063_FP200009223_L01_SP2302150819/FP200009223_L01_382_2.fq.gz
"2531"	"greater kudu"	"D2301170843"	73.2	"Tragelaphus"	"strepsiceros"	NA	"77"	"dried skin"	"95-08-08"	"PA41"	"P. Arctander"	NA	NA	"Zambia"	"Luangwa S."	"Box5"	"TstrZam_0843"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170843/230302_SEQ063_FP200009223_L01_SP2302150820/FP200009223_L01_383_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170843/230302_SEQ063_FP200009223_L01_SP2302150820/FP200009223_L01_383_2.fq.gz
"4130"	"greater kudu"	"D2301170844"	62.08	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box5"	"TstrTan_0844"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170844/230302_SEQ063_FP200009223_L01_SP2302150821/FP200009223_L01_384_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170844/230302_SEQ063_FP200009223_L01_SP2302150821/FP200009223_L01_384_2.fq.gz
"4131"	"greater kudu"	"D2301170845"	65.98	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box5"	"TstrTan_0845"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170845/230302_SEQ063_FP200009223_L01_SP2302150822/FP200009223_L01_386_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170845/230302_SEQ063_FP200009223_L01_SP2302150822/FP200009223_L01_386_2.fq.gz
"4132"	"greater kudu"	"D2301170846"	69.56	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"BJO35"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0846"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170846/230302_SEQ063_FP200009223_L01_SP2302150823/FP200009223_L01_387_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170846/230302_SEQ063_FP200009223_L01_SP2302150823/FP200009223_L01_387_2.fq.gz
"4133"	"greater kudu"	"D2301170847"	63.04	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"BCA5"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0847"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170847/230302_SEQ063_FP200009223_L01_SP2302150824/FP200009223_L01_388_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170847/230302_SEQ063_FP200009223_L01_SP2302150824/FP200009223_L01_388_2.fq.gz
"4210"	"greater kudu"	"D2301170771"	84.18	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box4"	"TstrTan_0771"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170771/230302_SEQ062_FP200009146_L01_SP2302150748/FP200009146_L01_413_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170771/230302_SEQ062_FP200009146_L01_SP2302150748/FP200009146_L01_413_2.fq.gz
"4538"	"greater kudu"	"D2301170848"	81.02	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"IM30"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0848"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170848/230302_SEQ063_FP200009223_L01_SP2302150825/FP200009223_L01_389_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170848/230302_SEQ063_FP200009223_L01_SP2302150825/FP200009223_L01_389_2.fq.gz
"4539"	"greater kudu"	"D2301170849"	63.46	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"GAJ36"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0849"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170849/230302_SEQ063_FP200009223_L01_SP2302150826/FP200009223_L01_390_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk2/W230215025-2/D2301170849/230302_SEQ063_FP200009223_L01_SP2302150826/FP200009223_L01_390_2.fq.gz
