"Sample Name"	"Common Name"	"SampleNumber"	"samBaseNum"	"Genus"	"Species"	"Coordinates"	"DNA"	"Tissue"	"Date"	"Number"	"Name collector"	"Sex"	"Split"	"Country"	"Locality"	"Comments"	"Sample"	File1	File2
"2035"	"eland"	"D2301170606"	73.52	"Taurotragus"	"oryx"	NA	"20"	"skin"	"94-06-??"	"92"	NA	"M"	NA	"Botswana"	"Chobe"	"Box1"	"ToryBot_0606"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170606/230302_SEQ061_FP200009145_L01_SP2302150597/FP200009145_L01_348_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170606/230302_SEQ061_FP200009145_L01_SP2302150597/FP200009145_L01_348_2.fq.gz
"2036"	"eland"	"D2301170607"	75.8	"Taurotragus"	"oryx"	NA	"21"	"skin"	"94-06-??"	"93"	NA	"M"	NA	"Botswana"	"Chobe"	"Box1"	"ToryBot_0607"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170607/230302_SEQ061_FP200009145_L01_SP2302150598/FP200009145_L01_349_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170607/230302_SEQ061_FP200009145_L01_SP2302150598/FP200009145_L01_349_2.fq.gz
"2038"	"eland"	"D2301170608"	66.82	"Taurotragus"	"oryx"	NA	"22"	"skin"	"94-06-??"	"77"	NA	"M"	NA	"Botswana"	"Chobe"	"Box1"	"ToryBot_0608"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170608/230302_SEQ061_FP200009145_L01_SP2302150599/FP200009145_L01_350_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170608/230302_SEQ061_FP200009145_L01_SP2302150599/FP200009145_L01_350_2.fq.gz
"2039"	"eland"	"D2301170609"	66.64	"Taurotragus"	"oryx"	NA	"23"	"skin"	"94-06-??"	"78"	NA	"M"	NA	"Botswana"	"Chobe"	"Box1"	"ToryBot_0609"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170609/230302_SEQ061_FP200009145_L01_SP2302150600/FP200009145_L01_352_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170609/230302_SEQ061_FP200009145_L01_SP2302150600/FP200009145_L01_352_2.fq.gz
"2101"	"eland"	"D2301170610"	72.36	"Taurotragus"	"oryx"	NA	"26"	"earnick"	"95-03-29"	"PA26"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0610"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170610/230302_SEQ061_FP200009145_L01_SP2302150601/FP200009145_L01_353_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170610/230302_SEQ061_FP200009145_L01_SP2302150601/FP200009145_L01_353_2.fq.gz
"2102"	"eland"	"D2301170611"	67.64	"Taurotragus"	"oryx"	NA	"27"	"earnick"	"95-03-28"	"PA27"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0611"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170611/230302_SEQ061_FP200009145_L01_SP2302150602/FP200009145_L01_354_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170611/230302_SEQ061_FP200009145_L01_SP2302150602/FP200009145_L01_354_2.fq.gz
"2104"	"eland"	"D2301170612"	62.24	"Taurotragus"	"oryx"	NA	"29"	"earnick"	"95-03-29"	"PA29"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0612"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170612/230311_SEQ024_FP150001264BL_L01_SP2302150603/FP150001264BL_L01_355_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170612/230311_SEQ024_FP150001264BL_L01_SP2302150603/FP150001264BL_L01_355_2.fq.gz
"2104"	"eland"	"D2301170612"	62.24	"Taurotragus"	"oryx"	NA	"29"	"earnick"	"95-03-29"	"PA29"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0612"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170612/230302_SEQ061_FP200009145_L01_SP2302150603/FP200009145_L01_355_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170612/230302_SEQ061_FP200009145_L01_SP2302150603/FP200009145_L01_355_2.fq.gz
"2105"	"eland"	"D2301170613"	72.96	"Taurotragus"	"oryx"	NA	"30"	"earnick"	"95-03-28"	"PA30"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0613"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170613/230302_SEQ061_FP200009145_L01_SP2302150604/FP200009145_L01_357_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170613/230302_SEQ061_FP200009145_L01_SP2302150604/FP200009145_L01_357_2.fq.gz
"2106"	"eland"	"D2301170614"	65.9	"Taurotragus"	"oryx"	NA	"31"	"earnick"	"95-03-29"	"PA31"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0614"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170614/230302_SEQ061_FP200009145_L01_SP2302150605/FP200009145_L01_358_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170614/230302_SEQ061_FP200009145_L01_SP2302150605/FP200009145_L01_358_2.fq.gz
"2108"	"eland"	"D2301170615"	65.24	"Taurotragus"	"oryx"	NA	"33"	"earnick"	"95-03-29"	"PA33"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0615"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170615/230302_SEQ061_FP200009145_L01_SP2302150606/FP200009145_L01_359_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170615/230302_SEQ061_FP200009145_L01_SP2302150606/FP200009145_L01_359_2.fq.gz
"2109"	"eland"	"D2301170616"	75.4	"Taurotragus"	"oryx"	NA	"34"	"earnick"	"95-03-29"	"PA34"	"H. Winterbach"	"M"	"+"	"Namibia"	"Waterberg"	"Box1"	"ToryNam_0616"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170616/230302_SEQ061_FP200009145_L01_SP2302150607/FP200009145_L01_360_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170616/230302_SEQ061_FP200009145_L01_SP2302150607/FP200009145_L01_360_2.fq.gz
"2594"	"eland"	"D2301170617"	89.26	"Taurotragus"	"oryx"	NA	"36"	"dried skin"	"95-08-08"	"PA133"	"P. Arctander"	NA	NA	"Zambia"	"Chipata"	"Box1"	"ToryZam_0617"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170617/230302_SEQ061_FP200009145_L01_SP2302150608/FP200009145_L01_361_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170617/230302_SEQ061_FP200009145_L01_SP2302150608/FP200009145_L01_361_2.fq.gz
"2668"	"eland"	"D2301170618"	83.58	"Taurotragus"	"oryx"	NA	"37"	"dried skin"	"95-08-08"	"PA134"	"P. Arctander"	NA	NA	"Zambia"	"Chipata"	"Box1"	"ToryZam_0618"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170618/230302_SEQ061_FP200009145_L01_SP2302150609/FP200009145_L01_362_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170618/230302_SEQ061_FP200009145_L01_SP2302150609/FP200009145_L01_362_2.fq.gz
"2669"	"eland"	"D2301170619"	79.92	"Taurotragus"	"oryx"	NA	"38"	"dried skin"	"95-08-08"	"PA135"	"P. Arctander"	NA	NA	"Zambia"	"Chipata"	"Box1"	"ToryZam_0619"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170619/230302_SEQ061_FP200009145_L01_SP2302150610/FP200009145_L01_363_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170619/230302_SEQ061_FP200009145_L01_SP2302150610/FP200009145_L01_363_2.fq.gz
"2670"	"eland"	"D2301170620"	66.72	"Taurotragus"	"oryx"	NA	"39"	"dried skin"	"95-08-08"	"PA138"	"P. Arctander"	NA	NA	"Zambia"	"Chipata"	"Box1"	"ToryZam_0620"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170620/230302_SEQ061_FP200009145_L01_SP2302150611/FP200009145_L01_364_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170620/230302_SEQ061_FP200009145_L01_SP2302150611/FP200009145_L01_364_2.fq.gz
"2671"	"eland"	"D2301170621"	68.24	"Taurotragus"	"oryx"	NA	"40"	"dried skin"	"95-08-08"	"PA136"	"P. Arctander"	NA	NA	"Zambia"	"Chipata"	"Box1"	"ToryZam_0621"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170621/230302_SEQ061_FP200009145_L01_SP2302150612/FP200009145_L01_365_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170621/230302_SEQ061_FP200009145_L01_SP2302150612/FP200009145_L01_365_2.fq.gz
"2672"	"eland"	"D2301170622"	84.76	"Taurotragus"	"oryx"	NA	"41"	"dried skin"	"95-08-08"	"PA137"	"P. Arctander"	NA	NA	"Zambia"	"Chipata"	"Box1"	"ToryZam_0622"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170622/230302_SEQ061_FP200009145_L01_SP2302150613/FP200009145_L01_366_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170622/230302_SEQ061_FP200009145_L01_SP2302150613/FP200009145_L01_366_2.fq.gz
"4270"	"eland"	"D2301170623"	55.66	"Taurotragus"	"oryx"	NA	NA	"skin"	NA	"JWA8"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box1"	"ToryTan_0623"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170623/230302_SEQ061_FP200009145_L01_SP2302150614/FP200009145_L01_368_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170623/230302_SEQ061_FP200009145_L01_SP2302150614/FP200009145_L01_368_2.fq.gz
"4271"	"eland"	"D2301170624"	72.02	"Taurotragus"	"oryx"	NA	NA	"skin"	NA	"BIS27"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box1"	"ToryTan_0624"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170624/230302_SEQ061_FP200009145_L01_SP2302150615/FP200009145_L01_369_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170624/230302_SEQ061_FP200009145_L01_SP2302150615/FP200009145_L01_369_2.fq.gz
"4272"	"eland"	"D2301170625"	83.18	"Taurotragus"	"oryx"	NA	"2271"	"skin"	NA	"BJO43"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box1"	"ToryTan_0625"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170625/230302_SEQ061_FP200009145_L01_SP2302150616/FP200009145_L01_370_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170625/230302_SEQ061_FP200009145_L01_SP2302150616/FP200009145_L01_370_2.fq.gz
"4273"	"eland"	"D2301170626"	74.68	"Taurotragus"	"oryx"	NA	"2224"	"skin"	NA	"CHO17"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa"	"Box1"	"ToryTan_0626"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170626/230302_SEQ061_FP200009145_L01_SP2302150617/FP200009145_L01_371_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170626/230302_SEQ061_FP200009145_L01_SP2302150617/FP200009145_L01_371_2.fq.gz
"4490"	"eland"	"D2301170627"	72.7	"Taurotragus"	"oryx"	NA	NA	"skin"	NA	"BSB40"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box1"	"ToryTan_0627"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170627/230302_SEQ061_FP200009145_L01_SP2302150618/FP200009145_L01_372_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170627/230302_SEQ061_FP200009145_L01_SP2302150618/FP200009145_L01_372_2.fq.gz
"4491"	"eland"	"D2301170628"	77.96	"Taurotragus"	"oryx"	NA	NA	"skin"	NA	"AHG7"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box1"	"ToryTan_0628"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170628/230302_SEQ061_FP200009145_L01_SP2302150619/FP200009145_L01_373_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170628/230302_SEQ061_FP200009145_L01_SP2302150619/FP200009145_L01_373_2.fq.gz
"4493"	"eland"	"D2301170629"	70.58	"Taurotragus"	"oryx"	NA	"2272"	"skin"	"95-09-??"	NA	"David Moyer"	NA	"+"	"Tanzania"	"Selous"	"Box1"	"ToryTan_0629"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170629/230302_SEQ061_FP200009145_L01_SP2302150620/FP200009145_L01_374_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170629/230302_SEQ061_FP200009145_L01_SP2302150620/FP200009145_L01_374_2.fq.gz
"4589"	"eland"	"D2301170630"	71.24	"Taurotragus"	"oryx"	NA	"2274"	"skin"	NA	NA	"?"	NA	"+"	"Zambia"	"Kafue N.P. (Mulobezi)"	"Box1"	"ToryZam_0630"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170630/230302_SEQ061_FP200009145_L01_SP2302150621/FP200009145_L01_375_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170630/230302_SEQ061_FP200009145_L01_SP2302150621/FP200009145_L01_375_2.fq.gz
"5229"	"eland"	"D2301170631"	72.44	"Taurotragus"	"oryx"	NA	"2212"	"skin"	"96-09-24"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0631"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170631/230302_SEQ061_FP200009145_L01_SP2302150622/FP200009145_L01_376_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170631/230302_SEQ061_FP200009145_L01_SP2302150622/FP200009145_L01_376_2.fq.gz
"5230"	"eland"	"D2301170632"	65.38	"Taurotragus"	"oryx"	NA	NA	"skin"	"96-10-11"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0632"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170632/230302_SEQ061_FP200009145_L01_SP2302150623/FP200009145_L01_378_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170632/230302_SEQ061_FP200009145_L01_SP2302150623/FP200009145_L01_378_2.fq.gz
"5231"	"eland"	"D2301170633"	84.88	"Taurotragus"	"oryx"	NA	"2232"	"skin"	"96-10-09"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0633"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170633/230302_SEQ061_FP200009145_L01_SP2302150624/FP200009145_L01_379_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170633/230302_SEQ061_FP200009145_L01_SP2302150624/FP200009145_L01_379_2.fq.gz
"5656"	"eland"	"D2301170634"	80.08	"Taurotragus"	"oryx"	NA	"1463"	"skin"	NA	"MP 10"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa"	"Box1"	"ToryTan_0634"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170634/230302_SEQ061_FP200009145_L01_SP2302150625/FP200009145_L01_380_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170634/230302_SEQ061_FP200009145_L01_SP2302150625/FP200009145_L01_380_2.fq.gz
"5657"	"eland"	"D2301170635"	68.5	"Taurotragus"	"oryx"	NA	"1464"	"skin"	NA	"HA 7"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa"	"Box1"	"ToryTan_0635"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170635/230302_SEQ061_FP200009145_L01_SP2302150626/FP200009145_L01_381_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170635/230302_SEQ061_FP200009145_L01_SP2302150626/FP200009145_L01_381_2.fq.gz
"5658"	"eland"	"D2301170636"	60.32	"Taurotragus"	"oryx"	NA	"1465"	"skin"	"97-08-08"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Kizigo"	"Box1"	"ToryTan_0636"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170636/230302_SEQ061_FP200009145_L01_SP2302150627/FP200009145_L01_382_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170636/230302_SEQ061_FP200009145_L01_SP2302150627/FP200009145_L01_382_2.fq.gz
"5659"	"eland"	"D2301170637"	55.7	"Taurotragus"	"oryx"	NA	"1466"	"skin"	"96-10-04"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Kizigo"	"Box1"	"ToryTan_0637"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170637/230302_SEQ061_FP200009145_L01_SP2302150628/FP200009145_L01_383_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170637/230302_SEQ061_FP200009145_L01_SP2302150628/FP200009145_L01_383_2.fq.gz
"5661"	"eland"	"D2301170638"	50.6	"Taurotragus"	"oryx"	NA	"1468"	"skin"	"97-08-16"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0638"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170638/230302_SEQ061_FP200009145_L01_SP2302150629/FP200009145_L01_384_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170638/230302_SEQ061_FP200009145_L01_SP2302150629/FP200009145_L01_384_2.fq.gz
"5662"	"eland"	"D2301170639"	59.2	"Taurotragus"	"oryx"	NA	"1469"	"skin"	"96-10-27"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0639"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170639/230302_SEQ061_FP200009145_L01_SP2302150630/FP200009145_L01_386_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170639/230302_SEQ061_FP200009145_L01_SP2302150630/FP200009145_L01_386_2.fq.gz
"5663"	"eland"	"D2301170640"	75.06	"Taurotragus"	"oryx"	NA	"1470"	"skin"	"97-07-13"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0640"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170640/230302_SEQ061_FP200009145_L01_SP2302150631/FP200009145_L01_387_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170640/230302_SEQ061_FP200009145_L01_SP2302150631/FP200009145_L01_387_2.fq.gz
"5664"	"eland"	"D2301170641"	71.46	"Taurotragus"	"oryx"	NA	"1471"	"skin"	"97-08-17"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box1"	"ToryTan_0641"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170641/230302_SEQ061_FP200009145_L01_SP2302150632/FP200009145_L01_388_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170641/230302_SEQ061_FP200009145_L01_SP2302150632/FP200009145_L01_388_2.fq.gz
"5664"	"eland"	"D2301170641"	71.46	"Taurotragus"	"oryx"	NA	"1471"	"skin"	"97-08-17"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box1"	"ToryTan_0641"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170641/230311_SEQ024_FP150001264BL_L01_SP2302150632/FP150001264BL_L01_388_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170641/230311_SEQ024_FP150001264BL_L01_SP2302150632/FP150001264BL_L01_388_2.fq.gz
"5665"	"eland"	"D2301170642"	63.86	"Taurotragus"	"oryx"	NA	"1472"	"skin"	"97-07-03"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box1"	"ToryTan_0642"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170642/230302_SEQ061_FP200009145_L01_SP2302150633/FP200009145_L01_389_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170642/230302_SEQ061_FP200009145_L01_SP2302150633/FP200009145_L01_389_2.fq.gz
"8390"	"eland"	"D2301170643"	65.24	"Taurotragus"	"oryx"	NA	NA	NA	NA	"SJJ 16"	NA	NA	"+"	"Tanzania"	"Rungwa"	"Box1"	"ToryTan_0643"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170643/230302_SEQ061_FP200009145_L01_SP2302150634/FP200009145_L01_390_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170643/230302_SEQ061_FP200009145_L01_SP2302150634/FP200009145_L01_390_2.fq.gz
"8392"	"eland"	"D2301170644"	64.54	"Taurotragus"	"oryx"	NA	NA	NA	"97-08-28"	NA	NA	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0644"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170644/230302_SEQ061_FP200009145_L01_SP2302150635/FP200009145_L01_391_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170644/230302_SEQ061_FP200009145_L01_SP2302150635/FP200009145_L01_391_2.fq.gz
"8392"	"eland"	"D2301170644"	64.54	"Taurotragus"	"oryx"	NA	NA	NA	"97-08-28"	NA	NA	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0644"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170644/230311_SEQ024_FP150001264BL_L01_SP2302150635/FP150001264BL_L01_391_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170644/230311_SEQ024_FP150001264BL_L01_SP2302150635/FP150001264BL_L01_391_2.fq.gz
"8393"	"eland"	"D2301170645"	55.14	"Taurotragus"	"oryx"	NA	NA	NA	"98-01-10"	NA	NA	"M"	"+"	"Tanzania"	"Maswa"	"Box1"	"ToryTan_0645"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170645/230302_SEQ061_FP200009145_L01_SP2302150636/FP200009145_L01_392_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170645/230302_SEQ061_FP200009145_L01_SP2302150636/FP200009145_L01_392_2.fq.gz
"8394"	"eland"	"D2301170646"	60.88	"Taurotragus"	"oryx"	NA	NA	NA	"97- 10-04"	NA	NA	"M"	"+"	"Tanzania"	"Kizigo"	"Box1"	"ToryTan_0646"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170646/230302_SEQ061_FP200009145_L01_SP2302150637/FP200009145_L01_394_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170646/230302_SEQ061_FP200009145_L01_SP2302150637/FP200009145_L01_394_2.fq.gz
"8395"	"eland"	"D2301170647"	63.36	"Taurotragus"	"oryx"	NA	NA	NA	"97- 10-04"	NA	NA	"M"	"+"	"Tanzania"	"Kizigo"	"Box1"	"ToryTan_0647"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170647/230302_SEQ061_FP200009145_L01_SP2302150638/FP200009145_L01_395_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170647/230302_SEQ061_FP200009145_L01_SP2302150638/FP200009145_L01_395_2.fq.gz
"8686"	"eland"	"D2301170649"	67.8	"Taurotragus"	"oryx"	NA	NA	NA	"98-07-29"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box1"	"ToryTan_0649"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170649/230311_SEQ024_FP150001264BL_L01_SP2302150639/FP150001264BL_L01_396_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170649/230311_SEQ024_FP150001264BL_L01_SP2302150639/FP150001264BL_L01_396_2.fq.gz
"8686"	"eland"	"D2301170649"	67.8	"Taurotragus"	"oryx"	NA	NA	NA	"98-07-29"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box1"	"ToryTan_0649"	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170649/230302_SEQ061_FP200009145_L01_SP2302150639/FP200009145_L01_396_1.fq.gz	/maps/projects/seqafrica/scratch/albrecht/rawfastq/2023april/disk1/W230215025-1/D2301170649/230302_SEQ061_FP200009145_L01_SP2302150639/FP200009145_L01_396_2.fq.gz
