"Sample Name"	"Common Name"	"SampleNumber"	"samBaseNum"	"Genus"	"Species"	"Coordinates"	"DNA"	"Tissue"	"Date"	"Number"	"Name collector"	"Sex"	"Split"	"Country"	"Locality"	"Comments"	"Sample"
"1913"	"greater kudu"	"D2301170749"	96.76	"Tragelaphus"	"strepsiceros"	NA	"57"	"skin"	"94-06-??"	"3"	NA	"M"	"+"	"Botswana"	"Chobe"	"Box3"	"TstrBot_0749"
"1915"	"greater kudu"	"D2301170750"	85.76	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"43"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0750"
"1916"	"greater kudu"	"D2301170751"	83.74	"Tragelaphus"	"strepsiceros"	NA	"58"	"skin"	"94-06-??"	"9"	NA	"M"	"+"	"Botswana"	"Chobe"	"Box3"	"TstrBot_0751"
"1919"	"greater kudu"	"D2301170752"	108.04	"Tragelaphus"	"strepsiceros"	NA	"1598"	"skin"	"94-06-??"	"54"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0752"
"1925"	"greater kudu"	"D2301170753"	87.96	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"55"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0753"
"1941"	"greater kudu"	"D2301170754"	76.32	"Tragelaphus"	"strepsiceros"	NA	"1599"	"skin"	"94-06-??"	"42"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0754"
"1950"	"greater kudu"	"D2301170755"	89.34	"Tragelaphus"	"strepsiceros"	NA	"1600"	"skin"	"94-06-??"	"10"	NA	"M"	"+"	"Botswana"	"Okavango N."	"Box3"	"TstrBot_0755"
"1953"	"greater kudu"	"D2301170756"	78.24	"Tragelaphus"	"strepsiceros"	NA	"1601"	"skin"	"94-06-??"	"53"	NA	"M"	"+"	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0756"
"1959"	"greater kudu"	"D2301170757"	84.12	"Tragelaphus"	"strepsiceros"	NA	"1224"	"skin"	"94-06-??"	"48"	NA	"M"	"+"	"Botswana"	"Okavango N."	"Box3"	"TstrBot_0757"
"2020"	"greater kudu"	"D2301170758"	78.56	"Tragelaphus"	"strepsiceros"	NA	"1606"	"skin"	"94-06-??"	"94"	NA	"M"	NA	"Botswana"	"Chobe"	"Box3"	"TstrBot_0758"
"2029"	"greater kudu"	"D2301170759"	113.32	"Tragelaphus"	"strepsiceros"	NA	"60"	"skin"	"94-06-??"	"87"	NA	"M"	NA	"Botswana"	"Chobe"	"Box3"	"TstrBot_0759"
"2044"	"greater kudu"	"D2301170760"	110.52	"Tragelaphus"	"strepsiceros"	NA	"61"	"skin"	"94-06-??"	"83"	NA	"M"	NA	"Botswana"	"Chobe"	"Box3"	"TstrBot_0760"
"2047"	"greater kudu"	"D2301170761"	69.64	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"68"	NA	"M"	NA	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0761"
"2048"	"greater kudu"	"D2301170762"	73.16	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"94-06-??"	"69"	NA	"M"	NA	"Botswana"	"Okavango S."	"Box3"	"TstrBot_0762"
"2973"	"greater kudu"	"D2301170831"	73.98	"Tragelaphus"	"strepsiceros"	NA	"83"	"dried skin"	"95-08-13"	"PWN29"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa S."	"Box5"	"TstrTan_0831"
"2974"	"greater kudu"	"D2301170832"	79.56	"Tragelaphus"	"strepsiceros"	NA	"84"	"dried skin"	"95-07-28"	"CDR22"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa (Inyanga)"	"Box5"	"TstrTan_0832"
"2977"	"greater kudu"	"D2301170833"	73.62	"Tragelaphus"	"strepsiceros"	NA	"86"	"dried skin"	"95-08-07"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Maswa (Kimali)"	"Box5"	"TstrTan_0833"
"2978"	"greater kudu"	"D2301170834"	69.18	"Tragelaphus"	"strepsiceros"	NA	"87"	"dried skin"	"?-08-23"	"EFG13"	"David Moyer"	NA	"+"	"Tanzania"	"Maswa (Makau)"	"Box5"	"TstrTan_0834"
"2979"	"greater kudu"	"D2301170835"	76.62	"Tragelaphus"	"strepsiceros"	NA	NA	"dried skin"	"95-07-29"	"GST13"	"David Moyer"	NA	"+"	"Tanzania"	"Maswa (Makau)"	"Box5"	"TstrTan_0835"
"2980"	"greater kudu"	"D2301170836"	68.34	"Tragelaphus"	"strepsiceros"	NA	NA	"dried skin"	"95-"	"MA28"	"David Moyer"	NA	"+"	"Tanzania"	"Maswa (Makau)"	"Box5"	"TstrTan_0836"
"5639"	"greater kudu"	"D2301170837"	75.04	"Tragelaphus"	"strepsiceros"	NA	"1456"	"skin"	NA	"FLV 13"	"David Moyer"	NA	"+"	"Tanzania"	"Makau"	"Box5"	"TstrTan_0837"
"5640"	"greater kudu"	"D2301170838"	68.28	"Tragelaphus"	"strepsiceros"	NA	"1457"	"skin"	NA	"MP 18"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0838"
"5641"	"greater kudu"	"D2301170839"	90.28	"Tragelaphus"	"strepsiceros"	NA	"1458"	"skin"	NA	"SHB 20"	"David Moyer"	NA	"+"	"Tanzania"	"Rungwa"	"Box5"	"TstrTan_0839"
"6675"	"greater kudu"	"D2301170763"	105.8	"Tragelaphus"	"strepsiceros"	NA	"1589"	"skin"	"97-12-12"	"PA8"	NA	"F"	NA	"Kenya"	"Samburu N.P."	"Box3"	"TstrKen_0763"
"7097"	"greater kudu"	"D2301170768"	90.38	"Tragelaphus"	"strepsiceros"	NA	"2184"	NA	"97-08-01"	NA	NA	"M"	"+"	"Tanzania"	"Maswa"	"Box4"	"TstrTan_0768"
"7100"	"greater kudu"	"D2301170769"	97.74	"Tragelaphus"	"strepsiceros"	NA	"2182"	NA	NA	NA	NA	NA	"+"	"Tanzania"	"Makau"	"Box4"	"TstrTan_0769"
"7101"	"greater kudu"	"D2301170770"	104.7	"Tragelaphus"	"strepsiceros"	NA	"2177"	NA	NA	NA	NA	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TstrTan_0770"
"18815"	"greater kudu"	"D2301170968"	99.3	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Adaleh"	"Box7"	"TstrSom_0968"
"21655"	"greater kudu"	"D2301170969"	87.82	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Zimbabwe"	"Moshonaland"	"Box7"	"TstrZim_0969"
"26932"	"greater kudu"	"D2301170970"	104.2	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Ethiopia"	"Bale"	"Box7"	"TstrEth_0970"
"105032"	"greater kudu"	"D2301170971"	90.34	"Tragelaphus"	"strepsiceros"	NA	NA	NA	NA	NA	NA	NA	NA	"Kenya"	"Marenlal"	"Box7"	"TstrKen_0971"
"545"	"greater kudu"	"D2301170840"	72.74	"Tragelaphus"	"strepsiceros"	NA	NA	"+"	NA	"132"	NA	"M"	NA	NA	"Kazuma"	"Box5"	"TstrNA-_0840"
"917"	"greater kudu"	"D2301170841"	91.4	"Tragelaphus"	"strepsiceros"	NA	"1082"	"muscle"	"94-04-26"	"LD02"	"Leon Dal"	"M"	NA	"RSA"	"Karoemakatiti"	"Box5"	"TstrRSA_0841"
"2526"	"greater kudu"	"D2301170842"	65.04	"Tragelaphus"	"strepsiceros"	NA	"76"	"dried skin"	"95-08-08"	"PA34"	"P. Arctander"	NA	NA	"Zambia"	"Luangwa N."	"Box5"	"TstrZam_0842"
"2531"	"greater kudu"	"D2301170843"	73.2	"Tragelaphus"	"strepsiceros"	NA	"77"	"dried skin"	"95-08-08"	"PA41"	"P. Arctander"	NA	NA	"Zambia"	"Luangwa S."	"Box5"	"TstrZam_0843"
"4130"	"greater kudu"	"D2301170844"	62.08	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box5"	"TstrTan_0844"
"4131"	"greater kudu"	"D2301170845"	65.98	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box5"	"TstrTan_0845"
"4132"	"greater kudu"	"D2301170846"	69.56	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"BJO35"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0846"
"4133"	"greater kudu"	"D2301170847"	63.04	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"BCA5"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0847"
"4210"	"greater kudu"	"D2301170771"	84.18	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box4"	"TstrTan_0771"
"4538"	"greater kudu"	"D2301170848"	81.02	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"IM30"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0848"
"4539"	"greater kudu"	"D2301170849"	63.46	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	"GAJ36"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box5"	"TstrTan_0849"
"4540"	"greater kudu"	"D2301170850"	71.78	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	"95-09-07"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Rungwa"	"Box5"	"TstrTan_0850"
"4588"	"greater kudu"	"D2301170851"	76.04	"Tragelaphus"	"strepsiceros"	NA	NA	"skin"	NA	NA	"?"	NA	"+"	"Zambia"	"Kafue N.P. (Mulobezi)"	"Box5"	"TstrZam_0851"
"8399"	"greater kudu"	"D2301170852"	71.62	"Tragelaphus"	"strepsiceros"	NA	NA	NA	"98-01-18"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box5"	"TstrTan_0852"
"8400"	"greater kudu"	"D2301170853"	74.32	"Tragelaphus"	"strepsiceros"	NA	NA	NA	"98-01-20"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box5"	"TstrTan_0853"
"8401"	"greater kudu"	"D2301170854"	68.96	"Tragelaphus"	"strepsiceros"	NA	NA	NA	"97-10-01"	NA	NA	"M"	"+"	"Tanzania"	"Monduli"	"Box5"	"TstrTan_0854"
"9354"	"greater kudu"	"D2301170855"	84.74	"Tragelaphus"	"strepsiceros"	NA	"2281"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	NA	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0855"
"9355"	"greater kudu"	"D2301170856"	74.96	"Tragelaphus"	"strepsiceros"	NA	"2282"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	NA	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0856"
"9356"	"greater kudu"	"D2301170857"	66.68	"Tragelaphus"	"strepsiceros"	NA	"2283"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	NA	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0857"
"9357"	"greater kudu"	"D2301170858"	70.54	"Tragelaphus"	"strepsiceros"	NA	"2284"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	"F"	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0858"
"9358"	"greater kudu"	"D2301170859"	77.08	"Tragelaphus"	"strepsiceros"	NA	"2285"	"Faeces"	"37957"	NA	"Henrik B. Rasmussen"	"F"	NA	"Kenya"	"Samburu"	"Box5"	"TstrKen_0859"
"23"	"lesser kudu"	"D2301170905"	57.66	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0905"
"24"	"lesser kudu"	"D2301170973"	98.84	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0973"
"29"	"lesser kudu"	"D2301170974"	123.38	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0974"
"33"	"lesser kudu"	"D2301170976"	98.82	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Abys."	"-"	"Box7"	"TimbAby_0976"
"50"	"lesser kudu"	"D2301170977"	108.56	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0977"
"78"	"lesser kudu"	"D2301170978"	85.78	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0978"
"95"	"lesser kudu"	"D2301170980"	109.3	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0980"
"97"	"lesser kudu"	"D2301170981"	87.64	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0981"
"100"	"lesser kudu"	"D2301170982"	86.92	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Jubaland"	"Box7"	"TimbSom_0982"
"339"	"lesser kudu"	"D2301170983"	78.4	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0983"
"340"	"lesser kudu"	"D2301170984"	86.32	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0984"
"346"	"lesser kudu"	"D2301170985"	107.08	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0985"
"421"	"lesser kudu"	"D2301170986"	94.46	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Uganda"	"-"	"Box7"	"TimbUga_0986"
"1416"	"lesser kudu"	"D2301170987"	76.06	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Kenya"	"Mandera, Somaliland"	"Box7"	"TimbKen_0987"
"1423"	"lesser kudu"	"D2301170988"	81.26	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Somalia"	"Hargeisa, Somaliland"	"Box7"	"TimbSom_0988"
"3822"	"lesser kudu"	"D2301170784"	92.58	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"DBH10"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0784"
"3823"	"lesser kudu"	"D2301170785"	82.46	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"WBE2"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0785"
"3824"	"lesser kudu"	"D2301170786"	91.64	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-29"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0786"
"3825"	"lesser kudu"	"D2301170787"	87.36	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"JWA6"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0787"
"3826"	"lesser kudu"	"D2301170788"	88.62	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"BIS51"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0788"
"3827"	"lesser kudu"	"D2301170789"	78.14	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-05"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0789"
"3829"	"lesser kudu"	"D2301170790"	86.84	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"MAN33"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0790"
"3830"	"lesser kudu"	"D2301170791"	88.72	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-03"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0791"
"3831"	"lesser kudu"	"D2301170792"	105.14	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-03"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0792"
"3895"	"lesser kudu"	"D2301170793"	73.96	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"GAJ38"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0793"
"3896"	"lesser kudu"	"D2301170794"	66.66	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"BSB51"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0794"
"3897"	"lesser kudu"	"D2301170795"	87.08	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"TZN, IM18"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0795"
"3904"	"lesser kudu"	"D2301170796"	79.08	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-03-06"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0796"
"4211"	"lesser kudu"	"D2301170797"	67.06	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box4"	"TimbTan_0797"
"4212"	"lesser kudu"	"D2301170798"	66.62	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-??"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Ikiri-Rungwa"	"Box4"	"TimbTan_0798"
"4213"	"lesser kudu"	"D2301170799"	68.5	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"SJH11"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0799"
"4214"	"lesser kudu"	"D2301170800"	71.48	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"WBE3"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0800"
"4215"	"lesser kudu"	"D2301170801"	73.42	"Tragelaphus"	"imberbis"	NA	NA	"skin"	NA	"BJO39"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0801"
"4216"	"lesser kudu"	"D2301170802"	75.92	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-08-12"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0802"
"4217"	"lesser kudu"	"D2301170803"	78.34	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-09-10"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0803"
"5224"	"lesser kudu"	"D2301170804"	94.46	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-10-15"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0804"
"5225"	"lesser kudu"	"D2301170805"	84.76	"Tragelaphus"	"imberbis"	NA	NA	"skin"	"96-07-21"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0805"
"5666"	"lesser kudu"	"D2301170806"	85.16	"Tragelaphus"	"imberbis"	NA	"1473"	"skin"	"97-07-06"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0806"
"5667"	"lesser kudu"	"D2301170807"	70.62	"Tragelaphus"	"imberbis"	NA	"1474"	"skin"	"97-08-05"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0807"
"5668"	"lesser kudu"	"D2301170808"	60.72	"Tragelaphus"	"imberbis"	NA	"1475"	"skin"	"97-08-10"	NA	"David Moyer"	"M"	"+"	"Tanzania"	"Monduli"	"Box4"	"TimbTan_0808"
"5672"	"lesser kudu"	"D2301170809"	83.88	"Tragelaphus"	"imberbis"	NA	"1479"	"skin"	NA	"SMP 9"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0809"
"5673"	"lesser kudu"	"D2301170810"	74.1	"Tragelaphus"	"imberbis"	NA	"1480"	"skin"	NA	"SJH 9"	"David Moyer"	NA	"+"	"Tanzania"	"Burko"	"Box4"	"TimbTan_0810"
"8900"	"lesser kudu"	"D2301170811"	69.24	"Tragelaphus"	"imberbis"	"Kor. S03 03 000 E038 43 000"	NA	NA	"99-11-04"	"1970/99"	NA	"M"	"+"	"Kenya"	"Tsavo West (Galdessa)"	"Box4"	"TimbKen_0811"
"8906"	"lesser kudu"	"D2301170812"	64.42	"Tragelaphus"	"imberbis"	"Kor. S02 20 000 E038 30 000"	NA	NA	"99-11-01"	"1959/99"	NA	"M"	"+"	"Kenya"	"Tiva (Ithumba)"	"Box4"	"TimbKen_0812"
"8915"	"lesser kudu"	"D2301170813"	88.26	"Tragelaphus"	"imberbis"	"Kor. S02 20 000 E038 30 000"	NA	NA	"99-09-25"	"1879/99"	NA	"M"	"+"	"Kenya"	"Ijara (Ithumba 1)"	"Box4"	"TimbKen_0813"
"8921"	"lesser kudu"	"D2301170814"	65.46	"Tragelaphus"	"imberbis"	"Kor. S01 31 000 E040 37 000"	NA	NA	"99-10-02"	"1888/99"	NA	"M"	"+"	"Kenya"	"Sangole"	"Box4"	"TimbKen_0814"
"8924"	"lesser kudu"	"D2301170815"	81.6	"Tragelaphus"	"imberbis"	"Kor. S02 18 000 E038 27 000"	NA	NA	"99-11-02"	"1961/99"	NA	"M"	"+"	"Kenya"	"Tiva (Ithumba 3)"	"Box4"	"TimbKen_0815"
"8952"	"lesser kudu"	"D2301170816"	71.34	"Tragelaphus"	"imberbis"	"Kor. S02 22 356 E038 28 584"	NA	NA	"99-11-02"	"1960/99"	NA	"F"	"+"	"Kenya"	"Tiva (Ithumba)"	"Box4"	"TimbKen_0816"
"8955"	"lesser kudu"	"D2301170817"	70.78	"Tragelaphus"	"imberbis"	"Kor. S01 29 000 E040 30 000"	NA	NA	"99-10-02"	"1893/99"	NA	"M"	"+"	"Kenya"	"Shebo"	"Box4"	"TimbKen_0817"
"8982"	"lesser kudu"	"D2301170818"	79.46	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	"No 114"	NA	NA	"+"	"Tanzania"	"Ugalla"	"Box4"	"TimbTan_0818"
"9112"	"lesser kudu"	"D2301170860"	62.98	"Tragelaphus"	"imberbis"	"Kor. N05 09 000 E036 12 000"	NA	NA	"00-02-12"	"2167/00"	NA	"M"	NA	"Ethiopia"	"Murulle"	"Box5"	"TimbEth_0860"
"9113"	"lesser kudu"	"D2301170861"	60.36	"Tragelaphus"	"imberbis"	"Kor. N05 09 000 E036 12 000"	NA	NA	"00-02-12"	"2143/00"	NA	"M"	NA	"Ethiopia"	"Murulle"	"Box5"	"TimbEth_0861"
"9114"	"lesser kudu"	"D2301170862"	64.28	"Tragelaphus"	"imberbis"	NA	NA	NA	"00-02-12"	"2141/00"	NA	"M"	NA	"Ethiopia"	"Omo Murulle"	"Box5"	"TimbEth_0862"
"26933"	"lesser kudu"	"D2301170989"	101.06	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Ethiopia"	"Bale"	"Box7"	"TimbEth_0989"
"26934"	"lesser kudu"	"D2301170990"	76.22	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Ethiopia"	"Bale"	"Box7"	"TimbEth_0990"
"26935"	"lesser kudu"	"D2301170991"	109.98	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Ethiopia"	"Bale"	"Box7"	"TimbEth_0991"
"26937"	"lesser kudu"	"D2301170993"	116.88	"Tragelaphus"	"imberbis"	NA	NA	NA	NA	NA	NA	NA	NA	"Ethiopia"	"Awash (Shoa?)"	"Box7"	"TimbEth_0993"
"543"	"lesser kudu"	"D2301170820"	58.9	"Tragelaphus"	"imberbis"	NA	"1604"	"heart"	NA	"52"	NA	NA	NA	"Tanzania"	"Ruvu"	"Box4"	"TimbTan_0820"
"9115"	"mountain nyala"	"D2301170863"	65.62	"Tragelaphus"	"buxtoni"	"Kor. N06 58 000 E039 50 000"	NA	NA	"00-02-20"	"2105/00"	NA	"F"	NA	"Ethiopia"	"Bale MNP"	"Box5"	"TbuxEth_0863"
"9116"	"mountain nyala"	"D2301170864"	73.46	"Tragelaphus"	"buxtoni"	"Kor. N06 58 000 E039 50 000"	NA	NA	"00-02-20"	"2107/00"	NA	"F"	NA	"Ethiopia"	"Bale MNP"	"Box5"	"TbuxEth_0864"
"9117"	"mountain nyala"	"D2301170865"	83.28	"Tragelaphus"	"buxtoni"	"Kor. N06 58 000 E039 50 000"	NA	NA	"00-02-20"	"2104/00"	NA	"M"	NA	"Ethiopia"	"Bale MNP"	"Box5"	"TbuxEth_0865"
"9118"	"mountain nyala"	"D2301170866"	66.28	"Tragelaphus"	"buxtoni"	"Kor. N06 58 000 E039 50 000"	NA	NA	"00-02-20"	"2106/00"	NA	"F"	NA	"Ethiopia"	"Bale MNP"	"Box5"	"TbuxEth_0866"
"81014"	"mountain nyala"	"D2301170996"	89.44	"Tragelaphus"	"buxtoni"	NA	NA	NA	NA	NA	NA	NA	NA	"Ethiopia"	"Mount Kaka, Arussi"	"Box7"	"TbuxEth_0996"
"220"	"nyala"	"D2301171009"	90.56	"Syncerus"	"caffer"	NA	"739"	"+"	"88-12-??"	"3"	NA	NA	"+"	"Kenya"	"Laikipia"	"Box7"	"ScafKen_1009"
"227"	"nyala"	"D2301171010"	114.14	"Syncerus"	"caffer"	NA	"645"	"-"	NA	"A 04"	NA	NA	NA	"Kenya"	"Masai Mara"	"Box7"	"ScafKen_1010"
"247"	"nyala"	"D2301171003"	91.82	"Syncerus"	"caffer"	NA	NA	NA	NA	NA	NA	NA	NA	"-"	"-"	"Box7"	"ScafNA-_1003"
"256"	"nyala"	"D2301171004"	89.4	"Syncerus"	"caffer"	NA	NA	NA	NA	NA	NA	NA	NA	"-"	"-"	"Box7"	"ScafNA-_1004"
"54078"	"nyala"	"D2301171006"	124.8	"Syncerus"	"caffer"	NA	NA	NA	NA	NA	NA	NA	NA	"RSA"	"PEA, LM, Matope, Usutur (?)"	"Box7"	"ScafRSA_1006"
"1923"	"sitatunga"	"D2301170867"	64.16	"Tragelaphus"	"spekei"	NA	"1740"	"skin"	"94-06-??"	"8"	NA	"M"	"+"	"Sitatunga"	"Okavango"	"Box5"	"TspeBot_0867"
"1952"	"sitatunga"	"D2301170868"	76.5	"Tragelaphus"	"spekei"	NA	"1739"	"skin"	"94-06-??"	"17"	NA	"M"	"+"	"Botswana"	"Okavango"	"Box5"	"TspeBot_0868"
"1964"	"sitatunga"	"D2301170869"	69.64	"Tragelaphus"	"spekei"	NA	"1738"	"skin"	"94-06-??"	"4"	NA	"M"	"+"	"Botswana"	"Okavango"	"Box5"	"TspeBot_0869"
"1976"	"sitatunga"	"D2301170870"	65.26	"Tragelaphus"	"spekei"	NA	"1737"	"skin"	"94-06-??"	"13"	NA	"M"	NA	"Botswana"	"Okavango"	"Box5"	"TspeBot_0870"
