NA	0.039974	0.020736	0.001920	0.003666	0.005748	0.002120	-0.004296	0.005987	-0.002139	-0.003254	0.003133	-0.002551	-0.000719	-0.002157	-0.009962	-0.043341	0.007656	-0.043347	-0.042873	0.019458	-0.031327	-0.001538	-0.000083	-0.013101	0.000846	-0.035260	0.045403	0.028224	-0.007096	0.018064	-0.044046	-0.023816	-0.004327	0.001620	0.040592	0.013301	0.026636	0.034007	0.021870	-0.025638	0.021858	0.014229	-0.002462	-0.004222	-0.003394	-0.008467	-0.000987	-0.004626	0.001218	0.004820	-0.003886	-0.013928	
0.039974	NA	-0.006571	0.002774	0.004407	0.006044	-0.002003	0.000399	0.002493	-0.002636	-0.001771	-0.004731	-0.010741	0.005863	-0.003022	-0.025846	-0.041288	0.013180	-0.051559	-0.036590	0.003267	-0.027413	-0.018285	-0.017483	-0.024003	-0.012465	-0.021449	0.057317	0.015722	-0.002119	-0.008384	-0.041320	-0.048862	0.005707	0.017280	0.045768	0.024721	0.034145	0.073808	0.116036	-0.029917	0.000243	0.001579	0.001067	-0.004576	-0.004545	-0.006560	0.000499	-0.001537	0.001901	0.007389	0.002497	-0.023810	
0.020736	-0.006571	NA	0.002852	0.005124	0.005137	-0.002264	-0.005832	0.002704	0.001290	-0.000897	-0.002758	0.000771	-0.001456	0.003480	0.026527	-0.014357	0.012191	-0.026335	-0.019778	0.014843	-0.010142	-0.015653	-0.014816	-0.002233	0.013309	-0.032449	-0.000916	0.016342	-0.003297	0.020850	-0.014693	-0.018508	0.015837	0.013532	0.030130	0.003243	0.016178	-0.002419	-0.009561	0.011657	0.002985	0.001686	-0.008657	0.002532	-0.005071	-0.003361	-0.002732	-0.002010	-0.001039	0.005059	-0.004137	-0.014694	
0.001920	0.002774	0.002852	NA	0.360081	0.348489	-0.089346	-0.077168	-0.071173	-0.076872	-0.071313	-0.002379	0.003869	0.009097	-0.000584	0.000100	0.009354	0.006605	0.003079	0.005885	0.002542	-0.002404	0.003249	0.003968	0.001528	0.002081	0.001010	0.002706	0.005424	0.001203	-0.005566	0.009687	0.000349	0.002780	0.001936	0.001326	-0.002678	0.005051	0.005309	0.009572	0.002308	0.002164	-0.047058	-0.059688	-0.083604	-0.090024	-0.050439	-0.071896	-0.082031	0.001078	-0.008221	-0.000036	-0.005915	
0.003666	0.004407	0.005124	0.360081	NA	0.353707	-0.085532	-0.076951	-0.061167	-0.077826	-0.074955	0.002032	-0.002841	0.007107	0.001865	0.001072	0.007644	0.000752	0.001083	0.002419	0.008048	-0.006836	0.004463	0.005016	0.002348	0.008404	0.001746	0.001467	0.009240	-0.001113	-0.006605	0.006100	-0.003741	0.007932	0.001987	-0.000450	-0.003455	0.005433	0.009901	-0.002009	0.013135	0.001684	-0.043434	-0.065263	-0.088689	-0.090253	-0.056121	-0.073650	-0.084382	-0.000459	0.000775	-0.006389	-0.007916	
0.005748	0.006044	0.005137	0.348489	0.353707	NA	-0.093175	-0.081403	-0.065831	-0.071507	-0.068864	0.001363	-0.010312	0.004736	-0.000027	0.000084	-0.000103	0.010392	-0.002492	0.004543	0.004334	-0.000675	0.002667	0.002072	0.000216	0.005229	-0.001120	0.008054	0.001738	0.005001	-0.004019	0.000442	0.002475	0.007213	0.004013	-0.001927	-0.000322	0.005175	0.005057	-0.000500	0.010481	0.005292	-0.046386	-0.063878	-0.085874	-0.085883	-0.055996	-0.071604	-0.083307	0.001651	-0.000788	0.004644	-0.004434	
0.002120	-0.002003	-0.002264	-0.089346	-0.085532	-0.093175	NA	0.040449	0.028932	0.030176	0.034048	-0.003384	0.004743	0.001288	-0.003465	-0.011051	-0.001287	-0.008181	-0.003524	0.000562	-0.007484	0.000342	-0.003668	-0.004141	-0.000609	-0.004182	0.002624	0.001592	0.002123	0.001023	0.002870	0.000207	-0.005789	-0.007618	-0.002501	-0.001949	-0.005327	-0.002107	-0.006928	0.001588	-0.012868	-0.000807	-0.002272	0.008739	0.017011	0.029259	0.002586	0.137290	0.025826	-0.005138	0.004640	0.001509	-0.003228	
-0.004296	0.000399	-0.005832	-0.077168	-0.076951	-0.081403	0.040449	NA	0.060282	0.046113	0.043130	0.002317	0.002524	-0.004412	0.003099	-0.007764	0.000992	-0.000617	-0.004347	0.004246	-0.003202	-0.005393	0.004270	0.004277	-0.002554	0.002638	0.005292	-0.001674	0.006226	-0.004836	0.003830	0.000923	0.005085	-0.004085	0.000018	-0.004563	0.004958	0.013621	-0.001555	0.008734	-0.008489	0.001125	0.001666	0.013597	0.029909	0.029556	0.005345	-0.014531	0.036628	-0.001712	-0.002601	-0.000529	-0.000680	
0.005987	0.002493	0.002704	-0.071173	-0.061167	-0.065831	0.028932	0.060282	NA	0.054491	0.055961	0.003286	0.006224	-0.000919	-0.007024	0.001665	0.001096	0.001660	-0.000151	-0.003994	0.002395	-0.003957	0.005889	0.006078	-0.000730	-0.000178	-0.002922	-0.001615	-0.006861	-0.001411	-0.006344	0.001427	0.006045	-0.000604	0.001010	0.003498	-0.001279	0.000490	-0.005196	0.006798	0.001310	-0.002326	0.003377	0.006027	0.024792	0.031610	0.003686	-0.015064	0.031762	-0.002456	0.003059	-0.001419	-0.009524	
-0.002139	-0.002636	0.001290	-0.076872	-0.077826	-0.071507	0.030176	0.046113	0.054491	NA	0.093395	0.002248	-0.000866	-0.005514	0.005536	-0.001688	0.001916	-0.003830	0.001436	0.003941	-0.004463	0.001661	-0.001453	-0.000935	0.007246	0.006347	-0.005582	0.005703	-0.005472	0.000640	0.005735	0.001266	-0.003127	0.005309	-0.005701	0.009511	-0.000365	0.000327	-0.004027	0.002370	-0.000757	0.002732	0.001082	-0.000087	0.025293	0.024952	-0.001421	-0.015056	0.028795	-0.002311	-0.003632	0.002745	-0.005037	
