NA	0.015968	0.019518	-0.015698	0.005685	0.001345	-0.006327	0.001573	0.001159	-0.001403	-0.000663	0.000648	-0.002969	-0.008866	0.005008	0.002989	0.001375	-0.002466	0.003583	0.000278	0.006196	0.003300	0.006893	-0.005095	0.003032	-0.000689	-0.007505	-0.009215	-0.000768	0.002838	
0.015968	NA	0.037288	-0.018090	-0.005041	0.000377	-0.002484	-0.000153	-0.001378	0.001479	-0.000637	0.003029	0.000542	0.012556	-0.007335	0.003828	-0.000073	0.006407	-0.000032	-0.001304	-0.001213	0.006908	0.001999	0.005924	-0.001013	-0.001005	0.000110	-0.002090	-0.004641	-0.003855	
0.019518	0.037288	NA	-0.007150	-0.000363	-0.001938	0.008560	-0.001840	0.000472	-0.000026	0.000084	-0.002012	0.005339	-0.003527	0.003731	-0.005967	-0.002403	0.004482	0.000048	0.002905	0.007643	-0.003694	-0.009215	0.004462	0.004904	0.007538	-0.007500	-0.003982	-0.007402	0.000584	
-0.015698	-0.018090	-0.007150	NA	-0.003549	-0.003119	-0.001476	0.000190	0.005795	-0.002188	-0.002894	0.000593	-0.009235	0.005548	-0.002060	-0.003442	0.005683	-0.024279	-0.013305	-0.005966	-0.043293	-0.021774	-0.001665	-0.015732	-0.021146	-0.017545	0.049487	0.065542	0.052446	0.007202	
0.005685	-0.005041	-0.000363	-0.003549	NA	-0.061935	-0.074747	-0.052501	0.181530	0.175180	0.180203	-0.043603	-0.047641	-0.053261	-0.062130	-0.037277	-0.082896	0.001412	0.000116	0.000435	0.003183	0.000684	-0.002142	0.006907	-0.006103	0.002272	-0.002350	0.006624	-0.005118	-0.037807	
0.001345	0.000377	-0.001938	-0.003119	-0.061935	NA	0.082297	0.017432	-0.066340	-0.082474	-0.088521	0.051235	-0.011261	0.082614	0.020570	0.034232	0.056260	0.005349	0.004889	-0.002777	0.003805	0.007651	0.000047	0.003416	-0.005483	0.003002	-0.002006	-0.008557	-0.000400	-0.017078	
-0.006327	-0.002484	0.008560	-0.001476	-0.074747	0.082297	NA	-0.001304	-0.051823	-0.066744	-0.071035	0.021652	-0.031170	0.083933	0.052982	0.040433	0.024725	0.000562	0.003338	-0.003920	-0.002002	0.003012	0.006256	0.005268	0.000450	-0.003381	0.000119	0.004532	-0.013105	0.012224	
0.001573	-0.000153	-0.001840	0.000190	-0.052501	0.017432	-0.001304	NA	-0.045821	-0.077030	-0.081474	0.043313	-0.016593	0.023979	0.042496	0.076742	0.048569	-0.000961	0.002280	0.002536	-0.000439	-0.004278	0.001319	-0.002634	0.009197	-0.001195	-0.006083	-0.001587	-0.004148	0.027247	
0.001159	-0.001378	0.000472	0.005795	0.181530	-0.066340	-0.051823	-0.045821	NA	0.159152	0.183265	-0.035540	-0.049770	-0.044212	-0.082016	-0.048715	-0.084036	0.002683	0.006816	-0.002904	0.003992	-0.005049	0.000889	-0.000792	-0.013038	0.003714	0.001919	0.001307	0.003693	-0.048086	
-0.001403	0.001479	-0.000026	-0.002188	0.175180	-0.082474	-0.066744	-0.077030	0.159152	NA	0.303413	-0.020222	-0.044032	-0.064476	-0.106448	-0.076583	-0.098199	-0.001432	0.000299	-0.002236	0.000260	-0.003840	-0.004604	-0.000140	0.004799	0.006357	0.001044	0.002179	0.000950	-0.044346	
-0.000663	-0.000637	0.000084	-0.002894	0.180203	-0.088521	-0.071035	-0.081474	0.183265	0.303413	NA	-0.068155	-0.039656	-0.051003	-0.093422	-0.047420	-0.096332	0.000179	-0.001476	-0.004129	0.002020	-0.002146	-0.000306	0.007071	0.004908	-0.002657	0.002848	-0.000404	-0.000336	-0.065474	
0.000648	0.003029	-0.002012	0.000593	-0.043603	0.051235	0.021652	0.043313	-0.035540	-0.020222	-0.068155	NA	-0.014446	0.025426	0.009509	-0.006420	0.060426	0.002634	-0.000283	0.004177	-0.004267	0.000208	0.000474	0.001583	0.001497	-0.005043	0.007033	-0.003564	-0.004005	0.019398	
-0.002969	0.000542	0.005339	-0.009235	-0.047641	-0.011261	-0.031170	-0.016593	-0.049770	-0.044032	-0.039656	-0.014446	NA	0.008684	0.053788	0.038211	0.056957	0.002912	-0.006126	0.000340	0.006970	-0.001859	0.004042	0.000790	0.000591	0.000849	-0.004544	-0.005480	0.009567	0.007010	
-0.008866	0.012556	-0.003527	0.005548	-0.053261	0.082614	0.083933	0.023979	-0.044212	-0.064476	-0.051003	0.025426	0.008684	NA	-0.015439	0.039657	0.015795	-0.001205	-0.005975	-0.002761	-0.000115	0.003027	-0.001427	0.004801	0.004993	-0.001043	-0.001937	-0.001017	-0.002524	-0.012148	
0.005008	-0.007335	0.003731	-0.002060	-0.062130	0.020570	0.052982	0.042496	-0.082016	-0.106448	-0.093422	0.009509	0.053788	-0.015439	NA	0.070418	0.104073	-0.001929	0.001151	0.009153	-0.001591	0.003518	-0.000214	-0.010102	0.003515	-0.000504	-0.004618	-0.000769	-0.003667	0.018450	
0.002989	0.003828	-0.005967	-0.003442	-0.037277	0.034232	0.040433	0.076742	-0.048715	-0.076583	-0.047420	-0.006420	0.038211	0.039657	0.070418	NA	-0.014611	-0.003129	0.000153	0.004375	-0.004606	0.007346	-0.003305	-0.003478	-0.002275	0.003396	-0.001564	0.006998	-0.000903	-0.009780	
0.001375	-0.000073	-0.002403	0.005683	-0.082896	0.056260	0.024725	0.048569	-0.084036	-0.098199	-0.096332	0.060426	0.056957	0.015795	0.104073	-0.014611	NA	-0.003046	-0.002272	0.001171	0.002163	-0.001576	0.001451	-0.005767	0.003746	-0.002309	-0.001809	-0.003301	0.005116	-0.003041	
-0.002466	0.006407	0.004482	-0.024279	0.001412	0.005349	0.000562	-0.000961	0.002683	-0.001432	0.000179	0.002634	0.002912	-0.001205	-0.001929	-0.003129	-0.003046	NA	0.061284	-0.059947	0.063041	0.061778	0.053760	0.066468	0.064735	0.061433	-0.138887	-0.132534	-0.110759	-0.007142	
0.003583	-0.000032	0.000048	-0.013305	0.000116	0.004889	0.003338	0.002280	0.006816	0.000299	-0.001476	-0.000283	-0.006126	-0.005975	0.001151	0.000153	-0.002272	0.061284	NA	-0.056524	-0.002225	0.073796	0.039057	0.032381	0.008392	0.046664	-0.049757	-0.052767	-0.024098	0.002067	
0.000278	-0.001304	0.002905	-0.005966	0.000435	-0.002777	-0.003920	0.002536	-0.002904	-0.002236	-0.004129	0.004177	0.000340	-0.002761	0.009153	0.004375	0.001171	-0.059947	-0.056524	NA	-0.001794	-0.025744	-0.010557	-0.026486	0.009983	-0.015405	0.053528	0.040137	0.021057	-0.001806	
0.006196	-0.001213	0.007643	-0.043293	0.003183	0.003805	-0.002002	-0.000439	0.003992	0.000260	0.002020	-0.004267	0.006970	-0.000115	-0.001591	-0.004606	0.002163	0.063041	-0.002225	-0.001794	NA	0.019724	0.009675	0.024500	0.067318	0.011788	-0.021789	-0.020383	-0.053648	-0.004114	
