NA	0.002204	-0.006014	0.000490	0.001461	0.001711	-0.001692	0.000516	-0.001868	0.000012	0.000886	-0.000115	0.000069	-0.001479	0.000679	-0.002023	-0.000978	0.001646	-0.001713	0.001100	0.002531	0.001028	0.001220	0.001803	-0.000794	0.001891	-0.002357	0.000284	-0.004189	0.000226	-0.002784	-0.000562	0.004078	
0.002204	NA	0.015003	0.000528	-0.002136	-0.002585	-0.001157	-0.000502	0.002111	0.001732	0.000870	-0.000268	-0.000062	0.000447	-0.001109	0.001969	0.001335	-0.000092	0.000135	0.000570	0.000037	-0.000655	-0.000877	-0.004798	-0.001132	0.001716	0.000596	0.002400	0.002589	0.000103	0.002240	-0.002021	0.001234	
-0.006014	0.015003	NA	0.004475	0.000588	0.000380	0.003132	0.000360	0.000788	-0.001386	-0.001473	-0.000470	0.000239	0.000457	-0.000743	0.000166	-0.000892	0.002305	-0.000726	0.000104	0.001549	-0.002168	-0.002819	0.000990	-0.000321	0.002041	0.000318	0.001543	-0.000304	-0.000977	-0.000274	-0.003319	0.000983	
0.000490	0.000528	0.004475	NA	0.001734	0.000058	-0.000080	-0.001295	-0.000592	-0.001554	-0.002043	0.002059	-0.002092	0.003362	0.003223	-0.000182	0.002017	-0.064656	0.007084	-0.006413	-0.010387	0.002121	0.006348	0.003822	0.004322	-0.011362	0.002258	-0.007573	0.004110	0.020667	0.038142	0.027890	-0.003293	
0.001461	-0.002136	0.000588	0.001734	NA	-0.045436	-0.052681	-0.041315	0.141585	0.129556	0.142149	-0.026880	-0.034534	-0.035393	-0.044978	-0.030182	-0.059961	-0.000527	-0.001012	-0.000842	0.001792	-0.002468	-0.001549	0.005046	-0.005438	0.000549	0.001295	-0.000231	0.001473	0.000494	0.000046	-0.000863	-0.045883	
0.001711	-0.002585	0.000380	0.000058	-0.045436	NA	0.071080	0.009210	-0.050035	-0.067575	-0.064572	0.043664	0.000004	0.057907	0.021736	0.028744	0.038605	-0.001436	0.002923	0.001715	-0.001018	0.000774	-0.000372	-0.000828	0.002512	-0.002373	0.001475	-0.001887	-0.001092	0.001661	-0.002771	0.001809	-0.024243	
-0.001692	-0.001157	0.003132	-0.000080	-0.052681	0.071080	NA	-0.005467	-0.043251	-0.051511	-0.052060	0.021201	-0.016843	0.068559	0.038151	0.025865	0.014856	0.001948	-0.001730	-0.000013	-0.000903	0.000558	-0.000198	0.000229	0.000751	0.000619	0.001940	0.000210	-0.001374	0.000085	0.001576	-0.004640	-0.008064	
0.000516	-0.000502	0.000360	-0.001295	-0.041315	0.009210	-0.005467	NA	-0.028926	-0.058480	-0.053147	0.032295	-0.004222	0.018690	0.028983	0.053226	0.034029	0.000633	0.002460	0.002665	-0.001751	0.000036	-0.001129	-0.002251	-0.001724	0.002684	-0.002269	0.002838	0.001156	-0.002797	-0.000530	0.000760	-0.004904	
-0.001868	0.002111	0.000788	-0.000592	0.141585	-0.050035	-0.043251	-0.028926	NA	0.121451	0.154273	-0.025471	-0.034522	-0.032964	-0.061407	-0.033863	-0.062032	0.001708	0.004822	-0.001653	-0.000229	-0.001701	-0.001032	0.002240	-0.001667	0.000087	0.000487	-0.006045	0.002895	0.001601	-0.000597	-0.000938	-0.052428	
0.000012	0.001732	-0.001386	-0.001554	0.129556	-0.067575	-0.051511	-0.058480	0.121451	NA	0.238067	-0.018658	-0.031984	-0.042277	-0.077271	-0.056787	-0.068783	0.000965	0.001884	0.001887	-0.003259	-0.004029	-0.001081	0.001747	0.001368	0.001951	-0.001420	0.001367	0.002107	0.000268	-0.000164	-0.001750	-0.052651	
0.000886	0.000870	-0.001473	-0.002043	0.142149	-0.064572	-0.052060	-0.053147	0.154273	0.238067	NA	-0.044723	-0.029266	-0.041610	-0.067482	-0.038537	-0.072885	0.003049	0.002026	0.000035	-0.000167	-0.000231	-0.002097	-0.002318	0.003161	0.002686	-0.000010	0.001427	-0.003984	-0.000780	-0.000534	-0.000473	-0.069946	
-0.000115	-0.000268	-0.000470	0.002059	-0.026880	0.043664	0.021201	0.032295	-0.025471	-0.018658	-0.044723	NA	-0.004618	0.017817	0.012603	-0.004679	0.050207	0.000297	0.002334	-0.000847	0.000800	0.001726	0.001209	-0.000415	0.002306	-0.003284	0.002241	-0.003518	-0.003500	0.002331	0.001023	-0.004396	-0.005793	
0.000069	-0.000062	0.000239	-0.002092	-0.034534	0.000004	-0.016843	-0.004222	-0.034522	-0.031984	-0.029266	-0.004618	NA	0.006761	0.043225	0.029745	0.041110	-0.001264	-0.001149	-0.001791	0.000645	0.001210	0.001555	-0.001106	0.000836	-0.003456	0.000219	0.000399	0.000707	0.000287	-0.000452	0.005967	-0.010623	
-0.001479	0.000447	0.000457	0.003362	-0.035393	0.057907	0.068559	0.018690	-0.032964	-0.042277	-0.041610	0.017817	0.006761	NA	-0.005943	0.023789	0.017465	0.001933	-0.005867	-0.004681	0.003261	0.003231	-0.000250	0.000458	0.002595	-0.001325	-0.000464	0.001028	-0.002534	-0.002153	0.001408	0.000182	-0.013957	
0.000679	-0.001109	-0.000743	0.003223	-0.044978	0.021736	0.038151	0.028983	-0.061407	-0.077271	-0.067482	0.012603	0.043225	-0.005943	NA	0.052985	0.074986	-0.004791	-0.001630	0.002282	0.002039	0.000000	0.000665	-0.002522	0.002389	0.001423	-0.003111	0.001820	-0.000833	-0.000679	0.001519	0.000333	0.002387	
-0.002023	0.001969	0.000166	-0.000182	-0.030182	0.028744	0.025865	0.053226	-0.033863	-0.056787	-0.038537	-0.004679	0.029745	0.023789	0.052985	NA	-0.003642	-0.002487	-0.001646	0.002697	-0.000359	0.003397	0.001521	0.001226	-0.000914	-0.000622	-0.001544	-0.002796	0.001692	-0.001858	0.001763	0.000165	-0.025495	
-0.000978	0.001335	-0.000892	0.002017	-0.059961	0.038605	0.014856	0.034029	-0.062032	-0.068783	-0.072885	0.050207	0.041110	0.017465	0.074986	-0.003642	NA	-0.000496	-0.002710	-0.000537	-0.000589	-0.000164	0.002034	-0.001930	-0.002238	0.002285	-0.000600	0.005061	-0.000981	-0.001101	-0.000371	0.000740	-0.015446	
0.001646	-0.000092	0.002305	-0.064656	-0.000527	-0.001436	0.001948	0.000633	0.001708	0.000965	0.003049	0.000297	-0.001264	0.001933	-0.004791	-0.002487	-0.000496	NA	-0.002868	0.003604	0.004366	-0.002860	-0.003338	-0.002024	-0.001096	0.006213	0.000086	0.002181	-0.000861	0.005751	0.009276	0.001790	0.000305	
-0.001713	0.000135	-0.000726	0.007084	-0.001012	0.002923	-0.001730	0.002460	0.004822	0.001884	0.002026	0.002334	-0.001149	-0.005867	-0.001630	-0.001646	-0.002710	-0.002868	NA	-0.004871	-0.012108	0.041488	0.005780	-0.006411	0.000209	-0.007375	0.003842	-0.025261	-0.000821	0.000610	-0.003937	0.006155	-0.000441	
0.001100	0.000570	0.000104	-0.006413	-0.000842	0.001715	-0.000013	0.002665	-0.001653	0.001887	0.000035	-0.000847	-0.001791	-0.004681	0.002282	0.002697	-0.000537	0.003604	-0.004871	NA	0.004726	0.000062	-0.003568	-0.003079	-0.002267	0.007396	0.002220	0.004574	-0.005652	0.035712	0.034966	0.034891	-0.000989	
