NA	-0.135737	0.164970	-0.139527	0.017038	0.001717	0.001076	-0.003096	0.001405	-0.001533	-0.000655	0.000031	0.001250	0.000768	-0.003183	0.001139	0.000511	0.000105	-0.007496	-0.003831	0.003184	0.010039	-0.006689	-0.001672	0.002709	-0.001523	0.007197	-0.004608	0.005258	-0.007476	0.005789	-0.004036	-0.005400	0.000289	
-0.135737	NA	-0.385968	0.828037	-0.040894	-0.004541	-0.000523	0.002383	-0.001758	0.002349	0.001554	-0.000306	0.000836	-0.001109	0.004268	-0.001825	0.000644	-0.001145	0.033492	-0.004034	-0.001148	0.005719	0.000761	-0.004312	-0.008840	-0.007121	0.010618	-0.002442	0.009057	-0.002940	0.010204	0.001598	-0.008592	-0.000440	
0.164970	-0.385968	NA	-0.132353	0.020985	0.004942	-0.001664	-0.000272	0.001012	-0.000997	-0.001174	0.000164	-0.001925	0.001521	-0.003159	0.000836	-0.001154	0.001305	-0.009500	-0.002904	0.000396	0.007921	-0.005494	-0.006098	-0.001876	-0.006615	0.006331	-0.003722	0.009255	-0.000963	0.005818	0.000134	-0.004028	0.000186	
-0.139527	0.828037	-0.132353	NA	-0.041952	-0.004092	-0.000093	0.001795	-0.001616	0.002331	0.001821	0.000018	0.000703	-0.001437	0.003590	-0.001609	0.000417	-0.001257	0.034182	-0.004027	-0.001309	0.005471	0.000322	-0.004239	-0.008728	-0.007215	0.010823	-0.002665	0.009595	-0.002839	0.010053	0.001803	-0.008514	-0.000244	
0.017038	-0.040894	0.020985	-0.041952	NA	0.000428	0.002315	-0.001676	-0.000660	0.001050	-0.001365	0.000156	0.000378	-0.001948	0.001907	0.003368	-0.000656	0.001469	-0.547404	0.016414	-0.012835	-0.031377	0.013111	0.013628	0.013238	0.017937	-0.033330	0.014721	-0.028832	0.013578	-0.027808	0.012897	0.023563	-0.003668	
0.001717	-0.004541	0.004942	-0.004092	0.000428	NA	-0.056907	-0.063296	-0.045449	0.169298	0.165747	0.169969	-0.038061	-0.041559	-0.046211	-0.062486	-0.037251	-0.070458	0.000036	-0.000177	0.000435	-0.000687	-0.000983	-0.000397	0.004979	-0.006891	0.002025	0.000499	-0.002268	0.001150	0.000707	0.001209	-0.000468	-0.051053	
0.001076	-0.000523	-0.001664	-0.000093	0.002315	-0.056907	NA	0.082992	0.014905	-0.062513	-0.079385	-0.077346	0.051486	-0.007134	0.071556	0.025244	0.039182	0.048040	-0.002849	0.001508	0.001370	-0.001031	0.003263	-0.001282	0.001249	0.003233	-0.003484	-0.000082	-0.002611	0.000686	-0.000721	-0.001941	0.000607	-0.029339	
-0.003096	0.002383	-0.000272	0.001795	-0.001676	-0.063296	0.082992	NA	-0.004509	-0.052847	-0.060317	-0.067487	0.020388	-0.021113	0.080042	0.049276	0.035592	0.020621	0.001502	-0.001645	-0.002127	-0.000482	-0.001125	0.002699	-0.000144	0.001453	-0.000854	0.003134	-0.000922	-0.001114	0.003723	0.002074	-0.004310	-0.004510	
0.001405	-0.001758	0.001012	-0.001616	-0.000660	-0.045449	0.014905	-0.004509	NA	-0.035489	-0.068680	-0.067608	0.032968	-0.006042	0.026552	0.031856	0.072073	0.046121	0.000633	0.000922	0.001272	-0.002133	-0.000717	-0.001395	0.000323	-0.000782	0.001574	-0.001671	0.002715	0.000931	-0.000123	-0.001136	0.000494	-0.000729	
-0.001533	0.002349	-0.000997	0.002331	0.001050	0.169298	-0.062513	-0.052847	-0.035489	NA	0.157265	0.182557	-0.032189	-0.046115	-0.038287	-0.076694	-0.046437	-0.076312	-0.001152	0.003754	-0.000486	-0.000929	-0.001847	-0.000373	0.002824	-0.003597	-0.000025	0.000305	-0.004896	0.003413	0.000969	0.001223	-0.000522	-0.061380	
