NA	-0.135751	0.164964	-0.139536	0.017033	0.002202	0.001057	-0.003248	0.001383	-0.001719	-0.000664	0.000151	0.001222	0.000740	-0.003287	0.001141	0.000495	0.000067	-0.007492	-0.000346	0.002633	0.003430	-0.003361	0.002133	0.006539	0.003329	-0.000811	-0.001208	-0.003265	-0.005657	0.001119	-0.003843	-0.000706	0.000263	
-0.135751	NA	-0.385966	0.828037	-0.040900	-0.005138	-0.000643	0.002358	-0.001896	0.003137	0.002208	-0.000065	0.000745	-0.001235	0.004264	-0.001998	0.000556	-0.001305	0.033495	-0.001425	-0.000901	-0.002484	0.003732	-0.001087	-0.004199	-0.001757	0.002418	0.000271	0.000524	0.002952	-0.000633	0.001564	0.001013	-0.000536	
0.164964	-0.385966	NA	-0.132360	0.020982	0.005025	-0.001398	0.000038	0.001337	-0.002115	-0.002358	-0.000724	-0.001634	0.001849	-0.002935	0.001183	-0.000879	0.001671	-0.009497	0.002075	0.000372	0.000674	-0.000686	-0.001758	0.000544	-0.000969	-0.002232	0.001155	0.001461	0.001652	-0.000573	0.000176	-0.001788	0.000452	
-0.139536	0.828037	-0.132360	NA	-0.041959	-0.004932	-0.000091	0.001856	-0.001635	0.002815	0.002242	0.000019	0.000715	-0.001472	0.003682	-0.001671	0.000424	-0.001307	0.034185	-0.001281	-0.000967	-0.002924	0.003411	-0.000896	-0.004156	-0.001659	0.002473	0.000170	0.000992	0.002977	-0.000802	0.001798	0.000955	-0.000244	
0.017033	-0.040900	0.020982	-0.041959	NA	0.000458	0.002416	-0.001707	-0.000665	0.001196	-0.001793	0.000118	0.000408	-0.001961	0.001976	0.003533	-0.000655	0.001572	-0.578425	0.001643	-0.012285	-0.002487	-0.002029	0.001306	-0.005598	-0.000989	-0.001285	-0.000068	0.004278	-0.005458	0.002179	0.010745	0.009043	-0.003734	
0.002202	-0.005138	0.005025	-0.004932	0.000458	NA	0.000666	-0.016547	0.002001	0.031116	-0.018934	-0.014473	-0.007865	-0.004960	-0.006948	0.011437	0.006978	0.005067	-0.000204	-0.000451	0.000550	0.000345	0.002227	0.000450	0.003795	-0.004577	0.000565	0.001628	-0.000976	-0.000186	-0.001801	0.001188	-0.002936	0.008448	
0.001057	-0.000643	-0.001398	-0.000091	0.002416	0.000666	NA	0.055302	-0.015750	0.002273	-0.002818	-0.000264	0.029478	-0.034394	0.046989	-0.016024	0.011527	0.007745	-0.002858	0.001398	0.000514	0.001095	0.001944	-0.002915	0.001713	0.000459	-0.000326	-0.000825	-0.000976	0.000506	0.002031	-0.002520	-0.001809	-0.066272	
-0.003248	0.002358	0.000038	0.001856	-0.001707	-0.016547	0.055302	NA	-0.032198	0.004213	0.011126	0.001957	0.000722	-0.045062	0.060003	0.014260	0.012028	-0.017680	0.001632	-0.001839	-0.001157	-0.000068	-0.002629	0.001109	0.004161	0.000391	0.000951	0.002985	-0.000879	0.002433	-0.001714	0.002886	-0.005380	-0.035979	
0.001383	-0.001896	0.001337	-0.001635	-0.000665	0.002001	-0.015750	-0.032198	NA	0.015810	-0.009868	-0.008814	0.017579	-0.025569	0.007131	-0.000214	0.054256	0.013954	0.000735	0.002547	0.001106	-0.003537	-0.000478	-0.000661	0.000298	-0.000869	0.002219	-0.000676	0.001981	0.000534	-0.000041	-0.001117	-0.000678	-0.028432	
-0.001719	0.003137	-0.002115	0.002815	0.001196	0.031116	0.002273	0.004213	0.015810	NA	-0.035323	0.003940	-0.000152	-0.009855	0.003362	-0.005354	-0.003505	-0.001509	-0.001617	0.002985	-0.001362	0.002020	-0.000517	-0.000287	-0.000485	-0.002329	0.000001	-0.000225	-0.002406	0.001859	0.001138	0.000319	-0.001118	-0.003642	
-0.000664	0.002208	-0.002358	0.002242	-0.001793	-0.018934	-0.002818	0.011126	-0.009868	-0.035323	NA	0.102986	0.021758	0.005288	-0.001289	-0.015424	-0.020988	-0.001814	0.002288	0.000424	0.000896	-0.001825	-0.000789	0.000394	-0.001743	0.002409	-0.000003	-0.002026	0.002186	0.000505	-0.000917	-0.000039	0.001012	0.011315	
0.000151	-0.000065	-0.000724	0.000019	0.000118	-0.014473	-0.000264	0.001957	-0.008814	0.003940	0.102986	NA	-0.013233	0.010297	0.005107	0.008923	0.017259	-0.001955	-0.000393	-0.003065	-0.000057	-0.000652	-0.001017	-0.000560	-0.001765	0.004868	-0.000588	0.000542	0.001377	-0.002262	0.001639	-0.001538	0.003291	-0.016439	
0.001222	0.000745	-0.001634	0.000715	0.000408	-0.007865	0.029478	0.000722	0.017579	-0.000152	0.021758	-0.013233	NA	-0.022822	0.010239	-0.016175	-0.019619	0.037144	-0.000299	-0.000549	0.001584	-0.000258	-0.001478	-0.000470	0.000444	0.000416	-0.000872	0.002104	0.001189	-0.000284	0.001038	-0.002670	-0.000129	-0.025176	
0.000740	-0.001235	0.001849	-0.001472	-0.001961	-0.004960	-0.034394	-0.045062	-0.025569	-0.009855	0.005288	0.010297	-0.022822	NA	-0.008878	0.035873	0.025037	0.030304	0.001077	-0.002176	0.000230	0.001900	-0.000687	0.001807	-0.000905	0.001518	-0.002319	-0.000206	0.000078	-0.003197	0.000356	-0.000588	0.003351	-0.028512	
-0.003287	0.004264	-0.002935	0.003682	0.001976	-0.006948	0.046989	0.060003	0.007131	0.003362	-0.001289	0.005107	0.010239	-0.008878	NA	-0.042346	0.016811	-0.018177	-0.001237	-0.002335	-0.003904	-0.000276	0.001692	-0.002034	-0.000782	-0.000807	-0.000051	0.003312	0.000383	-0.000440	-0.000404	0.004483	0.000998	-0.045697	
