NA	0.001995	-0.001290	0.006690	-0.001270	-0.009013	0.002000	-0.004886	0.001998	-0.010169	0.016576	0.001942	0.001193	-0.013648	-0.000230	-0.000162	-0.008792	0.006270	0.007621	0.000190	0.000426	-0.002233	-0.004799	-0.001588	0.000452	0.004105	-0.000885	0.001236	-0.001930	-0.001928	0.007642	-0.000770	-0.003643	-0.003052	-0.007223	0.001057	0.013998	-0.003621	0.005418	0.000103	-0.008458	0.005450	-0.000435	-0.005999	0.004114	0.006226	
0.001995	NA	0.020696	0.004541	-0.004209	-0.005822	-0.000781	0.002730	-0.007269	-0.004866	-0.004826	0.008373	0.004161	-0.004503	-0.001338	0.002486	0.002529	-0.000838	-0.004296	-0.010262	0.002530	0.002407	-0.002937	0.000233	-0.005983	0.004846	0.005095	-0.000910	-0.004085	-0.001633	0.004856	-0.002620	0.003611	0.001230	-0.000167	-0.008474	0.001374	0.004715	-0.003908	0.003757	0.002745	0.006163	-0.009308	-0.007873	0.007123	-0.001071	
-0.001290	0.020696	NA	-0.013330	0.007616	-0.006944	-0.005893	-0.004158	0.002897	0.004925	-0.000386	0.001554	0.000548	-0.007543	-0.000824	-0.004513	-0.007842	0.006311	0.001942	0.013504	-0.002429	0.003175	-0.003442	-0.001880	0.005565	0.000001	0.000973	-0.001738	-0.002026	-0.011388	-0.000725	0.002801	-0.001447	-0.000265	0.001053	-0.004530	0.005531	-0.000880	0.003582	0.002772	-0.001054	0.000981	0.008107	-0.006434	-0.003099	0.001586	
0.006690	0.004541	-0.013330	NA	-0.013670	-0.003610	0.010475	0.001620	-0.000672	-0.005391	0.002304	-0.005962	0.001914	0.001898	-0.005286	0.000984	-0.004696	0.006830	-0.002009	0.005946	-0.005753	-0.003634	0.002537	0.000064	0.000773	-0.002467	-0.005610	0.004718	0.006608	0.003168	-0.004278	-0.001770	-0.007140	-0.002231	0.000510	0.008072	0.000507	-0.006574	0.003270	-0.001493	0.005737	-0.004122	0.004429	0.003103	0.001524	0.003258	
-0.001270	-0.004209	0.007616	-0.013670	NA	0.009666	-0.007548	-0.001360	0.006335	0.008839	-0.000353	-0.000186	-0.002842	0.001054	-0.000205	-0.006754	0.003398	-0.007934	0.001909	0.001942	0.002828	0.003217	-0.003175	0.005975	-0.000137	-0.000128	0.002200	0.000056	-0.005144	0.000383	0.005580	0.004639	0.001083	0.006079	-0.003472	0.007077	-0.008581	-0.007206	-0.002559	-0.006933	0.001958	0.001038	-0.000164	0.002310	0.000548	-0.002981	
-0.009013	-0.005822	-0.006944	-0.003610	0.009666	NA	0.010401	-0.001623	-0.000326	-0.007367	-0.001304	0.003708	0.000484	0.009323	0.000481	-0.004164	-0.000565	-0.001156	0.007969	-0.003015	0.003673	-0.003382	0.002638	-0.001200	0.000186	0.000109	-0.002312	-0.003127	0.004279	0.008870	-0.002748	0.000992	0.000888	-0.008344	-0.000455	0.000121	-0.000072	0.003816	0.003735	-0.000245	-0.004184	-0.000622	-0.000134	0.000440	0.002306	-0.000686	
0.002000	-0.000781	-0.005893	0.010475	-0.007548	0.010401	NA	0.001562	-0.001989	0.001516	0.002653	-0.006159	-0.005122	-0.004204	0.004210	-0.001657	0.003326	-0.002736	-0.003301	0.003759	0.001856	-0.002627	0.001861	0.000351	-0.002445	-0.000336	-0.004820	0.002714	-0.000529	-0.004585	0.002643	-0.000073	0.000302	-0.000421	0.006065	-0.001724	0.000534	0.002591	0.001583	0.003953	-0.003171	-0.001442	0.002434	-0.001298	-0.000902	0.002245	
-0.004886	0.002730	-0.004158	0.001620	-0.001360	-0.001623	0.001562	NA	0.047085	-0.004031	0.004433	0.007924	0.003535	-0.003756	-0.003531	0.000767	0.006491	-0.002660	0.001160	0.000385	0.000072	0.001428	-0.003999	0.001731	0.000588	-0.005502	0.001099	-0.002221	0.000797	0.004939	-0.005242	-0.003445	0.010038	-0.006461	-0.017309	0.001479	-0.017842	0.008006	0.003303	0.005732	-0.003384	-0.010704	0.005648	0.003062	-0.013820	-0.006627	
0.001998	-0.007269	0.002897	-0.000672	0.006335	-0.000326	-0.001989	0.047085	NA	-0.002012	-0.003262	-0.010570	-0.012077	-0.005654	-0.001925	0.004259	-0.001273	-0.001715	0.006530	-0.000639	-0.000721	0.001509	-0.006691	-0.006317	-0.003257	0.001334	0.005187	-0.002576	-0.001665	0.004605	-0.000547	-0.001911	0.002303	-0.002413	-0.000992	0.000782	-0.006283	-0.007515	0.000340	-0.002284	0.002242	-0.004227	0.004047	0.007312	0.000993	-0.001204	
-0.010169	-0.004866	0.004925	-0.005391	0.008839	-0.007367	0.001516	-0.004031	-0.002012	NA	-0.007406	0.003617	0.021835	0.018223	0.013125	-0.002874	-0.001461	-0.003349	0.007872	0.003753	-0.001658	0.000403	-0.001869	0.000836	0.003026	0.004028	0.003591	-0.003426	0.001331	0.002797	-0.003618	-0.002021	-0.007277	0.000251	-0.010090	0.000721	-0.015007	-0.002400	-0.008279	-0.002971	0.000071	0.007416	-0.007205	0.009043	-0.012703	0.008539	
0.016576	-0.004826	-0.000386	0.002304	-0.000353	-0.001304	0.002653	0.004433	-0.003262	-0.007406	NA	0.004947	-0.008299	0.003415	-0.003979	-0.001140	0.000382	-0.001688	0.000418	-0.000101	0.002074	-0.003689	-0.003995	0.007521	-0.008571	-0.002665	-0.002721	0.003415	0.003248	-0.001322	-0.003885	-0.001642	-0.004415	0.001512	-0.002755	0.000934	0.004541	0.010598	-0.000315	0.009488	0.002208	-0.009759	-0.000422	0.000867	-0.000932	0.002161	
