P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
ToryRSA	ToryNam	TstrBot_0757	0.00194647	1.54796	0.121633	3.55551e+06	250462	249489
ToryNam	ToryRSA	TstrNA-	0.00276922	1.79189	0.0731507	5.00264e+06	172577	171624
ToryNam	ToryRSA	TstrNam	0.0026888	1.78215	0.0747255	4.97501e+06	173417	172487
ToryNam	ToryRSA	TstrRSA	0.00279142	1.82624	0.0678143	4.97235e+06	173394	172428
ToryNam	ToryRSA	TstrTan	0.00274808	1.8294	0.0673404	4.97672e+06	173332	172382
ToryNam	ToryRSA	TstrZam	0.00275313	1.81836	0.0690094	4.97126e+06	173541	172588
ToryNam	ToryRSA	TstrZim	0.00287586	1.92426	0.0543214	4.97657e+06	173344	172350
ToryNam	ToryZam	ToryTan	0.0236982	18.1767	2.3e-16	371568	341118	325324
ToryZim	ToryNam	ToryTan	0.00440266	2.73379	0.00626105	370929	355037	351924
ToryTan	ToryNam	TstrBot	0.000911008	1.22318	0.221263	4.91822e+06	191036	190688
ToryTan	ToryNam	TstrBot_0757	0.0147469	5.95046	2.67393e-09	3.50958e+06	281056	272887
ToryTan	ToryNam	TstrNA-	0.000906853	1.19364	0.232619	4.9445e+06	190013	189669
ToryTan	ToryNam	TstrNam	0.000826674	1.1082	0.267775	4.91692e+06	190927	190611
ToryTan	ToryNam	TstrRSA	0.000925393	1.30075	0.193345	4.91432e+06	190926	190573
ToryTan	ToryNam	TstrTan	0.000928641	1.26651	0.20533	4.91864e+06	190832	190478
ToryTan	ToryNam	TstrZam	0.000852914	1.16496	0.244034	4.91319e+06	191048	190723
ToryTan	ToryNam	TstrZim	0.000804818	1.09146	0.275072	4.91849e+06	190799	190492
ToryZam	ToryNam	ToryZim	0.000265427	0.23285	0.815878	371678	341328	341146
ToryNam	ToryZam	TstrBot	0.000570463	0.617427	0.536953	4.95441e+06	181185	180978
ToryNam	ToryZam	TstrBot_0757	0.000481582	0.353743	0.723532	3.53704e+06	262528	262275
ToryNam	ToryZam	TstrNA-	0.000523848	0.543023	0.587114	4.98075e+06	180212	180023
ToryNam	ToryZam	TstrNam	0.000648034	0.705771	0.480331	4.95311e+06	181105	180871
ToryNam	ToryZam	TstrRSA	0.000601607	0.656108	0.511755	4.9505e+06	181083	180865
ToryNam	ToryZam	TstrTan	0.0006055	0.664771	0.506197	4.95483e+06	180998	180779
ToryNam	ToryZam	TstrZam	0.00084116	0.899183	0.368555	4.94934e+06	181257	180952
ToryNam	ToryZam	TstrZim	0.000625499	0.691133	0.489482	4.9547e+06	180990	180764
ToryNam	ToryZim	TstrBot	0.0073315	9.07281	2.3e-16	4.93273e+06	192449	189647
ToryNam	ToryZim	TstrBot_0757	0.050842	17.9458	2.3e-16	3.51194e+06	296185	267525
ToryNam	ToryZim	TstrNA-	0.00703717	8.66449	2.3e-16	4.95903e+06	191325	188651
ToryNam	ToryZim	TstrNam	0.00730169	8.99901	2.3e-16	4.93144e+06	192343	189554
ToryNam	ToryZim	TstrRSA	0.00703633	8.81151	2.3e-16	4.92884e+06	192244	189558
ToryNam	ToryZim	TstrTan	0.00718673	8.89723	2.3e-16	4.93317e+06	192207	189464
ToryNam	ToryZim	TstrZam	0.00702761	8.89392	2.3e-16	4.92774e+06	192393	189707
ToryNam	ToryZim	TstrZim	0.00718175	8.856	2.3e-16	4.93303e+06	192188	189447
TstrBot	TstrBot_0757	ToryNam	0.861111	495.143	2.3e-16	2.46795e+06	1.61953e+06	120860
TstrNA-	TstrBot	ToryNam	0.112958	51.765	2.3e-16	3.42813e+06	134481	107183
TstrBot	TstrNam	ToryNam	0.00574286	4.89706	9.72804e-07	3.46243e+06	104254	103064
TstrBot	TstrRSA	ToryNam	0.019055	11.1704	2.3e-16	3.46906e+06	101432	97639.1
TstrTan	TstrBot	ToryNam	0.00315028	2.57303	0.0100812	3.47633e+06	99668.1	99042.1
TstrBot	TstrZam	ToryNam	0.0251817	17.5169	2.3e-16	3.47243e+06	102722	97675.9
TstrZim	TstrBot	ToryNam	0.00248599	2.35715	0.0184159	3.46607e+06	102198	101691
TstrNA-	TstrBot_0757	ToryNam	0.853704	513.194	2.3e-16	2.42565e+06	1.65671e+06	130749
TstrNam	TstrBot_0757	ToryNam	0.852915	477.651	2.3e-16	2.44886e+06	1.62659e+06	129119
TstrRSA	TstrBot_0757	ToryNam	0.854934	446.337	2.3e-16	2.45388e+06	1.6217e+06	126826
TstrTan	TstrBot_0757	ToryNam	0.85684	487.704	2.3e-16	2.459e+06	1.62454e+06	125250
TstrZam	TstrBot_0757	ToryNam	0.853511	500.884	2.3e-16	2.4555e+06	1.6218e+06	128175
TstrZim	TstrBot_0757	ToryNam	0.854961	483.191	2.3e-16	2.45156e+06	1.62634e+06	127162
TstrNA-	TstrNam	ToryNam	0.108936	50.9586	2.3e-16	3.40339e+06	145001	116513
TstrNA-	TstrRSA	ToryNam	0.122541	49.6973	2.3e-16	3.40974e+06	142406	111315
TstrNA-	TstrTan	ToryNam	0.106996	47.0783	2.3e-16	3.42118e+06	137975	111303
TstrNA-	TstrZam	ToryNam	0.128721	53.3781	2.3e-16	3.41667e+06	141809	109465
TstrNA-	TstrZim	ToryNam	0.105274	51.7076	2.3e-16	3.41077e+06	140639	113848
TstrNam	TstrRSA	ToryNam	0.0125028	9.32612	2.3e-16	3.45556e+06	105387	102784
TstrTan	TstrNam	ToryNam	0.00829844	6.35474	2.08777e-10	3.45104e+06	110362	108545
TstrNam	TstrZam	ToryNam	0.0174376	11.084	2.3e-16	3.44665e+06	112487	108631
TstrZim	TstrNam	ToryNam	0.00758871	5.90386	3.55095e-09	3.44141e+06	112690	110993
TstrTan	TstrRSA	ToryNam	0.020946	14.2988	2.3e-16	3.45754e+06	107702	103283
TstrRSA	TstrZam	ToryNam	0.0058839	3.60785	0.000308751	3.45314e+06	107109	105856
TstrZim	TstrRSA	ToryNam	0.019975	14.6236	2.3e-16	3.44819e+06	109789	105489
TstrTan	TstrZam	ToryNam	0.0277149	16.6715	2.3e-16	3.46872e+06	105170	99497.6
TstrTan	TstrZim	ToryNam	0.000568889	0.454151	0.64972	3.46122e+06	104761	104641
TstrZim	TstrZam	ToryNam	0.0261762	17.7073	2.3e-16	3.45608e+06	108850	103297
ToryRSA	ToryZam	ToryTan	0.034646	19.3877	2.3e-16	368948	348364	325034
ToryRSA	ToryZim	ToryTan	0.00623169	3.11455	0.00184225	370856	357219	352794
ToryTan	ToryRSA	TstrBot	0.00347875	2.0808	0.0374519	4.91143e+06	192766	191429
ToryTan	ToryRSA	TstrBot_0757	0.0129093	4.58176	4.6107e-06	3.50426e+06	282305	275109
ToryTan	ToryRSA	TstrNA-	0.00339544	2.07016	0.0384371	4.93771e+06	191711	190414
ToryTan	ToryRSA	TstrNam	0.00324345	1.95757	0.0502805	4.91015e+06	192621	191376
ToryTan	ToryRSA	TstrRSA	0.00343389	2.05905	0.0394896	4.90751e+06	192624	191305
ToryTan	ToryRSA	TstrTan	0.00339798	2.05274	0.040098	4.91188e+06	192553	191249
ToryTan	ToryRSA	TstrZam	0.00332733	2.02715	0.0426476	4.90642e+06	192769	191490
ToryTan	ToryRSA	TstrZim	0.00339031	2.06773	0.0386652	4.91169e+06	192526	191225
ToryRSA	ToryZam	ToryZim	0.00752117	4.12451	3.71528e-05	368070	347404	342217
ToryZam	ToryRSA	TstrBot	0.0021389	1.11152	0.266346	4.94581e+06	183234	182452
ToryRSA	ToryZam	TstrBot_0757	0.00231435	1.17944	0.238224	3.5301e+06	265455	264229
ToryZam	ToryRSA	TstrNA-	0.00210203	1.07388	0.282876	4.97213e+06	182220	181456
ToryZam	ToryRSA	TstrNam	0.00190281	0.994851	0.319809	4.94455e+06	183103	182407
ToryZam	ToryRSA	TstrRSA	0.00204573	1.0622	0.288144	4.9419e+06	183092	182344
ToryZam	ToryRSA	TstrTan	0.00200107	1.05956	0.289347	4.94626e+06	183017	182286
ToryZam	ToryRSA	TstrZam	0.00177239	0.925908	0.354494	4.94077e+06	183203	182554
ToryZam	ToryRSA	TstrZim	0.00210222	1.12216	0.261793	4.9461e+06	183021	182253
ToryRSA	ToryZim	TstrBot	0.00472583	2.59762	0.00938711	4.92759e+06	192679	190866
ToryRSA	ToryZim	TstrBot_0757	0.0523953	17.1935	2.3e-16	3.50799e+06	297602	267969
ToryRSA	ToryZim	TstrNA-	0.00451205	2.53466	0.0112556	4.95388e+06	191548	189827
ToryRSA	ToryZim	TstrNam	0.00484778	2.7082	0.006765	4.92634e+06	192607	190749
ToryRSA	ToryZim	TstrRSA	0.0044913	2.5045	0.0122626	4.9237e+06	192470	190749
ToryRSA	ToryZim	TstrTan	0.00467942	2.61873	0.0088258	4.92807e+06	192471	190678
ToryRSA	ToryZim	TstrZam	0.00451635	2.52122	0.0116948	4.92263e+06	192648	190916
ToryRSA	ToryZim	TstrZim	0.00455941	2.56236	0.0103963	4.92789e+06	192416	190670
TstrBot	TstrBot_0757	ToryRSA	0.860633	484.564	2.3e-16	2.46729e+06	1.61789e+06	121185
TstrNA-	TstrBot	ToryRSA	0.113094	54.5611	2.3e-16	3.42718e+06	134510	107177
TstrBot	TstrNam	ToryRSA	0.00545916	4.54087	5.60221e-06	3.46148e+06	104235	103104
TstrBot	TstrRSA	ToryRSA	0.0189389	11.3652	2.3e-16	3.46807e+06	101412	97642.4
TstrTan	TstrBot	ToryRSA	0.00334487	2.8311	0.00463885	3.47537e+06	99694.3	99029.6
TstrBot	TstrZam	ToryRSA	0.0250012	17.8604	2.3e-16	3.47146e+06	102711	97700.8
TstrZim	TstrBot	ToryRSA	0.0024593	2.34004	0.0192815	3.46509e+06	102204	101703
TstrNA-	TstrBot_0757	ToryRSA	0.853281	506.05	2.3e-16	2.42497e+06	1.65506e+06	131026
TstrNam	TstrBot_0757	ToryRSA	0.852475	468.186	2.3e-16	2.44822e+06	1.62498e+06	129408
TstrRSA	TstrBot_0757	ToryRSA	0.854491	437.816	2.3e-16	2.45321e+06	1.62005e+06	127114
TstrTan	TstrBot_0757	ToryRSA	0.856386	478.207	2.3e-16	2.45835e+06	1.62292e+06	125553
TstrZam	TstrBot_0757	ToryRSA	0.853046	489.794	2.3e-16	2.45486e+06	1.62018e+06	128487
TstrZim	TstrBot_0757	ToryRSA	0.854491	473.034	2.3e-16	2.45088e+06	1.62468e+06	127478
TstrNA-	TstrNam	ToryRSA	0.108842	52.7754	2.3e-16	3.40246e+06	144997	116531
TstrNA-	TstrRSA	ToryRSA	0.122581	52.5727	2.3e-16	3.40878e+06	142419	111316
TstrNA-	TstrTan	ToryRSA	0.106972	49.7089	2.3e-16	3.42024e+06	137987	111318
TstrNA-	TstrZam	ToryRSA	0.128707	56.3935	2.3e-16	3.41573e+06	141821	109478
TstrNA-	TstrZim	ToryRSA	0.105426	54.062	2.3e-16	3.40981e+06	140670	113838
TstrNam	TstrRSA	ToryRSA	0.0126726	9.23649	2.3e-16	3.45461e+06	105400	102762
TstrTan	TstrNam	ToryRSA	0.0082067	6.4251	1.31785e-10	3.45011e+06	110358	108561
TstrNam	TstrZam	ToryRSA	0.0175403	10.9707	2.3e-16	3.44571e+06	112503	108624
TstrZim	TstrNam	ToryRSA	0.00730154	5.43559	5.46164e-08	3.44045e+06	112667	111034
TstrTan	TstrRSA	ToryRSA	0.0210185	13.8492	2.3e-16	3.45658e+06	107709	103275
TstrRSA	TstrZam	ToryRSA	0.00582678	3.52175	0.000428705	3.45216e+06	107083	105842
TstrZim	TstrRSA	ToryRSA	0.0198422	14.3426	2.3e-16	3.44721e+06	109768	105497
TstrTan	TstrZam	ToryRSA	0.0277297	17.0165	2.3e-16	3.46777e+06	105169	99493.8
TstrTan	TstrZim	ToryRSA	0.000779494	0.634506	0.52575	3.46025e+06	104789	104626
TstrZim	TstrZam	ToryRSA	0.0259811	17.7375	2.3e-16	3.45511e+06	108833	103321
ToryTan	ToryZam	ToryZim	0.0265602	18.7717	2.3e-16	363862	363780	344956
ToryTan	ToryZam	TstrBot	0.00147995	1.9503	0.05114	4.93034e+06	187565	187010
ToryTan	ToryZam	TstrBot_0757	0.0155094	9.34766	2.3e-16	3.51978e+06	275714	267292
ToryTan	ToryZam	TstrNA-	0.00143055	1.81889	0.0689286	4.95666e+06	186566	186033
ToryTan	ToryZam	TstrNam	0.00146894	2.0147	0.0439358	4.92903e+06	187478	186928
ToryTan	ToryZam	TstrRSA	0.00152458	2.09545	0.0361308	4.92645e+06	187480	186909
ToryTan	ToryZam	TstrTan	0.00153182	2.02058	0.0433227	4.93076e+06	187369	186796
ToryTan	ToryZam	TstrZam	0.00168248	2.19229	0.0283587	4.92526e+06	187626	186996
ToryTan	ToryZam	TstrZim	0.001425	1.94324	0.0519866	4.9306e+06	187336	186803
ToryTan	ToryZim	TstrBot	0.00808597	13.659	2.3e-16	4.91757e+06	196300	193151
ToryTan	ToryZim	TstrBot_0757	0.0642438	53.2914	2.3e-16	3.5018e+06	305050	268221
ToryTan	ToryZim	TstrNA-	0.00779335	13.4849	2.3e-16	4.94385e+06	195153	192134
ToryTan	ToryZim	TstrNam	0.00797376	13.7193	2.3e-16	4.91628e+06	196184	193080
ToryTan	ToryZim	TstrRSA	0.00780986	13.7099	2.3e-16	4.91371e+06	196115	193075
ToryTan	ToryZim	TstrTan	0.00796147	13.777	2.3e-16	4.91801e+06	196052	192955
ToryTan	ToryZim	TstrZam	0.00773107	13.8026	2.3e-16	4.91257e+06	196231	193220
ToryTan	ToryZim	TstrZim	0.00783529	13.2151	2.3e-16	4.91785e+06	196008	192961
TstrBot	TstrBot_0757	ToryTan	0.859479	495.304	2.3e-16	2.46932e+06	1.61272e+06	121874
TstrNA-	TstrBot	ToryTan	0.112941	52.6071	2.3e-16	3.42848e+06	134481	107187
TstrBot	TstrNam	ToryTan	0.00589878	5.08363	3.70285e-07	3.46276e+06	104272	103049
TstrBot	TstrRSA	ToryTan	0.0190248	11.0375	2.3e-16	3.46943e+06	101449	97660.6
TstrTan	TstrBot	ToryTan	0.00318191	2.60809	0.00910483	3.47669e+06	99680.7	99048.4
TstrBot	TstrZam	ToryTan	0.0252901	16.966	2.3e-16	3.47277e+06	102741	97673
TstrZim	TstrBot	ToryTan	0.00228549	2.13789	0.0325254	3.4664e+06	102176	101710
TstrNA-	TstrBot_0757	ToryTan	0.852115	512.576	2.3e-16	2.42698e+06	1.64988e+06	131737
TstrNam	TstrBot_0757	ToryTan	0.85125	478.158	2.3e-16	2.45021e+06	1.61977e+06	130150
TstrRSA	TstrBot_0757	ToryTan	0.853285	449.934	2.3e-16	2.45525e+06	1.6149e+06	127843
TstrTan	TstrBot_0757	ToryTan	0.855211	484.779	2.3e-16	2.46036e+06	1.61773e+06	126255
TstrZam	TstrBot_0757	ToryTan	0.851851	500.364	2.3e-16	2.45685e+06	1.61498e+06	129199
TstrZim	TstrBot_0757	ToryTan	0.853308	484.204	2.3e-16	2.45289e+06	1.6195e+06	128186
TstrNA-	TstrNam	ToryTan	0.109051	51.8772	2.3e-16	3.40372e+06	145010	116493
TstrNA-	TstrRSA	ToryTan	0.12249	49.1758	2.3e-16	3.4101e+06	142418	111336
TstrNA-	TstrTan	ToryTan	0.106948	47.3875	2.3e-16	3.42154e+06	137981	111319
TstrNA-	TstrZam	ToryTan	0.128793	53.1867	2.3e-16	3.417e+06	141821	109458
TstrNA-	TstrZim	ToryTan	0.105425	52.6368	2.3e-16	3.41109e+06	140653	113825
TstrNam	TstrRSA	ToryTan	0.0123205	9.16028	2.3e-16	3.45591e+06	105380	102815
TstrTan	TstrNam	ToryTan	0.00847469	6.7527	1.45114e-11	3.45138e+06	110388	108532
TstrNam	TstrZam	ToryTan	0.0173906	10.9042	2.3e-16	3.44698e+06	112487	108641
TstrZim	TstrNam	ToryTan	0.00755071	6.07405	1.24725e-09	3.44171e+06	112683	110994
TstrTan	TstrRSA	ToryTan	0.0209468	14.4735	2.3e-16	3.45791e+06	107724	103303
TstrRSA	TstrZam	ToryTan	0.00601117	3.7977	0.000146045	3.45351e+06	107149	105868
TstrZim	TstrRSA	ToryTan	0.019758	14.4877	2.3e-16	3.44854e+06	109779	105525
TstrTan	TstrZam	ToryTan	0.0278526	16.7662	2.3e-16	3.46907e+06	105190	99488.9
TstrTan	TstrZim	ToryTan	0.000794381	0.619708	0.53545	3.46156e+06	104791	104625
TstrZim	TstrZam	ToryTan	0.0260878	17.5517	2.3e-16	3.45639e+06	108841	103307
ToryZam	ToryZim	TstrBot	0.00677861	8.53921	2.3e-16	4.93279e+06	192689	190094
ToryZam	ToryZim	TstrBot_0757	0.0503416	22.6033	2.3e-16	3.51192e+06	296350	267943
ToryZam	ToryZim	TstrNA-	0.00652829	8.23367	2.3e-16	4.95911e+06	191586	189101
ToryZam	ToryZim	TstrNam	0.00667516	8.55992	2.3e-16	4.9315e+06	192577	190023
ToryZam	ToryZim	TstrRSA	0.00645373	7.99386	1.30776e-15	4.92892e+06	192499	190030
ToryZam	ToryZim	TstrTan	0.00660093	8.46134	2.3e-16	4.93322e+06	192440	189917
ToryZam	ToryZim	TstrZam	0.00621905	8.31878	2.3e-16	4.92775e+06	192584	190203
ToryZam	ToryZim	TstrZim	0.00657716	8.47773	2.3e-16	4.93308e+06	192414	189899
TstrBot	TstrBot_0757	ToryZam	0.860927	498.362	2.3e-16	2.46794e+06	1.61976e+06	121050
TstrNA-	TstrBot	ToryZam	0.113009	51.2599	2.3e-16	3.42796e+06	134514	107198
TstrBot	TstrNam	ToryZam	0.00587678	5.09068	3.56777e-07	3.46222e+06	104286	103067
TstrBot	TstrRSA	ToryZam	0.0191045	11.4714	2.3e-16	3.46888e+06	101472	97667.4
TstrTan	TstrBot	ToryZam	0.003087	2.4908	0.0127457	3.47614e+06	99681.2	99067.7
TstrBot	TstrZam	ToryZam	0.0256616	17.1847	2.3e-16	3.47221e+06	102808	97664
TstrZim	TstrBot	ToryZam	0.00238914	2.26854	0.0232962	3.46587e+06	102203	101716
TstrNA-	TstrBot_0757	ToryZam	0.853542	516.449	2.3e-16	2.42564e+06	1.65695e+06	130924
TstrNam	TstrBot_0757	ToryZam	0.852714	479.77	2.3e-16	2.44884e+06	1.62682e+06	129328
TstrRSA	TstrBot_0757	ToryZam	0.854729	451.192	2.3e-16	2.45388e+06	1.62195e+06	127039
TstrTan	TstrBot_0757	ToryZam	0.856657	489.152	2.3e-16	2.45897e+06	1.62477e+06	125440
TstrZam	TstrBot_0757	ToryZam	0.853263	504.054	2.3e-16	2.45544e+06	1.62199e+06	128426
TstrZim	TstrBot_0757	ToryZam	0.854774	486.328	2.3e-16	2.45153e+06	1.62656e+06	127357
TstrNA-	TstrNam	ToryZam	0.109092	50.3353	2.3e-16	3.4032e+06	145048	116513
TstrNA-	TstrRSA	ToryZam	0.122614	48.6184	2.3e-16	3.40958e+06	142463	111343
TstrNA-	TstrTan	ToryZam	0.107088	46.3042	2.3e-16	3.42101e+06	138025	111323
TstrNA-	TstrZam	ToryZam	0.129139	52.8782	2.3e-16	3.41646e+06	141909	109449
TstrNA-	TstrZim	ToryZam	0.105409	51.0011	2.3e-16	3.41058e+06	140674	113845
TstrNam	TstrRSA	ToryZam	0.0124172	9.08137	2.3e-16	3.45538e+06	105418	102832
TstrTan	TstrNam	ToryZam	0.00836799	6.51354	7.33982e-11	3.45083e+06	110387	108555
TstrNam	TstrZam	ToryZam	0.0177483	11.0098	2.3e-16	3.44642e+06	112562	108636
TstrZim	TstrNam	ToryZam	0.00762494	5.91585	3.30175e-09	3.44119e+06	112707	111001
TstrTan	TstrRSA	ToryZam	0.020931	14.7563	2.3e-16	3.45737e+06	107746	103328
TstrRSA	TstrZam	ToryZam	0.00628834	3.76673	0.000165403	3.45294e+06	107215	105875
TstrZim	TstrRSA	ToryZam	0.0199284	14.8653	2.3e-16	3.44801e+06	109822	105531
TstrTan	TstrZam	ToryZam	0.028122	16.9774	2.3e-16	3.4685e+06	105254	99496
TstrTan	TstrZim	ToryZam	0.000603254	0.472651	0.636462	3.46102e+06	104785	104658
TstrZim	TstrZam	ToryZam	0.0265363	17.7341	2.3e-16	3.45585e+06	108927	103296
TstrBot	TstrBot_0757	ToryZim	0.864562	542.578	2.3e-16	2.46371e+06	1.64394e+06	119412
TstrNA-	TstrBot	ToryZim	0.113278	52.0108	2.3e-16	3.42562e+06	134765	107340
TstrBot	TstrNam	ToryZim	0.00567058	4.97185	6.63182e-07	3.45982e+06	104437	103259
TstrBot	TstrRSA	ToryZim	0.0184458	10.7506	2.3e-16	3.46649e+06	101549	97870.1
TstrTan	TstrBot	ToryZim	0.0034379	2.81934	0.00481228	3.47374e+06	99873.9	99189.5
TstrBot	TstrZam	ToryZim	0.0245603	16.3752	2.3e-16	3.46986e+06	102836	97905.8
TstrZim	TstrBot	ToryZim	0.0027779	2.54998	0.010773	3.46348e+06	102410	101842
TstrNA-	TstrBot_0757	ToryZim	0.85721	559.631	2.3e-16	2.42148e+06	1.68121e+06	129258
TstrNam	TstrBot_0757	ToryZim	0.85644	521.349	2.3e-16	2.44463e+06	1.65102e+06	127675
TstrRSA	TstrBot_0757	ToryZim	0.858521	484.53	2.3e-16	2.44968e+06	1.64616e+06	125313
TstrTan	TstrBot_0757	ToryZim	0.860368	532.288	2.3e-16	2.45477e+06	1.64898e+06	123766
TstrZam	TstrBot_0757	ToryZim	0.857121	548.029	2.3e-16	2.45129e+06	1.64625e+06	126655
TstrZim	TstrBot_0757	ToryZim	0.858506	528.413	2.3e-16	2.44733e+06	1.65077e+06	125678
TstrNA-	TstrNam	ToryZim	0.109184	50.9845	2.3e-16	3.40089e+06	145286	116683
TstrNA-	TstrRSA	ToryZim	0.12238	48.8741	2.3e-16	3.40727e+06	142629	111526
TstrNA-	TstrTan	ToryZim	0.107085	47.2806	2.3e-16	3.41869e+06	138228	111487
TstrNA-	TstrZam	ToryZim	0.128543	53.0597	2.3e-16	3.4142e+06	142032	109676
TstrNA-	TstrZim	ToryZim	0.105359	52.2402	2.3e-16	3.40828e+06	140888	114030
TstrNam	TstrRSA	ToryZim	0.0119927	8.92584	2.3e-16	3.453e+06	105509	103008
TstrTan	TstrNam	ToryZim	0.00849144	6.86256	6.76387e-12	3.44847e+06	110578	108716
TstrNam	TstrZam	ToryZim	0.0169417	10.4904	2.3e-16	3.4441e+06	112624	108872
TstrZim	TstrNam	ToryZim	0.00778828	6.17194	6.74585e-10	3.43884e+06	112909	111164
TstrTan	TstrRSA	ToryZim	0.0206445	14.425	2.3e-16	3.455e+06	107846	103484
TstrRSA	TstrZam	ToryZim	0.00586861	3.62773	0.000285921	3.45063e+06	107280	106029
TstrZim	TstrRSA	ToryZim	0.0196907	14.4906	2.3e-16	3.44565e+06	109936	105690
TstrTan	TstrZam	ToryZim	0.027389	16.4828	2.3e-16	3.46617e+06	105305	99690.7
TstrTan	TstrZim	ToryZim	0.000557644	0.431543	0.666074	3.45866e+06	104937	104820
TstrZim	TstrZam	ToryZim	0.0258725	17.1585	2.3e-16	3.45354e+06	108994	103496
TstrNA-	TstrBot	TstrBot_0757	0.230163	63.5561	2.3e-16	1.15899e+06	212433	132940
TstrNam	TstrBot	TstrBot_0757	0.0902796	35.79	2.3e-16	1.17024e+06	157970	131809
TstrRSA	TstrBot	TstrBot_0757	0.0581942	25.2479	2.3e-16	1.172e+06	147676	131434
TstrTan	TstrBot	TstrBot_0757	0.0501746	35.7782	2.3e-16	1.17579e+06	146225	132252
TstrZam	TstrBot	TstrBot_0757	0.0528931	28.6681	2.3e-16	1.17422e+06	146567	131841
TstrZim	TstrBot	TstrBot_0757	0.0809867	43.2185	2.3e-16	1.17165e+06	154876	131670
TstrNam	TstrBot	TstrNA-	0.109791	31.0382	2.3e-16	237915	172206	138133
TstrRSA	TstrBot	TstrNA-	0.0754526	27.5241	2.3e-16	238329	160564	138034
TstrTan	TstrBot	TstrNA-	0.0371172	20.9299	2.3e-16	237730	154718	143644
TstrZam	TstrBot	TstrNA-	0.0461752	26.5483	2.3e-16	236857	155760	142010
TstrZim	TstrBot	TstrNA-	0.0781096	38.8287	2.3e-16	236033	165815	141789
TstrRSA	TstrBot	TstrNam	0.0179983	9.01296	2.3e-16	164516	152461	147070
TstrTan	TstrBot	TstrNam	0.0587329	43.4589	2.3e-16	174960	157658	140166
TstrZam	TstrBot	TstrNam	0.0677792	46.1903	2.3e-16	174120	158732	138581
TstrZim	TstrBot	TstrNam	0.0958512	58.6943	2.3e-16	172891	168383	138927
TstrTan	TstrBot	TstrRSA	0.0596843	36.023	2.3e-16	163154	157907	140120
TstrZam	TstrBot	TstrRSA	0.0683544	36.0111	2.3e-16	162266	158934	138596
TstrRSA	TstrBot	TstrZim	0.0722664	33.5436	2.3e-16	168353	160807	139131
TstrTan	TstrBot	TstrZam	0.0204368	14.1794	2.3e-16	155479	153565	147414
TstrTan	TstrBot	TstrZim	0.0264079	18.8343	2.3e-16	166701	153908	145988
TstrZam	TstrBot	TstrZim	0.038756	27.8633	2.3e-16	166300	155420	143823
TstrNA-	TstrNam	TstrBot_0757	0.143417	49.1759	2.3e-16	1.15124e+06	212595	159264
TstrNA-	TstrRSA	TstrBot_0757	0.174823	40.7878	2.3e-16	1.15279e+06	212520	149271
TstrNA-	TstrTan	TstrBot_0757	0.184188	52.7565	2.3e-16	1.16008e+06	210621	145101
TstrNA-	TstrZam	TstrBot_0757	0.181845	51.7123	2.3e-16	1.158e+06	210464	145698
TstrNA-	TstrZim	TstrBot_0757	0.154769	49.6435	2.3e-16	1.15572e+06	209981	153695
TstrNam	TstrRSA	TstrBot_0757	0.034042	13.4689	2.3e-16	1.17376e+06	150640	140721
TstrNam	TstrTan	TstrBot_0757	0.0398477	17.6079	2.3e-16	1.16778e+06	159035	146847
TstrNam	TstrZam	TstrBot_0757	0.0373094	19.3941	2.3e-16	1.16581e+06	158967	147532
TstrNam	TstrZim	TstrBot_0757	0.00943637	5.38944	7.06794e-08	1.16406e+06	158038	155083
TstrRSA	TstrTan	TstrBot_0757	0.00768268	3.09562	0.00196401	1.16939e+06	148880	146610
TstrRSA	TstrZam	TstrBot_0757	0.00512453	2.54044	0.0110713	1.16746e+06	148748	147231
TstrZim	TstrRSA	TstrBot_0757	0.0230445	9.20094	2.3e-16	1.16592e+06	154577	147613
TstrZam	TstrTan	TstrBot_0757	0.00264657	1.45251	0.146361	1.17819e+06	142713	141960
TstrZim	TstrTan	TstrBot_0757	0.0313809	18.4522	2.3e-16	1.17457e+06	151744	142510
TstrZim	TstrZam	TstrBot_0757	0.0286833	25.3616	2.3e-16	1.17198e+06	152071	143591
TstrNam	TstrRSA	TstrNA-	0.0368366	14.2042	2.3e-16	245292	162444	150901
TstrNam	TstrTan	TstrNA-	0.0698458	21.958	2.3e-16	235426	176135	153136
TstrNam	TstrZam	TstrNA-	0.0616974	20.8122	2.3e-16	234168	174861	154538
TstrNam	TstrZim	TstrNA-	0.0297498	12.5556	2.3e-16	234141	173861	163815
TstrRSA	TstrTan	TstrNA-	0.0360232	12.6789	2.3e-16	235783	164731	153276
TstrRSA	TstrZam	TstrNA-	0.0276191	10.8688	2.3e-16	234523	163346	154565
TstrZim	TstrRSA	TstrNA-	0.00459508	1.84727	0.0647073	234691	163619	162122
TstrZam	TstrTan	TstrNA-	0.00873616	4.27666	1.89715e-05	240469	154448	151773
TstrZim	TstrTan	TstrNA-	0.0407863	27.0249	2.3e-16	238633	165260	152308
TstrZim	TstrZam	TstrNA-	0.0322568	19.6341	2.3e-16	236812	164442	154165
TstrNam	TstrRSA	TstrTan	0.0369642	14.8232	2.3e-16	165292	164951	153191
TstrNam	TstrRSA	TstrZam	0.0375839	15.0379	2.3e-16	166733	163841	151972
TstrNam	TstrRSA	TstrZim	0.0390209	16.5769	2.3e-16	175390	163615	151326
