0.00172796,0.00226407,0.00122952,0.00744324,0.0081378,0.0072065,0.00306367,0.00257178,0.00744072,0.00707363,0.00248734,0.00442964,0.0087434,-0.00330141,0.00770537,0.014183,0.00694637,0.00130242,0.00852834,0.00958236	-0.918055,-0.913806,-0.929044,-0.930573,-0.923154,-0.927697,-0.928163,-0.922548,-0.928525,-0.923595,-0.930298,-0.923852,-0.927382,-0.923526,-0.92055,-0.924025,-0.922445,-0.922667,-0.926555,-0.918727	0.918326,0.914179,0.929212,0.931563,0.924348,0.928694,0.928587,0.92293,0.929544,0.924628,0.930631,0.924498,0.928596,0.923039,0.921717,0.926072,0.923474,0.92286,0.927752,0.920208
0.00157559,0.00216811,0.00132161,0.00745235,0.0090359,0.00725187,0.00331616,0.00325959,0.00690845,0.0067554,0.00278484,0.00449431,0.00936488,-0.00340862,0.00867065,0.0133683,0.00686957,0.0018213,0.00832259,0.0101201	-0.917874,-0.913699,-0.928806,-0.930449,-0.92296,-0.927485,-0.927997,-0.922296,-0.928449,-0.923389,-0.930124,-0.923665,-0.927201,-0.923299,-0.920279,-0.923993,-0.922191,-0.922439,-0.926442,-0.918444	0.918122,0.914056,0.928988,0.931442,0.924288,0.928491,0.928456,0.922782,0.929396,0.924378,0.930499,0.924322,0.928504,0.922794,0.921596,0.925924,0.923212,0.92271,0.927613,0.920013
0.00124916,0.00239483,0.0015205,0.00724525,0.00864804,0.00700023,0.00289155,0.00254372,0.00703787,0.00721967,0.0028441,0.00443791,0.00901734,-0.0037737,0.00834941,0.0143335,0.00720265,0.00133835,0.00865005,0.00997908	-0.918078,-0.913852,-0.928991,-0.930607,-0.923191,-0.927721,-0.928175,-0.922513,-0.92858,-0.923577,-0.9303,-0.92389,-0.927327,-0.923468,-0.920421,-0.924111,-0.922391,-0.922642,-0.926567,-0.918665	0.918274,0.914246,0.929199,0.931571,0.924458,0.92869,0.928575,0.922891,0.929543,0.924631,0.930681,0.924537,0.92858,0.922911,0.921687,0.926176,0.923458,0.922841,0.927781,0.920208
0.0347326,0.025473,0.0331973,0.0273441,0.0213391,0.0234929,0.0360299,0.0298173,0.0197318,0.0193082,0.0300178,0.030786,0.0283507,0.0256174,0.0270595,0.0234482,0.0149614,0.0316824,0.0332796,0.024352	0.0303631,0.0172692,0.0267777,0.0318391,0.0202274,0.023704,0.0372485,0.0253136,0.0144046,0.00274681,0.0233676,0.0292499,0.0268817,0.0244372,0.0114684,0.0166136,0.0167455,0.0304136,0.0350631,0.0211733	0.00437411,0.00820743,0.00642532,-0.00449896,0.0011122,-0.000211248,-0.00122021,0.00450705,0.00532871,0.0165622,0.00665489,0.00153753,0.00147008,0.00118093,0.0155959,0.00683727,-0.00178451,0.00127008,-0.00178554,0.00318033
0.0123287,0.0017592,-0.000379322,0.0119534,0.0124122,0.00892312,0.0110817,0.0067062,0.00557142,0.00445464,0.0104791,0.0151623,0.00931168,0.00719421,0.00640757,0.0132203,0.0042757,0.007851,0.0113075,0.00599508	-0.0821343,-0.0823643,-0.0863864,-0.0817403,-0.0915537,-0.0933993,-0.0819611,-0.0710212,-0.0892169,-0.0920406,-0.100521,-0.0783112,-0.0782079,-0.0828566,-0.0805073,-0.0881272,-0.0974265,-0.0904716,-0.0855231,-0.0710952	0.0943674,0.0841114,0.0860099,0.0936022,0.103848,0.102237,0.0929584,0.0776904,0.0947412,0.0964557,0.110883,0.0933626,0.0874559,0.0899972,0.0868701,0.10123,0.10166,0.0982528,0.0967371,0.0770574
0.0163336,0.00654691,0.00471626,0.00880582,0.0144634,0.0104871,0.0157355,0.00970436,0.00871791,0.00523217,0.0134816,0.0172208,0.00802776,0.00751678,0.00871237,0.0121974,0.00250049,0.00831841,0.012804,0.00748487	-0.0190778,-0.0215728,-0.0278699,-0.0224956,-0.0187435,-0.0183238,-0.0218633,-0.0143,-0.0253564,-0.0237806,-0.0333066,-0.0203881,-0.0202377,-0.0204328,-0.0188659,-0.0276083,-0.0259703,-0.0267844,-0.0181072,-0.01453	0.0354004,0.0281157,0.0325819,0.0312952,0.0331979,0.0288054,0.0375859,0.024001,0.0340668,0.0290092,0.0467671,0.0375958,0.0282609,0.0279453,0.0275737,0.0397923,0.0284689,0.0350949,0.030904,0.0220124
0.00692196,-0.00125984,-0.00310505,0.00667442,0.00953853,0.00752507,0.0135348,-0.00140852,0.00238819,0.00350675,0.00307388,0.0130547,0.00531292,0.00530902,0.00668205,0.00980687,0.00357225,0.00508096,0.00683286,0.00258569	-0.0547089,-0.0539041,-0.0736367,-0.0706476,-0.0702597,-0.0703437,-0.0602258,-0.0626106,-0.0618946,-0.0758847,-0.0683305,-0.0568936,-0.0527101,-0.0629112,-0.0539883,-0.0695689,-0.0676674,-0.0668375,-0.0649405,-0.0480228	0.0616075,0.0526478,0.0705478,0.0772856,0.0797448,0.0778276,0.0737005,0.0612075,0.0642733,0.0793703,0.0713894,0.0698964,0.0580068,0.0681974,0.0606484,0.0793217,0.0712225,0.0718941,0.0717415,0.0506022
0.00448637,0.00473709,-0.00255031,0.00617534,0.00768337,0.00101561,0.0039496,0.00216015,0.0031263,0.00557104,0.0059882,0.00706906,0.00238656,0.00258923,0.00150081,0.0072291,0.00121691,0.00965577,0.00572447,0.00439469	-0.925067,-0.920514,-0.934909,-0.936364,-0.930144,-0.93472,-0.934397,-0.928253,-0.934833,-0.930641,-0.936816,-0.930795,-0.933497,-0.929217,-0.927972,-0.930986,-0.9304,-0.92918,-0.932812,-0.925653	0.925712,0.921234,0.934587,0.93712,0.931173,0.934848,0.934896,0.928551,0.935226,0.931384,0.937545,0.931733,0.933803,0.92957,0.928181,0.931943,0.930563,0.930488,0.933551,0.926279
0.00447542,0.00327506,-0.00648104,0.00702021,0.00942305,0.000155812,0.00338395,-0.00922709,0.00110313,0.00244145,-0.00367437,0.0117673,0.000364788,0.000932044,0.000342042,0.00430897,0.0030593,0.00263798,0.00752034,8.92474e-05	-0.857627,-0.850371,-0.875421,-0.876359,-0.863975,-0.874943,-0.871172,-0.864263,-0.868256,-0.865636,-0.874833,-0.863119,-0.867359,-0.86096,-0.857518,-0.865458,-0.86222,-0.860712,-0.863409,-0.853087	0.858806,0.851275,0.873898,0.877978,0.866345,0.874979,0.871985,0.86191,0.868527,0.866247,0.873968,0.86609,0.867449,0.861201,0.857608,0.866535,0.863003,0.861394,0.865311,0.853112
0.00433302,0.00417851,-0.00223792,0.00612655,0.0081714,0.00109159,0.0035124,0.00163351,0.00322167,0.00509436,0.00657234,0.00729576,0.00246734,0.00253549,0.00166404,0.00694441,0.000958924,0.00984963,0.00558153,0.00425007	-0.925802,-0.921348,-0.935531,-0.937021,-0.930854,-0.935469,-0.935113,-0.929077,-0.935448,-0.931417,-0.93742,-0.931356,-0.934226,-0.929881,-0.928718,-0.931699,-0.931071,-0.929901,-0.933573,-0.926422	0.926419,0.921977,0.935251,0.937765,0.931937,0.935605,0.935553,0.9293,0.935849,0.932088,0.938212,0.932317,0.934539,0.930223,0.928947,0.93261,0.931199,0.931221,0.934286,0.927022
0.00457995,0.00464649,-0.00245816,0.00608395,0.00768484,0.00128941,0.00386687,0.00233809,0.00312058,0.00524007,0.00621683,0.00719367,0.00239307,0.00257898,0.00166004,0.00723069,0.00168801,0.00966149,0.0058007,0.00443409	-0.925069,-0.920508,-0.934878,-0.936374,-0.930183,-0.934685,-0.934459,-0.928252,-0.934872,-0.930691,-0.936819,-0.930767,-0.93352,-0.929216,-0.928006,-0.931021,-0.930408,-0.929241,-0.932832,-0.925676	0.925727,0.921215,0.934567,0.937119,0.931212,0.934848,0.934947,0.928575,0.935265,0.931389,0.937575,0.931722,0.933827,0.929567,0.928236,0.931978,0.930634,0.930548,0.933581,0.926308
0.00448107,0.00490397,-0.00251889,0.00651074,0.00768507,0.00142069,0.00398543,0.00290025,0.00270684,0.00591951,0.00610711,0.00721323,0.00247294,0.0026475,0.00195524,0.00705246,0.00150936,0.00987466,0.00570772,0.00472767	-0.925035,-0.920501,-0.93491,-0.936274,-0.930175,-0.934663,-0.934521,-0.92813,-0.934901,-0.930585,-0.936825,-0.930699,-0.93346,-0.929195,-0.927926,-0.930967,-0.930363,-0.929204,-0.932877,-0.925602	0.925679,0.921246,0.934592,0.937073,0.931204,0.934843,0.935024,0.928531,0.935241,0.931374,0.937568,0.931657,0.933777,0.929556,0.928197,0.931901,0.930565,0.930541,0.933613,0.926277
0.00430273,0.00493907,-0.00265601,0.00632929,0.00762725,0.000926721,0.00430353,0.00179869,0.00279429,0.00538438,0.00622644,0.00773924,0.00241743,0.00253216,0.00198361,0.00715638,0.0013504,0.00960248,0.00581523,0.00413401	-0.925185,-0.920555,-0.935033,-0.936386,-0.930223,-0.93487,-0.934478,-0.928375,-0.934887,-0.930725,-0.936824,-0.930776,-0.933578,-0.929356,-0.92806,-0.931008,-0.930505,-0.929277,-0.932861,-0.925746	0.925802,0.921305,0.934699,0.937161,0.931243,0.934987,0.935021,0.928623,0.935239,0.931442,0.937581,0.931803,0.933888,0.9297,0.928334,0.931956,0.930686,0.930575,0.933612,0.926335
0.00447965,0.00494352,-0.00290658,0.00650901,0.00766166,0.000980984,0.00422865,0.00200999,0.00288375,0.00532201,0.00648559,0.00739832,0.00242501,0.0029851,0.00188303,0.00714841,0.00102211,0.00965241,0.00563268,0.00413268	-0.924992,-0.920457,-0.934871,-0.936255,-0.930115,-0.934684,-0.93434,-0.9282,-0.934788,-0.930537,-0.936666,-0.930655,-0.933451,-0.929104,-0.927894,-0.930933,-0.930299,-0.929107,-0.932745,-0.925553	0.925636,0.921209,0.934504,0.937053,0.931141,0.934807,0.934875,0.928478,0.935151,0.931247,0.937457,0.931639,0.933763,0.929512,0.928156,0.93188,0.930436,0.930416,0.933473,0.926143
