NA	-0.021180	-0.028420	-0.014766	-0.053252	-0.027223	-0.053779	-0.022404	-0.023757	0.047518	0.044692	0.034528	0.060217	0.040642	0.039309	0.031070	0.032244	0.030429	-0.015082	-0.023619	-0.004214	0.008440	-0.017540	-0.024303	-0.002711	-0.019504	0.004054	0.028328	0.002209	-0.014643	-0.024721	-0.024595	0.012747	0.015060	-0.013939	-0.011893	-0.020716	-0.010941	-0.015534	-0.002367	0.022195	-0.012700	-0.013877	-0.020187	-0.010110	0.019129	-0.020509	0.050498	0.012171	0.015434	-0.003339	-0.012401	0.007624	-0.003701	-0.004743	0.009588	0.036830	-0.013634	
-0.021180	NA	0.102825	0.083716	0.056361	0.088391	0.055589	0.091568	0.085486	-0.019535	-0.024283	-0.026596	-0.024977	-0.017230	-0.019509	-0.022019	-0.018078	-0.012227	-0.044458	-0.041128	-0.005737	-0.010615	-0.046578	-0.041316	0.011014	-0.047515	-0.018140	-0.021993	-0.009168	-0.044201	-0.042957	-0.043002	-0.003187	-0.000575	0.010807	0.006230	0.001249	0.004494	0.002048	-0.003433	-0.001254	0.009496	-0.000589	0.005364	0.000353	-0.021523	0.071614	-0.025118	0.001016	-0.004231	0.002901	0.006879	0.001125	0.004789	-0.003448	-0.008093	-0.015213	0.003113	
-0.028420	0.102825	NA	0.072766	0.052556	0.097253	0.052250	0.187044	0.081175	-0.027123	-0.022156	-0.021627	-0.026014	-0.025756	-0.022245	-0.026578	-0.024361	-0.024876	-0.053483	-0.044633	-0.012772	-0.010664	-0.042922	-0.044735	0.022580	-0.043658	-0.010751	-0.027081	-0.013225	-0.053514	-0.045324	-0.045678	0.001128	-0.003317	0.004681	0.009464	0.005054	0.007590	0.003132	-0.005139	-0.003613	0.005710	0.005523	0.005249	0.001142	-0.019172	0.075281	-0.024757	-0.003473	0.001208	0.002950	-0.001793	-0.004034	0.001251	0.007061	-0.006685	-0.026919	0.004895	
-0.014766	0.083716	0.072766	NA	0.049508	0.078828	0.048717	0.077249	0.089161	-0.017999	-0.017168	-0.019332	-0.020873	-0.024453	-0.015342	-0.012709	-0.022042	-0.015985	-0.044522	-0.040315	-0.009218	-0.003647	-0.042351	-0.040719	0.018425	-0.043364	-0.012243	-0.023062	-0.014428	-0.044527	-0.040408	-0.040280	-0.005179	-0.012688	0.009451	0.011247	0.002915	0.013940	0.014880	-0.000032	-0.008439	0.010330	0.002365	0.002246	-0.001017	-0.015803	0.082966	-0.020186	-0.010907	-0.001553	-0.000174	0.002356	-0.004170	-0.003506	0.002947	-0.003150	-0.018578	0.009515	
-0.053252	0.056361	0.052556	0.049508	NA	0.073185	0.974327	0.044967	0.064468	-0.050565	-0.051603	-0.055201	-0.052021	-0.050698	-0.051901	-0.042901	-0.053073	-0.049263	-0.077582	-0.081307	-0.042842	-0.044463	-0.073408	-0.080976	-0.015516	-0.074560	-0.032999	-0.046646	-0.048437	-0.077464	-0.082115	-0.082249	-0.002503	-0.005880	0.009870	0.010582	0.003665	0.005766	0.011861	0.008966	-0.006179	0.027068	0.006140	0.010425	0.001288	-0.047354	0.050945	-0.053351	0.002492	0.000716	0.002249	0.007768	-0.006791	0.002431	0.005583	0.001229	-0.047459	0.006699	
-0.027223	0.088391	0.097253	0.078828	0.073185	NA	0.073694	0.082751	0.085547	-0.025416	-0.017545	-0.018261	-0.021902	-0.021533	-0.023721	-0.017831	-0.024708	-0.021175	-0.049359	-0.048947	-0.007630	-0.019199	-0.047669	-0.049284	0.020950	-0.047937	-0.014197	-0.019855	-0.010957	-0.049078	-0.037741	-0.037268	-0.000696	-0.010017	0.008182	0.010111	0.006512	0.008140	0.006798	0.000662	0.001569	0.015848	0.008432	0.007467	0.001658	-0.020893	0.088720	-0.034230	-0.009052	-0.004484	-0.005483	0.002362	-0.002972	-0.000611	0.000552	-0.001369	-0.025289	0.005070	
-0.053779	0.055589	0.052250	0.048717	0.974327	0.073694	NA	0.044676	0.063770	-0.050485	-0.051746	-0.055265	-0.052254	-0.050527	-0.051180	-0.043024	-0.053100	-0.049373	-0.077273	-0.080601	-0.042421	-0.044342	-0.073329	-0.080896	-0.015597	-0.074425	-0.031535	-0.046378	-0.047727	-0.077218	-0.082187	-0.082193	-0.002719	-0.005852	0.010080	0.010576	0.003756	0.006617	0.012013	0.007856	-0.006902	0.025358	0.006480	0.010636	0.001086	-0.047287	0.050536	-0.053566	0.002814	0.000841	0.002298	0.007860	-0.006386	0.001911	0.005852	0.001043	-0.047421	0.006536	
-0.022404	0.091568	0.187044	0.077249	0.044967	0.082751	0.044676	NA	0.083084	-0.027400	-0.018227	-0.023242	-0.030989	-0.025702	-0.024117	-0.025082	-0.024308	-0.022002	-0.045725	-0.047274	-0.014055	-0.018052	-0.047150	-0.047163	0.016138	-0.046184	-0.000160	-0.025034	-0.016369	-0.046143	-0.047658	-0.047830	-0.003650	0.001750	0.002981	0.002958	0.013142	0.004513	0.010395	-0.000183	-0.004752	-0.016674	0.003930	0.016703	-0.000147	-0.017799	0.075482	-0.026799	-0.008866	-0.001170	-0.001677	0.013053	-0.010377	-0.000751	0.000338	-0.006474	-0.024222	0.003577	
-0.023757	0.085486	0.081175	0.089161	0.064468	0.085547	0.063770	0.083084	NA	-0.022597	-0.021765	-0.021764	-0.022845	-0.025936	-0.021670	-0.021309	-0.018433	-0.017153	-0.043660	-0.041889	-0.007659	-0.011278	-0.046231	-0.041034	0.018677	-0.046349	-0.006161	-0.019916	-0.019203	-0.043763	-0.042046	-0.042658	-0.005450	-0.004979	0.003152	0.000542	0.006454	0.006743	0.007028	-0.000312	-0.001565	-0.000374	0.002771	0.004881	0.001477	-0.015182	0.076463	-0.022318	-0.001222	-0.003623	0.002557	0.010314	-0.004983	0.000206	0.002987	-0.002107	-0.023396	0.003776	
0.047518	-0.019535	-0.027123	-0.017999	-0.050565	-0.025416	-0.050485	-0.027400	-0.022597	NA	0.096428	0.048497	0.061053	0.060210	0.052587	0.051071	0.037784	0.036755	-0.016691	-0.036753	0.000109	-0.005472	-0.031376	-0.037021	-0.001573	-0.032213	0.002912	0.031983	0.001745	-0.016634	-0.036428	-0.036163	0.003522	-0.001742	-0.010015	-0.009541	-0.008331	-0.009719	-0.007860	0.002975	0.002630	-0.007823	-0.011495	-0.005786	-0.009538	0.017409	-0.022533	0.036295	0.009025	0.004830	0.001825	-0.008682	-0.000717	-0.011083	-0.002020	0.007219	0.024883	-0.015412	
