NA	-0.001266	0.003066	0.000458	-0.001039	0.000432	-0.000242	0.000467	0.000321	0.000506	0.001740	0.001278	-0.000079	0.002121	-0.000961	0.001292	0.000818	-0.002809	0.000018	-0.000593	0.001261	0.001284	0.000743	0.002223	-0.000300	-0.000850	-0.001219	-0.002019	0.001710	0.000553	-0.000487	0.001157	0.000455	-0.000538	-0.000008	-0.000249	0.000854	0.000951	-0.001782	-0.003723	0.002216	-0.000039	-0.001637	-0.000547	-0.001982	-0.010874	-0.004276	0.003232	0.002448	-0.010719	-0.008751	0.000879	-0.003855	-0.004073	-0.006881	0.000036	0.000505	0.004292	-0.001084	-0.008298	-0.007977	-0.000621	-0.008824	-0.006949	-0.000122	-0.004611	-0.004346	-0.001224	-0.009543	-0.003731	0.006195	0.021804	0.017198	0.022617	0.021439	0.000147	-0.003739	0.000328	
-0.001266	NA	-0.018020	-0.030436	-0.011904	-0.016378	-0.004139	-0.022076	-0.001013	-0.030428	-0.010106	-0.000259	0.003412	0.002490	0.002732	-0.000395	0.000068	0.001949	-0.002238	-0.001285	-0.001479	-0.002074	-0.000499	0.000651	-0.000245	0.006341	0.006795	0.012456	0.016416	0.007758	0.000856	0.008897	0.010377	0.012152	0.009944	0.016204	0.012396	0.015127	0.020127	0.015624	-0.007944	-0.006444	-0.005236	-0.008977	-0.001427	0.002534	-0.001230	-0.000577	0.000405	0.000166	-0.002629	-0.005060	0.000346	-0.000983	-0.000256	0.000343	-0.001310	0.000563	-0.000551	-0.000214	0.001041	-0.000969	0.000760	0.000003	-0.000109	0.000481	-0.000899	0.000772	-0.000716	-0.000227	0.000189	-0.000558	-0.000409	0.001925	0.001281	0.001930	-0.001553	0.000881	
0.003066	-0.018020	NA	-0.083300	-0.061655	-0.069789	-0.049135	0.251398	-0.048988	0.233817	0.210752	-0.001681	-0.002521	-0.001183	0.001135	0.002536	-0.002786	0.000326	0.000997	0.000580	0.000683	-0.000923	-0.002934	0.001210	0.003761	-0.002844	0.000121	-0.055543	-0.029974	-0.055328	0.000377	0.001102	0.000705	-0.032804	-0.039772	-0.031681	-0.032158	-0.028988	-0.024860	-0.014522	-0.000933	-0.000276	0.000158	0.002058	-0.000903	-0.000411	-0.000696	-0.001740	0.000578	0.001266	0.001067	-0.000481	-0.001593	-0.000579	-0.000609	-0.000762	0.000196	0.001286	-0.000595	-0.002449	0.000301	-0.000522	0.000489	0.000267	-0.000626	0.000991	0.001509	-0.000035	0.001351	0.000754	-0.001024	-0.000807	-0.000843	0.000063	-0.000754	-0.001256	0.001379	0.002219	
0.000458	-0.030436	-0.083300	NA	0.147388	0.180643	-0.055027	-0.070273	0.036499	0.123438	0.185005	-0.002159	-0.001625	0.000701	-0.001520	-0.000461	0.002353	0.000082	0.000491	0.001222	-0.000646	-0.001623	0.002269	-0.000963	0.000098	-0.001487	-0.003106	-0.053837	-0.046586	-0.059074	-0.004598	-0.001082	-0.003430	-0.035605	-0.028579	-0.039240	-0.036278	-0.029327	-0.040821	-0.039698	0.000808	0.003661	0.000979	0.005071	-0.001136	-0.000664	0.000485	-0.000728	0.000097	0.000192	0.002035	0.003290	-0.000229	0.001589	-0.000443	0.000543	-0.000631	0.000119	-0.000097	0.001951	0.000111	-0.000699	0.000113	0.000899	-0.000889	0.000664	0.000281	0.001202	-0.001635	-0.000048	-0.001591	-0.000825	0.000058	-0.000721	0.001402	0.001211	-0.001009	-0.000296	
-0.001039	-0.011904	-0.061655	0.147388	NA	0.247145	-0.021953	-0.064596	0.082196	-0.037201	-0.037971	-0.001118	-0.000149	0.001309	0.001094	0.002321	0.000095	0.001174	-0.001987	-0.000034	0.000154	-0.000548	-0.000924	-0.001508	-0.001328	0.000298	-0.003611	-0.040986	-0.029665	-0.046888	0.000298	-0.002039	-0.005166	-0.012914	-0.019396	0.006753	-0.021773	-0.026106	-0.013968	-0.018352	0.002683	0.001938	0.002102	0.002059	-0.000394	-0.000579	0.000034	0.000494	0.000703	-0.000343	0.001919	0.001470	-0.000488	0.000922	0.001268	0.002178	-0.000416	0.000406	0.000314	0.001044	0.000334	0.001760	-0.000046	0.000966	-0.000656	-0.000930	0.000206	-0.000224	0.000311	0.000615	0.000209	-0.000641	-0.001420	-0.000608	-0.001257	-0.000050	-0.000788	-0.001994	
0.000432	-0.016378	-0.069789	0.180643	0.247145	NA	-0.042263	-0.061718	0.099506	0.024275	-0.048605	-0.002021	-0.000766	-0.000883	0.000684	0.000681	0.000566	0.000054	-0.001137	0.000844	0.000408	-0.000085	0.000679	-0.001621	0.000717	-0.001280	-0.006089	-0.048972	-0.027678	-0.047506	-0.001378	0.000697	-0.003810	-0.022589	-0.015400	-0.028686	-0.024884	-0.022895	-0.026529	-0.025279	0.004195	0.001918	0.001235	0.002692	0.001332	-0.000968	0.001209	0.000381	-0.000099	-0.000045	0.002072	0.001683	-0.000853	0.000078	0.000390	0.000118	0.000238	-0.000265	0.001723	0.001201	0.000460	-0.001027	-0.000158	0.002639	-0.002290	-0.001389	-0.000165	-0.001197	-0.001645	0.000415	0.000864	-0.000233	-0.000844	-0.002098	0.000896	0.000084	0.002119	-0.001120	
-0.000242	-0.004139	-0.049135	-0.055027	-0.021953	-0.042263	NA	0.265718	-0.017958	-0.059988	-0.038809	-0.000112	0.001545	-0.001856	-0.000582	-0.000383	0.000201	0.000455	-0.000927	0.000089	-0.000831	0.000278	0.003936	0.000654	-0.002757	0.002219	-0.003467	-0.031813	-0.017202	-0.032368	-0.002422	-0.004440	0.002638	0.019161	0.076168	0.011654	0.004553	0.001105	-0.000211	-0.006145	0.003262	-0.000994	0.003318	0.000389	-0.001753	-0.000516	-0.000561	-0.000296	0.000325	-0.000315	0.000006	-0.000706	0.001522	-0.000170	0.001040	0.002699	-0.000034	-0.000851	-0.000029	0.001806	-0.000626	0.000120	0.000998	0.001869	0.000508	0.000216	-0.001257	-0.001169	-0.001096	-0.001071	-0.000219	0.000587	-0.001262	0.000322	0.000578	-0.002412	-0.000228	0.001965	
0.000467	-0.022076	0.251398	-0.070273	-0.064596	-0.061718	0.265718	NA	-0.054398	0.174832	-0.066191	-0.001859	0.001961	0.000462	0.001362	0.001339	0.002325	-0.000195	-0.002782	-0.003342	0.000570	0.000545	-0.000291	-0.000254	0.000143	-0.002161	-0.000197	-0.055252	-0.046038	-0.051757	-0.001189	0.000264	-0.001929	-0.014905	0.017344	-0.041956	-0.038970	-0.034234	-0.035013	-0.030174	0.002656	0.000448	0.001552	0.000274	-0.001055	0.000616	-0.000655	-0.000905	0.001173	0.000313	0.000004	0.000358	0.000348	-0.000150	-0.000335	0.002564	0.001961	-0.000812	0.000124	0.000325	0.001008	-0.000564	0.000526	0.001189	0.001061	-0.002080	0.000708	-0.002074	0.000017	0.001288	-0.001269	0.000220	-0.001154	-0.000416	-0.000425	-0.002175	-0.000276	0.000663	
0.000321	-0.001013	-0.048988	0.036499	0.082196	0.099506	-0.017958	-0.054398	NA	0.093147	-0.029977	0.001711	0.000614	-0.001760	-0.001507	0.000786	0.002984	0.001035	0.000833	-0.000297	-0.000601	-0.000879	0.000910	-0.002636	-0.001999	0.000814	-0.001356	-0.028183	-0.021562	-0.029207	-0.002484	-0.000330	-0.002267	-0.010805	-0.022033	-0.015593	-0.006181	-0.005676	-0.002307	-0.009522	0.000923	0.003711	0.000357	0.000794	-0.000018	-0.000332	-0.000101	-0.000397	-0.001038	-0.000925	0.000627	0.000015	0.001095	-0.001280	0.001122	0.001671	-0.001461	0.001092	-0.000980	-0.001557	-0.000005	-0.000933	-0.000131	0.001075	-0.001343	0.001495	-0.000056	0.000195	-0.000364	-0.000704	0.000881	0.001944	-0.000327	-0.000306	-0.000291	0.001783	-0.000878	0.000301	
0.000506	-0.030428	0.233817	0.123438	-0.037201	0.024275	-0.059988	0.174832	0.093147	NA	0.021037	0.003241	-0.001225	-0.001453	-0.001572	-0.000766	0.001943	-0.000718	-0.000360	-0.000601	0.002333	-0.004454	0.004200	-0.002157	0.000621	-0.003835	-0.002742	-0.065113	-0.053423	-0.065260	-0.002426	0.000588	-0.003830	-0.041187	-0.052213	-0.054074	-0.049531	-0.045575	-0.040449	-0.032872	0.001890	0.001901	0.000976	0.002833	0.000366	0.001550	0.000799	-0.000798	0.000463	-0.000640	0.000817	0.004710	-0.001650	-0.000660	-0.001115	-0.000303	0.000380	0.000853	-0.002589	0.000847	0.000881	-0.001981	0.000484	-0.000057	0.001128	-0.000245	0.000378	-0.000094	-0.001694	-0.000592	-0.001237	-0.000266	0.002805	-0.000385	0.001301	0.001083	-0.000367	0.000943	
0.001740	-0.010106	0.210752	0.185005	-0.037971	-0.048605	-0.038809	-0.066191	-0.029977	0.021037	NA	0.001406	0.000643	0.001534	-0.002283	0.000513	0.000587	-0.000783	0.001471	-0.002089	-0.000835	0.000591	-0.000625	-0.001584	0.000823	-0.002984	-0.001268	-0.035599	-0.020501	-0.040120	0.000808	0.000974	0.002104	-0.009123	-0.021410	-0.008752	-0.007085	-0.010265	-0.014114	-0.007729	0.000066	-0.000853	-0.000420	0.001362	-0.000508	-0.001079	-0.000917	-0.000084	-0.000609	-0.001043	0.000373	0.000092	0.000055	0.000378	-0.001015	-0.000851	-0.000181	0.002118	0.000746	0.000113	0.000976	0.001048	-0.000193	0.001387	-0.000755	0.001293	-0.000165	0.000788	0.001259	0.001188	-0.000820	-0.000141	-0.000818	-0.001385	-0.000300	-0.001406	-0.001704	0.001132	
0.001278	-0.000259	-0.001681	-0.002159	-0.001118	-0.002021	-0.000112	-0.001859	0.001711	0.003241	0.001406	NA	-0.006961	-0.004464	-0.003962	0.000286	0.010986	-0.003320	-0.017291	0.040960	-0.008638	0.000089	-0.000664	-0.011227	0.005617	0.002704	-0.000977	-0.003710	-0.000133	0.000555	-0.003116	0.002001	0.002513	-0.000446	-0.000226	0.002951	-0.000910	0.000560	0.001942	0.002229	-0.001159	0.000215	-0.001540	-0.001370	0.000310	-0.000410	-0.001433	-0.001598	0.000380	0.000315	-0.002509	0.000595	0.001340	-0.002370	0.000313	-0.001423	0.000610	0.000961	-0.000279	0.000629	-0.001661	-0.001297	-0.001381	-0.001952	0.000400	0.000930	0.001349	0.000460	-0.000942	-0.000657	-0.000011	0.000323	0.002893	0.001193	0.000373	0.003271	0.001219	-0.002685	
-0.000079	0.003412	-0.002521	-0.001625	-0.000149	-0.000766	0.001545	0.001961	0.000614	-0.001225	0.000643	-0.006961	NA	-0.021904	-0.011222	0.005025	-0.002991	-0.006068	-0.011976	-0.001978	-0.011696	0.005806	0.100579	-0.029758	-0.015403	-0.001905	-0.004469	-0.000920	-0.000489	-0.000982	0.003530	0.001462	-0.004625	-0.000729	0.002561	-0.000670	-0.001204	-0.001567	0.001710	0.000364	0.000131	0.001500	0.000583	0.000488	0.000410	0.000553	0.000334	-0.001133	-0.000028	-0.002052	0.005374	0.003266	0.000555	-0.000412	0.000413	-0.000377	-0.002119	-0.001186	0.000603	-0.002650	0.000548	0.000176	0.000571	0.000369	0.000472	-0.001219	0.000932	-0.001185	0.002112	-0.001259	0.001529	-0.001946	0.000436	0.000767	-0.000117	-0.000492	0.002655	0.001162	
