NA	0.002475	0.004550	0.002476	-0.001669	0.003755	0.004637	0.003149	0.004935	0.003796	0.005934	0.004543	0.006849	0.004610	0.002051	0.002893	0.005117	0.004315	0.001858	0.002321	-0.005207	-0.003452	-0.001107	0.005859	0.003651	-0.004068	-0.000771	-0.001315	0.002022	0.003484	0.003392	0.004096	0.004169	-0.001473	-0.003991	-0.006557	-0.009405	-0.013440	-0.013541	0.004052	-0.005505	-0.003112	-0.011977	0.012291	-0.006881	-0.009019	-0.008305	-0.001618	-0.002184	-0.003905	-0.017620	-0.015125	-0.007658	-0.013752	0.001317	-0.001624	-0.002789	-0.017274	-0.000692	-0.001881	-0.017716	-0.003905	-0.001729	0.034103	0.031038	0.034226	0.030941	-0.017425	-0.014950	
0.002475	NA	-0.022678	-0.005368	0.002848	-0.001697	-0.007668	-0.002533	0.003876	0.009171	0.006441	0.006017	0.002278	0.002073	-0.000122	0.000144	0.001296	0.000598	0.002124	-0.001530	0.001474	0.001696	0.010712	0.009044	0.006623	-0.004120	0.004680	0.007183	0.010958	0.006783	0.010971	0.003526	0.007868	0.012851	0.012203	-0.020167	-0.017444	-0.018372	-0.023706	-0.000990	0.005698	0.001003	-0.007858	0.002327	0.002066	-0.004416	-0.019683	0.001134	0.001123	0.002353	-0.003160	-0.006746	-0.004923	-0.006989	-0.000638	0.004464	0.002616	-0.003102	0.001410	0.001207	-0.004419	0.001579	0.004315	0.002518	0.003112	0.005090	0.004643	-0.002005	-0.004715	
0.004550	-0.022678	NA	0.176700	-0.030813	0.048811	0.162779	0.201990	0.001237	0.000883	0.005911	0.002216	0.005136	0.008765	0.001828	0.008127	0.005595	0.002591	0.007519	0.004370	-0.030080	-0.031817	-0.045986	-0.035233	-0.049888	-0.032880	-0.027547	-0.032936	-0.026546	-0.015398	-0.032175	-0.025712	-0.021886	-0.032114	-0.029325	-0.029198	-0.023773	-0.029535	-0.026242	0.001015	0.001095	0.002107	-0.002655	0.003635	0.001919	0.006869	-0.027217	0.002890	0.001620	0.001690	-0.002007	-0.001918	-0.001716	-0.002674	-0.001514	0.004182	0.004917	-0.004390	0.000762	0.002369	0.000039	-0.002310	0.003148	0.000165	0.001495	0.000034	0.004073	0.000565	-0.002616	
0.002476	-0.005368	0.176700	NA	0.004472	0.095030	0.009003	-0.014492	0.001852	0.001853	0.002208	0.003264	0.006668	0.004452	-0.003550	0.003134	0.003582	0.002502	0.003375	0.001388	-0.013905	-0.020416	-0.030930	-0.019473	-0.036770	-0.016134	-0.015876	-0.020722	-0.003203	-0.008259	0.016144	-0.012655	-0.015589	-0.005579	-0.006209	-0.015583	-0.019036	-0.017981	-0.018080	0.001301	0.000907	-0.000128	-0.000574	0.003119	0.000286	0.005498	-0.020766	-0.001797	0.001390	0.005271	0.001112	-0.002135	-0.002582	-0.000377	0.002801	0.003264	0.002748	-0.005050	-0.000523	0.001394	-0.001569	0.002865	0.002240	0.000899	0.000615	0.000292	-0.000693	-0.001041	-0.003799	
-0.001669	0.002848	-0.030813	0.004472	NA	-0.001165	-0.012561	-0.015584	0.002112	0.003533	-0.002058	0.000505	0.000255	0.003080	0.000928	0.001642	-0.000430	0.002276	0.005495	-0.001503	-0.002086	-0.006678	-0.023762	-0.008794	-0.024198	-0.007914	-0.009146	-0.002685	0.027500	0.091772	0.022486	0.014979	0.009692	0.006926	0.003592	-0.010667	-0.012346	-0.007851	-0.013883	-0.002067	0.001541	0.001179	-0.004867	0.002402	-0.002665	0.003063	-0.013403	0.001448	-0.000177	0.002357	0.001506	-0.002581	0.000082	-0.002383	0.002159	0.002744	0.003497	0.001018	0.000097	-0.000807	-0.003741	0.000922	-0.001689	0.005055	-0.000065	0.003050	0.004056	-0.005322	0.000089	
0.003755	-0.001697	0.048811	0.095030	-0.001165	NA	0.126675	-0.015850	0.002697	0.000593	0.000035	0.000531	0.002789	0.005707	0.004006	0.000817	0.001785	0.000913	0.003621	-0.000226	-0.009426	-0.008063	-0.028650	-0.022264	-0.028567	-0.012176	-0.008503	-0.012122	-0.010477	-0.020291	-0.016676	-0.004349	-0.008769	-0.004789	-0.009786	-0.013432	-0.011574	-0.011709	-0.015888	0.000424	0.000838	0.001685	-0.003215	0.000682	-0.000369	0.004522	-0.015055	0.001652	0.000260	0.002547	-0.001108	-0.003851	0.000192	-0.005374	-0.001955	0.002231	0.005284	-0.003692	0.003329	-0.001475	-0.002819	0.002080	0.000892	0.004196	-0.001331	0.002873	0.003056	-0.003583	-0.002828	
0.004637	-0.007668	0.162779	0.009003	-0.012561	0.126675	NA	0.065036	0.004535	0.001916	0.001205	0.000613	0.002915	0.007737	0.000920	0.002184	0.006958	-0.003397	0.007658	0.004136	-0.017784	-0.018538	-0.038753	-0.022562	-0.036563	-0.017132	-0.015439	-0.019732	-0.012698	-0.015858	-0.022485	-0.017858	-0.016425	-0.011232	-0.002401	-0.017088	-0.019834	-0.018006	-0.019802	0.002074	0.004045	0.001940	-0.006182	0.001259	0.001039	-0.000211	-0.014427	-0.002866	-0.001694	-0.001505	-0.004077	-0.002297	-0.001002	-0.005528	-0.003274	0.004635	0.002563	-0.001094	-0.000156	0.002953	-0.000575	-0.001132	0.001181	0.001475	0.004904	0.002469	0.005080	-0.000975	0.001249	
0.003149	-0.002533	0.201990	-0.014492	-0.015584	-0.015850	0.065036	NA	0.005012	0.003520	0.003699	-0.001453	0.001798	0.001335	0.001774	-0.000314	0.002432	0.003833	0.002534	0.003808	-0.014360	-0.012645	-0.030888	-0.014882	-0.033909	-0.010755	-0.012573	-0.007808	-0.002918	-0.010221	-0.002771	0.002126	-0.001944	-0.007625	-0.000889	-0.017698	-0.016157	-0.014521	-0.016333	0.001959	-0.000451	0.000440	-0.001636	0.000130	0.001781	0.001885	-0.019050	0.001225	0.001707	-0.000290	-0.004362	-0.001749	0.000389	-0.000266	0.002095	0.003390	0.003086	-0.003914	0.004159	0.001906	-0.000865	0.001291	0.004163	0.000035	0.000775	-0.001786	0.000899	-0.005469	-0.000142	
0.004935	0.003876	0.001237	0.001852	0.002112	0.002697	0.004535	0.005012	NA	-0.006910	0.016693	-0.002719	0.005000	0.017030	-0.013412	0.044753	0.002771	0.003201	-0.005295	0.008468	-0.001243	-0.002871	-0.000321	0.002488	0.006487	-0.008997	-0.003990	-0.002293	0.001401	0.001986	0.005106	-0.001904	0.001596	0.002463	0.002832	-0.011962	-0.010347	-0.010976	-0.011905	0.002591	0.001835	-0.001055	-0.009827	0.004543	0.004992	-0.019423	-0.011209	0.003969	-0.004120	0.001272	-0.010829	-0.006573	-0.006391	-0.006741	-0.000555	0.001379	-0.002265	-0.006586	-0.000071	0.004924	-0.010124	0.001697	0.000997	0.006571	0.011609	0.005994	0.005994	-0.005152	-0.014656	
0.003796	0.009171	0.000883	0.001853	0.003533	0.000593	0.001916	0.003520	-0.006910	NA	-0.001908	-0.006488	0.004747	0.002869	-0.011896	0.003273	-0.007223	0.001551	0.097956	-0.013841	-0.003992	-0.009020	0.004655	0.001828	0.000561	-0.001292	-0.000949	-0.007916	0.001902	0.005635	0.002509	0.000818	-0.000948	0.002170	0.001064	-0.010640	-0.008330	-0.008217	-0.011670	0.001953	0.003695	0.001460	-0.010432	0.003994	-0.001265	-0.015039	-0.003391	0.002025	0.001771	0.000865	-0.013209	-0.012529	-0.008739	-0.005944	0.001825	0.003791	0.003617	-0.011273	-0.000584	0.004610	-0.010394	0.006075	0.000006	0.003119	0.008927	0.005711	0.006695	-0.009736	-0.007641	
