NA	0.014637	0.020007	0.016511	0.012142	0.017457	0.019064	0.017269	-0.039932	-0.041923	-0.039159	-0.039083	-0.037254	-0.037677	-0.034957	-0.039509	-0.039202	-0.041265	-0.043225	-0.040021	-0.004024	-0.001871	0.012798	0.019282	0.017172	-0.003011	0.001319	0.000639	0.015185	0.016680	0.016609	0.017241	0.017006	0.011412	0.009409	-0.004791	-0.006936	-0.012505	-0.011588	0.018630	0.011798	0.011434	-0.013986	0.029851	0.010548	-0.074092	-0.005753	0.014858	0.014215	0.012256	-0.018341	-0.015546	-0.008888	-0.012413	0.017736	0.016211	0.014108	-0.018797	0.015507	0.013254	-0.017830	0.014599	0.013956	0.058592	0.055433	0.059199	0.055677	-0.021105	-0.017726	
0.014637	NA	-0.002813	0.010549	0.016998	0.013292	0.008818	0.013202	-0.029331	-0.026347	-0.026734	-0.026043	-0.029451	-0.028437	-0.027863	-0.030186	-0.031752	-0.033525	-0.032652	-0.032086	0.001747	0.001683	0.026389	0.022995	0.022427	-0.003879	0.005323	0.008270	0.024101	0.020730	0.024046	0.017142	0.020530	0.025020	0.025324	-0.018557	-0.015587	-0.017868	-0.022630	0.006131	0.013827	0.007761	-0.008516	0.011815	0.010810	-0.046437	-0.017838	0.009412	0.009005	0.010102	-0.003181	-0.006802	-0.004861	-0.005931	0.007648	0.013516	0.010732	-0.003253	0.009605	0.008668	-0.003660	0.010800	0.011934	0.017370	0.017794	0.019807	0.019060	-0.003419	-0.005945	
0.020007	-0.002813	NA	0.196273	-0.005605	0.071930	0.183233	0.220590	-0.051476	-0.053232	-0.047355	-0.049583	-0.046242	-0.041945	-0.041059	-0.042809	-0.047723	-0.051637	-0.048033	-0.046567	-0.027173	-0.029014	-0.018644	-0.009817	-0.022817	-0.030031	-0.023929	-0.028619	-0.002463	0.009103	-0.007980	-0.001431	0.001368	-0.008888	-0.005050	-0.025434	-0.019527	-0.027298	-0.023193	0.012134	0.013443	0.012764	-0.004922	0.017234	0.014831	-0.043590	-0.022921	0.015198	0.013573	0.013535	-0.003162	-0.003328	-0.003071	-0.002147	0.010955	0.017437	0.017071	-0.005795	0.013043	0.013849	0.000077	0.011271	0.014815	0.019661	0.020755	0.019481	0.023025	-0.002823	-0.006041	
0.016511	0.010549	0.196273	NA	0.024318	0.112824	0.030888	0.007499	-0.042579	-0.044421	-0.042187	-0.040024	-0.036728	-0.037471	-0.039932	-0.038867	-0.041073	-0.043375	-0.043245	-0.040773	-0.012230	-0.018808	-0.008232	0.001140	-0.014111	-0.014519	-0.013590	-0.017845	0.015951	0.011834	0.034634	0.007049	0.003270	0.012698	0.013134	-0.012942	-0.015893	-0.016640	-0.016008	0.010784	0.011617	0.008955	-0.002244	0.015137	0.011595	-0.045440	-0.017572	0.009021	0.011705	0.015439	0.000405	-0.002967	-0.003306	0.000326	0.013536	0.014891	0.013365	-0.005924	0.010171	0.011227	-0.001215	0.014653	0.012322	0.018758	0.018301	0.018159	0.016820	-0.003578	-0.006243	
0.012142	0.016998	-0.005605	0.024318	NA	0.017581	0.007988	0.004375	-0.038759	-0.039397	-0.042336	-0.038788	-0.038986	-0.035093	-0.033109	-0.036437	-0.040895	-0.040043	-0.037517	-0.039622	-0.001111	-0.005776	-0.003366	0.009403	-0.003903	-0.006941	-0.007626	-0.000759	0.043761	0.106960	0.038794	0.031856	0.025814	0.022804	0.020601	-0.008557	-0.009799	-0.007038	-0.012312	0.007004	0.011756	0.009774	-0.006135	0.013957	0.008223	-0.050037	-0.010842	0.011696	0.009691	0.012094	0.001087	-0.003128	-0.000355	-0.001479	0.012415	0.013875	0.013614	0.000370	0.010259	0.008668	-0.003184	0.012256	0.007986	0.022242	0.017136	0.020262	0.020884	-0.007446	-0.001927	
0.017457	0.013292	0.071930	0.112824	0.017581	NA	0.143702	0.005018	-0.039780	-0.043572	-0.042107	-0.040383	-0.038185	-0.034283	-0.031374	-0.038892	-0.040605	-0.042798	-0.040878	-0.040137	-0.008123	-0.006927	-0.007181	-0.002722	-0.007260	-0.010917	-0.006713	-0.009763	0.007755	-0.000963	0.001686	0.013953	0.008763	0.012286	0.008502	-0.011103	-0.008842	-0.010686	-0.014106	0.009543	0.011134	0.010335	-0.004703	0.012367	0.010537	-0.046665	-0.012280	0.011962	0.010231	0.012366	-0.001672	-0.004557	-0.000450	-0.004560	0.008479	0.013479	0.015468	-0.004483	0.013489	0.008061	-0.002414	0.013486	0.010599	0.021539	0.016001	0.020203	0.020032	-0.005932	-0.005069	
0.019064	0.008818	0.183233	0.030888	0.007988	0.143702	NA	0.084962	-0.041750	-0.045786	-0.044649	-0.044024	-0.041530	-0.036068	-0.036855	-0.041339	-0.039595	-0.050193	-0.040955	-0.039838	-0.016035	-0.016952	-0.015270	-0.001269	-0.013387	-0.015492	-0.013113	-0.016795	0.007326	0.005049	-0.002222	0.002563	0.003038	0.007740	0.017384	-0.014327	-0.016563	-0.016609	-0.017621	0.011936	0.015094	0.011409	-0.007754	0.013749	0.012764	-0.049399	-0.011241	0.008413	0.009115	0.009243	-0.004671	-0.003126	-0.001748	-0.004656	0.008032	0.016670	0.013662	-0.001991	0.010873	0.013186	-0.000174	0.011191	0.011722	0.019750	0.022884	0.020675	0.022826	-0.003552	-0.001331	
0.017269	0.013202	0.220590	0.007499	0.004375	0.005018	0.084962	NA	-0.039500	-0.042652	-0.040621	-0.043997	-0.040855	-0.040065	-0.034795	-0.041729	-0.041895	-0.041996	-0.043739	-0.038365	-0.012794	-0.011263	-0.008464	0.005343	-0.011585	-0.009326	-0.010476	-0.005239	0.015988	0.009706	0.016058	0.021119	0.016272	0.010425	0.018042	-0.015095	-0.013114	-0.013299	-0.014353	0.011464	0.010317	0.009554	-0.003209	0.012254	0.013099	-0.048398	-0.015972	0.011985	0.012065	0.010031	-0.004907	-0.002522	-0.000306	0.000521	0.012873	0.015065	0.013739	-0.004733	0.014745	0.011780	-0.000450	0.013165	0.014240	0.017949	0.018481	0.016149	0.018363	-0.007883	-0.002548	
-0.039932	-0.029331	-0.051476	-0.042579	-0.038759	-0.039780	-0.041750	-0.039500	NA	0.114833	0.129740	0.109537	0.117107	0.122747	0.085149	0.146239	0.117469	0.122150	0.115160	0.116249	-0.003416	-0.005211	-0.042260	-0.036333	-0.035883	-0.010113	-0.007665	-0.006436	-0.035362	-0.036168	-0.032146	-0.038958	-0.033764	-0.032407	-0.034231	-0.015072	-0.014803	-0.011286	-0.014453	-0.024945	-0.031102	-0.027518	-0.003125	-0.031392	-0.028932	0.154264	-0.015846	-0.029071	-0.035461	-0.030132	-0.006823	-0.003214	-0.002046	-0.007478	-0.032987	-0.033268	-0.034137	-0.001559	-0.031699	-0.024865	-0.008026	-0.034190	-0.029433	-0.049317	-0.043793	-0.050499	-0.049622	0.004707	-0.005680	
-0.041923	-0.026347	-0.053232	-0.044421	-0.039397	-0.043572	-0.045786	-0.042652	0.114833	NA	0.119151	0.111392	0.121403	0.115634	0.090136	0.116211	0.114052	0.125400	0.205235	0.102491	-0.006199	-0.011211	-0.039362	-0.038818	-0.042639	-0.003446	-0.005436	-0.012152	-0.036794	-0.034747	-0.036464	-0.038357	-0.038048	-0.034673	-0.037801	-0.014079	-0.013354	-0.008963	-0.014557	-0.026336	-0.030409	-0.026140	-0.003077	-0.032877	-0.035630	0.157603	-0.009125	-0.031516	-0.030859	-0.031211	-0.008431	-0.008084	-0.003774	-0.006392	-0.031570	-0.032175	-0.029759	-0.005221	-0.032973	-0.025773	-0.007895	-0.031437	-0.031118	-0.053526	-0.047479	-0.051917	-0.050076	0.001210	0.001473	
