NA	0.042581	0.017317	-0.000087	0.002289	0.002393	-0.002108	-0.007509	0.000956	-0.005387	-0.006316	0.003935	0.000401	0.004490	0.001091	-0.012260	-0.043916	0.008460	-0.043718	-0.041151	0.018409	-0.035488	-0.004427	-0.003359	-0.013198	0.001720	-0.034117	0.044375	0.029466	-0.005505	0.018260	-0.043358	-0.022817	-0.002233	0.003774	0.040923	0.015090	0.027432	0.037560	0.020925	-0.022545	0.023688	0.010208	-0.003406	-0.006134	-0.005229	-0.008053	-0.003198	-0.004744	0.005135	0.008731	0.002424	-0.011930	
0.042581	NA	-0.003816	0.002369	0.001260	0.005624	-0.008063	-0.002766	0.000515	-0.001888	-0.002323	0.001715	-0.005759	0.008003	-0.001624	-0.020587	-0.040211	0.013110	-0.050584	-0.036744	0.004443	-0.027122	-0.018293	-0.017392	-0.020130	-0.010532	-0.025223	0.058290	0.014432	-0.003400	-0.008039	-0.040709	-0.046729	0.004354	0.017526	0.043541	0.024515	0.032830	0.073951	0.115976	-0.028785	0.004665	-0.004211	-0.002794	-0.005119	-0.006151	-0.009994	-0.000343	-0.001947	0.003086	0.007872	0.004097	-0.026846	
0.017317	-0.003816	NA	0.007673	0.007624	0.005934	-0.006657	-0.008153	0.000576	-0.000121	-0.004870	-0.001490	-0.000586	-0.001109	0.004989	0.024908	-0.014036	0.013118	-0.027356	-0.017774	0.014681	-0.006088	-0.017392	-0.016527	0.002546	0.015366	-0.031088	-0.003018	0.017127	-0.006038	0.023820	-0.014721	-0.019447	0.016200	0.012399	0.026558	0.007073	0.019206	0.000913	-0.008820	0.012237	0.000611	-0.000533	-0.012251	0.004054	-0.004524	-0.005372	-0.004222	-0.001272	-0.001759	0.005360	-0.005231	-0.013777	
-0.000087	0.002369	0.007673	NA	0.410641	0.401086	-0.008581	0.001619	0.003542	0.001292	0.005941	-0.145402	-0.145263	-0.141769	-0.146309	0.000871	0.008148	0.005469	0.001325	0.002880	0.002799	-0.001096	0.001767	0.002169	-0.000251	-0.002355	-0.000569	0.001184	0.002769	-0.002463	-0.001977	0.008048	-0.001644	-0.002640	-0.000062	-0.001617	0.000068	0.001722	-0.001031	0.003948	0.004623	0.000108	-0.013734	-0.012783	-0.000168	-0.006149	-0.011714	-0.021643	-0.002013	-0.102717	-0.106526	-0.091615	-0.006905	
0.002289	0.001260	0.007624	0.410641	NA	0.406500	-0.006304	0.001270	0.014075	0.003294	0.000527	-0.145933	-0.148505	-0.142828	-0.144106	0.000309	0.006988	0.000165	0.000513	-0.001512	0.006859	-0.004571	0.002149	0.002933	0.002452	0.004265	0.000434	0.002505	0.006309	-0.004427	-0.005462	0.006219	-0.004921	0.002128	0.000232	-0.000381	-0.001818	0.002463	0.003554	-0.001790	0.010524	-0.001989	-0.006947	-0.019564	-0.006263	-0.005030	-0.018705	-0.022317	-0.001235	-0.106755	-0.102098	-0.097159	-0.009108	
0.002393	0.005624	0.005934	0.401086	0.406500	NA	-0.008443	-0.000739	0.011382	0.005720	0.006619	-0.143093	-0.156513	-0.144565	-0.145939	-0.001486	0.001490	0.007660	-0.003307	0.000132	0.005033	0.000128	0.000010	-0.000333	-0.000377	0.000848	-0.003426	0.007903	0.001630	0.000905	-0.003564	0.001504	-0.000063	0.000040	0.001895	-0.002203	0.000510	0.002938	0.000006	0.000412	0.010814	0.001371	-0.012025	-0.015330	-0.003749	-0.003874	-0.016696	-0.021927	-0.001470	-0.103601	-0.102800	-0.091068	-0.004947	
-0.002108	-0.008063	-0.006657	-0.008581	-0.006304	-0.008443	NA	0.078019	0.063912	0.065198	0.072713	-0.090608	-0.081940	-0.085377	-0.088587	-0.008666	-0.009947	-0.011215	-0.004719	-0.005444	-0.012903	-0.004497	-0.009076	-0.009842	-0.002292	-0.004805	-0.003041	0.002902	-0.002267	-0.000561	-0.000336	-0.009331	-0.010725	-0.013499	-0.006636	-0.003042	-0.010138	-0.004199	-0.008041	-0.001229	-0.010421	-0.003809	0.013973	0.032338	0.059274	0.067341	0.022996	0.161302	0.061901	-0.051720	-0.039465	-0.036398	-0.002307	
-0.007509	-0.002766	-0.008153	0.001619	0.001270	-0.000739	0.078019	NA	0.087590	0.075545	0.073745	-0.082506	-0.081713	-0.087911	-0.084667	-0.006602	-0.006397	-0.004408	-0.006075	-0.002303	-0.005849	-0.006193	0.001758	0.001706	-0.006690	0.000181	0.002502	0.002478	0.004096	-0.006077	-0.000509	-0.006127	0.002698	-0.006762	-0.005009	-0.008834	-0.000744	0.006665	-0.003562	0.005954	-0.008094	-0.000629	0.018288	0.032693	0.062226	0.061736	0.024968	0.011560	0.066742	-0.043567	-0.039937	-0.029214	0.000726	
0.000956	0.000515	0.000576	0.003542	0.014075	0.011382	0.063912	0.087590	NA	0.086841	0.089013	-0.082276	-0.076937	-0.082299	-0.087012	0.000173	-0.005268	0.001702	-0.002294	-0.009647	-0.003290	-0.008699	0.000610	0.001145	-0.000334	-0.003133	-0.005095	0.001710	-0.007894	-0.003048	-0.007100	-0.005811	0.000761	-0.003336	-0.004324	0.000628	-0.006023	-0.001059	-0.007120	0.002236	-0.001134	-0.006158	0.018370	0.026892	0.059007	0.060669	0.022106	0.012670	0.062744	-0.048240	-0.042828	-0.037484	-0.003370	
-0.005387	-0.001888	-0.000121	0.001292	0.003294	0.005720	0.065198	0.075545	0.086841	NA	0.121070	-0.083308	-0.083995	-0.090216	-0.083547	0.000335	-0.004667	-0.003965	0.001108	-0.001197	-0.004453	-0.004448	-0.006872	-0.006589	0.005448	0.000696	-0.009691	0.005302	-0.006596	-0.000027	-0.001578	-0.005234	-0.008913	0.000757	-0.005633	0.006400	-0.003411	-0.006974	-0.005681	0.002714	-0.001811	-0.002743	0.019362	0.019696	0.059262	0.059393	0.021322	0.014881	0.061134	-0.046737	-0.044775	-0.032308	-0.005202	
