NA	0.000322	0.004291	0.001161	-0.000522	-0.001235	-0.004784	-0.000397	-0.000011	0.001531	0.000590	0.000951	-0.000290	0.003179	0.000268	0.001845	-0.000435	-0.001881	-0.001528	0.000176	0.000155	-0.001965	0.007113	-0.001855	-0.004856	-0.002949	-0.002567	0.004763	0.002492	-0.003757	-0.001100	-0.000992	0.000637	0.001482	0.002221	0.002778	0.002690	-0.002602	-0.005023	0.004599	0.001297	-0.001896	-0.002906	0.005742	-0.005872	-0.000252	0.003358	0.009950	-0.009202	-0.005043	0.002521	0.004231	0.003493	0.001710	-0.002208	-0.002156	0.004989	-0.003007	0.008062	-0.005832	-0.004041	-0.001971	0.004929	0.004226	-0.003606	-0.009075	0.003653	0.000735	-0.003110	0.003336	-0.002199	-0.001950	-0.000662	
0.000322	NA	0.007539	0.000233	-0.004097	-0.000256	-0.017023	0.007430	0.000485	0.006360	-0.004483	0.000702	0.006405	0.004134	0.001833	-0.000474	-0.000558	-0.002285	-0.002015	-0.001880	-0.004553	0.000045	0.002461	-0.004333	0.003194	0.002486	-0.016566	-0.002421	-0.024150	-0.003161	0.006683	0.008548	0.008327	0.005300	0.007209	0.001303	0.004810	0.008095	0.007920	-0.001804	0.000244	-0.000348	-0.004106	-0.004282	0.003602	-0.001412	-0.003469	-0.000164	-0.001072	-0.002011	-0.000263	-0.000223	-0.000124	0.001538	0.002606	-0.002232	0.000477	-0.003332	-0.002380	0.002296	0.001259	0.001053	-0.000206	-0.000481	0.001197	-0.001918	0.003098	-0.001215	-0.001302	0.001178	0.001367	0.003523	0.000630	
0.004291	0.007539	NA	-0.076633	-0.007467	-0.018390	-0.293937	0.051263	-0.024665	0.177555	0.200124	-0.003980	-0.006198	0.000435	0.000681	0.004761	-0.005039	0.003426	0.001338	0.002200	-0.001650	-0.005869	0.001473	0.005637	0.001673	0.002072	0.011024	0.017177	0.011594	0.004323	0.004208	0.002072	-0.027965	-0.070002	-0.007337	0.002791	-0.004678	0.001435	0.008982	-0.005229	0.001227	-0.002597	0.004375	-0.000339	-0.001928	-0.000036	-0.000808	-0.000608	0.003432	0.000928	-0.002431	-0.003185	-0.000289	-0.001674	-0.002298	-0.001899	0.003352	0.001806	-0.001229	-0.000832	-0.003094	-0.002835	0.001343	0.001717	0.003288	0.002461	0.000494	-0.002911	-0.000206	0.003462	-0.001846	-0.000022	0.000033	
0.001161	0.000233	-0.076633	NA	-0.010099	0.013182	-0.032783	-0.028140	-0.129544	0.083269	0.186490	-0.003519	-0.002944	0.002083	-0.001057	-0.001154	0.000882	0.002587	0.002196	-0.000858	-0.001136	0.000589	0.003137	0.000356	-0.002971	-0.000761	0.010691	0.005969	0.006861	-0.004114	-0.001604	-0.001441	-0.007848	0.005006	-0.011353	0.003821	0.003731	-0.009146	-0.008831	-0.002570	0.003979	-0.003512	0.002554	-0.001658	-0.000655	-0.000067	-0.000722	0.001662	0.001155	0.000315	0.002203	0.002566	0.001002	-0.000916	-0.001535	0.000396	-0.001271	-0.001005	-0.001152	0.000800	-0.000424	0.000208	-0.000707	0.001633	0.001834	-0.004418	0.001340	-0.002467	0.001290	-0.000509	0.001594	0.002501	-0.001438	
-0.000522	-0.004097	-0.007467	-0.010099	NA	0.133169	0.050687	0.023616	-0.042339	-0.099060	-0.063255	-0.000252	0.001260	0.000514	0.002413	0.004009	-0.001343	-0.006129	-0.000535	-0.000040	0.002253	-0.001463	-0.000924	-0.000612	0.000911	-0.004366	-0.000064	-0.004356	-0.004994	-0.000840	-0.002900	-0.004242	0.005790	0.005331	0.028049	-0.008204	-0.008915	0.003377	0.001513	0.003325	-0.001458	0.000216	0.001570	-0.000800	-0.000241	-0.002095	0.001806	0.001134	-0.000616	0.001131	-0.001437	-0.003109	0.000857	0.003809	0.001940	-0.000843	-0.001995	0.001184	0.003897	0.000750	-0.002418	-0.001540	-0.002012	0.000565	-0.000584	0.002448	0.000163	0.000104	0.001353	0.001081	-0.003257	-0.000170	-0.001421	
-0.001235	-0.000256	-0.018390	0.013182	0.133169	NA	0.031597	0.039286	-0.046442	-0.029151	-0.091827	-0.003080	0.001266	-0.001076	0.000269	-0.000330	-0.000882	-0.002241	0.001509	0.000990	0.001066	-0.000239	-0.000619	0.002326	-0.002281	-0.003058	-0.005628	0.007426	0.002608	0.002688	0.000276	0.001114	-0.001801	0.020613	-0.011217	-0.003084	-0.000711	-0.007032	0.000787	0.002414	-0.001860	0.001192	-0.001146	0.002241	0.001260	0.001341	-0.000330	-0.000694	0.001008	0.001201	-0.001321	-0.000496	-0.000846	-0.000780	0.001021	0.001722	0.000055	0.003270	-0.000690	-0.001760	0.001810	-0.001029	-0.002501	-0.000371	-0.002244	0.000433	-0.001648	0.002142	-0.002467	-0.001484	0.002759	-0.001287	0.000273	
-0.004784	-0.017023	-0.293937	-0.032783	0.050687	0.031597	NA	0.238225	0.017575	-0.127840	-0.036752	0.002824	0.002323	-0.003399	-0.000067	-0.002612	0.001143	-0.002886	0.003179	-0.002043	0.002076	0.005127	-0.000707	-0.005399	0.000045	-0.007003	-0.008662	-0.018825	-0.006420	-0.006669	-0.008372	-0.002673	0.023403	0.085732	0.019632	-0.003500	0.003134	0.002294	-0.003961	0.001175	0.000033	0.003020	-0.000413	-0.002209	-0.000359	0.001727	-0.000996	0.001515	-0.004105	0.001855	-0.000447	0.003174	-0.000130	0.002879	0.003322	-0.002756	0.001042	-0.001438	0.001790	0.000977	0.002046	0.001711	0.000814	-0.002401	-0.002016	0.000681	-0.002083	0.002132	-0.001444	-0.000776	0.001844	0.000137	-0.000927	
-0.000397	0.007430	0.051263	-0.028140	0.023616	0.039286	0.238225	NA	0.007612	0.062269	-0.210894	-0.005035	0.002239	0.002338	0.003555	0.001166	0.004551	-0.002226	-0.005067	0.000428	0.003810	-0.001899	-0.002036	-0.000979	-0.003269	0.002761	0.024462	0.004646	0.027538	-0.003562	0.001925	-0.004184	-0.010321	-0.015581	-0.020113	-0.002806	-0.013826	-0.012045	-0.015898	0.003931	0.000278	-0.000427	-0.004458	-0.000171	0.003078	-0.002045	0.001485	0.000624	0.001455	-0.001368	0.000647	0.000663	0.000528	-0.000022	0.004001	0.003682	-0.004505	0.000555	0.000108	-0.001204	0.002328	0.001226	-0.005027	-0.000389	-0.004456	-0.001905	0.001640	0.001870	-0.000678	-0.001022	-0.000202	0.000044	-0.001036	
-0.000011	0.000485	-0.024665	-0.129544	-0.042339	-0.046442	0.017575	0.007612	NA	0.089995	-0.029670	0.002229	0.000538	-0.001720	0.000500	-0.000547	0.000829	0.003528	-0.002302	-0.001738	0.000219	-0.000626	-0.001551	-0.001996	0.003817	0.006133	0.001162	-0.009885	0.003292	0.000416	0.003570	0.002015	0.000717	-0.012094	-0.007439	-0.000532	0.001241	0.006554	-0.000365	-0.001115	0.000593	0.001636	-0.004058	-0.001209	0.000107	0.000633	0.000023	-0.001371	-0.000875	0.000711	-0.001585	0.001613	-0.000262	0.000975	0.001029	-0.000804	0.002583	-0.003222	-0.001086	-0.000493	0.000747	0.002363	0.002606	-0.002403	-0.000984	0.001758	-0.000525	0.002211	-0.003869	0.002196	-0.000634	-0.002011	0.000790	
0.001531	0.006360	0.177555	0.083269	-0.099060	-0.029151	-0.127840	0.062269	0.089995	NA	-0.037539	0.003076	-0.001565	-0.001876	-0.001678	-0.001748	0.003470	0.002011	0.000002	0.003319	-0.006302	0.004606	-0.000838	0.000140	0.000419	0.001489	0.012911	0.009339	0.015838	0.002523	0.001720	-0.002003	-0.016629	-0.045227	-0.014654	0.001429	-0.008397	-0.000218	0.002653	0.000042	-0.003209	-0.002379	-0.001271	0.001875	0.003214	0.001458	-0.002627	-0.000435	0.000305	-0.004077	0.005104	-0.002815	-0.002530	-0.002664	-0.002291	-0.000445	-0.000177	-0.003375	-0.003752	0.002771	-0.000547	0.002579	-0.000506	0.002115	0.002340	-0.002299	0.000162	-0.004007	0.004005	-0.001007	0.001072	0.004205	0.003011	
0.000590	-0.004483	0.200124	0.186490	-0.063255	-0.091827	-0.036752	-0.210894	-0.029670	-0.037539	NA	0.003607	0.001495	0.001743	-0.003022	-0.002004	-0.003039	-0.000314	-0.002341	-0.000555	0.002903	-0.000452	0.000285	0.000732	-0.001604	-0.000229	0.000907	-0.003411	-0.001373	0.001814	-0.001141	0.004615	0.002167	-0.014665	0.004870	0.003279	0.005255	0.000608	0.004914	-0.001716	0.000290	0.000883	0.000995	0.000597	-0.003051	-0.000916	0.001839	-0.002201	0.000184	-0.001015	-0.002001	0.001343	0.000643	-0.001909	-0.003859	-0.000495	0.001237	0.001802	0.001626	0.000400	-0.000712	-0.001477	0.003770	-0.000123	0.001155	-0.000070	0.002237	-0.000926	0.002728	-0.002606	0.000164	-0.001750	0.000652	
0.000951	0.000702	-0.003980	-0.003519	-0.000252	-0.003080	0.002824	-0.005035	0.002229	0.003076	0.003607	NA	-0.008097	-0.006140	-0.005373	0.001728	0.013585	-0.013968	0.042600	-0.002181	0.000118	-0.007578	-0.011559	0.004464	0.002096	-0.000257	-0.002969	0.000215	0.004554	-0.006160	-0.001744	0.000782	-0.000132	0.001012	0.003139	-0.004414	0.000172	0.001190	0.001509	-0.001036	0.000778	-0.000189	0.000480	0.001167	0.000190	-0.001027	-0.000501	0.001952	0.002876	-0.008240	0.001110	0.003095	-0.004674	-0.000147	-0.001214	0.001672	0.001515	-0.000087	-0.000840	-0.001308	-0.004008	0.002100	-0.000975	0.004368	-0.000842	-0.001417	-0.000665	-0.001732	0.005281	-0.001581	-0.001823	0.004757	-0.005378	
-0.000290	0.006405	-0.006198	-0.002944	0.001260	0.001266	0.002323	0.002239	0.000538	-0.001565	0.001495	-0.008097	NA	-0.022762	-0.006250	0.004628	0.002420	-0.010221	0.003344	-0.010057	0.000295	0.097822	-0.035872	-0.015429	-0.000673	-0.007027	0.002514	-0.000089	-0.001762	0.001190	0.001006	-0.005742	-0.000183	0.003793	0.000730	-0.001493	-0.002783	0.000150	-0.000433	-0.001932	0.000244	0.000217	-0.002264	-0.000728	0.001130	0.000320	-0.000197	0.000854	-0.004715	-0.001684	0.006669	0.000732	0.000016	-0.000254	-0.002536	-0.003185	-0.000024	0.002060	0.001180	0.000167	0.001310	-0.001466	-0.002104	0.003514	-0.000453	0.002418	-0.002097	-0.004403	0.003333	-0.000343	0.001441	0.000792	0.003387	
0.003179	0.004134	0.000435	0.002083	0.000514	-0.001076	-0.003399	0.002338	-0.001720	-0.001876	0.001743	-0.006140	-0.022762	NA	-0.024199	-0.031158	-0.010538	-0.036816	-0.016124	-0.002414	-0.011323	-0.021220	0.237638	-0.022651	-0.004784	0.004742	0.002280	0.000068	0.000216	-0.007051	-0.006587	-0.004515	0.000709	0.000997	0.001908	0.000769	0.001876	0.000102	0.002326	0.001746	0.002702	-0.001162	0.000692	-0.000259	-0.001441	-0.002157	-0.000918	0.001924	-0.000595	-0.020858	-0.000528	0.002666	-0.001679	-0.000304	-0.001020	0.006633	-0.000416	0.002207	0.003714	-0.004081	-0.000644	0.002958	0.002112	0.001464	-0.006378	0.001443	-0.002733	-0.001171	-0.003602	-0.001070	0.004251	0.001509	-0.001659	
