NA	0.032271	0.017071	-0.003508	0.001998	-0.003244	0.003256	0.000089	-0.001131	-0.000300	-0.004144	0.000154	0.000445	-0.004659	0.001020	-0.013011	-0.000296	0.018931	-0.039229	-0.040205	0.016234	-0.030936	-0.007824	0.006229	-0.034055	0.004476	-0.025123	0.035160	0.013532	0.026590	0.036662	0.027308	-0.027613	0.021345	0.004562	-0.002024	-0.000816	0.001226	-0.010153	-0.000242	0.001501	0.001992	0.002482	0.001134	-0.019607	
0.032271	NA	0.003635	0.001388	-0.003197	-0.007900	0.001248	0.001768	0.009790	0.004763	-0.000403	-0.002869	0.000896	0.004973	-0.005491	-0.024570	-0.009436	0.009971	-0.051652	-0.032300	-0.001312	-0.025149	-0.016975	-0.012129	-0.028760	0.001522	-0.034546	0.036281	0.020763	0.037337	0.061181	0.112197	-0.031421	0.010523	-0.005978	-0.008118	-0.002077	-0.006317	-0.000018	-0.001518	-0.001258	0.004083	0.001645	0.002898	-0.028835	
0.017071	0.003635	NA	-0.000297	-0.001820	-0.006636	0.007691	0.009202	0.001175	0.008142	0.000682	0.001922	-0.000266	0.004850	0.002141	0.008464	0.019828	0.008294	-0.034987	-0.019967	0.015709	-0.009394	-0.007780	0.006536	-0.029248	0.008967	-0.026206	0.018506	0.006175	0.032046	0.004634	0.003344	0.004256	0.015766	-0.009837	-0.012254	0.007330	-0.005363	0.003152	-0.013734	0.003133	-0.009052	-0.004040	-0.006105	-0.021352	
-0.003508	0.001388	-0.000297	NA	0.004315	-0.000237	-0.003778	-0.004823	0.000420	-0.000566	0.003152	0.003710	-0.004568	0.002418	-0.007081	0.002151	-0.002185	-0.006293	0.006411	0.002567	-0.004885	0.000685	0.000143	-0.004101	0.003006	0.008332	-0.002898	-0.003722	-0.002249	-0.000915	-0.002688	-0.000834	-0.005413	0.003726	-0.002479	0.001254	0.003180	-0.005167	0.005235	0.006376	-0.001513	0.003237	0.002479	0.004265	0.003914	
0.001998	-0.003197	-0.001820	0.004315	NA	-0.002469	0.005821	0.008689	-0.001807	0.009513	-0.004982	-0.007644	0.004624	-0.002241	0.008674	-0.004471	-0.003745	-0.005223	0.002794	0.003457	0.001978	-0.001702	-0.001496	0.000653	0.001559	-0.006377	0.002214	0.003019	-0.000187	0.009472	-0.000177	-0.004108	0.004948	-0.002844	0.010615	-0.003182	-0.003238	-0.001584	-0.005303	0.000703	-0.003286	-0.002683	-0.002556	-0.005545	-0.004076	
-0.003244	-0.007900	-0.006636	-0.000237	-0.002469	NA	-0.005400	-0.009104	0.004130	-0.014592	0.000259	0.000002	-0.000030	-0.008009	-0.004518	0.005050	0.005970	0.010688	0.000629	-0.002320	0.002261	0.005209	0.003538	0.000988	-0.000161	-0.001618	0.005251	-0.004993	-0.004446	-0.016793	-0.004279	-0.004738	-0.001460	-0.003524	-0.002041	0.010241	-0.000530	0.007873	0.001413	0.000903	0.003339	0.007375	0.006820	0.005674	0.009064	
0.003256	0.001248	0.007691	-0.003778	0.005821	-0.005400	NA	0.033071	0.011674	0.015994	0.018654	0.008750	-0.002893	0.010399	0.007427	0.000104	-0.005281	-0.010594	-0.009001	0.001700	-0.005617	-0.004194	0.001305	-0.004151	-0.002292	0.004391	-0.011344	0.003498	0.006194	0.019036	0.006815	0.007869	0.018098	0.004902	-0.024283	-0.016454	-0.003650	-0.009091	-0.000858	-0.006293	0.001560	-0.018362	-0.019652	-0.014184	-0.012199	
0.000089	0.001768	0.009202	-0.004823	0.008689	-0.009104	0.033071	NA	0.025510	0.017396	0.015957	0.003195	-0.000746	0.008497	0.003899	-0.010332	0.000584	-0.007034	-0.012074	0.003004	-0.010996	0.000831	-0.007117	0.001681	0.002638	0.001523	0.000699	0.004490	0.002560	0.018878	0.001523	0.012593	0.009969	0.009367	-0.012165	-0.015778	-0.011594	-0.008399	-0.011383	-0.024578	-0.003699	-0.013788	-0.012542	-0.007534	-0.004547	
-0.001131	0.009790	0.001175	0.000420	-0.001807	0.004130	0.011674	0.025510	NA	0.026862	0.028998	0.000733	0.013264	0.006681	0.002640	0.006892	0.005178	0.006069	-0.004515	-0.001267	-0.001397	-0.002811	0.004025	0.002455	-0.003741	-0.001573	0.005194	0.004522	-0.001177	-0.007936	-0.005112	0.001554	0.007385	0.004173	-0.011396	-0.015990	-0.004509	-0.006388	-0.018718	-0.016873	-0.000430	-0.021143	-0.012922	-0.014684	-0.004635	
-0.000300	0.004763	0.008142	-0.000566	0.009513	-0.014592	0.015994	0.017396	0.026862	NA	0.054813	0.006076	0.005757	0.001569	0.013701	-0.006639	-0.003498	0.000405	0.001785	0.000948	0.003617	-0.002258	-0.003437	0.001883	-0.002038	0.002016	-0.004112	0.006409	0.002244	0.012925	0.003908	0.006771	-0.000759	0.005383	-0.011765	-0.026359	-0.009950	-0.007043	-0.015745	-0.021563	-0.008262	-0.024445	-0.023621	-0.016549	-0.008123	
-0.004144	-0.000403	0.000682	0.003152	-0.004982	0.000259	0.018654	0.015957	0.028998	0.054813	NA	0.005751	-0.001393	0.005702	0.006684	-0.003273	-0.000173	-0.000159	0.002747	-0.001299	-0.001507	-0.000906	-0.000329	-0.002631	0.010750	-0.000770	0.001554	0.007019	-0.002034	0.002550	0.009187	0.005884	0.006074	0.003258	-0.010883	-0.020144	-0.010999	-0.008390	-0.013502	-0.024837	-0.008851	-0.014609	-0.015995	-0.014300	-0.006885	
0.000154	-0.002869	0.001922	0.003710	-0.007644	0.000002	0.008750	0.003195	0.000733	0.006076	0.005751	NA	0.054254	0.050809	-0.034140	-0.000743	-0.005328	-0.005513	-0.006550	0.006710	-0.003035	-0.004018	-0.003882	-0.004404	0.002679	-0.007484	0.003532	-0.000358	-0.001431	0.003986	0.000503	0.002719	0.010504	0.004973	0.007912	0.002001	0.005839	0.002117	0.009007	0.002681	0.006771	-0.036936	-0.032729	-0.029099	-0.001735	
0.000445	0.000896	-0.000266	-0.004568	0.004624	-0.000030	-0.002893	-0.000746	0.013264	0.005757	-0.001393	0.054254	NA	0.046377	-0.023713	-0.000427	0.009859	0.007368	0.007724	-0.002678	0.001971	-0.008652	-0.005121	0.008756	-0.000072	0.004949	-0.002152	-0.004209	0.002406	-0.008112	-0.002825	-0.002499	-0.011778	-0.004743	0.001939	0.006840	0.001204	0.007977	-0.000839	0.013076	-0.000631	-0.027810	-0.021911	-0.022902	-0.004658	
