NA	-0.016687	-0.018965	-0.009763	-0.017367	-0.020469	-0.022004	-0.018314	0.017354	0.020235	0.014247	0.032847	0.018331	0.018389	0.011934	0.012993	-0.001732	-0.003466	0.003350	0.004721	-0.002974	-0.019959	0.015443	0.002634	0.003896	-0.002856	0.020160	0.022300	-0.019176	-0.008961	-0.016903	-0.008816	0.029564	-0.030103	-0.012268	-0.014664	-0.014891	0.002386	-0.014035	0.026612	0.009335	0.017743	-0.010991	0.018767	-0.007445	-0.008947	0.013410	0.016636	-0.014690	
-0.016687	NA	0.085747	0.070731	0.071099	0.071212	0.073785	0.064710	-0.027965	-0.031512	-0.027807	-0.031946	-0.027350	-0.024476	-0.025437	-0.028864	-0.008813	-0.007136	-0.007229	-0.007933	0.007381	-0.038397	-0.023990	-0.009721	-0.012578	-0.009526	-0.000367	-0.000556	0.002880	-0.001411	-0.001696	-0.000733	0.006038	-0.022590	0.001495	0.004345	0.000831	-0.028188	0.061095	-0.031166	-0.001864	-0.001727	0.002880	0.002497	0.002608	-0.003537	-0.003398	-0.022023	-0.000994	
-0.018965	0.085747	NA	0.061403	0.078308	0.068566	0.153765	0.066150	-0.036045	-0.031710	-0.028452	-0.033700	-0.034344	-0.029534	-0.033263	-0.030720	-0.014372	-0.014346	-0.011446	-0.008400	0.015790	-0.031006	-0.027238	-0.013852	-0.018562	-0.011192	0.001299	0.000195	0.003292	-0.002816	0.000979	-0.004028	0.002678	-0.025575	0.002208	0.002827	0.003944	-0.029988	0.064235	-0.031360	-0.005036	0.000007	0.001069	0.000001	-0.001890	0.003943	0.000182	-0.031929	-0.000232	
-0.009763	0.070731	0.061403	NA	0.067040	0.067801	0.056371	0.071801	-0.027353	-0.027038	-0.027875	-0.025748	-0.033651	-0.023088	-0.023701	-0.029341	-0.006776	-0.007556	-0.001791	-0.005979	0.017489	-0.035089	-0.022941	-0.008211	-0.010707	-0.007817	-0.000028	-0.002107	0.000342	0.003951	0.000944	0.002148	0.000175	-0.026922	-0.000258	0.001223	0.001412	-0.027617	0.069574	-0.027662	-0.004795	-0.000880	-0.001082	-0.000268	-0.001761	0.001936	-0.001402	-0.025604	0.004722	
-0.017367	0.071099	0.078308	0.067040	NA	0.086721	0.058621	0.069241	-0.029460	-0.026129	-0.024777	-0.030000	-0.032039	-0.027725	-0.026699	-0.028696	-0.010411	-0.004156	-0.011431	-0.004653	0.018032	-0.045841	-0.017784	-0.005322	-0.012086	-0.002816	0.003671	-0.000487	0.002688	-0.000961	-0.003711	0.000615	0.005973	-0.030848	0.003354	0.002114	0.005370	-0.032037	0.075498	-0.031691	-0.004734	-0.002849	-0.002757	0.002527	-0.000109	-0.001168	0.000301	-0.027880	-0.002066	
-0.020469	0.071212	0.068566	0.067801	0.086721	NA	0.054300	0.080807	-0.030356	-0.028092	-0.032884	-0.029464	-0.031107	-0.022967	-0.018673	-0.029333	-0.008466	-0.005674	-0.007948	-0.002323	0.011735	-0.040976	-0.019588	-0.008322	-0.010684	-0.005095	0.001701	0.000080	0.002936	0.001020	0.002095	0.002180	-0.000230	-0.030263	0.000945	0.002964	0.000276	-0.030330	0.069280	-0.030199	-0.001341	-0.000757	-0.000511	-0.002525	-0.000212	0.001100	0.000385	-0.028065	-0.001220	
-0.022004	0.073785	0.153765	0.056371	0.058621	0.054300	NA	0.062803	-0.037054	-0.027636	-0.030772	-0.035955	-0.035313	-0.032418	-0.032330	-0.031134	-0.016779	-0.016003	-0.016369	-0.016058	0.003940	-0.012235	-0.025139	-0.018040	-0.018216	-0.014157	0.001361	-0.000692	0.000488	-0.001487	0.004552	-0.000529	0.001522	-0.007188	0.003642	0.006298	0.004614	-0.029791	0.057445	-0.034417	-0.005286	-0.001544	-0.000447	-0.005734	0.000451	0.002687	-0.001002	-0.032879	0.001448	
-0.018314	0.064710	0.066150	0.071801	0.069241	0.080807	0.062803	NA	-0.028468	-0.028383	-0.027736	-0.028567	-0.035907	-0.028115	-0.026744	-0.026170	-0.009595	-0.007301	-0.009827	-0.011753	0.013957	-0.020245	-0.024603	-0.012997	-0.012666	-0.007630	-0.001136	-0.000800	0.000783	0.000510	0.003165	0.001262	0.005287	-0.022724	0.000108	-0.000802	0.001522	-0.025150	0.062660	-0.026360	-0.001744	0.002345	-0.001659	-0.006528	0.001670	0.002820	-0.000231	-0.027739	0.000745	
0.017354	-0.027965	-0.036045	-0.027353	-0.029460	-0.030356	-0.037054	-0.028468	NA	0.074783	0.034028	0.049148	0.037239	0.037805	0.039189	0.026983	-0.005500	-0.002142	-0.003438	-0.005243	-0.005762	-0.030124	0.023537	0.002984	0.006908	-0.006316	0.000656	-0.003941	0.000006	-0.002101	-0.002229	0.000334	-0.001905	-0.057740	-0.000215	0.003429	-0.003703	0.007353	-0.027569	0.025176	0.002192	0.002340	0.002131	0.001486	-0.005875	-0.000063	0.001104	0.020581	-0.002513	
0.020235	-0.031512	-0.031710	-0.027038	-0.026129	-0.028092	-0.027636	-0.028383	0.074783	NA	0.033375	0.041433	0.024864	0.028840	0.033164	0.025444	-0.004505	-0.007323	-0.003894	-0.005339	-0.009808	-0.026732	0.023787	0.000213	0.002806	-0.015648	-0.005574	0.000179	0.000547	-0.002483	-0.002700	0.004490	0.001544	-0.051447	-0.001931	0.002131	0.001291	0.012202	-0.021188	0.029472	-0.008894	-0.002135	-0.000426	-0.002004	-0.000297	-0.000061	0.005271	0.027418	0.002013	
