NA	0.046811	0.020495	-0.003691	0.001508	0.001812	0.003922	-0.003581	0.006873	-0.001944	-0.003268	0.000043	-0.006953	-0.000413	-0.005464	-0.011361	-0.021134	0.009323	-0.064370	0.016360	-0.047425	-0.016811	0.000722	-0.040851	-0.007240	-0.026383	0.045735	0.011481	0.030629	0.040463	0.019854	0.028586	0.010895	-0.002208	-0.003156	-0.001145	-0.011085	-0.002420	-0.001759	0.005623	0.008959	0.003289	-0.020489	
0.046811	NA	-0.005664	-0.003249	-0.001506	0.004262	-0.006046	0.000494	0.006174	0.003250	-0.000599	-0.003220	-0.011509	0.007269	-0.004410	-0.025243	-0.016072	0.013098	-0.073227	-0.000696	-0.040635	-0.029546	-0.016849	-0.030879	-0.005845	-0.054059	0.043382	0.021962	0.032254	0.076887	0.127627	0.007315	-0.008139	-0.004462	-0.000541	-0.003019	-0.010855	0.002085	0.003108	0.003750	0.010963	0.006372	-0.042203	
0.020495	-0.005664	NA	0.002292	0.000880	-0.003651	-0.002026	-0.005914	0.003991	0.004291	-0.002697	-0.003042	-0.000253	-0.003215	0.006747	0.027411	0.011500	0.016927	-0.042471	0.019167	-0.009818	0.000534	0.015351	-0.036145	-0.007992	-0.018154	0.029760	0.006676	0.021272	0.000491	-0.012646	0.004404	0.000435	-0.014649	0.010529	0.000087	-0.007891	-0.003465	0.003147	-0.001023	0.006695	-0.005774	-0.019034	
-0.003691	-0.003249	0.002292	NA	-0.002962	0.004057	-0.000760	0.001152	-0.007474	-0.006334	0.004568	-0.005260	0.009812	0.001831	-0.004827	0.003154	0.004635	0.003516	0.003802	-0.004216	0.002568	-0.001910	-0.006960	0.002069	-0.001277	0.000835	-0.001765	-0.000355	-0.002409	-0.004854	0.003710	0.001330	-0.005513	0.006833	0.005490	-0.001138	0.009448	-0.000141	-0.000795	0.000660	-0.006255	0.002360	-0.000821	
0.001508	-0.001506	0.000880	-0.002962	NA	0.002759	0.006434	0.002888	0.008071	0.001743	-0.008671	-0.000819	0.001550	-0.001383	0.001783	-0.000249	0.000795	-0.009572	0.001272	0.003939	-0.004244	0.004159	0.008130	0.002306	-0.006456	-0.006217	0.001677	-0.002216	0.002147	0.007257	-0.001096	-0.002521	0.008755	-0.005958	-0.005756	-0.000308	-0.007011	0.002755	0.001103	-0.001593	0.004387	-0.006290	-0.002369	
0.001812	0.004262	-0.003651	0.004057	0.002759	NA	-0.005727	-0.004272	0.002041	0.004305	0.002179	0.005502	-0.011739	-0.000730	0.002535	-0.002946	-0.005816	0.005813	-0.005042	0.000418	0.002133	-0.002286	-0.001768	-0.004498	0.007797	0.005098	0.000009	0.002619	-0.000218	-0.002461	-0.003317	0.000915	-0.002577	-0.000119	-0.000174	0.000895	-0.001591	0.000109	-0.001628	0.001614	0.002652	0.004364	0.003890	
0.003922	-0.006046	-0.002026	-0.000760	0.006434	-0.005727	NA	0.019524	0.001495	0.000986	0.009107	-0.000178	0.011270	0.007139	0.003515	-0.004762	-0.000397	-0.000595	0.002168	-0.007320	0.001450	0.001672	0.001564	0.006310	0.007491	-0.005786	-0.000843	-0.005088	0.001653	-0.003751	0.003807	0.001495	-0.023142	-0.012991	-0.012657	0.003278	-0.016074	0.056151	-0.004514	-0.020246	-0.006940	-0.009196	-0.006899	
-0.003581	0.000494	-0.005914	0.001152	0.002888	-0.004272	0.019524	NA	0.033847	0.015463	0.010539	0.006079	0.002520	-0.003598	0.006678	-0.005483	0.001481	0.003129	-0.002731	-0.002626	-0.003970	-0.005363	0.008870	0.010126	-0.002686	0.011390	-0.009888	0.005405	0.015608	0.003023	0.012396	0.003143	-0.014820	-0.010499	-0.008620	-0.008765	-0.014084	-0.035572	0.004081	-0.009540	-0.012335	-0.000583	-0.002448	
0.006873	0.006174	0.003991	-0.007474	0.008071	0.002041	0.001495	0.033847	NA	0.029319	0.031176	0.005898	0.006476	0.006159	0.003108	0.001507	0.003027	0.006572	0.000163	0.000805	-0.008563	0.002504	0.003857	-0.001293	-0.001846	0.006235	0.001510	-0.003331	0.005138	-0.003182	0.006665	0.000669	-0.015050	-0.018806	-0.012949	-0.005038	-0.017300	-0.029112	-0.001227	-0.011510	-0.011748	-0.011533	-0.007671	
-0.001944	0.003250	0.004291	-0.006334	0.001743	0.004305	0.000986	0.015463	0.029319	NA	0.061807	0.008782	0.001437	-0.003364	0.008951	0.002561	0.004827	-0.001329	0.006486	0.001284	-0.001699	0.008350	0.007167	-0.006467	0.003102	-0.005247	0.009871	0.000197	-0.003797	-0.000414	0.010135	0.003765	-0.014323	-0.030737	-0.014992	-0.010231	-0.019694	-0.029889	-0.004740	-0.010155	-0.012601	-0.005195	-0.009935	
