NA	0.048751	0.022430	0.000484	0.003831	0.004234	-0.005891	-0.011360	-0.001255	-0.009769	-0.011221	0.008249	0.002582	0.008066	0.004155	-0.009721	-0.018185	0.011418	-0.062294	0.018727	-0.045523	-0.015391	0.003193	-0.038457	-0.005575	-0.023899	0.047047	0.013575	0.032878	0.042458	0.021568	0.030555	0.005321	-0.009175	-0.011878	-0.009563	-0.017121	-0.009980	-0.010043	0.008813	0.011641	0.005686	-0.021185	
0.048751	NA	-0.003290	0.003890	0.005052	0.008859	-0.015802	-0.008091	-0.002384	-0.005487	-0.009372	0.004033	-0.002697	0.012300	0.003258	-0.023202	-0.012804	0.015535	-0.070756	0.002105	-0.038368	-0.027710	-0.013940	-0.028154	-0.003813	-0.051037	0.045063	0.024379	0.034847	0.079097	0.129349	0.009735	-0.013604	-0.011716	-0.010151	-0.012111	-0.017134	-0.005854	-0.006220	0.005832	0.012375	0.007426	-0.042676	
0.022430	-0.003290	NA	0.010573	0.009717	0.006784	-0.012077	-0.013997	-0.004290	-0.004628	-0.011092	0.003332	0.005175	0.003129	0.011426	0.029199	0.014645	0.019295	-0.040191	0.021870	-0.007740	0.002215	0.018103	-0.033454	-0.006021	-0.015332	0.031441	0.009108	0.023887	0.003002	-0.010485	0.006807	-0.005602	-0.022053	-0.000384	-0.009951	-0.014649	-0.011894	-0.006610	0.001446	0.008422	-0.003929	-0.019836	
0.000484	0.003890	0.010573	NA	0.436450	0.439213	0.007279	0.015561	0.012287	0.010357	0.016283	-0.173631	-0.170273	-0.167841	-0.172921	0.001868	0.006694	0.008394	0.002487	0.004327	0.000564	0.000605	-0.004227	0.000707	-0.003359	-0.003176	-0.000321	-0.001452	0.001216	-0.001292	0.004927	0.002213	-0.012966	-0.009389	0.009852	0.003223	-0.006961	-0.014373	0.009470	-0.116187	-0.121700	-0.103488	-0.006469	
0.003831	0.005052	0.009717	0.436450	NA	0.438518	0.011241	0.016267	0.021359	0.014984	0.008076	-0.170519	-0.173680	-0.168713	-0.168984	-0.000251	0.004241	-0.000012	0.000868	0.009666	-0.003774	0.004506	0.005526	0.000951	-0.006595	-0.007598	0.001925	-0.002465	0.004182	0.006563	0.001976	-0.000325	-0.004218	-0.017759	0.002672	0.003269	-0.017656	-0.012865	0.010045	-0.117050	-0.114372	-0.108424	-0.007629	
0.004234	0.008859	0.006784	0.439213	0.438518	NA	0.005023	0.013175	0.019182	0.017666	0.016164	-0.171266	-0.185088	-0.172806	-0.172424	-0.002095	-0.000182	0.009796	-0.003395	0.007391	0.000302	0.000207	-0.000796	-0.003420	0.002599	-0.000433	0.000806	0.000702	0.002622	0.000205	0.000543	0.001933	-0.010850	-0.013255	0.007279	0.005164	-0.013767	-0.014074	0.009568	-0.117461	-0.117528	-0.103366	-0.003617	
-0.005891	-0.015802	-0.012077	0.007279	0.011241	0.005023	NA	0.093315	0.074799	0.077814	0.085311	-0.097075	-0.086641	-0.093691	-0.095892	-0.011096	-0.014986	-0.011773	-0.008069	-0.018586	-0.007759	-0.005285	-0.011228	-0.006321	-0.001320	-0.017506	-0.007440	-0.015178	-0.010145	-0.014475	-0.005464	-0.009503	0.017784	0.041658	0.073228	0.085530	0.030208	0.106096	0.076193	-0.055934	-0.040061	-0.037854	-0.004533	
-0.011360	-0.008091	-0.013997	0.015561	0.016267	0.013175	0.093315	NA	0.099127	0.086407	0.083048	-0.091084	-0.091310	-0.099712	-0.092273	-0.010930	-0.012544	-0.007358	-0.011931	-0.013373	-0.012085	-0.010902	-0.003672	-0.002095	-0.010069	-0.001077	-0.014849	-0.004687	0.003692	-0.007219	0.003596	-0.006987	0.023774	0.041484	0.072647	0.071259	0.029986	0.021319	0.079434	-0.046561	-0.045428	-0.030425	-0.000296	
-0.001255	-0.002384	-0.004290	0.012287	0.021359	0.019182	0.074799	0.099127	NA	0.095806	0.097884	-0.089143	-0.086284	-0.090373	-0.093193	-0.004179	-0.010440	-0.003644	-0.008991	-0.009708	-0.016079	-0.003350	-0.007899	-0.012364	-0.009138	-0.005435	-0.003969	-0.012634	-0.005658	-0.012851	-0.001645	-0.009142	0.021980	0.031926	0.066323	0.071634	0.025150	0.025114	0.072416	-0.048316	-0.045233	-0.040815	-0.005550	
-0.009769	-0.005487	-0.004628	0.010357	0.014984	0.017666	0.077814	0.086407	0.095806	NA	0.127019	-0.089174	-0.092596	-0.100114	-0.090961	-0.003336	-0.009235	-0.011142	-0.003247	-0.009564	-0.009717	0.001892	-0.005055	-0.017341	-0.004619	-0.016305	0.003572	-0.009232	-0.014173	-0.010469	0.001702	-0.006432	0.023931	0.023064	0.067087	0.069625	0.024493	0.026364	0.071862	-0.047475	-0.046160	-0.034830	-0.007201	
