NA	0.047680	0.021393	0.006982	0.010750	0.011298	-0.000815	-0.007159	0.003065	-0.005543	-0.006909	0.000889	-0.006073	0.000561	-0.004566	-0.010748	-0.019986	0.010233	-0.063675	0.017421	-0.046824	-0.016374	0.001639	-0.040037	-0.006778	-0.025600	0.046160	0.012228	0.031583	0.041184	0.020656	0.029275	0.007814	-0.005899	-0.007256	-0.005006	-0.014329	-0.006281	-0.005581	0.004894	0.007834	0.002176	-0.021332	
0.047680	NA	-0.004419	0.009409	0.010645	0.015119	-0.011554	-0.004352	0.001416	-0.001628	-0.005546	-0.001985	-0.010193	0.008421	-0.003257	-0.024286	-0.014629	0.014307	-0.072205	0.000719	-0.039701	-0.028769	-0.015576	-0.029755	-0.005063	-0.052873	0.044115	0.023008	0.033504	0.077856	0.128523	0.008360	-0.011496	-0.008765	-0.006020	-0.008163	-0.014617	-0.002494	-0.002174	0.002982	0.009809	0.005111	-0.042951	
0.021393	-0.004419	NA	0.014964	0.013901	0.010591	-0.007931	-0.010694	-0.000797	-0.000964	-0.007569	-0.001571	0.001124	-0.001545	0.007885	0.028267	0.012920	0.018144	-0.041532	0.020563	-0.008952	0.001268	0.016580	-0.035011	-0.007209	-0.017032	0.030526	0.007769	0.022577	0.001634	-0.011480	0.005472	-0.003593	-0.019372	0.003844	-0.006070	-0.012273	-0.008697	-0.002797	-0.001251	0.006179	-0.006454	-0.020052	
0.006982	0.009409	0.014964	NA	0.321444	0.322668	-0.106219	-0.090534	-0.092717	-0.097980	-0.091100	0.037724	0.044358	0.049045	0.039396	0.007014	0.019361	0.016367	0.012122	0.011787	0.008698	0.006472	0.006619	0.012336	0.005578	0.008856	0.004824	0.007922	0.009651	0.008351	0.012220	0.012351	-0.056925	-0.068474	-0.099240	-0.102330	-0.055383	-0.077407	-0.096069	-0.016569	-0.027950	-0.020826	-0.007308	
0.010750	0.010645	0.013901	0.321444	NA	0.322277	-0.100799	-0.089074	-0.081322	-0.092015	-0.100473	0.041222	0.038681	0.046879	0.044338	0.004531	0.016600	0.006721	0.010326	0.017920	0.003727	0.010966	0.017848	0.012610	0.001853	0.003724	0.007422	0.006736	0.013107	0.017320	0.008764	0.009456	-0.046591	-0.077926	-0.107449	-0.101880	-0.067510	-0.075357	-0.094793	-0.017961	-0.019774	-0.026928	-0.008497	
0.011298	0.015119	0.010591	0.322668	0.322277	NA	-0.110341	-0.094769	-0.086031	-0.090839	-0.092818	0.045460	0.028295	0.046774	0.044330	0.002568	0.011635	0.018256	0.005653	0.015454	0.008560	0.006111	0.010785	0.007700	0.012471	0.012106	0.006229	0.010488	0.011454	0.010245	0.007320	0.012242	-0.055364	-0.073892	-0.104009	-0.101590	-0.063845	-0.077969	-0.097359	-0.015920	-0.021116	-0.018935	-0.004009	
-0.000815	-0.011554	-0.007931	-0.106219	-0.100799	-0.110341	NA	0.061976	0.043102	0.044929	0.052961	-0.016893	-0.003761	-0.012465	-0.013660	-0.006993	-0.007105	-0.007096	-0.001854	-0.013931	-0.001553	-0.001441	-0.003643	0.001135	0.004572	-0.009261	-0.003381	-0.008953	-0.004267	-0.009215	-0.001744	-0.003744	0.004018	0.023220	0.039305	0.054159	0.015098	0.088144	0.043901	-0.008816	0.006706	0.004406	-0.002914	
-0.007159	-0.004352	-0.010694	-0.090534	-0.089074	-0.094769	0.061976	NA	0.069577	0.054991	0.051344	-0.010695	-0.011204	-0.021650	-0.011097	-0.007156	-0.005044	-0.002915	-0.006261	-0.008727	-0.006457	-0.007587	0.003713	0.004958	-0.004793	0.007226	-0.011314	0.001425	0.009536	-0.002154	0.007270	-0.001639	0.010423	0.023421	0.039582	0.039855	0.015031	0.000435	0.048236	0.001156	0.000923	0.012190	0.001180	
0.003065	0.001416	-0.000797	-0.092717	-0.081322	-0.086031	0.043102	0.069577	NA	0.065437	0.067803	-0.010250	-0.006762	-0.011697	-0.014013	-0.000276	-0.003021	0.000835	-0.003284	-0.005078	-0.010669	0.000172	-0.000720	-0.005663	-0.003924	0.002564	-0.000234	-0.006787	-0.000151	-0.007879	0.001869	-0.003859	0.008863	0.013877	0.033539	0.040940	0.010410	0.004761	0.041464	-0.001522	0.000494	0.000719	-0.004172	
-0.005543	-0.001628	-0.000964	-0.097980	-0.092015	-0.090839	0.044929	0.054991	0.065437	NA	0.097695	-0.007542	-0.011704	-0.020954	-0.008287	0.000616	-0.001506	-0.006974	0.002864	-0.004969	-0.003964	0.005710	0.002302	-0.010664	0.000860	-0.008443	0.007630	-0.003292	-0.008793	-0.005390	0.005192	-0.000929	0.010490	0.004223	0.033468	0.037999	0.009409	0.005433	0.039983	0.000629	0.000742	0.007981	-0.005982	
