NA	0.010144	0.002682	-0.001447	0.001507	-0.000047	0.005364	-0.003646	0.005048	-0.002616	-0.001012	0.000232	-0.004720	0.000812	-0.004478	0.002509	-0.019985	-0.005996	-0.005596	-0.009863	0.002457	-0.013065	0.018004	0.018168	0.006835	-0.007904	0.000410	0.015676	0.007983	-0.012185	-0.000088	-0.018617	0.005787	-0.020565	-0.016965	0.014221	-0.004401	0.004351	0.010178	-0.012464	-0.001637	0.007502	0.011509	-0.003416	-0.001633	-0.000515	-0.008963	0.000683	-0.001314	0.002410	0.005610	-0.000242	0.017958	
0.010144	NA	-0.027065	-0.000154	-0.002605	0.002750	-0.002357	0.000410	0.003428	0.000168	0.002296	-0.000930	-0.010831	0.006839	-0.006175	-0.000364	-0.004785	-0.007206	-0.008203	0.001161	-0.020085	0.002119	0.009857	0.009965	0.005491	-0.021888	0.016722	0.023314	-0.010488	-0.014990	-0.035555	-0.005092	-0.014972	-0.021393	-0.010114	0.009692	-0.002024	0.002683	0.041828	0.082363	-0.002422	-0.014432	-0.002179	0.001350	-0.001646	-0.002635	-0.007551	0.007890	0.000632	0.001378	0.006074	0.003185	0.006917	
0.002682	-0.027065	NA	0.001851	0.000985	-0.002834	-0.002057	-0.006950	0.002228	0.001010	-0.001852	-0.001960	-0.001232	-0.001364	0.004403	0.021879	0.008775	0.010821	-0.005715	-0.004512	0.012910	-0.001273	-0.010213	-0.010494	0.004886	0.008709	-0.016982	-0.020317	0.002479	-0.004804	0.019673	0.008649	-0.011290	0.013206	0.006772	0.013242	0.001630	0.009996	-0.014309	-0.030144	0.015607	-0.009998	0.004898	-0.009338	0.007897	-0.001195	-0.000173	0.004362	0.000816	-0.001443	0.006010	-0.004663	-0.002982	
-0.001447	-0.000154	0.001851	NA	0.019762	-0.019923	-0.000443	0.002488	-0.009001	-0.002391	0.003859	-0.002262	0.007255	0.000974	-0.002787	0.001078	0.002466	0.002209	0.002552	0.003426	-0.002268	0.000787	-0.001676	-0.001425	-0.002019	-0.004934	0.000694	-0.003219	-0.001103	0.000029	0.003543	0.002881	0.000567	-0.002834	-0.000093	0.000613	0.001778	-0.000020	-0.001997	0.005843	-0.007044	0.000332	-0.007293	0.003775	0.006123	-0.001034	0.005064	-0.001374	0.000070	0.001445	-0.005668	0.001625	-0.000264	
0.001507	-0.002605	0.000985	0.019762	NA	-0.007322	0.002606	0.000988	0.007038	-0.000297	-0.006330	-0.000983	0.003788	0.001277	0.003576	0.001172	0.000916	-0.006619	0.002131	-0.002926	0.003236	-0.003895	-0.000171	0.000740	0.003170	0.004972	0.003360	-0.001983	0.003987	-0.003468	-0.002463	-0.000032	-0.003992	0.003854	-0.000501	0.001870	-0.001951	0.000317	0.004516	-0.003925	0.003415	-0.002997	0.008273	-0.005194	-0.004690	0.000048	-0.004036	0.000835	0.000589	-0.003818	0.002984	-0.006302	-0.002687	
-0.000047	0.002750	-0.002834	-0.019923	-0.007322	NA	-0.002149	-0.003470	0.002020	0.002692	0.002439	0.003243	-0.011024	-0.002239	-0.000769	-0.002239	-0.003371	0.004377	-0.004668	-0.000511	-0.000940	0.003090	0.001858	0.000699	-0.001127	-0.000000	-0.004030	0.005200	-0.002854	0.003424	-0.001093	-0.002845	0.003406	-0.000992	0.000598	-0.002469	0.000166	-0.000292	-0.002487	-0.001938	0.003661	0.002655	-0.000924	0.001401	-0.001465	0.000988	-0.001049	0.000550	-0.000653	0.002361	0.002714	0.004652	0.002949	
0.005364	-0.002357	-0.002057	-0.000443	0.002606	-0.002149	NA	0.012277	0.002864	-0.002322	0.006912	-0.006260	0.002728	0.002761	-0.002514	-0.006479	-0.000039	-0.005303	0.000319	0.004753	-0.006691	0.000931	-0.002525	-0.003437	0.003780	0.001878	0.004536	0.005126	0.004034	0.003849	0.003550	0.000745	-0.005099	-0.005615	0.001035	-0.000338	-0.004523	0.001970	-0.000977	0.003737	-0.005022	0.002627	-0.051682	-0.040207	-0.013160	-0.002026	-0.045070	0.129762	-0.004157	-0.002924	0.004849	0.001647	0.001850	
-0.003646	0.000410	-0.006950	0.002488	0.000988	-0.003470	0.012277	NA	0.026066	0.004871	0.002892	0.001078	-0.000751	-0.003916	0.000023	-0.007049	-0.005404	-0.001630	-0.003635	0.005842	-0.002044	-0.003729	0.002148	0.002110	-0.004235	0.003094	0.008509	0.001218	0.006641	-0.005140	0.000100	-0.004912	0.008016	-0.001333	-0.000305	-0.010229	0.002675	0.010710	0.001038	0.008666	-0.005074	0.001462	0.005867	0.009059	-0.014117	-0.013149	0.008862	-0.022488	-0.002634	0.001295	-0.001633	0.003529	0.002793	
0.005048	0.003428	0.002228	-0.009001	0.007038	0.002020	0.002864	0.026066	NA	0.020397	0.023508	0.003085	0.007101	0.005220	-0.001194	0.000443	-0.000644	0.004786	0.000525	-0.002786	0.000318	-0.006764	0.003570	0.004369	0.002706	-0.000251	-0.000689	-0.000306	-0.006272	-0.002405	-0.007706	-0.001189	0.005763	0.002196	-0.000018	-0.000417	-0.003593	0.001726	-0.003536	0.003961	0.002917	-0.004038	0.007490	0.004376	-0.016486	-0.012728	0.008107	-0.018907	-0.005454	-0.003200	-0.004352	-0.005358	-0.002412	
-0.002616	0.000168	0.001010	-0.002391	-0.000297	0.002692	-0.002322	0.004871	0.020397	NA	0.055888	0.002735	-0.000554	-0.003778	0.003933	0.000177	0.003748	-0.001787	0.004045	0.006631	-0.001666	-0.002559	-0.003619	-0.003127	0.009127	0.004099	-0.006786	0.003016	-0.004679	0.000310	-0.002269	0.003079	-0.006288	0.006011	-0.002142	0.005516	-0.001574	-0.005561	-0.002613	0.003876	0.001640	-0.000059	0.010674	-0.003728	-0.020998	-0.019267	0.008246	-0.014373	-0.012856	0.000004	-0.004988	0.002340	-0.005177	
