NA	-0.024872	-0.029735	-0.018763	-0.025969	-0.030479	-0.033736	-0.026753	0.029807	0.030182	0.021985	0.043022	0.027838	0.029693	0.024305	0.018650	-0.001922	-0.001411	0.004624	0.003369	-0.003053	-0.027827	0.022528	0.003835	0.008496	-0.003277	0.008153	0.008191	-0.008978	-0.003559	-0.007690	-0.004656	0.012965	-0.044632	-0.003001	-0.006509	-0.006974	0.007710	-0.024527	0.041158	0.000822	0.006924	-0.005194	0.007311	-0.003189	-0.004692	0.003843	0.028339	-0.004144	
-0.024872	NA	0.086068	0.072815	0.073601	0.072998	0.073384	0.066853	-0.026567	-0.030772	-0.027733	-0.028308	-0.029116	-0.023806	-0.026602	-0.027488	-0.006866	-0.003636	-0.006617	-0.008435	0.008560	-0.048447	-0.020346	-0.006748	-0.012112	-0.010763	0.000154	-0.000075	0.003642	0.000402	-0.001711	-0.000526	0.002547	-0.023167	0.001548	0.003478	0.001697	-0.029196	0.061606	-0.028952	-0.001214	-0.001208	0.002609	0.001312	0.002385	-0.002145	-0.003996	-0.022588	0.000444	
-0.029735	0.086068	NA	0.062123	0.081760	0.069005	0.154972	0.065309	-0.034529	-0.031962	-0.027836	-0.030932	-0.037237	-0.028820	-0.030069	-0.029745	-0.012758	-0.012888	-0.009953	-0.008448	0.017424	-0.041650	-0.023751	-0.011840	-0.018845	-0.009781	0.001980	0.000133	0.002335	-0.002633	-0.000907	-0.003347	0.001509	-0.025316	0.002818	0.001797	0.004326	-0.032351	0.064324	-0.030294	-0.003810	0.000529	0.002108	-0.000658	0.000590	0.004951	-0.001406	-0.029817	0.000545	
-0.018763	0.072815	0.062123	NA	0.066522	0.069293	0.056825	0.073893	-0.025286	-0.028028	-0.026259	-0.022941	-0.034960	-0.022496	-0.022015	-0.029218	-0.005130	-0.006419	-0.003292	-0.005447	0.019213	-0.046730	-0.021205	-0.007162	-0.010957	-0.004725	-0.001317	-0.002885	0.000238	0.004946	0.001980	0.001146	-0.000397	-0.026632	0.001328	0.002153	0.001873	-0.027676	0.071453	-0.024833	-0.004099	-0.000127	-0.000187	-0.000029	-0.000133	0.001975	-0.001355	-0.024841	0.003144	
-0.025969	0.073601	0.081760	0.066522	NA	0.089287	0.060526	0.069896	-0.029077	-0.026174	-0.025146	-0.025326	-0.032166	-0.026047	-0.025066	-0.027456	-0.010366	-0.004695	-0.010688	-0.005218	0.016819	-0.053943	-0.016578	-0.004978	-0.010671	-0.002710	0.001575	-0.000667	0.002739	-0.001658	-0.003391	0.002076	0.004809	-0.029305	0.001983	0.001148	0.003681	-0.030456	0.077028	-0.030360	-0.004219	-0.000647	-0.001775	0.002334	0.000179	0.000727	0.001291	-0.028985	-0.000050	
-0.030479	0.072998	0.069005	0.069293	0.089287	NA	0.054693	0.081130	-0.029285	-0.028905	-0.031555	-0.027941	-0.031165	-0.022285	-0.019484	-0.029266	-0.007448	-0.005594	-0.006432	-0.002891	0.014539	-0.050597	-0.016206	-0.008079	-0.008661	-0.005090	0.002131	-0.001988	0.003155	0.000775	0.001606	0.001674	-0.001025	-0.028750	0.000383	0.004867	0.001213	-0.029200	0.072269	-0.029217	-0.002234	0.000450	-0.001026	-0.002010	0.000188	0.000884	0.000696	-0.026402	0.000313	
-0.033736	0.073384	0.154972	0.056825	0.060526	0.054693	NA	0.063303	-0.035363	-0.028772	-0.030623	-0.033966	-0.036120	-0.032730	-0.031197	-0.031409	-0.014685	-0.013893	-0.015415	-0.012584	0.007533	-0.022650	-0.023779	-0.016176	-0.018760	-0.012096	-0.000139	0.000468	0.000360	-0.000609	0.003582	-0.000668	0.001754	-0.011394	0.005130	0.006373	0.003540	-0.032313	0.058207	-0.033251	-0.006263	-0.000054	-0.000842	-0.003312	0.001209	-0.000440	-0.001662	-0.031963	0.001796	
-0.026753	0.066853	0.065309	0.073893	0.069896	0.081130	0.063303	NA	-0.026683	-0.029137	-0.026528	-0.026545	-0.035214	-0.027000	-0.025113	-0.025789	-0.008431	-0.005881	-0.009602	-0.010898	0.015873	-0.034383	-0.020716	-0.011862	-0.011506	-0.007804	-0.001622	-0.000559	-0.000408	-0.000493	0.001396	0.001840	0.004201	-0.022030	0.000597	-0.001012	0.002936	-0.027587	0.064943	-0.026162	-0.001756	0.001696	0.000946	-0.004242	0.002015	0.003006	0.000381	-0.026405	-0.000268	
0.029807	-0.026567	-0.034529	-0.025286	-0.029077	-0.029285	-0.035363	-0.026683	NA	0.073929	0.033324	0.047974	0.036534	0.038745	0.037863	0.024792	-0.005744	-0.002162	-0.002933	-0.004424	-0.003286	-0.037346	0.021795	0.002780	0.006742	-0.006571	0.002053	-0.002760	-0.002655	-0.001887	-0.002373	0.001714	-0.000088	-0.049074	-0.002287	0.003420	-0.004201	0.005999	-0.026743	0.023102	0.002310	0.002047	0.001374	0.001436	-0.004971	-0.000963	0.000671	0.019319	-0.003845	
0.030182	-0.030772	-0.031962	-0.028028	-0.026174	-0.028905	-0.028772	-0.029137	0.073929	NA	0.034266	0.042356	0.024762	0.029550	0.033780	0.023892	-0.002751	-0.005777	-0.003760	-0.002694	-0.007537	-0.035659	0.024530	0.001840	0.005489	-0.013295	-0.004400	0.001005	-0.000192	-0.003482	-0.002668	0.003183	0.001713	-0.045287	-0.002310	-0.000003	-0.000221	0.012201	-0.023126	0.029269	-0.005821	-0.003095	-0.000225	-0.000712	-0.000621	0.000803	0.004707	0.025897	0.000015	
