A	B	A0B0	A1B0	A2B0	A0B1	A1B1	A2B1	A0B2	A1B2	A2B2	fstW	fstU	dxy
TimbTan_0798	TimbEth_0861	1446201913	366195	133786	422972	427860	267816	123216	214181	7475251	0.359283901212878	0.275100296894486	0.000760159913638683
TimbTan_0798	TimbEth_0862	1446033421	368779	133346	422018	436740	230106	122313	218474	7668280	0.356062542048869	0.270841270761551	0.000751368745828865
TimbTan_0798	TimbTan_0820	1446055544	300038	62749	321846	481733	297998	62172	225949	7525797	0.250988864422506	0.197597696984568	0.000645008714309922
TimbTan_0799	TimbTan_0800	1445330200	303395	54989	299317	532999	228720	55696	253582	8241520	0.22038640130957	0.170469335881687	0.000631959895444763
TimbTan_0799	TimbTan_0801	1445325927	311238	56650	295004	522405	203540	58228	258171	8276978	0.226142611580007	0.174009540810382	0.000625336294329161
TimbTan_0799	TimbTan_0802	1445245188	302989	52680	296246	538396	210913	52331	257806	8334718	0.212809563973312	0.164506689899637	0.000624057891773221
TimbTan_0799	TimbTan_0803	1445240367	305518	55745	301028	538856	200215	55845	256389	8351194	0.218029651041958	0.167107455121666	0.000627080166390148
TimbTan_0799	TimbTan_0804	1445308438	305340	57686	306454	533429	232769	57785	253675	8258710	0.225066917783962	0.173850415174226	0.00063993359301085
TimbTan_0799	TimbTan_0805	1445209163	306601	55854	298618	537998	201684	55570	260055	8378121	0.218386654148913	0.167645859308545	0.000627980278348286
TimbTan_0799	TimbTan_0806	1445676909	291439	53312	295376	512212	237607	51873	241435	7918858	0.22081733474462	0.172126924001567	0.000614466014486716
TimbTan_0799	TimbTan_0807	1445674321	296092	56206	300521	512763	239474	55125	241422	7919041	0.226655061169721	0.176057321635344	0.000622875102161849
TimbTan_0799	TimbTan_0808	1446723263	270025	54912	274838	452900	256917	55016	211005	6942936	0.241159564397029	0.188216480400538	0.000579127463937931
TimbTan_0799	TimbTan_0809	1445505442	302856	55614	297036	514004	216954	55693	249088	8101533	0.225563904212842	0.174595441031114	0.000619306742503952
TimbTan_0799	TimbTan_0810	1445676773	291970	52118	321940	519365	325842	49154	236318	7828723	0.222049699531273	0.178200266747259	0.000652091021400041
TimbTan_0799	TimbKen_0811	1445578094	328045	84005	402980	509668	255966	70400	230594	8012699	0.267566540590018	0.207464551652497	0.000699450889160114
TimbTan_0799	TimbKen_0812	1445649543	330482	91833	424793	508458	257177	72803	223101	7948742	0.275715857410686	0.213240583512824	0.00071222024245227
TimbTan_0799	TimbKen_0813	1445354214	383437	131327	471131	485278	219604	111800	237960	8289965	0.333618255575251	0.254219845070195	0.000784395128594591
TimbTan_0799	TimbKen_0814	1445658950	362096	121671	501526	489237	276431	88741	216810	7945593	0.313214146864503	0.242945660743369	0.000778657913603383
TimbTan_0799	TimbKen_0815	1445633822	324811	86364	413940	513429	269909	68998	226358	7943503	0.267706599727107	0.20794715576335	0.000707384984902182
TimbTan_0799	TimbKen_0816	1445549717	425596	90200	417587	369325	245070	73953	287731	8135178	0.320145735828493	0.261699892430433	0.000712291508285917
