P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
TspeZam	ScafKen	TimbEth	0.0483004	27.7613	2.3e-16	683905	517530	469839
TstrBot	ScafKen	TimbEth	0.0580365	39.5259	2.3e-16	669788	525163	467550
TstrNA-	ScafKen	TimbEth	0.0669242	43.535	2.3e-16	657344	528652	462332
TstrNam	ScafKen	TimbEth	0.0588613	40.5628	2.3e-16	669120	526075	467587
TstrRSA	ScafKen	TimbEth	0.0572264	38.2882	2.3e-16	662492	519536	463293
TstrTan	ScafKen	TimbEth	0.0561354	38.7404	2.3e-16	668933	524225	468498
TstrZam	ScafKen	TimbEth	0.0561494	38.7973	2.3e-16	668936	524149	468417
TstrZim	ScafKen	TimbEth	0.0559933	37.9376	2.3e-16	668421	524257	468660
TimbSom	TimbKen	ScafKen	0.0214833	13.0744	2.3e-16	939855	31122.9	29813.8
TimbTan	TimbKen	ScafKen	0.0107003	5.55201	2.82404e-08	941151	29212	28593.5
TimbUga	TimbKen	ScafKen	0.00800282	4.05782	4.95319e-05	940559	29666.6	29195.6
ToryBot	ScafKen	TimbKen	0.0509928	19.523	2.3e-16	664392	542286	489664
ToryEth	ScafKen	TimbKen	0.0503537	19.163	2.3e-16	664867	541693	489756
ToryKen	ScafKen	TimbKen	0.0508537	19.4604	2.3e-16	662411	540522	488207
ToryNam	ScafKen	TimbKen	0.0501971	19.0225	2.3e-16	664821	541683	489901
ToryRSA	ScafKen	TimbKen	0.0544873	19.4039	2.3e-16	616891	508211	455690
ToryTan	ScafKen	TimbKen	0.050872	19.3152	2.3e-16	664582	542125	489637
ToryZam	ScafKen	TimbKen	0.0506499	19.4281	2.3e-16	664644	542075	489811
ToryZim	ScafKen	TimbKen	0.0515785	19.7017	2.3e-16	663867	542933	489673
TscrGha	ScafKen	TimbKen	0.0269575	15.2917	2.3e-16	722078	464855	440450
TspeBot	ScafKen	TimbKen	0.0502116	32.5059	2.3e-16	695442	524328	474191
TspeCam	ScafKen	TimbKen	0.0519629	31.0017	2.3e-16	697135	526551	474532
TspeCon	ScafKen	TimbKen	0.0512784	30.0612	2.3e-16	696065	524404	473247
TspeDRC	ScafKen	TimbKen	0.0520868	32.1831	2.3e-16	696800	526529	474394
TspeGha	ScafKen	TimbKen	0.0503689	29.9694	2.3e-16	692360	521343	471342
TspeTan	ScafKen	TimbKen	0.0504897	30.7511	2.3e-16	695625	525324	474827
TspeZam	ScafKen	TimbKen	0.051069	30.0376	2.3e-16	684809	518408	468032
TstrBot	ScafKen	TimbKen	0.0617549	42.8479	2.3e-16	670983	526344	465116
TstrNA-	ScafKen	TimbKen	0.0705806	46.6772	2.3e-16	658519	529812	459953
TstrNam	ScafKen	TimbKen	0.0625817	43.9942	2.3e-16	670321	527262	465155
TstrRSA	ScafKen	TimbKen	0.0609568	41.5854	2.3e-16	663673	520710	460876
TstrTan	ScafKen	TimbKen	0.0598578	42.2697	2.3e-16	670134	525408	466061
TstrZam	ScafKen	TimbKen	0.0598692	42.1797	2.3e-16	670133	525330	465981
TstrZim	ScafKen	TimbKen	0.0597003	41.2453	2.3e-16	669614	525434	466231
TimbSom	TimbTan	ScafKen	0.0112494	4.85072	1.23012e-06	940023	31039.6	30349.1
TimbSom	TimbUga	ScafKen	0.0140119	5.73493	9.75548e-09	940956	30320.8	29482.8
ToryBot	ScafKen	TimbSom	0.0504017	19.0772	2.3e-16	665862	542448	490391
ToryEth	ScafKen	TimbSom	0.0497394	18.7237	2.3e-16	666320	541837	490489
ToryKen	ScafKen	TimbSom	0.0501923	18.9769	2.3e-16	663848	540653	488974
ToryNam	ScafKen	TimbSom	0.0495887	18.5855	2.3e-16	666288	541841	490641
ToryRSA	ScafKen	TimbSom	0.0539135	19.0205	2.3e-16	618272	508359	456348
ToryTan	ScafKen	TimbSom	0.0502031	18.8422	2.3e-16	666018	542253	490410
ToryZam	ScafKen	TimbSom	0.0499816	18.9733	2.3e-16	666083	542205	490585
ToryZim	ScafKen	TimbSom	0.0510008	19.2715	2.3e-16	665340	543097	490389
TscrGha	ScafKen	TimbSom	0.0272775	15.2693	2.3e-16	723649	465195	440490
TspeBot	ScafKen	TimbSom	0.051075	32.6845	2.3e-16	697291	524868	473858
TspeCam	ScafKen	TimbSom	0.0526802	31.0862	2.3e-16	698934	527040	474290
TspeCon	ScafKen	TimbSom	0.0520046	30.1221	2.3e-16	697859	524890	472996
TspeDRC	ScafKen	TimbSom	0.0527867	32.2601	2.3e-16	698589	527010	474161
TspeGha	ScafKen	TimbSom	0.0511951	29.9254	2.3e-16	694176	521857	471027
