NA	0.008275	0.007164	-0.000319	-0.000500	0.000832	0.005585	-0.004786	0.006509	-0.002942	-0.002387	0.003696	-0.004244	0.003539	-0.002885	0.002428	-0.021875	-0.008548	-0.004231	-0.004945	0.005028	-0.018985	0.001053	-0.006689	0.014357	-0.012980	0.007950	0.017122	-0.004294	0.004568	0.006751	-0.016622	0.001212	0.015311	0.011847	-0.005465	-0.002060	0.000082	-0.011258	0.001430	-0.000279	0.001470	0.001959	-0.003392	0.012401	
0.008275	NA	-0.024140	-0.001196	-0.002984	0.004241	-0.004830	-0.000807	0.003978	0.002190	0.001130	0.002537	-0.008585	0.010340	-0.004073	0.015080	-0.020814	-0.013236	-0.013969	0.002992	-0.021372	-0.003815	-0.013699	-0.028905	0.030788	-0.016355	-0.001356	0.000411	-0.002679	-0.004972	0.034442	0.085936	0.017001	-0.015806	-0.003273	-0.001449	-0.000006	-0.003784	-0.006687	0.011632	0.002354	-0.002432	0.002086	0.000388	-0.006031	
0.007164	-0.024140	NA	0.003160	0.001514	-0.004727	-0.000814	-0.007434	0.000920	0.002734	-0.004580	-0.001902	0.000149	-0.005061	0.006329	0.017464	0.012775	0.008477	0.000490	-0.002169	0.013574	0.005658	0.014639	0.011956	-0.008551	-0.008144	-0.028239	0.015729	-0.000907	0.008855	-0.012004	-0.028324	0.001793	-0.002576	0.004536	-0.009750	0.008928	-0.002361	-0.000096	0.004797	0.002179	0.000655	0.007354	-0.007872	0.001435	
-0.000319	-0.001196	0.003160	NA	-0.005348	0.005311	-0.002090	0.003040	-0.008064	-0.004140	0.005242	-0.005897	0.010990	0.001076	-0.005437	0.003704	0.005920	0.004427	0.001706	0.001143	-0.003564	0.000921	-0.002833	-0.005750	-0.001498	-0.000140	0.002645	-0.000893	-0.000391	-0.000263	-0.002947	0.004933	-0.007998	0.001142	-0.010289	0.007027	0.006841	-0.000813	0.006453	-0.002612	-0.000283	0.003279	-0.006574	0.003177	-0.002625	
-0.000500	-0.002984	0.001514	-0.005348	NA	0.003250	0.007074	0.000144	0.005726	0.000416	-0.008910	-0.001906	0.001554	-0.001121	0.001431	0.003888	0.000714	-0.010629	0.001406	-0.003407	0.004339	-0.004155	0.004274	0.008254	0.002432	-0.005620	-0.005473	0.001350	-0.002020	0.001616	0.006358	-0.002053	0.003528	-0.002112	0.011286	-0.008100	-0.006752	-0.000237	-0.006545	0.003152	0.002542	-0.000960	0.006532	-0.005441	-0.001867	
0.000832	0.004241	-0.004727	0.005311	0.003250	NA	-0.005073	-0.003213	0.002337	0.003768	0.003759	0.007901	-0.012673	0.000061	0.004041	-0.007682	-0.006703	0.006327	-0.003143	0.002311	-0.000804	0.003291	-0.001475	-0.002573	-0.000952	0.005850	0.002891	-0.000469	0.002447	-0.001377	-0.003477	-0.002891	0.004505	0.000995	-0.001072	0.001143	-0.000055	0.001058	0.000133	-0.000561	-0.002299	-0.002333	0.000014	0.002326	0.004550	
0.005585	-0.004830	-0.000814	-0.002090	0.007074	-0.005073	NA	0.017196	-0.001285	-0.003958	0.006329	-0.007284	0.007249	0.004333	-0.003686	0.001168	-0.000217	-0.002565	-0.001591	0.001826	-0.005365	0.003343	0.003786	0.000658	0.002454	0.007908	0.000108	-0.000227	-0.002571	0.000180	-0.002636	0.002392	0.000248	0.000576	-0.032728	-0.020185	-0.015984	0.002264	-0.022200	0.074897	-0.003798	-0.008538	0.005776	0.002878	-0.008558	
-0.004786	-0.000807	-0.007434	0.003040	0.000144	-0.003213	0.017196	NA	0.024201	0.003930	0.001483	0.001960	0.000699	-0.005347	0.002424	-0.005865	-0.001276	0.001873	-0.008313	0.004921	-0.003452	-0.005418	-0.005798	0.006204	0.008114	-0.005279	0.015718	-0.013527	0.004237	0.012963	0.001044	0.010637	-0.005387	0.002180	0.002142	0.009433	-0.016682	-0.014703	0.006120	-0.017254	-0.002949	0.000531	-0.005335	0.004711	0.001926	
0.006509	0.003978	0.000920	-0.008064	0.005726	0.002337	-0.001285	0.024201	NA	0.018999	0.019436	-0.000401	0.002299	0.002008	-0.003563	-0.003322	-0.000404	0.003210	0.002241	-0.000735	-0.001153	-0.008731	0.003040	0.000247	0.001898	-0.003492	0.004433	-0.000984	-0.005729	0.001642	-0.005269	0.004128	0.001929	-0.003546	0.005782	-0.000063	-0.023454	-0.013755	0.003086	-0.007990	-0.008910	0.003695	-0.000632	-0.003070	-0.001321	
-0.002942	0.002190	0.002734	-0.004140	0.000416	0.003768	-0.003958	0.003930	0.018999	NA	0.049837	0.003364	-0.002910	-0.005179	0.004211	0.002156	0.001743	-0.004068	0.004951	0.004595	-0.001285	-0.004017	0.008928	0.003990	-0.010815	-0.000243	-0.007305	0.007436	-0.003832	-0.008513	-0.002408	0.004884	0.004827	-0.000007	0.009506	-0.009318	-0.026388	-0.020189	0.004480	-0.003606	-0.012948	0.003245	-0.005564	0.002220	-0.003699	
