giant_eland	greater_kudu	lesser_kudu	1.49154e+06	518203	540613	1.35228e+06	1.37696e+06	2.99657e+06	1.32991e+06	2.32789e+06	2.02322e+06
giant_eland	greater_kudu	mountain_nyala	789574	851372	740644	1.77149e+06	1.37315e+06	1.95537e+06	1.88216e+06	1.42208e+06	2.0172e+06
giant_eland	greater_kudu	nyala	1.37245e+06	578493	616848	1.61826e+06	1.37028e+06	2.80745e+06	1.5799e+06	2.12588e+06	2.01345e+06
giant_eland	greater_kudu	sitatunga	779932	895491	663121	1.48207e+06	1.37691e+06	1.90755e+06	1.71431e+06	1.49372e+06	2.0231e+06
giant_eland	lesser_kudu	mountain_nyala	546049	1.57859e+06	559129	1.77182e+06	1.34852e+06	1.95571e+06	2.79115e+06	1.33544e+06	2.98829e+06
giant_eland	lesser_kudu	nyala	690405	865219	745293	1.61857e+06	1.34633e+06	2.80799e+06	1.73852e+06	1.29148e+06	2.98277e+06
giant_eland	lesser_kudu	sitatunga	515583	1.60471e+06	530864	1.48237e+06	1.35242e+06	1.90788e+06	2.55603e+06	1.33717e+06	2.997e+06
giant_eland	mountain_nyala	nyala	1.45634e+06	602931	668780	1.61393e+06	1.76345e+06	2.79987e+06	1.54811e+06	2.5509e+06	1.94638e+06
giant_eland	mountain_nyala	sitatunga	628931	682273	1.0987e+06	1.47866e+06	1.77175e+06	1.90231e+06	1.06211e+06	1.3019e+06	1.9556e+06
giant_eland	nyala	sitatunga	570106	1.47911e+06	619935	1.47508e+06	1.6185e+06	1.89882e+06	2.33419e+06	1.56867e+06	2.80785e+06
greater_kudu	lesser_kudu	mountain_nyala	535252	1.43572e+06	525953	1.88471e+06	1.32785e+06	1.4241e+06	2.79438e+06	1.33711e+06	2.32456e+06
greater_kudu	lesser_kudu	nyala	658498	849653	691134	1.58208e+06	1.32572e+06	2.12884e+06	1.74063e+06	1.29308e+06	2.31999e+06
greater_kudu	lesser_kudu	sitatunga	531051	1.36624e+06	523848	1.71662e+06	1.3317e+06	1.4959e+06	2.55896e+06	1.33888e+06	2.33109e+06
greater_kudu	mountain_nyala	nyala	1.30518e+06	599623	627211	1.57747e+06	1.87588e+06	2.12291e+06	1.54992e+06	2.55379e+06	1.41735e+06
greater_kudu	mountain_nyala	sitatunga	615360	547748	1.19638e+06	1.71202e+06	1.88462e+06	1.49165e+06	1.06341e+06	1.30357e+06	1.42404e+06
greater_kudu	nyala	sitatunga	604134	1.24406e+06	615586	1.70825e+06	1.582e+06	1.48884e+06	2.33679e+06	1.57056e+06	2.12877e+06
lesser_kudu	mountain_nyala	nyala	680194	722048	907742	1.73589e+06	2.78181e+06	1.28953e+06	1.5502e+06	2.5543e+06	1.33134e+06
lesser_kudu	mountain_nyala	sitatunga	436336	438477	1.92743e+06	2.55252e+06	2.79485e+06	1.33513e+06	1.06363e+06	1.30382e+06	1.33725e+06
lesser_kudu	nyala	sitatunga	708576	668663	878628	2.54712e+06	1.74091e+06	1.33314e+06	2.33727e+06	1.57084e+06	1.29325e+06
mountain_nyala	nyala	sitatunga	513473	1.76991e+06	497175	1.05838e+06	1.55011e+06	1.29778e+06	2.33119e+06	1.56639e+06	2.55419e+06
