P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
TspeBot	TbuxEth	TstrBot	0.0552318	21.4957	2.3e-16	1.18067e+06	607289	543716
TspeBot	TbuxEth	TstrNA-	0.0528765	20.6007	2.3e-16	1.1846e+06	596008	536144
TspeBot	TbuxEth	TstrNam	0.0551254	21.5157	2.3e-16	1.18028e+06	606422	543057
TspeBot	TbuxEth	TstrRSA	0.0546272	21.1484	2.3e-16	1.1713e+06	600499	538290
TspeBot	TbuxEth	TstrTan	0.0552323	21.2121	2.3e-16	1.17987e+06	606591	543092
TspeBot	TbuxEth	TstrZam	0.0535899	20.6726	2.3e-16	1.17238e+06	600153	539100
TspeBot	TbuxEth	TstrZim	0.0539667	21.0328	2.3e-16	1.1759e+06	602925	541181
TspeCon	TspeCam	TbuxEth	0.00370141	1.00887	0.313037	1.12685e+06	159593	158416
TspeCam	TspeDRC	TbuxEth	0.000628107	0.299373	0.764656	1.12364e+06	163358	163152
TspeGha	TspeCam	TbuxEth	0.00527275	1.34077	0.179996	1.1143e+06	167724	165965
TspeTan	TspeCam	TbuxEth	0.00367913	1.73404	0.0829112	1.10631e+06	179374	178059
TspeZam	TspeCam	TbuxEth	0.0151292	5.69967	1.2004e-08	1.10318e+06	172953	167797
TspeCam	TbuxEth	TstrBot	0.0578405	21.9669	2.3e-16	1.19019e+06	612288	545331
TspeCam	TbuxEth	TstrNA-	0.0554608	20.9205	2.3e-16	1.19411e+06	600930	537777
TspeCam	TbuxEth	TstrNam	0.0575983	21.8938	2.3e-16	1.18971e+06	611332	544744
TspeCam	TbuxEth	TstrRSA	0.0571862	21.4363	2.3e-16	1.18071e+06	605407	539911
TspeCam	TbuxEth	TstrTan	0.057816	21.6408	2.3e-16	1.18938e+06	611536	544688
TspeCam	TbuxEth	TstrZam	0.0561239	21.0906	2.3e-16	1.18182e+06	605059	540752
TspeCam	TbuxEth	TstrZim	0.0565157	21.2781	2.3e-16	1.18525e+06	607806	542779
TspeCon	TspeDRC	TbuxEth	0.0042433	1.18722	0.235142	1.12203e+06	163827	162442
TspeGha	TspeCon	TbuxEth	0.00178748	0.718077	0.47271	1.12275e+06	156995	156435
TspeTan	TspeCon	TbuxEth	0.000566046	0.151614	0.879491	1.10477e+06	178569	178367
TspeZam	TspeCon	TbuxEth	0.0114955	2.57547	0.0100104	1.10125e+06	172326	168409
TspeCon	TbuxEth	TstrBot	0.0557571	14.9038	2.3e-16	1.18641e+06	610177	545727
TspeCon	TbuxEth	TstrNA-	0.0534317	14.4017	2.3e-16	1.19034e+06	598926	538169
TspeCon	TbuxEth	TstrNam	0.0555021	14.8696	2.3e-16	1.18597e+06	609271	545196
TspeCon	TbuxEth	TstrRSA	0.0550877	14.7211	2.3e-16	1.17699e+06	603351	540348
TspeCon	TbuxEth	TstrTan	0.0557883	14.8875	2.3e-16	1.18564e+06	609479	545069
TspeCon	TbuxEth	TstrZam	0.0541012	14.4519	2.3e-16	1.17804e+06	603010	541112
TspeCon	TbuxEth	TstrZim	0.0544098	14.586	2.3e-16	1.18153e+06	605725	543212
TspeGha	TspeDRC	TbuxEth	0.00577706	1.57637	0.11494	1.1122e+06	169583	167635
TspeTan	TspeDRC	TbuxEth	0.00435906	1.99833	0.0456808	1.10647e+06	178436	176887
TspeZam	TspeDRC	TbuxEth	0.0155991	7.5363	4.83486e-14	1.10296e+06	172717	167412
TspeDRC	TbuxEth	TstrBot	0.058178	22.0767	2.3e-16	1.18983e+06	612071	544768
TspeDRC	TbuxEth	TstrNA-	0.0557719	21.2102	2.3e-16	1.1937e+06	600718	537251
TspeDRC	TbuxEth	TstrNam	0.0578856	21.9739	2.3e-16	1.18935e+06	611146	544264
TspeDRC	TbuxEth	TstrRSA	0.057523	21.5998	2.3e-16	1.18036e+06	605250	539406
TspeDRC	TbuxEth	TstrTan	0.0581219	21.7693	2.3e-16	1.18901e+06	611360	544197
TspeDRC	TbuxEth	TstrZam	0.0564803	21.4392	2.3e-16	1.18147e+06	604859	540186
TspeDRC	TbuxEth	TstrZim	0.0568102	21.4348	2.3e-16	1.18493e+06	607647	542318
TspeGha	TspeTan	TbuxEth	0.000957756	0.231337	0.817053	1.09794e+06	180978	180631
TspeZam	TspeGha	TbuxEth	0.00958592	2.3001	0.0214426	1.09394e+06	174927	171605
TspeGha	TbuxEth	TstrBot	0.0532365	13.7807	2.3e-16	1.17983e+06	606223	544939
TspeGha	TbuxEth	TstrNA-	0.0511111	13.3876	2.3e-16	1.18386e+06	595147	537268
TspeGha	TbuxEth	TstrNam	0.0531052	13.7013	2.3e-16	1.17945e+06	605383	544327
TspeGha	TbuxEth	TstrRSA	0.0526992	13.5353	2.3e-16	1.17046e+06	599486	539464
TspeGha	TbuxEth	TstrTan	0.0532327	13.7029	2.3e-16	1.179e+06	605478	544274
TspeGha	TbuxEth	TstrZam	0.051641	13.3675	2.3e-16	1.17155e+06	599093	540256
TspeGha	TbuxEth	TstrZim	0.0519091	13.5048	2.3e-16	1.17499e+06	601793	542399
TspeZam	TspeTan	TbuxEth	0.0107374	4.47922	7.49163e-06	1.09282e+06	179897	176075
TspeTan	TbuxEth	TstrBot	0.055612	22.3697	2.3e-16	1.18296e+06	608629	544501
TspeTan	TbuxEth	TstrNA-	0.0532654	21.5307	2.3e-16	1.18687e+06	597343	536925
TspeTan	TbuxEth	TstrNam	0.0555766	22.3612	2.3e-16	1.18261e+06	607816	543812
TspeTan	TbuxEth	TstrRSA	0.0550115	21.7142	2.3e-16	1.17361e+06	601821	539060
TspeTan	TbuxEth	TstrTan	0.0556539	22.1331	2.3e-16	1.18216e+06	607910	543812
TspeTan	TbuxEth	TstrZam	0.0538705	21.622	2.3e-16	1.17462e+06	601429	539943
TspeTan	TbuxEth	TstrZim	0.0542543	21.687	2.3e-16	1.17809e+06	604116	541937
TspeZam	TbuxEth	TstrBot	0.0545201	20.8666	2.3e-16	1.16816e+06	603158	540790
TspeZam	TbuxEth	TstrNA-	0.0522409	20.0272	2.3e-16	1.17213e+06	592069	533280
TspeZam	TbuxEth	TstrNam	0.0544844	20.8119	2.3e-16	1.16779e+06	602325	540082
TspeZam	TbuxEth	TstrRSA	0.0539246	20.5494	2.3e-16	1.15908e+06	596544	535499
TspeZam	TbuxEth	TstrTan	0.0545261	20.6448	2.3e-16	1.16737e+06	602455	540153
TspeZam	TbuxEth	TstrZam	0.0528234	20.2761	2.3e-16	1.15994e+06	596106	536289
TspeZam	TbuxEth	TstrZim	0.0532837	20.4476	2.3e-16	1.16342e+06	598827	538240
TstrNA-	TstrBot	TbuxEth	0.166391	54.4949	2.3e-16	1.3902e+06	67975.8	48581.7
TstrNam	TstrBot	TbuxEth	0.0089666	3.85251	0.000116916	1.4131e+06	47874.7	47023.8
TstrRSA	TstrBot	TbuxEth	0.00668282	2.65044	0.00803877	1.40038e+06	48674.7	48028.5
TstrTan	TstrBot	TbuxEth	0.00316116	1.16063	0.245792	1.41487e+06	46457.1	46164.4
TstrZam	TstrBot	TbuxEth	0.0219278	8.49282	2.3e-16	1.40157e+06	49182	47071.4
TstrZim	TstrBot	TbuxEth	0.0176551	8.31667	2.3e-16	1.40685e+06	48929.8	47232.1
TstrNA-	TstrNam	TbuxEth	0.152817	53.8966	2.3e-16	1.3861e+06	69916.5	51380.3
TstrNA-	TstrRSA	TbuxEth	0.151172	57.2915	2.3e-16	1.37374e+06	70601.5	52058.7
TstrNA-	TstrTan	TbuxEth	0.163554	43.211	2.3e-16	1.38906e+06	67889.1	48803.5
TstrNA-	TstrZam	TbuxEth	0.14184	45.5616	2.3e-16	1.3756e+06	68863.2	51754.7
TstrNA-	TstrZim	TbuxEth	0.145929	47.2956	2.3e-16	1.38079e+06	69050.9	51464.2
TstrNam	TstrRSA	TbuxEth	0.00189949	0.7436	0.457118	1.39945e+06	47800.8	47619.6
TstrNam	TstrTan	TbuxEth	0.00557402	2.6776	0.00741506	1.41096e+06	48878.1	48336.2
TstrZam	TstrNam	TbuxEth	0.0128668	4.88654	1.02621e-06	1.39723e+06	51369.3	50064.2
TstrZim	TstrNam	TbuxEth	0.00846308	3.75448	0.0001737	1.40269e+06	50980.8	50125.1
TstrRSA	TstrTan	TbuxEth	0.00363341	1.3279	0.18421	1.39799e+06	49985	49623
TstrZam	TstrRSA	TbuxEth	0.0140766	4.34444	1.39629e-05	1.38469e+06	52398.4	50943.7
TstrZim	TstrRSA	TbuxEth	0.0103332	3.74374	0.000181302	1.39028e+06	51739.6	50681.3
TstrZam	TstrTan	TbuxEth	0.0187231	6.60621	3.94277e-11	1.40038e+06	49190.1	47382
TstrZim	TstrTan	TbuxEth	0.0147766	4.91346	8.94844e-07	1.40602e+06	48631.6	47215.4
TstrZam	TstrZim	TbuxEth	0.00423623	1.52363	0.127601	1.39205e+06	50464	50038.2
TderCha	TderSSu	TderCam	0.0341236	6.56621	5.1613e-11	35212.7	43020.2	40181.1
TderUga	TderCha	TderCam	0.027357	4.00202	6.28038e-05	35275.1	45229.5	42820.7
TderCha	TderCam	TimbAby	0.0263126	9.41574	2.3e-16	2.97307e+06	28216.5	26769.7
TderCha	TderCam	TimbEth	0.0282499	10.8288	2.3e-16	2.9074e+06	27617.2	26099.7
TderCha	TderCam	TimbKen	0.0284	11.0129	2.3e-16	2.96801e+06	28244.7	26684.7
TderCha	TderCam	TimbSom	0.0285687	10.6095	2.3e-16	2.9725e+06	28295.6	26723.7
TderCha	TderCam	TimbTan	0.0291716	10.9476	2.3e-16	2.97402e+06	28314.4	26709.2
TderCha	TderCam	TimbUga	0.0272871	9.94982	2.3e-16	2.89033e+06	27124.1	25683.2
TderCha	TderCam	ToryBot	0.0975261	22.1052	2.3e-16	797635	38089.4	31320.2
TderCha	TderCam	ToryEth	0.0984093	21.2467	2.3e-16	800119	38308.4	31444.1
TderCha	TderCam	ToryKen	0.0990923	28.7735	2.3e-16	787798	37599.6	30819.8
TderCha	TderCam	ToryNam	0.0960499	21.3968	2.3e-16	800486	38242.7	31540
TderCha	TderCam	ToryRSA	0.0979292	22.5128	2.3e-16	752771	35689.8	29323.1
TderCha	TderCam	ToryTan	0.0967531	23.5961	2.3e-16	798935	38016.5	31309
TderCha	TderCam	ToryZam	0.0953099	22.4759	2.3e-16	798938	38160	31518.9
TderCha	TderCam	ToryZim	0.0992683	23.3475	2.3e-16	789791	37282.6	30549.1
TderCha	TderCam	TscrGha	0.0680305	18.5575	2.3e-16	2.08106e+06	30626.4	26724.7
TderCha	TderCam	TspeBot	0.0673798	18.8413	2.3e-16	1.89491e+06	33044.5	28872.5
TderCha	TderCam	TspeCam	0.0656601	18.8472	2.3e-16	1.90401e+06	33242	29145.6
TderCha	TderCam	TspeCon	0.0645914	19.2485	2.3e-16	1.89913e+06	33124.6	29105.1
TderCha	TderCam	TspeDRC	0.0657051	19.8795	2.3e-16	1.90314e+06	33190.2	29097.6
TderCha	TderCam	TspeGha	0.0670108	20.0781	2.3e-16	1.89243e+06	32998.7	28853.9
TderCha	TderCam	TspeTan	0.067383	18.9349	2.3e-16	1.89809e+06	33093.9	28915.5
TderCha	TderCam	TspeZam	0.0659108	18.6627	2.3e-16	1.88438e+06	32671.5	28631
TderCha	TderCam	TstrBot	0.0584298	19.0736	2.3e-16	2.01622e+06	32098.6	28554.6
TderCha	TderCam	TstrNA-	0.0590478	18.4636	2.3e-16	2.0188e+06	31657.5	28127.4
TderCha	TderCam	TstrNam	0.0576803	20.181	2.3e-16	2.01559e+06	32011.3	28519.9
TderCha	TderCam	TstrRSA	0.055491	19.7043	2.3e-16	2.00205e+06	31590.6	28268.9
TderCha	TderCam	TstrTan	0.0601045	19.8026	2.3e-16	2.01504e+06	32114.6	28473
TderCha	TderCam	TstrZam	0.0573522	19.8916	2.3e-16	2.00448e+06	31729.3	28287.2
TderCha	TderCam	TstrZim	0.0586943	19.4685	2.3e-16	2.01041e+06	31908.2	28370.2
TderCam	TderUga	TderSSu	0.0106746	2.10032	0.0357004	34697	40828.9	39966.4
TderSSu	TderCam	TimbAby	0.00926177	2.66956	0.00759502	2.98192e+06	27027	26531
TderSSu	TderCam	TimbEth	0.0101212	2.93344	0.0033523	2.91602e+06	26414.3	25885
TderSSu	TderCam	TimbKen	0.0103976	3.07442	0.00210913	2.97684e+06	27012.8	26456.8
TderSSu	TderCam	TimbSom	0.0102312	2.95866	0.00308976	2.98131e+06	27059	26510.9
TderSSu	TderCam	TimbTan	0.0105607	3.10389	0.00190993	2.98285e+06	27084.4	26518.4
TderSSu	TderCam	TimbUga	0.00954072	2.72336	0.00646225	2.89905e+06	25950.9	25460.4
TderSSu	TderCam	ToryBot	0.0192514	3.8903	0.000100119	798150	34212	32919.6
TderSSu	TderCam	ToryEth	0.0193071	4.50586	6.61053e-06	800627	34380.1	33077.7
TderSSu	TderCam	ToryKen	0.0217556	4.99367	5.92412e-07	788390	33856	32414.2
TderSSu	TderCam	ToryNam	0.0185881	4.22351	2.40525e-05	801056	34376.4	33121.8
TderSSu	TderCam	ToryRSA	0.019348	4.19465	2.73292e-05	753238	32062.1	30845
TderSSu	TderCam	ToryTan	0.0195141	4.79977	1.58847e-06	799475	34178	32869.6
TderSSu	TderCam	ToryZam	0.0187741	4.37541	1.21202e-05	799520	34331.6	33066.3
TderSSu	TderCam	ToryZim	0.0228461	6.19903	5.68134e-10	790395	33561.6	32062.4
TderSSu	TderCam	TscrGha	0.00611581	1.79586	0.0725166	2.08573e+06	28234.1	27890.9
TderSSu	TderCam	TspeBot	0.0095504	2.55864	0.0105081	1.89894e+06	30397.6	29822.4
TderSSu	TderCam	TspeCam	0.00654469	1.66486	0.0959414	1.90804e+06	30573.3	30175.7
TderSSu	TderCam	TspeCon	0.00608374	1.67784	0.0933787	1.90315e+06	30463	30094.6
TderSSu	TderCam	TspeDRC	0.00624773	1.61336	0.106667	1.90717e+06	30490.3	30111.7
TderSSu	TderCam	TspeGha	0.00828604	2.29247	0.0218784	1.89647e+06	30385.7	29886.3
TderSSu	TderCam	TspeTan	0.00815205	2.2939	0.0217965	1.90207e+06	30443.1	29950.7
TderSSu	TderCam	TspeZam	0.00804265	2.20315	0.0275843	1.88837e+06	30065.2	29585.5
TderSSu	TderCam	TstrBot	0.0106552	3.53349	0.000410107	2.02092e+06	29854.3	29224.8
TderSSu	TderCam	TstrNA-	0.0109602	3.90681	9.35215e-05	2.02353e+06	29466.5	28827.6
TderSSu	TderCam	TstrNam	0.0110841	4.01905	5.84339e-05	2.02033e+06	29813.4	29159.7
TderSSu	TderCam	TstrRSA	0.00849895	3.11103	0.00186435	2.0067e+06	29378.6	28883.5
TderSSu	TderCam	TstrTan	0.0117899	4.08409	4.42507e-05	2.01972e+06	29855.8	29160
TderSSu	TderCam	TstrZam	0.00981342	3.57127	0.000355248	2.00916e+06	29517.6	28943.9
TderSSu	TderCam	TstrZim	0.010871	3.84393	0.000121077	2.01506e+06	29676.6	29038.4
TderUga	TderCam	TimbAby	0.0164788	5.7614	8.34172e-09	2.9755e+06	28898.9	27961.9
TderUga	TderCam	TimbEth	0.0184395	6.17076	6.79633e-10	2.90979e+06	28262.4	27239
TderUga	TderCam	TimbKen	0.0181234	6.17163	6.75892e-10	2.97041e+06	28898.5	27869.7
TderUga	TderCam	TimbSom	0.018282	6.28794	3.21699e-10	2.9749e+06	28959.8	27919.9
TderUga	TderCam	TimbTan	0.0185735	6.31825	2.64549e-10	2.97642e+06	28975	27918.3
TderUga	TderCam	TimbUga	0.0182297	6.08796	1.1436e-09	2.89268e+06	27845.1	26848.1
TderUga	TderCam	ToryBot	0.0584642	16.3219	2.3e-16	795901	37797.2	33621.8
TderUga	TderCam	ToryEth	0.0593294	19.7928	2.3e-16	798421	38038.4	33777.6
TderUga	TderCam	ToryKen	0.0612167	20.0719	2.3e-16	786179	37386	33072.7
TderUga	TderCam	ToryNam	0.0585891	17.5916	2.3e-16	798839	38012.5	33804.8
TderUga	TderCam	ToryRSA	0.0588242	16.6238	2.3e-16	751123	35425.9	31489.6
TderUga	TderCam	ToryTan	0.0577673	19.1264	2.3e-16	797224	37733.3	33611.9
TderUga	TderCam	ToryZam	0.0569476	18.2638	2.3e-16	797220	37890.6	33807.6
TderUga	TderCam	ToryZim	0.0579004	21.0504	2.3e-16	788074	36945.2	32901.1
TderUga	TderCam	TscrGha	0.0342833	12.1517	2.3e-16	2.08148e+06	30773.3	28733.2
TderUga	TderCam	TspeBot	0.0373256	16.4231	2.3e-16	1.89494e+06	33219.8	30829.1
TderUga	TderCam	TspeCam	0.0351347	12.4708	2.3e-16	1.90399e+06	33414.7	31146.4
TderUga	TderCam	TspeCon	0.0336813	12.2289	2.3e-16	1.8991e+06	33273.8	31105.4
TderUga	TderCam	TspeDRC	0.0351056	12.5061	2.3e-16	1.90314e+06	33343.8	31082.1
TderUga	TderCam	TspeGha	0.0368602	12.8805	2.3e-16	1.89247e+06	33236.8	30873.7
TderUga	TderCam	TspeTan	0.0355176	14.5515	2.3e-16	1.89806e+06	33270.2	30987.9
TderUga	TderCam	TspeZam	0.0361817	14.6867	2.3e-16	1.88435e+06	32882.7	30586.3
TderUga	TderCam	TstrBot	0.0319774	12.4972	2.3e-16	2.01654e+06	32375	30368.6
TderUga	TderCam	TstrNA-	0.0310517	11.8038	2.3e-16	2.01914e+06	31908.7	29986.8
TderUga	TderCam	TstrNam	0.0314614	12.1994	2.3e-16	2.01593e+06	32304.9	30334.1
TderUga	TderCam	TstrRSA	0.028461	10.7044	2.3e-16	2.0023e+06	31833.4	30071.5
TderUga	TderCam	TstrTan	0.0331631	12.8321	2.3e-16	2.01535e+06	32369	30291
TderUga	TderCam	TstrZam	0.0301401	11.8693	2.3e-16	2.00478e+06	32000.3	30127.7
TderUga	TderCam	TstrZim	0.031515	12.7924	2.3e-16	2.01069e+06	32165.7	30200.2
TimbAby	TimbEth	TderCam	0.0622857	16.1449	2.3e-16	1.3239e+06	35415.2	31262.1
TimbAby	TimbKen	TderCam	0.0236166	8.57575	2.3e-16	1.35015e+06	32314.9	30823.8
TimbAby	TimbSom	TderCam	0.0128755	6.27389	3.52127e-10	1.35284e+06	30998	30209.9
TimbTan	TimbAby	TderCam	0.00278802	0.892981	0.371867	1.35305e+06	31022.2	30849.7
TimbAby	TimbUga	TderCam	0.0280924	8.70162	2.3e-16	1.31854e+06	34123.5	32258.7
TderCam	ToryBot	TimbAby	0.0529395	31.0334	2.3e-16	2.41819e+06	269517	242415
TderCam	ToryEth	TimbAby	0.0527873	29.6728	2.3e-16	2.42989e+06	270400	243284
TderCam	ToryKen	TimbAby	0.0524117	26.7606	2.3e-16	2.38377e+06	265385	238952
TderCam	ToryNam	TimbAby	0.0524078	28.2688	2.3e-16	2.42789e+06	270624	243671
TderCam	ToryRSA	TimbAby	0.0505852	27.8107	2.3e-16	2.26488e+06	251737	227495
TderCam	ToryTan	TimbAby	0.052595	27.2296	2.3e-16	2.4152e+06	269563	242625
TderCam	ToryZam	TimbAby	0.0515321	23.8985	2.3e-16	2.42632e+06	269724	243288
TderCam	ToryZim	TimbAby	0.0503997	26.4864	2.3e-16	2.34923e+06	264446	239069
TderCam	TscrGha	TimbAby	0.0164063	10.7113	2.3e-16	1.26235e+06	572499	554017
TderCam	TspeBot	TimbAby	0.0158311	8.94734	2.3e-16	1.57974e+06	522701	506409
TderCam	TspeCam	TimbAby	0.0135889	7.74798	9.33628e-15	1.58901e+06	525155	511074
TderCam	TspeCon	TimbAby	0.0148226	9.68603	2.3e-16	1.58913e+06	524426	509106
TderCam	TspeDRC	TimbAby	0.0132956	7.73361	1.0454e-14	1.5881e+06	524861	511087
TderCam	TspeGha	TimbAby	0.0166452	11.5197	2.3e-16	1.58191e+06	522540	505429
TderCam	TspeTan	TimbAby	0.0150061	8.61454	2.3e-16	1.58141e+06	523727	508241
TderCam	TspeZam	TimbAby	0.0156888	9.61864	2.3e-16	1.56313e+06	518951	502919
TderCam	TstrBot	TimbAby	0.0207746	10.5493	2.3e-16	1.47776e+06	534692	512929
TderCam	TstrNA-	TimbAby	0.0117203	5.64428	1.65875e-08	1.4513e+06	528451	516208
TderCam	TstrNam	TimbAby	0.0202426	10.3747	2.3e-16	1.47559e+06	534031	512839
TderCam	TstrRSA	TimbAby	0.0216285	10.8855	2.3e-16	1.46089e+06	529769	507338
TderCam	TstrTan	TimbAby	0.0206865	10.664	2.3e-16	1.47588e+06	534081	512432
TderCam	TstrZam	TimbAby	0.022378	11.8118	2.3e-16	1.46078e+06	530882	507642
TderCam	TstrZim	TimbAby	0.0210146	10.94	2.3e-16	1.46814e+06	532207	510299
TimbKen	TimbEth	TderCam	0.041862	10.9993	2.3e-16	1.32287e+06	33885.1	31162.1
TimbSom	TimbEth	TderCam	0.0535182	13.7245	2.3e-16	1.32538e+06	33421.8	30026.2
TimbTan	TimbEth	TderCam	0.0676137	13.6444	2.3e-16	1.32598e+06	33890.4	29597.7
TimbUga	TimbEth	TderCam	0.0350369	8.37159	2.3e-16	1.29561e+06	32115.1	29940.9
TderCam	ToryBot	TimbEth	0.0534969	32.6821	2.3e-16	2.3639e+06	263157	236431
TderCam	ToryEth	TimbEth	0.0533917	31.7838	2.3e-16	2.37533e+06	264019	237256
TderCam	ToryKen	TimbEth	0.0527807	28.0925	2.3e-16	2.33029e+06	259072	233095
TderCam	ToryNam	TimbEth	0.0531281	30.3854	2.3e-16	2.37338e+06	264242	237581
TderCam	ToryRSA	TimbEth	0.0513528	28.6564	2.3e-16	2.21412e+06	245881	221861
TderCam	ToryTan	TimbEth	0.0529577	28.3544	2.3e-16	2.36102e+06	263120	236653
TderCam	ToryZam	TimbEth	0.0519279	25.2324	2.3e-16	2.37189e+06	263337	237338
TderCam	ToryZim	TimbEth	0.0510481	28.1087	2.3e-16	2.29683e+06	258295	233205
TderCam	TscrGha	TimbEth	0.0156622	10.1243	2.3e-16	1.23275e+06	558268	541050
TderCam	TspeBot	TimbEth	0.0170913	9.49246	2.3e-16	1.5419e+06	510588	493428
TderCam	TspeCam	TimbEth	0.0146219	8.30667	2.3e-16	1.55093e+06	512815	498035
TderCam	TspeCon	TimbEth	0.0156963	10.3812	2.3e-16	1.55115e+06	512060	496234
TderCam	TspeDRC	TimbEth	0.0142777	8.20611	2.3e-16	1.55009e+06	512501	498072
TderCam	TspeGha	TimbEth	0.017771	12.3366	2.3e-16	1.54417e+06	510356	492534
TderCam	TspeTan	TimbEth	0.0161724	9.33441	2.3e-16	1.54354e+06	511520	495239
TderCam	TspeZam	TimbEth	0.016778	10.2344	2.3e-16	1.52581e+06	506797	490071
TderCam	TstrBot	TimbEth	0.0228618	11.5908	2.3e-16	1.44219e+06	523230	499841
TderCam	TstrNA-	TimbEth	0.0139154	6.70695	1.98728e-11	1.41647e+06	517175	502980
TderCam	TstrNam	TimbEth	0.0222937	11.3853	2.3e-16	1.44009e+06	522524	499734
TderCam	TstrRSA	TimbEth	0.023618	11.8507	2.3e-16	1.42577e+06	518341	494421
TderCam	TstrTan	TimbEth	0.0228372	11.8189	2.3e-16	1.44034e+06	522637	499298
TderCam	TstrZam	TimbEth	0.0244225	12.8492	2.3e-16	1.42568e+06	519508	494738
TderCam	TstrZim	TimbEth	0.0231388	11.956	2.3e-16	1.43283e+06	520828	497270
TimbSom	TimbKen	TderCam	0.0116488	4.09768	4.17316e-05	1.35181e+06	30090.1	29397.2
TimbTan	TimbKen	TderCam	0.0282205	7.37219	1.67853e-13	1.35265e+06	30379.4	28711.8
TimbKen	TimbUga	TderCam	0.00640916	2.04176	0.041175	1.3175e+06	32504.5	32090.5
TderCam	ToryBot	TimbKen	0.053152	31.3274	2.3e-16	2.41372e+06	269189	242017
TderCam	ToryEth	TimbKen	0.0531448	30.0149	2.3e-16	2.42536e+06	270119	242857
TderCam	ToryKen	TimbKen	0.0526244	27.4852	2.3e-16	2.37934e+06	265066	238563
TderCam	ToryNam	TimbKen	0.0525902	28.5682	2.3e-16	2.42338e+06	270278	243270
TderCam	ToryRSA	TimbKen	0.0509914	28.2224	2.3e-16	2.26066e+06	251497	227093
TderCam	ToryTan	TimbKen	0.0527605	27.629	2.3e-16	2.4107e+06	269224	242239
TderCam	ToryZam	TimbKen	0.0517667	24.2523	2.3e-16	2.4218e+06	269399	242880
TderCam	ToryZim	TimbKen	0.0508122	27.2645	2.3e-16	2.3449e+06	264195	238645
TderCam	TscrGha	TimbKen	0.0165292	10.7424	2.3e-16	1.25923e+06	571705	553112
TderCam	TspeBot	TimbKen	0.0165883	9.45202	2.3e-16	1.5758e+06	522312	505266
TderCam	TspeCam	TimbKen	0.0141976	8.16747	3.14961e-16	1.58509e+06	524671	509982
TderCam	TspeCon	TimbKen	0.0154797	10.4247	2.3e-16	1.5852e+06	524002	508026
TderCam	TspeDRC	TimbKen	0.0139241	8.15792	3.40873e-16	1.58419e+06	524377	509974
TderCam	TspeGha	TimbKen	0.0173342	12.241	2.3e-16	1.57797e+06	522087	504295
TderCam	TspeTan	TimbKen	0.0157368	9.02041	2.3e-16	1.57744e+06	523332	507116
TderCam	TspeZam	TimbKen	0.0162945	10.022	2.3e-16	1.55924e+06	518441	501816
TderCam	TstrBot	TimbKen	0.0217556	11.0746	2.3e-16	1.47394e+06	534448	511689
TderCam	TstrNA-	TimbKen	0.0126809	6.10441	1.03181e-09	1.44756e+06	528214	514985
TderCam	TstrNam	TimbKen	0.0210885	10.7534	2.3e-16	1.47183e+06	533691	511646
TderCam	TstrRSA	TimbKen	0.022451	11.1949	2.3e-16	1.45717e+06	529437	506186
TderCam	TstrTan	TimbKen	0.0216361	11.1576	2.3e-16	1.47208e+06	533828	511218
TderCam	TstrZam	TimbKen	0.0232798	12.3142	2.3e-16	1.45705e+06	530587	506445
TderCam	TstrZim	TimbKen	0.0219472	11.4007	2.3e-16	1.46437e+06	531944	509096
TimbTan	TimbSom	TderCam	0.0166429	4.46277	8.09077e-06	1.35493e+06	29506.9	28540.8
TimbSom	TimbUga	TderCam	0.0170662	6.857	7.03209e-12	1.32006e+06	31982.8	30909.4
TderCam	ToryBot	TimbSom	0.0527598	31.1092	2.3e-16	2.41764e+06	269523	242508
TderCam	ToryEth	TimbSom	0.0526596	29.8342	2.3e-16	2.42934e+06	270444	243386
TderCam	ToryKen	TimbSom	0.0520968	26.4117	2.3e-16	2.38323e+06	265363	239083
TderCam	ToryNam	TimbSom	0.0521249	28.3348	2.3e-16	2.42735e+06	270600	243788
TderCam	ToryRSA	TimbSom	0.0505599	28.593	2.3e-16	2.26434e+06	251798	227562
TderCam	ToryTan	TimbSom	0.0522234	27.1058	2.3e-16	2.41471e+06	269534	242779
TderCam	ToryZam	TimbSom	0.0512849	23.8786	2.3e-16	2.42581e+06	269718	243403
TderCam	ToryZim	TimbSom	0.0502296	26.6628	2.3e-16	2.34874e+06	264474	239176
TderCam	TscrGha	TimbSom	0.0165206	10.954	2.3e-16	1.2616e+06	572585	553973
TderCam	TspeBot	TimbSom	0.0158612	8.9343	2.3e-16	1.57901e+06	522747	506423
TderCam	TspeCam	TimbSom	0.0135178	7.72211	1.1442e-14	1.58831e+06	525123	511115
TderCam	TspeCon	TimbSom	0.0146859	9.74519	2.3e-16	1.58847e+06	524373	509194
TderCam	TspeDRC	TimbSom	0.0132467	7.68204	1.5658e-14	1.5874e+06	524837	511114
TderCam	TspeGha	TimbSom	0.0166665	11.5757	2.3e-16	1.58118e+06	522553	505420
TderCam	TspeTan	TimbSom	0.0149617	8.55442	2.3e-16	1.58072e+06	523727	508286
TderCam	TspeZam	TimbSom	0.0156107	9.52075	2.3e-16	1.56241e+06	518898	502947
TderCam	TstrBot	TimbSom	0.0207068	10.4169	2.3e-16	1.47714e+06	534720	513025
TderCam	TstrNA-	TimbSom	0.0116665	5.56177	2.67049e-08	1.45068e+06	528487	516298
