NA	-0.000592	0.005235	0.003248	-0.001036	-0.001345	0.001399	0.000020	-0.002668	0.001063	0.001275	0.002341	0.000926	0.001843	-0.000383	0.001251	0.000842	0.003079	0.000527	-0.004070	0.000188	-0.000336	-0.000179	0.000971	0.001879	-0.001799	0.004206	-0.000354	-0.003401	-0.000115	-0.004173	0.002435	-0.000063	-0.002969	-0.000066	-0.000214	0.001631	0.001721	0.000049	0.000728	0.001799	0.001713	0.001056	-0.004383	-0.005099	0.003329	-0.001620	-0.000513	-0.001110	-0.001649	-0.001006	-0.012222	-0.006225	0.003469	0.004395	-0.011458	-0.007961	0.001797	-0.001206	-0.004384	-0.007357	0.000654	-0.000902	0.006128	-0.000593	-0.009854	-0.005554	0.000086	-0.006830	-0.009443	-0.002206	-0.004474	-0.006978	-0.002271	-0.001581	-0.010526	-0.006076	0.005529	0.022754	0.018346	0.024724	0.020929	0.000498	-0.005376	0.001849	
-0.000592	NA	-0.031406	-0.023741	-0.059039	-0.019719	-0.011657	-0.014512	0.004416	-0.031576	-0.001606	-0.051404	-0.001466	0.000906	0.005698	0.003462	0.003575	-0.002386	-0.002861	0.000039	-0.005925	-0.000681	-0.000373	-0.003222	-0.000267	0.001179	0.002814	-0.004387	0.013312	0.014030	0.023691	0.022315	0.016219	0.007646	0.008575	0.008765	0.010203	0.009929	0.022789	0.016612	0.022926	0.014331	0.022535	0.023553	0.022044	-0.008695	-0.014552	-0.005297	-0.004674	-0.014298	-0.002413	0.001551	-0.001798	-0.000943	-0.000913	-0.001231	-0.003481	-0.008818	-0.001666	-0.000248	0.000735	0.002045	-0.001206	0.002014	-0.003546	-0.000206	0.002101	-0.002271	0.000888	0.000378	0.003043	0.001282	-0.001747	0.001423	0.001623	-0.001162	0.003067	0.001245	0.001356	-0.000174	0.000216	0.001537	0.006336	-0.000993	0.000901	
0.005235	-0.031406	NA	-0.101763	0.137550	0.252682	-0.085782	-0.092237	-0.061842	0.226708	-0.072473	0.204201	0.200152	-0.004081	-0.002403	-0.001488	0.000368	0.004860	-0.003083	0.000331	0.001503	0.002125	0.002410	-0.001722	-0.000783	-0.001283	0.002553	0.006416	-0.018086	-0.020270	-0.069813	-0.046903	-0.069843	-0.017645	0.003333	0.003458	0.000274	0.000189	-0.051265	-0.053175	-0.045361	-0.046500	-0.044941	-0.040985	-0.031035	-0.003615	0.004794	-0.000828	0.000085	0.004797	0.000095	-0.000021	-0.000154	-0.002271	-0.000963	0.002653	0.002479	-0.001541	-0.002586	0.000285	0.000774	-0.000751	0.001607	0.002564	-0.001244	-0.003700	0.000226	-0.000383	-0.000956	-0.000589	-0.001587	0.000526	0.001788	0.003482	0.003772	0.002592	-0.000618	-0.001519	-0.000125	-0.001837	0.001003	-0.002583	-0.002723	-0.002040	0.001950	
0.003248	-0.023741	-0.101763	NA	0.041280	-0.081100	0.156326	0.185232	-0.046696	-0.084577	0.033098	0.101202	0.190729	-0.003991	-0.004159	0.001951	-0.000795	-0.000127	0.000800	0.001124	0.001770	0.003677	-0.001121	-0.001859	0.000411	0.002679	0.002665	0.000460	-0.014274	-0.015992	-0.045875	-0.035449	-0.050822	-0.017990	-0.000058	-0.000057	-0.004778	-0.004615	-0.025276	-0.018974	-0.032144	-0.028304	-0.023157	-0.032559	-0.032432	0.000437	0.009582	0.002895	-0.002414	0.009478	0.000685	-0.000982	0.000908	0.001152	0.002188	-0.000472	0.004505	0.003325	0.000222	0.000395	0.000161	0.000766	-0.000924	-0.001675	0.000046	0.003732	-0.001787	-0.002974	0.001511	0.001150	-0.002343	0.000818	-0.001233	0.001145	0.000759	-0.003744	-0.000924	-0.001374	-0.002098	0.001337	-0.001686	0.001198	0.002085	-0.001633	-0.001204	
-0.001036	-0.059039	0.137550	0.041280	NA	0.222536	0.050349	0.092377	-0.085117	0.167115	0.118615	0.317070	-0.094411	-0.000654	-0.000890	-0.000521	0.000340	-0.000159	0.004850	0.006170	0.000752	0.000830	0.000455	-0.001882	0.000320	0.000385	-0.001289	0.001932	-0.025467	-0.030807	-0.092415	-0.081851	-0.089142	-0.032306	0.002656	0.002389	-0.000210	-0.000416	-0.072573	-0.070271	-0.086066	-0.077403	-0.077934	-0.066661	-0.074290	0.004933	0.005039	0.001417	0.001943	0.005132	-0.000626	0.001104	-0.000594	0.001009	-0.000658	0.000729	0.003211	0.002608	0.000523	0.001450	-0.000334	-0.001577	-0.001044	-0.000819	-0.002904	0.000940	0.002698	0.001064	0.002063	0.001732	0.000053	-0.000601	-0.000607	-0.001094	-0.000749	-0.000629	-0.003569	-0.000761	0.000184	0.000539	-0.001317	-0.001507	0.000581	-0.000643	0.002676	
-0.001345	-0.019719	0.252682	-0.081100	0.222536	NA	-0.027259	-0.077650	-0.043847	0.163568	-0.055731	0.196548	-0.055222	-0.003290	0.000739	-0.000750	0.000113	0.002060	0.001229	0.004992	0.000109	0.000545	0.002828	0.002193	0.001476	-0.005514	-0.001990	0.003737	-0.014527	-0.014164	-0.053370	-0.046932	-0.055160	-0.013199	0.000684	0.000336	0.001887	0.001910	-0.040860	-0.040136	-0.038814	-0.037635	-0.027576	-0.028585	-0.034912	0.003337	0.002834	-0.001088	-0.001526	0.002764	-0.000202	-0.000280	-0.001766	-0.000007	-0.000642	0.001033	-0.002033	-0.000315	-0.003846	0.002448	0.002061	0.001677	0.000365	0.002936	-0.002633	-0.000238	0.003783	0.000305	-0.000390	-0.001608	-0.001792	-0.001497	0.000051	0.000912	0.000549	0.001798	0.003113	-0.001766	-0.002143	-0.000328	0.001123	0.000542	-0.001774	-0.000240	0.000591	
0.001399	-0.011657	-0.085782	0.156326	0.050349	-0.027259	NA	0.252989	-0.019317	-0.082063	0.073004	-0.063856	-0.032232	-0.000203	0.000874	0.002028	0.002012	0.003674	-0.001151	0.000912	-0.006065	0.001454	-0.000499	-0.001200	0.003290	-0.002039	-0.001339	-0.000334	-0.004086	-0.010654	-0.038589	-0.025924	-0.042192	-0.007124	-0.000353	-0.000771	-0.004261	-0.004557	-0.009913	-0.018078	0.012360	-0.019035	-0.021573	-0.012451	-0.015431	0.002494	0.007413	-0.001208	0.000018	0.007361	0.000408	-0.000481	-0.001222	0.001045	-0.000056	-0.000884	0.002160	0.001626	-0.002858	-0.001058	0.003456	0.003901	-0.001728	-0.001962	0.002852	0.000521	-0.000589	0.002218	0.002662	0.001111	-0.002245	-0.001804	-0.001480	0.000719	0.000460	0.002752	-0.000967	0.000807	0.002090	-0.002616	-0.000948	-0.002145	0.000378	-0.001888	-0.003524	
0.000020	-0.014512	-0.092237	0.185232	0.092377	-0.077650	0.252989	NA	-0.035614	-0.078798	0.098367	-0.000875	-0.040963	-0.002060	-0.000861	0.000595	0.001020	-0.000119	0.000660	-0.000464	-0.001043	0.001900	0.000012	-0.000636	0.001274	0.001004	0.000462	0.001208	-0.011269	-0.012301	-0.046143	-0.022599	-0.043408	-0.010183	0.000979	0.000564	-0.002089	-0.002269	-0.020606	-0.011276	-0.025705	-0.021090	-0.019060	-0.024101	-0.019946	0.002997	0.004795	-0.000826	0.000635	0.004605	0.001804	0.001911	0.002857	0.000150	0.001143	-0.000034	0.002163	0.001818	-0.001910	0.001306	0.000765	0.001972	0.000205	-0.000227	0.002012	0.000769	-0.000743	-0.001750	0.000740	0.004175	-0.004039	-0.001792	0.000387	-0.002993	-0.002449	-0.000240	-0.000697	0.000953	-0.001456	-0.003341	-0.004065	-0.000502	0.000180	0.002954	-0.000663	
-0.002668	0.004416	-0.061842	-0.046696	-0.085117	-0.043847	-0.019317	-0.035614	NA	0.264730	-0.017987	-0.076001	-0.026461	0.000970	0.001905	-0.002317	0.001019	-0.000453	0.001200	-0.000069	-0.000108	-0.000161	-0.002176	0.001017	-0.002319	0.003657	-0.001385	-0.002143	0.002723	0.000289	-0.019604	-0.007126	-0.019908	-0.002193	-0.004646	-0.004366	0.001987	0.001536	0.026896	0.085898	0.023289	0.014833	0.009902	0.006105	0.003067	0.000363	0.001722	0.000259	0.002977	0.001794	-0.002059	-0.000266	0.000146	-0.001205	-0.000458	-0.004122	0.000791	-0.001192	0.002633	-0.001911	0.000619	0.004071	0.001129	0.000726	-0.000994	0.001047	-0.000484	0.002464	0.002502	-0.000162	0.003231	-0.000672	-0.000633	-0.002149	-0.002724	-0.000736	-0.000804	0.001799	0.003123	-0.001460	0.003252	-0.000506	-0.003058	-0.000865	-0.000158	
0.001063	-0.031576	0.226708	-0.084577	0.167115	0.163568	-0.082063	-0.078798	0.264730	NA	-0.074373	0.141343	-0.075326	-0.001371	0.001851	0.002616	0.004759	0.001010	0.004738	-0.001645	-0.002738	-0.004017	0.001084	0.001584	0.000135	-0.000537	0.000963	0.001403	-0.022637	-0.017393	-0.063601	-0.058620	-0.061858	-0.020592	-0.000493	-0.000488	0.001870	0.001916	-0.029726	0.006905	-0.052731	-0.052500	-0.048658	-0.050095	-0.042796	0.003823	0.001673	0.001954	0.004985	0.001749	0.000190	0.002932	-0.000626	0.000537	0.002391	-0.000616	-0.000409	0.001003	-0.000900	-0.000536	-0.000886	0.002468	0.003848	-0.002643	-0.000346	-0.002086	0.001545	0.002013	0.000055	0.000514	0.001401	-0.001893	-0.000948	-0.003221	-0.003841	-0.001175	0.001402	-0.002282	0.002643	-0.000242	-0.000915	-0.002177	-0.004399	-0.000541	0.002203	
