NA	0.029191	0.008419	0.000195	0.002254	0.003237	-0.001710	-0.002259	0.001796	-0.001222	-0.002407	0.001088	-0.000510	0.001734	-0.000733	-0.002438	-0.003447	0.024044	-0.033607	-0.032512	0.022077	-0.023417	-0.008569	0.006239	-0.026757	0.000273	-0.017599	0.034267	0.019803	0.021032	0.028718	0.013650	-0.017381	0.011976	-0.004808	-0.003688	-0.002214	-0.001747	-0.013854	-0.008220	-0.001581	0.002626	0.003607	0.001267	-0.024441	
0.029191	NA	-0.002456	0.001286	0.000879	0.002836	-0.003948	-0.000348	0.000548	-0.001502	-0.003376	0.000469	0.000862	0.003090	0.000606	-0.013077	-0.005068	0.021135	-0.041153	-0.029869	0.010069	-0.017549	-0.015946	-0.010250	-0.023604	-0.004345	-0.035555	0.035478	0.027256	0.026718	0.054972	0.081926	-0.026601	0.000456	-0.008263	-0.007084	-0.001752	-0.002569	-0.011288	-0.007348	-0.000355	0.002042	0.003795	0.003202	-0.033534	
0.008419	-0.002456	NA	0.005093	0.004644	0.003009	-0.001342	-0.001680	-0.000568	0.000932	-0.001626	0.001403	-0.000176	0.001403	0.002293	0.016844	0.022696	0.020135	-0.022096	-0.016430	0.021448	-0.000129	0.001154	0.011310	-0.023615	-0.000568	-0.013729	0.018694	0.012624	0.019757	0.003105	-0.009337	0.004070	-0.000177	-0.014263	-0.009412	0.001149	-0.004145	-0.014100	-0.013931	-0.001628	0.000505	0.001585	-0.002423	-0.022433	
0.000195	0.001286	0.005093	NA	0.346630	0.313382	-0.005774	-0.009536	0.002820	-0.004454	-0.000731	-0.105640	-0.107478	-0.103872	-0.108446	0.000428	0.002795	0.000138	-0.000267	0.002025	0.000952	-0.000830	-0.000652	0.000064	0.000405	0.000689	-0.001109	-0.000312	-0.000254	0.003253	-0.000042	0.001799	0.004081	0.002260	-0.006725	-0.013318	-0.008559	-0.014940	-0.006633	-0.009527	-0.009785	-0.082645	-0.081319	-0.072051	-0.001860	
0.002254	0.000879	0.004644	0.346630	NA	0.327601	-0.002952	-0.009387	0.008831	-0.001965	-0.002053	-0.110728	-0.110905	-0.108792	-0.110774	-0.001280	0.001859	-0.001273	0.000145	0.001272	0.001490	-0.000789	0.000681	0.002598	0.000866	-0.001772	-0.003422	0.003814	-0.001830	0.004592	0.002191	-0.000140	0.005294	0.000599	-0.003895	-0.017075	-0.010892	-0.014536	-0.008770	-0.008697	-0.010149	-0.089834	-0.083629	-0.078027	-0.003623	
0.003237	0.002836	0.003009	0.313382	0.327601	NA	-0.007287	-0.011626	0.005691	-0.002711	-0.002613	-0.102971	-0.106605	-0.102518	-0.105816	-0.000686	0.002029	0.002981	-0.002061	0.000608	0.001791	-0.000128	0.000837	0.000669	0.000055	0.001113	0.000082	-0.000637	-0.001267	0.000499	0.001273	0.000054	0.006657	0.002634	-0.007229	-0.013332	-0.010537	-0.012373	-0.008267	-0.010313	-0.008351	-0.079613	-0.078661	-0.070406	-0.001741	
-0.001710	-0.003948	-0.001342	-0.005774	-0.002952	-0.007287	NA	0.056384	0.062883	0.055173	0.060239	-0.070622	-0.066507	-0.066245	-0.069856	-0.000707	-0.003949	-0.002700	-0.001078	-0.000632	-0.004253	-0.000407	0.000069	-0.000540	-0.001141	-0.000493	-0.004381	-0.001342	-0.001254	0.000570	-0.002379	-0.001010	-0.001059	-0.000082	0.002048	0.026660	0.054629	0.049866	0.011860	0.029212	0.050122	-0.046557	-0.038917	-0.032548	-0.004356	
-0.002259	-0.000348	-0.001680	-0.009536	-0.009387	-0.011626	0.056384	NA	0.069396	0.053851	0.055405	-0.065250	-0.061554	-0.064517	-0.068913	-0.001900	-0.001596	-0.001095	-0.002404	-0.000077	-0.002576	-0.000588	-0.002551	0.001262	0.001296	-0.002289	-0.000102	-0.002358	-0.000437	0.003838	-0.001409	0.004692	-0.001964	0.001861	0.003022	0.024273	0.047259	0.043318	0.006833	0.004110	0.048757	-0.042683	-0.038040	-0.029149	-0.000472	
0.001796	0.000548	-0.000568	0.002820	0.008831	0.005691	0.062883	0.069396	NA	0.068355	0.070110	-0.071816	-0.066790	-0.069211	-0.076771	-0.000286	-0.000278	0.001601	-0.003194	-0.003442	0.001618	-0.003768	0.001611	0.000268	-0.002904	-0.002480	0.000253	0.000157	-0.001667	-0.003457	-0.004530	-0.000381	-0.001229	-0.002127	0.005994	0.024611	0.049833	0.048006	0.009755	0.012397	0.048852	-0.046060	-0.039799	-0.031696	-0.003803	
-0.001222	-0.001502	0.000932	-0.004454	-0.001965	-0.002711	0.055173	0.053851	0.068355	NA	0.096390	-0.070496	-0.066086	-0.071524	-0.070830	-0.001750	0.000178	-0.001385	0.001771	0.000526	-0.000561	-0.000800	0.003236	-0.001031	-0.003559	-0.001535	-0.004007	0.003898	-0.001063	-0.002276	-0.002265	-0.000005	-0.001670	-0.001770	0.007396	0.015818	0.051305	0.044347	0.006694	0.008297	0.042959	-0.047865	-0.044120	-0.029825	-0.003506	
-0.002407	-0.003376	-0.001626	-0.000731	-0.002053	-0.002613	0.060239	0.055405	0.070110	0.096390	NA	-0.069942	-0.068298	-0.071188	-0.073589	0.002271	0.001638	0.001277	-0.000352	-0.003841	-0.001181	0.001550	-0.001676	-0.003337	-0.000701	0.001361	0.002075	0.000496	-0.002684	-0.000772	0.000171	-0.000764	0.000935	-0.002291	0.004605	0.023319	0.049605	0.044408	0.007849	0.006312	0.045368	-0.046850	-0.040247	-0.031030	-0.004348	
