NA	0.006431	0.003291	0.010507	0.002544	-0.005073	0.005673	0.002262	0.008729	-0.003015	0.023849	0.007194	0.005848	-0.005886	0.001695	-0.012801	-0.018192	-0.004233	-0.005831	-0.004966	-0.001786	-0.011914	-0.011570	-0.013690	0.006592	0.006759	-0.002019	0.001642	-0.003385	-0.002805	0.013809	-0.001922	-0.004216	-0.007189	-0.006147	0.004745	0.016878	0.002004	0.009197	-0.002453	-0.003064	-0.002567	-0.000538	0.001003	
0.006431	NA	0.026328	0.010970	0.003463	0.000608	0.006585	0.009947	-0.000929	0.000506	0.001615	0.012667	0.008027	0.002213	0.001097	-0.010431	-0.010176	-0.013250	-0.016918	-0.016381	0.000896	-0.008546	-0.009250	-0.013281	-0.001084	0.005997	0.003725	-0.002686	-0.006633	-0.002501	0.008523	-0.004170	0.000505	-0.001634	0.000489	-0.003357	0.005137	0.008296	-0.000596	0.002272	0.006015	-0.010114	-0.003195	0.006997	
0.003291	0.026328	NA	-0.007337	0.013134	-0.000676	0.000760	0.002857	0.007835	0.010615	0.005757	0.004808	0.004127	-0.002194	0.003558	-0.016346	-0.019081	-0.004871	-0.008168	0.008394	-0.002573	-0.006812	-0.009872	-0.013871	0.005856	0.001181	0.000050	-0.001146	-0.002422	-0.012278	0.001842	0.002200	-0.002062	-0.004286	0.000579	-0.000526	0.007768	0.000958	0.005120	-0.000740	0.000516	0.005357	-0.004571	-0.003593	
0.010507	0.010970	-0.007337	NA	-0.007163	0.003388	0.015577	0.009201	0.006613	0.000807	0.008505	-0.002043	0.006738	0.008605	-0.003222	-0.010228	-0.016277	-0.005341	-0.013599	-0.000941	-0.005790	-0.012568	-0.004829	-0.012304	0.000361	-0.003333	-0.005222	0.006757	0.006653	0.003443	-0.005035	-0.001492	-0.006657	-0.003926	0.002119	0.012181	0.003873	-0.006779	0.004047	-0.001796	0.003272	0.003757	0.002520	0.002296	
0.002544	0.003463	0.013134	-0.007163	NA	0.016202	-0.000680	0.005069	0.012810	0.014152	0.005254	0.003845	0.001401	0.007575	0.003057	-0.019284	-0.008619	-0.018546	-0.010393	-0.003260	0.002390	-0.009281	-0.011086	-0.007680	0.003829	0.001280	0.000810	-0.001417	-0.008437	-0.002784	0.010097	0.001650	0.000778	0.002046	-0.004118	0.012549	-0.005869	-0.003855	0.000952	-0.010064	0.003804	-0.003794	0.005106	0.000566	
-0.005073	0.000608	-0.000676	0.003388	0.016202	NA	0.017996	0.005574	0.007565	-0.002103	0.004865	0.008806	0.005330	0.014190	0.004397	-0.015800	-0.012596	-0.012843	-0.005919	-0.008789	0.001865	-0.014056	-0.005900	-0.014436	0.001959	0.000010	-0.003036	-0.003596	0.003690	0.009336	-0.000919	-0.000869	-0.000062	-0.009792	0.000197	0.005016	0.003666	0.005168	0.003238	-0.000983	-0.003159	-0.000597	0.000544	0.002598	
0.005673	0.006585	0.000760	0.015577	-0.000680	0.017996	NA	0.008923	0.005081	0.007068	0.008635	0.000089	0.000535	0.002670	0.006856	-0.015324	-0.010622	-0.014840	-0.018638	-0.001745	0.000181	-0.015338	-0.005259	-0.013354	-0.001101	-0.000280	-0.004970	0.003097	-0.000378	-0.005283	0.004904	-0.000793	-0.001411	-0.002203	0.007336	0.002716	0.004869	0.004035	0.002392	0.002667	-0.001575	0.000578	0.000434	-0.000493	
0.002262	0.009947	0.002857	0.009201	0.005069	0.005574	0.008923	NA	0.062003	0.009980	0.019737	0.019394	0.015440	0.011791	0.002587	-0.021728	-0.016109	-0.022986	-0.022032	-0.008705	0.000464	-0.017443	-0.015394	-0.023042	-0.004882	-0.012205	0.001268	-0.000352	0.000237	0.008713	-0.008450	-0.003159	0.010407	-0.004236	-0.014799	0.007664	-0.007990	0.003021	-0.001849	0.007550	-0.008172	0.006995	-0.001589	-0.016462	
0.008729	-0.000929	0.007835	0.006613	0.012810	0.007565	0.005081	0.062003	NA	0.011068	0.011163	-0.000252	-0.000156	0.007198	0.004834	-0.018187	-0.022117	-0.021339	-0.015565	-0.008857	-0.002461	-0.017756	-0.017619	-0.027021	-0.008280	-0.005245	0.006158	-0.000208	-0.000769	0.008332	-0.002810	-0.000678	0.004410	0.000197	0.000856	0.006781	0.001760	-0.011653	-0.005027	0.001657	-0.003275	0.006001	0.002940	0.002252	
-0.003015	0.000506	0.010615	0.000807	0.014152	-0.002103	0.007068	0.009980	0.011068	NA	0.003074	0.011037	0.029763	0.027704	0.017487	-0.019820	-0.017403	-0.018339	-0.009683	-0.004509	-0.003642	-0.012667	-0.011235	-0.015860	-0.001652	-0.003149	0.007515	-0.000703	0.003325	0.009594	-0.006062	0.000448	-0.004156	0.005127	-0.008042	0.006343	-0.007712	-0.006461	-0.010990	0.001695	-0.005064	-0.001692	0.004068	-0.013082	
