NA	0.002252	-0.000330	0.006465	-0.001567	-0.009236	0.001262	-0.006273	0.001406	-0.009248	0.016736	0.002277	0.001229	-0.013121	-0.000749	-0.001126	-0.007535	0.007172	0.006584	0.000701	0.000182	-0.002680	-0.004455	-0.001584	0.001466	0.002950	0.000001	0.002220	-0.001262	-0.000670	0.008799	0.000569	-0.001571	-0.002015	-0.006008	0.001168	0.014233	-0.003648	0.004778	0.001506	-0.008674	0.001219	-0.006144	0.003158	
0.002252	NA	0.020695	0.004667	-0.003719	-0.006382	-0.000559	0.003082	-0.007729	-0.005089	-0.004709	0.008587	0.003693	-0.003903	-0.001920	0.002562	0.002629	-0.001190	-0.004424	-0.010896	0.001923	0.002910	-0.002034	-0.000142	-0.005358	0.003922	0.005450	-0.001639	-0.004774	-0.000568	0.004750	-0.001965	0.002681	0.002441	0.000102	-0.008738	0.001551	0.004947	-0.004552	0.005640	0.003254	-0.007800	-0.007507	0.007367	
-0.000330	0.020695	NA	-0.013191	0.007181	-0.006809	-0.005670	-0.003780	0.001805	0.005715	0.000209	0.001037	0.000082	-0.008015	0.000605	-0.005284	-0.008672	0.006281	0.003733	0.013882	-0.001873	0.003047	-0.003195	-0.002085	0.004246	0.000840	0.000546	-0.001219	-0.001642	-0.010982	-0.000666	0.003480	-0.001161	-0.000284	0.000120	-0.004832	0.004794	-0.000860	0.003777	0.002394	-0.000542	0.008966	-0.006872	-0.003979	
0.006465	0.004667	-0.013191	NA	-0.013751	-0.002726	0.009541	0.002026	-0.000165	-0.005147	0.001981	-0.006872	0.001995	0.002355	-0.006694	0.001649	-0.005167	0.006411	-0.001891	0.004563	-0.005174	-0.002325	0.001660	-0.000287	0.000849	-0.001881	-0.005527	0.006335	0.007147	0.002315	-0.005585	-0.001079	-0.006612	-0.003549	0.001210	0.008069	0.000052	-0.007043	0.005022	-0.002158	0.004716	0.003581	0.003538	0.002547	
-0.001567	-0.003719	0.007181	-0.013751	NA	0.009516	-0.008091	-0.001698	0.006665	0.009191	-0.000341	-0.000186	-0.002928	0.001880	0.000177	-0.007207	0.004170	-0.007278	0.002660	0.002382	0.003404	0.001713	-0.003707	0.006021	0.000537	-0.000707	0.001924	-0.000905	-0.007108	-0.000212	0.006413	0.003489	0.002399	0.007314	-0.004410	0.007534	-0.009219	-0.007845	-0.002317	-0.006986	0.001524	-0.000158	0.002320	0.000375	
-0.009236	-0.006382	-0.006809	-0.002726	0.009516	NA	0.011230	-0.001486	0.001005	-0.007899	-0.001462	0.004492	0.000823	0.008380	0.001296	-0.003297	-0.000098	-0.001008	0.007678	-0.003220	0.002621	-0.003537	0.001620	-0.001295	0.000964	0.000328	-0.002490	-0.003558	0.004755	0.009716	-0.002614	0.000419	0.001093	-0.009003	-0.000213	-0.000068	0.000017	0.004470	0.002510	-0.000404	-0.003924	-0.000070	-0.000406	0.002032	
0.001262	-0.000559	-0.005670	0.009541	-0.008091	0.011230	NA	0.001435	-0.002108	0.000989	0.002200	-0.004886	-0.004681	-0.004113	0.003631	-0.001483	0.003339	-0.001824	-0.005016	0.004372	0.001067	-0.003386	0.002696	0.001051	-0.003072	-0.000447	-0.004363	0.003453	0.000718	-0.005736	0.002969	0.000544	-0.000285	-0.000261	0.006961	-0.002778	0.000671	0.002785	0.001022	0.004186	-0.002540	0.001762	-0.001249	-0.000605	
-0.006273	0.003082	-0.003780	0.002026	-0.001698	-0.001486	0.001435	NA	0.048771	-0.003819	0.004986	0.008068	0.002679	-0.003104	-0.003908	0.001560	0.006461	-0.001973	0.000680	0.000747	0.001415	0.002482	-0.003815	0.000020	0.000667	-0.006268	-0.000532	-0.002868	-0.000616	0.003611	-0.005863	-0.004727	0.008663	-0.009478	-0.016991	0.000586	-0.018521	0.008361	0.003192	0.002840	-0.002614	0.003258	0.003576	-0.016201	
0.001406	-0.007729	0.001805	-0.000165	0.006665	0.001005	-0.002108	0.048771	NA	-0.001555	-0.002979	-0.011471	-0.012420	-0.006977	-0.001188	0.004105	-0.001594	-0.001675	0.006405	0.000048	-0.001374	0.000592	-0.006509	-0.005754	-0.003455	0.001219	0.004379	-0.002771	-0.001752	0.003909	0.000189	-0.002272	0.002290	-0.003876	-0.000645	-0.000079	-0.007242	-0.008142	-0.000564	-0.002854	0.002556	0.003024	0.008238	0.002733	
-0.009248	-0.005089	0.005715	-0.005147	0.009191	-0.007899	0.000989	-0.003819	-0.001555	NA	-0.008660	0.003154	0.021596	0.017477	0.013147	-0.002797	-0.001479	-0.003650	0.007829	0.002880	-0.002541	0.000566	-0.001716	0.001502	0.003284	0.003309	0.006342	-0.002793	0.003096	0.005598	-0.003406	-0.000480	-0.006116	0.002062	-0.009160	0.000938	-0.014420	-0.002932	-0.007647	-0.002502	0.000184	-0.005236	0.008962	-0.012853	
