NA	0.144819	0.135188	-0.158857	-0.000246	0.000252	-0.000530	0.001314	-0.000046	0.001532	0.000690	-0.000575	-0.000548	-0.001591	0.000082	0.000554	-0.001502	0.000027	0.002310	0.000534	0.005131	0.003717	0.005615	0.007980	0.006317	0.005465	0.003786	0.003993	0.003218	-0.004245	-0.007946	-0.004015	0.001625	
0.144819	NA	0.153614	-0.160941	-0.002091	-0.001206	0.000093	0.000566	0.000956	0.001335	0.000840	-0.000231	0.000155	0.000638	-0.001712	0.000073	0.000538	0.000179	0.003173	0.001078	0.002931	0.004468	0.002659	0.003803	0.006805	0.005542	0.003875	0.005015	0.004482	-0.002906	-0.003526	-0.004389	0.001206	
0.135188	0.153614	NA	-0.158422	0.001943	-0.000147	0.000156	0.000958	-0.000412	0.000141	-0.000567	-0.000645	0.000597	-0.000478	-0.000106	0.000176	-0.000093	0.001808	0.003753	0.001133	0.005068	0.003138	0.001169	0.006278	0.005566	0.005115	0.003055	0.005499	0.003806	-0.003837	-0.006270	-0.004250	-0.000202	
-0.158857	-0.160941	-0.158422	NA	0.000222	-0.000076	0.001121	-0.000730	-0.000576	-0.001574	-0.003129	0.001288	-0.002314	0.003156	0.001628	-0.001967	0.000967	0.008260	-0.008116	0.005110	-0.018363	-0.011224	-0.004598	-0.019141	-0.015248	-0.020016	-0.011146	-0.019057	-0.012988	0.029361	0.048711	0.032566	0.002015	
-0.000246	-0.002091	0.001943	0.000222	NA	-0.052433	-0.055333	-0.043658	0.154359	0.145174	0.156043	-0.030587	-0.037893	-0.039868	-0.053322	-0.033640	-0.064872	-0.000052	-0.000038	0.001253	0.000110	0.000066	-0.000422	0.002415	-0.003015	-0.000145	0.000583	-0.001346	0.000700	0.000353	-0.000747	-0.000151	-0.050434	
0.000252	-0.001206	-0.000147	-0.000076	-0.052433	NA	0.076206	0.010013	-0.054880	-0.072432	-0.070144	0.046812	0.000835	0.058968	0.023580	0.033091	0.042016	-0.001723	0.001849	0.000590	0.000206	0.001310	0.000592	0.000466	0.002162	-0.000420	0.001455	0.000533	-0.000510	-0.001425	-0.002128	-0.000785	-0.022579	
-0.000530	0.000093	0.000156	0.001121	-0.055333	0.076206	NA	-0.003245	-0.049089	-0.057617	-0.060348	0.024640	-0.016485	0.074333	0.043138	0.028787	0.015126	0.001369	-0.001359	-0.000113	-0.000166	-0.000585	-0.000307	-0.000387	0.001386	0.000574	0.001045	0.000678	-0.000634	-0.001034	0.002176	-0.003139	-0.008471	
0.001314	0.000566	0.000958	-0.000730	-0.043658	0.010013	-0.003245	NA	-0.030315	-0.062065	-0.059944	0.030646	-0.002939	0.023518	0.027360	0.060109	0.038306	0.000395	0.000952	0.000218	-0.000162	0.000197	-0.000635	-0.000908	-0.000929	0.001507	-0.000482	0.000457	0.001026	-0.000714	-0.001225	0.000228	-0.003084	
-0.000046	0.000956	-0.000412	-0.000576	0.154359	-0.054880	-0.049089	-0.030315	NA	0.138194	0.165597	-0.029941	-0.039656	-0.037572	-0.068404	-0.041344	-0.068179	0.000837	0.003128	-0.000611	-0.000337	-0.000784	-0.000482	0.000477	-0.001547	-0.000229	0.000525	-0.002726	0.001544	0.000334	-0.000604	0.000353	-0.053776	
0.001532	0.001335	0.000141	-0.001574	0.145174	-0.072432	-0.057617	-0.062065	0.138194	NA	0.262650	-0.025264	-0.040103	-0.048458	-0.085133	-0.062175	-0.077167	0.001352	0.001648	0.001399	-0.002006	-0.002851	-0.000122	0.000050	-0.000617	0.000457	-0.000863	-0.000788	0.001131	0.000377	0.000084	0.000156	-0.056027	
0.000690	0.000840	-0.000567	-0.003129	0.156043	-0.070144	-0.060348	-0.059944	0.165597	0.262650	NA	-0.049448	-0.037865	-0.045448	-0.074301	-0.042366	-0.080435	0.000818	0.001198	0.000318	0.000237	0.001025	-0.001045	-0.001244	0.001069	0.001148	0.000755	0.000278	-0.001332	-0.000313	-0.001267	0.000207	-0.073319	
-0.000575	-0.000231	-0.000645	0.001288	-0.030587	0.046812	0.024640	0.030646	-0.029941	-0.025264	-0.049448	NA	-0.006934	0.020181	0.013957	-0.002371	0.055102	-0.000842	0.000687	-0.000087	0.000408	-0.000061	0.000505	0.000338	0.001065	-0.000794	0.001590	0.000124	-0.000837	0.000018	0.000173	-0.001779	-0.004092	
-0.000548	0.000155	0.000597	-0.002314	-0.037893	0.000835	-0.016485	-0.002939	-0.039656	-0.040103	-0.037865	-0.006934	NA	0.006932	0.048190	0.033899	0.042805	-0.000728	-0.001066	-0.000910	0.000186	0.001000	0.001616	-0.000988	0.000246	-0.000700	-0.000615	0.001141	0.000129	0.000532	-0.000356	0.002557	-0.008937	
-0.001591	0.000638	-0.000478	0.003156	-0.039868	0.058968	0.074333	0.023518	-0.037572	-0.048458	-0.045448	0.020181	0.006932	NA	-0.004954	0.028327	0.018296	0.000527	-0.002756	-0.002565	0.001732	0.000274	-0.000968	0.000426	0.000666	-0.001080	0.001049	-0.000224	-0.001291	0.000502	0.002149	-0.000062	-0.014204	
0.000082	-0.001712	-0.000106	0.001628	-0.053322	0.023580	0.043138	0.027360	-0.068404	-0.085133	-0.074301	0.013957	0.048190	-0.004954	NA	0.058535	0.082489	-0.002923	-0.001064	0.000298	0.000977	0.000526	0.000403	0.001137	0.002147	0.000892	-0.001784	0.001202	-0.000645	-0.000749	0.000347	-0.000019	0.006430	
0.000554	0.000073	0.000176	-0.001967	-0.033640	0.033091	0.028787	0.060109	-0.041344	-0.062175	-0.042366	-0.002371	0.033899	0.028327	0.058535	NA	-0.004521	-0.000739	-0.000897	0.001013	0.000482	0.001804	0.000136	0.000609	-0.000976	-0.000715	-0.000714	-0.000321	0.000757	-0.000192	0.000937	0.000160	-0.028610	
