NA	-0.026470	-0.026238	-0.022251	-0.026656	-0.030420	-0.024772	0.029117	0.025632	0.021537	0.041039	0.028705	0.028476	0.012454	0.016088	-0.009358	-0.006939	-0.002715	-0.002290	-0.003703	-0.016382	0.016330	0.000463	0.005192	-0.008966	0.011042	0.011818	-0.011822	-0.010534	-0.009286	-0.005082	0.019586	-0.034265	-0.007528	-0.009854	-0.014269	0.005473	-0.021349	0.038007	0.007501	0.002351	-0.004626	0.006538	-0.003109	-0.007441	0.004865	0.034725	-0.003965	
-0.026470	NA	0.089774	0.067288	0.063497	0.064867	0.067695	-0.026859	-0.023068	-0.029414	-0.037281	-0.022838	-0.030503	-0.029182	-0.025267	-0.017703	-0.008945	-0.016924	-0.012987	0.004666	-0.008696	-0.028205	-0.017628	-0.017936	-0.011647	-0.009891	-0.001412	0.012203	0.004532	0.007438	0.005464	0.001901	-0.005854	0.004193	0.015864	0.011484	-0.024864	0.067154	-0.024852	-0.010973	-0.010082	0.004940	-0.009000	0.007379	0.001740	-0.005343	-0.021719	0.011809	
-0.026238	0.089774	NA	0.067081	0.080280	0.066296	0.075237	-0.038502	-0.019798	-0.023559	-0.036370	-0.029537	-0.029925	-0.038138	-0.027909	-0.017757	-0.017657	-0.013815	-0.019933	0.012262	-0.008682	-0.031731	-0.014395	-0.016746	-0.014586	-0.010044	-0.001019	0.013585	-0.001168	0.010134	0.008135	0.003324	-0.005653	0.003851	0.016601	0.015735	-0.023166	0.066915	-0.028307	-0.013268	-0.011544	0.003418	-0.012988	0.004812	0.004180	-0.000083	-0.023307	0.010729	
-0.022251	0.067288	0.067081	NA	0.059090	0.054536	0.078845	-0.022714	-0.023777	-0.026374	-0.028071	-0.028138	-0.021593	-0.028496	-0.028454	-0.016686	-0.016643	-0.002773	-0.011164	0.008892	-0.008182	-0.027324	-0.008374	-0.013162	-0.014050	-0.004126	-0.007590	0.006247	0.006841	0.009554	0.008303	0.001040	-0.007056	-0.001441	0.012703	0.013983	-0.025463	0.059505	-0.026608	-0.008326	-0.012002	0.003352	-0.009569	0.006084	0.007967	-0.006951	-0.023236	0.008240	
-0.026656	0.063497	0.080280	0.059090	NA	0.078519	0.065747	-0.029443	-0.023894	-0.021953	-0.036914	-0.031787	-0.024531	-0.030769	-0.028916	-0.015085	-0.007949	-0.009848	-0.011836	0.008833	-0.014106	-0.023886	-0.008711	-0.013154	-0.011468	-0.002351	-0.005400	0.012191	0.005641	0.003278	0.006711	0.000252	-0.014497	0.005398	0.014310	0.014967	-0.028185	0.074607	-0.027607	-0.010982	-0.010085	0.002926	-0.008757	0.007495	0.002119	-0.001709	-0.030636	0.007462	
-0.030420	0.064867	0.066296	0.054536	0.078519	NA	0.074529	-0.029407	-0.022763	-0.028518	-0.034037	-0.028501	-0.019653	-0.020520	-0.025686	-0.020907	-0.010508	-0.009656	-0.009871	0.007458	-0.015770	-0.021846	-0.012904	-0.010151	-0.010498	-0.006164	-0.002190	0.013138	0.005347	0.009206	0.005671	-0.006430	-0.010840	0.009371	0.014972	0.015868	-0.025657	0.069725	-0.031587	-0.012263	-0.007042	0.001216	-0.014651	0.005553	0.003966	-0.008483	-0.024243	0.011369	
-0.024772	0.067695	0.075237	0.078845	0.065747	0.074529	NA	-0.028799	-0.015779	-0.026158	-0.034172	-0.030261	-0.025225	-0.026710	-0.024303	-0.018977	-0.013720	-0.009174	-0.018155	0.003458	-0.007043	-0.026211	-0.019702	-0.013521	-0.019050	-0.010900	-0.004934	0.010054	0.005435	0.015326	0.010564	0.006038	-0.009014	0.005387	0.009980	0.010230	-0.028731	0.063089	-0.028079	-0.011090	-0.006234	0.002002	-0.019814	0.008506	0.004432	-0.005154	-0.022085	0.010553	
0.029117	-0.026859	-0.038502	-0.022714	-0.029443	-0.029407	-0.028799	NA	0.069176	0.031365	0.043037	0.031331	0.030775	0.037433	0.021213	-0.007745	-0.003936	-0.011025	-0.010433	-0.011050	-0.012960	0.016860	-0.001944	-0.000056	-0.009867	0.000944	-0.000610	-0.006159	-0.003513	-0.007963	-0.004287	0.004064	-0.033631	-0.009522	-0.006015	-0.010389	0.017624	-0.023932	0.017850	0.010311	0.004375	-0.001566	0.005859	-0.005056	-0.001945	-0.002653	0.012920	-0.011954	
0.025632	-0.023068	-0.019798	-0.023777	-0.023894	-0.022763	-0.015779	0.069176	NA	0.024177	0.029480	0.024345	0.025544	0.019049	0.023223	-0.007749	-0.012694	-0.012599	-0.015769	-0.014395	-0.004294	0.010523	-0.008197	-0.003940	-0.022442	-0.010362	0.005309	0.000398	-0.012646	0.005084	0.002831	0.018146	-0.024449	-0.009147	-0.000681	-0.004347	0.012591	-0.008672	0.024687	-0.011079	-0.002850	-0.008862	-0.012898	-0.006220	-0.004090	0.009998	0.021824	0.001058	
0.021537	-0.029414	-0.023559	-0.026374	-0.021953	-0.028518	-0.026158	0.031365	0.024177	NA	0.031603	0.030037	0.043702	0.044211	0.027215	-0.005397	-0.005411	-0.010655	-0.006689	-0.005889	-0.011037	0.016872	-0.005979	0.004388	-0.006347	0.002002	0.000628	-0.003586	-0.004942	-0.007449	-0.005006	-0.003322	-0.028522	-0.003067	-0.006914	-0.003635	0.010817	-0.019624	0.016354	0.005276	0.002341	-0.001596	0.005312	-0.000572	-0.006342	-0.004876	0.007194	-0.005066	
0.041039	-0.037281	-0.036370	-0.028071	-0.036914	-0.034037	-0.034172	0.043037	0.029480	0.031603	NA	0.036370	0.028407	0.038722	0.027006	-0.005033	-0.006253	-0.005626	-0.008657	-0.006822	-0.014113	0.027067	-0.004648	0.004856	-0.000462	0.000351	0.001695	-0.011740	0.000213	-0.010207	-0.006861	0.003613	-0.033360	-0.006981	-0.011051	-0.010330	0.015136	-0.031725	0.033842	0.011946	0.006874	0.005378	0.001391	-0.004811	-0.001730	-0.000567	0.023589	-0.014876	
0.028705	-0.022838	-0.029537	-0.028138	-0.031787	-0.028501	-0.030261	0.031331	0.024345	0.030037	0.036370	NA	0.021652	0.024341	0.019390	-0.005382	-0.000002	-0.003194	-0.008575	-0.006417	0.000744	0.011719	-0.005564	0.000508	-0.003174	0.007094	0.007051	-0.005468	-0.005354	-0.011904	-0.006272	0.004073	-0.023943	-0.005715	-0.008741	-0.012467	0.012798	-0.025815	0.032332	0.008950	0.003671	-0.003114	0.006803	-0.000774	-0.000699	-0.003489	0.021298	-0.008458	
0.028476	-0.030503	-0.029925	-0.021593	-0.024531	-0.019653	-0.025225	0.030775	0.025544	0.043702	0.028407	0.021652	NA	0.045877	0.035741	-0.006590	-0.009064	-0.005920	-0.006436	-0.005757	-0.009014	0.011329	-0.006315	0.007601	-0.009538	-0.002653	-0.004301	-0.008057	-0.001469	-0.006077	-0.007006	-0.003631	-0.032736	0.004992	0.000332	-0.007969	0.019376	-0.024864	0.015003	-0.003598	0.006018	-0.005612	0.002484	-0.003324	-0.005169	-0.000431	0.010750	-0.000607	
0.012454	-0.029182	-0.038138	-0.028496	-0.030769	-0.020520	-0.026710	0.037433	0.019049	0.044211	0.038722	0.024341	0.045877	NA	0.035317	-0.000001	-0.004215	-0.005397	-0.010371	-0.003464	-0.010203	0.017602	-0.005050	0.001901	-0.005556	0.001337	-0.010905	-0.008215	-0.001884	-0.011509	-0.003801	-0.003527	-0.029379	-0.003612	-0.009583	-0.002016	0.018564	-0.024931	0.021577	-0.004160	0.003930	0.006797	0.007157	-0.000730	0.007633	-0.004138	0.014764	-0.011780	
0.016088	-0.025267	-0.027909	-0.028454	-0.028916	-0.025686	-0.024303	0.021213	0.023223	0.027215	0.027006	0.019390	0.035741	0.035317	NA	-0.005561	-0.007299	-0.003458	-0.002996	-0.005320	0.003900	0.022195	0.001466	-0.001382	-0.004751	-0.000159	0.000371	-0.010158	-0.001362	-0.006360	-0.005704	-0.007306	-0.021046	0.001223	-0.003951	-0.004874	0.011361	-0.019353	0.019386	0.003622	0.000470	-0.002122	0.004048	0.000348	-0.000110	-0.001474	0.008095	-0.006490	
-0.009358	-0.017703	-0.017757	-0.016686	-0.015085	-0.020907	-0.018977	-0.007745	-0.007749	-0.005397	-0.005033	-0.005382	-0.006590	-0.000001	-0.005561	NA	0.033616	0.032749	0.041021	0.016659	0.025908	0.011448	0.030152	0.020947	0.046724	-0.005030	0.001971	-0.005542	0.004582	-0.009174	-0.000310	-0.011501	-0.049288	0.008485	0.000450	0.002314	0.009369	-0.016565	-0.005432	0.003747	-0.003262	-0.001548	0.007551	0.000831	0.004577	-0.006543	-0.000968	-0.004134	
-0.006939	-0.008945	-0.017657	-0.016643	-0.007949	-0.010508	-0.013720	-0.003936	-0.012694	-0.005411	-0.006253	-0.000002	-0.009064	-0.004215	-0.007299	0.033616	NA	0.036912	0.027590	0.024073	0.006083	0.009458	0.036264	0.019283	0.030350	-0.002194	-0.007757	0.008164	0.005184	0.001492	-0.008345	-0.012877	-0.048127	0.006808	-0.000918	-0.002544	-0.001503	-0.016513	-0.001652	0.000332	0.000640	0.000649	0.006332	-0.003435	-0.002975	-0.001533	0.008582	0.002597	
-0.002715	-0.016924	-0.013815	-0.002773	-0.009848	-0.009656	-0.009174	-0.011025	-0.012599	-0.010655	-0.005626	-0.003194	-0.005920	-0.005397	-0.003458	0.032749	0.036912	NA	0.036701	0.015722	0.009364	0.006719	0.031234	0.023011	0.026939	-0.004170	-0.000291	0.000260	-0.003565	0.001660	0.000437	-0.000165	-0.049583	-0.000286	0.004526	0.003447	-0.005094	-0.012365	-0.003930	-0.004882	-0.004850	0.000800	-0.003253	0.002853	-0.001239	-0.000989	0.008282	0.001524	
-0.002290	-0.012987	-0.019933	-0.011164	-0.011836	-0.009871	-0.018155	-0.010433	-0.015769	-0.006689	-0.008657	-0.008575	-0.006436	-0.010371	-0.002996	0.041021	0.027590	0.036701	NA	0.014558	0.015954	0.010003	0.022248	0.014316	0.074708	-0.000022	-0.005008	-0.003093	0.005749	-0.002021	-0.000859	-0.005736	-0.048788	0.005153	-0.006751	0.000782	0.003009	-0.013473	-0.006253	-0.000255	0.003343	0.003904	0.005009	0.001523	-0.001321	-0.006210	-0.002998	-0.001068	
