P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
TderCam	TspeDRC	TimbKen	0.0142804	9.57102	2.3e-16	1.60017e+06	532107	517124
TderCam	TspeGha	TimbKen	0.0176018	12.0846	2.3e-16	1.59164e+06	528637	510349
TderCam	TspeTan	TimbKen	0.0170143	9.87166	2.3e-16	1.59724e+06	532872	515043
TderCam	TspeZam	TimbKen	0.0165319	10.2686	2.3e-16	1.57284e+06	524950	507875
TderCam	TstrBot	TimbKen	0.021616	11.1338	2.3e-16	1.48698e+06	541138	518239
TderCam	TstrNA-	TimbKen	0.0131736	6.32989	2.45329e-10	1.46041e+06	535004	521091
TderCam	TstrNam	TimbKen	0.0207969	10.5246	2.3e-16	1.48576e+06	541120	519071
TderCam	TstrRSA	TimbKen	0.0229673	11.4884	2.3e-16	1.47024e+06	536250	512171
TderCam	TstrTan	TimbKen	0.0239617	12.3283	2.3e-16	1.48541e+06	542235	516857
TderCam	TstrZam	TimbKen	0.0239508	12.423	2.3e-16	1.48636e+06	541772	516427
TderCam	TstrZim	TimbKen	0.0242838	12.7361	2.3e-16	1.48456e+06	542499	516776
TimbSom	TimbTan	TderCam	0.0014526	0.634562	0.525714	1.3599e+06	36361.3	36255.8
TimbUga	TimbSom	TderCam	0.0227405	10.2913	2.3e-16	1.36186e+06	36305.1	34690.7
TderCam	ToryBot	TimbSom	0.0519991	28.9669	2.3e-16	2.44495e+06	275141	247941
TderCam	ToryEth	TimbSom	0.0535069	30.6658	2.3e-16	2.44661e+06	274895	246971
TderCam	ToryKen	TimbSom	0.0533506	28.1706	2.3e-16	2.43847e+06	274017	246260
TderCam	ToryNam	TimbSom	0.0537417	31.019	2.3e-16	2.44671e+06	275150	247084
TderCam	ToryRSA	TimbSom	0.0512681	29.241	2.3e-16	2.27784e+06	255515	230593
TderCam	ToryTan	TimbSom	0.0526657	29.2965	2.3e-16	2.44573e+06	274909	247401
TderCam	ToryZam	TimbSom	0.0527912	27.901	2.3e-16	2.44685e+06	274825	247264
TderCam	ToryZim	TimbSom	0.0502841	29.493	2.3e-16	2.44174e+06	275733	249331
TderCam	TscrGha	TimbSom	0.0142867	9.29639	2.3e-16	1.27232e+06	577685	561411
TderCam	TspeBot	TimbSom	0.0152273	8.91411	2.3e-16	1.59913e+06	531249	515312
TderCam	TspeCam	TimbSom	0.0124153	7.96294	1.67997e-15	1.60205e+06	531749	518708
TderCam	TspeCon	TimbSom	0.0136327	9.0848	2.3e-16	1.6014e+06	529963	515707
TderCam	TspeDRC	TimbSom	0.0122478	8.25579	2.3e-16	1.60255e+06	531543	518680
TderCam	TspeGha	TimbSom	0.0154925	10.7557	2.3e-16	1.59404e+06	528045	511933
TderCam	TspeTan	TimbSom	0.0148552	8.65912	2.3e-16	1.59968e+06	532239	516658
TderCam	TspeZam	TimbSom	0.014441	9.04883	2.3e-16	1.57522e+06	524363	509434
TderCam	TstrBot	TimbSom	0.0189637	9.73909	2.3e-16	1.48963e+06	540171	520065
TderCam	TstrNA-	TimbSom	0.0105552	5.0613	4.1641e-07	1.46302e+06	534054	522898
TderCam	TstrNam	TimbSom	0.018188	9.18132	2.3e-16	1.48839e+06	540180	520881
TderCam	TstrRSA	TimbSom	0.020374	10.1698	2.3e-16	1.47285e+06	535337	513959
TderCam	TstrTan	TimbSom	0.0213277	10.9257	2.3e-16	1.48805e+06	541283	518676
TderCam	TstrZam	TimbSom	0.0213118	11.0384	2.3e-16	1.489e+06	540813	518243
TderCam	TstrZim	TimbSom	0.0216302	11.2969	2.3e-16	1.48721e+06	541533	518602
TimbUga	TimbTan	TderCam	0.0250675	7.40753	1.28671e-13	1.36189e+06	35172.5	33452.3
TderCam	ToryBot	TimbTan	0.052566	29.5707	2.3e-16	2.44451e+06	275084	247608
TderCam	ToryEth	TimbTan	0.0540386	31.2911	2.3e-16	2.44618e+06	274833	246653
TderCam	ToryKen	TimbTan	0.0538622	28.7872	2.3e-16	2.43805e+06	273948	245945
TderCam	ToryNam	TimbTan	0.0543042	31.8718	2.3e-16	2.44628e+06	275092	246753
TderCam	ToryRSA	TimbTan	0.0517925	29.8896	2.3e-16	2.27743e+06	255450	230292
TderCam	ToryTan	TimbTan	0.0531638	29.9422	2.3e-16	2.44531e+06	274830	247083
TderCam	ToryZam	TimbTan	0.0532984	28.5165	2.3e-16	2.44642e+06	274743	246938
TderCam	ToryZim	TimbTan	0.0508801	30.3285	2.3e-16	2.44129e+06	275683	248988
TderCam	TscrGha	TimbTan	0.0156506	10.1016	2.3e-16	1.27087e+06	577884	560075
TderCam	TspeBot	TimbTan	0.0171561	10.0463	2.3e-16	1.59746e+06	531680	513745
TderCam	TspeCam	TimbTan	0.0142592	9.11604	2.3e-16	1.60041e+06	532136	517173
TderCam	TspeCon	TimbTan	0.015448	10.2901	2.3e-16	1.59978e+06	530331	514195
TderCam	TspeDRC	TimbTan	0.0141091	9.49695	2.3e-16	1.60091e+06	531945	517144
TderCam	TspeGha	TimbTan	0.017433	12.1191	2.3e-16	1.59238e+06	528478	510368
TderCam	TspeTan	TimbTan	0.0168189	9.74586	2.3e-16	1.59798e+06	532687	515065
TderCam	TspeZam	TimbTan	0.0163814	10.184	2.3e-16	1.57355e+06	524785	507869
TderCam	TstrBot	TimbTan	0.0215616	11.0572	2.3e-16	1.48768e+06	541066	518226
TderCam	TstrNA-	TimbTan	0.0131225	6.27595	3.47505e-10	1.46109e+06	534929	521071
TderCam	TstrNam	TimbTan	0.0207478	10.4567	2.3e-16	1.48646e+06	541049	519054
TderCam	TstrRSA	TimbTan	0.0229063	11.4247	2.3e-16	1.47095e+06	536181	512167
TderCam	TstrTan	TimbTan	0.0239239	12.2741	2.3e-16	1.48611e+06	542176	516840
TderCam	TstrZam	TimbTan	0.0238942	12.3463	2.3e-16	1.48708e+06	541703	516420
TderCam	TstrZim	TimbTan	0.0242371	12.6564	2.3e-16	1.48527e+06	542434	516763
TderCam	ToryBot	TimbUga	0.0522456	29.0284	2.3e-16	2.4464e+06	275126	247805
TderCam	ToryEth	TimbUga	0.0537406	30.7046	2.3e-16	2.44806e+06	274883	246845
TderCam	ToryKen	TimbUga	0.0535487	28.1298	2.3e-16	2.43992e+06	273980	246129
TderCam	ToryNam	TimbUga	0.0539749	31.2227	2.3e-16	2.44816e+06	275132	246953
TderCam	ToryRSA	TimbUga	0.0514313	29.1671	2.3e-16	2.27919e+06	255483	230488
TderCam	ToryTan	TimbUga	0.0528733	29.2951	2.3e-16	2.44719e+06	274882	247274
TderCam	ToryZam	TimbUga	0.0530323	28.0857	2.3e-16	2.4483e+06	274807	247127
TderCam	ToryZim	TimbUga	0.0505443	29.606	2.3e-16	2.44318e+06	275721	249190
TderCam	TscrGha	TimbUga	0.0156737	10.1351	2.3e-16	1.27269e+06	578200	560355
TderCam	TspeBot	TimbUga	0.0162738	9.36444	2.3e-16	1.59988e+06	531498	514477
TderCam	TspeCam	TimbUga	0.0134397	8.37141	2.3e-16	1.60281e+06	531988	517878
TderCam	TspeCon	TimbUga	0.0146388	9.53	2.3e-16	1.60219e+06	530214	514914
TderCam	TspeDRC	TimbUga	0.0132721	8.72783	2.3e-16	1.60331e+06	531783	517852
TderCam	TspeGha	TimbUga	0.016529	11.2971	2.3e-16	1.5948e+06	528290	511110
TderCam	TspeTan	TimbUga	0.0158856	9.01573	2.3e-16	1.60043e+06	532472	515820
TderCam	TspeZam	TimbUga	0.0155126	9.56961	2.3e-16	1.57595e+06	524618	508591
TderCam	TstrBot	TimbUga	0.0198558	9.93035	2.3e-16	1.49048e+06	540349	519309
TderCam	TstrNA-	TimbUga	0.0114214	5.35027	8.78248e-08	1.46385e+06	534214	522149
TderCam	TstrNam	TimbUga	0.0190943	9.38518	2.3e-16	1.48923e+06	540365	520116
TderCam	TstrRSA	TimbUga	0.0212583	10.3517	2.3e-16	1.47368e+06	535502	513208
TderCam	TstrTan	TimbUga	0.0222328	11.082	2.3e-16	1.4889e+06	541471	517918
TderCam	TstrZam	TimbUga	0.0222188	11.1757	2.3e-16	1.48985e+06	541004	517486
TderCam	TstrZim	TimbUga	0.0225407	11.4602	2.3e-16	1.48805e+06	541723	517839
ToryBot	ToryEth	TderCam	0.00966779	4.96661	6.81334e-07	606976	137425	134793
ToryBot	ToryKen	TderCam	0.00839257	4.01642	5.90892e-05	604688	137324	135038
ToryBot	ToryNam	TderCam	0.0104237	10.4758	2.3e-16	615807	126899	124281
ToryBot	ToryRSA	TderCam	0.00252227	1.18587	0.235675	574371	117273	116683
ToryBot	ToryTan	TderCam	0.00485625	3.30764	0.00094086	607263	136910	135587
ToryBot	ToryZam	TderCam	0.00998301	5.54358	2.96347e-08	612758	130515	127935
ToryZim	ToryBot	TderCam	0.0169775	10.0956	2.3e-16	611163	137698	133101
ToryBot	TderCam	TscrGha	0.00442975	2.1959	0.0280991	1.65708e+06	313938	311169
ToryBot	TderCam	TspeBot	0.00776798	3.95759	7.57094e-05	1.46834e+06	356382	350888
ToryBot	TderCam	TspeCam	0.00776507	3.83692	0.000124587	1.47065e+06	356980	351478
ToryBot	TderCam	TspeCon	0.00838944	4.18457	2.85704e-05	1.46531e+06	356726	350790
ToryBot	TderCam	TspeDRC	0.00817002	4.13596	3.53473e-05	1.4703e+06	357163	351374
ToryBot	TderCam	TspeGha	0.00776222	3.99849	6.3747e-05	1.45948e+06	355040	349571
ToryBot	TderCam	TspeTan	0.00723041	3.56328	0.000366243	1.47027e+06	356284	351169
ToryBot	TderCam	TspeZam	0.00633657	2.96157	0.00306073	1.45384e+06	350776	346359
TderCam	ToryBot	TstrBot	0.0587546	28.4103	2.3e-16	1.55275e+06	365915	325303
TderCam	ToryBot	TstrNA-	0.0609346	28.9096	2.3e-16	1.55582e+06	360630	319205
TderCam	ToryBot	TstrNam	0.0587463	27.8627	2.3e-16	1.5545e+06	365572	325003
TderCam	ToryBot	TstrRSA	0.0584566	27.5875	2.3e-16	1.54121e+06	361609	321667
TderCam	ToryBot	TstrTan	0.0591247	28.0146	2.3e-16	1.55264e+06	365854	325007
TderCam	ToryBot	TstrZam	0.0596431	28.7121	2.3e-16	1.55102e+06	365989	324789
TderCam	ToryBot	TstrZim	0.0591084	28.4622	2.3e-16	1.55324e+06	365647	324834
ToryKen	ToryEth	TderCam	0.00124255	0.724488	0.468766	611847	124312	124004
ToryNam	ToryEth	TderCam	4.90375e-05	0.0270475	0.978422	607026	135094	135081
ToryRSA	ToryEth	TderCam	0.00801766	3.52885	0.000417366	565621	127480	125452
ToryTan	ToryEth	TderCam	0.00507964	3.8976	9.71526e-05	611094	129442	128133
ToryZam	ToryEth	TderCam	0.00019121	0.0879939	0.929882	607884	133414	133363
ToryZim	ToryEth	TderCam	0.0259671	13.875	2.3e-16	606620	142813	135584
ToryEth	TderCam	TscrGha	0.00176336	0.911267	0.362155	1.65781e+06	312231	311132
ToryEth	TderCam	TspeBot	0.00522908	2.67328	0.00751132	1.46894e+06	354373	350686
ToryEth	TderCam	TspeCam	0.0054158	2.67799	0.00740659	1.47138e+06	355082	351257
ToryEth	TderCam	TspeCon	0.00600904	2.9742	0.00293754	1.46599e+06	354797	350559
ToryEth	TderCam	TspeDRC	0.00586391	2.93363	0.00335021	1.47104e+06	355275	351133
ToryEth	TderCam	TspeGha	0.00547493	2.8582	0.00426046	1.46023e+06	353192	349345
ToryEth	TderCam	TspeTan	0.00483177	2.3133	0.0207062	1.47099e+06	354368	350960
ToryEth	TderCam	TspeZam	0.00383711	1.78965	0.0735109	1.45453e+06	348881	346213
TderCam	ToryEth	TstrBot	0.0596968	27.9362	2.3e-16	1.55424e+06	365324	324164
TderCam	ToryEth	TstrNA-	0.0619294	28.5704	2.3e-16	1.55727e+06	360073	318076
TderCam	ToryEth	TstrNam	0.0597633	27.3486	2.3e-16	1.55597e+06	365007	323840
TderCam	ToryEth	TstrRSA	0.0593406	27.144	2.3e-16	1.5427e+06	361019	320573
TderCam	ToryEth	TstrTan	0.0601068	27.6083	2.3e-16	1.55413e+06	365282	323860
TderCam	ToryEth	TstrZam	0.0606236	28.5475	2.3e-16	1.5525e+06	365415	323642
TderCam	ToryEth	TstrZim	0.0601347	28.1496	2.3e-16	1.55471e+06	365091	323673
ToryKen	ToryNam	TderCam	0.00117848	0.532769	0.594193	604765	135266	134948
ToryRSA	ToryKen	TderCam	0.0064725	2.49883	0.0124603	563545	127385	125747
ToryTan	ToryKen	TderCam	0.0038368	2.46115	0.0138492	609415	128499	127517
ToryKen	ToryZam	TderCam	0.000991851	0.430841	0.666584	605879	133263	132999
ToryZim	ToryKen	TderCam	0.0247737	11.9007	2.3e-16	604773	142014	135147
ToryKen	TderCam	TscrGha	0.00276707	1.40849	0.158985	1.65257e+06	311647	309928
ToryKen	TderCam	TspeBot	0.00606549	3.14669	0.00165131	1.4641e+06	353564	349300
ToryKen	TderCam	TspeCam	0.00613613	3.18198	0.0014627	1.46647e+06	354219	349898
ToryKen	TderCam	TspeCon	0.00679237	3.63752	0.000275275	1.4611e+06	353940	349164
ToryKen	TderCam	TspeDRC	0.00644758	3.39627	0.000683102	1.46608e+06	354366	349826
ToryKen	TderCam	TspeGha	0.00605206	3.27768	0.00104665	1.4553e+06	352299	348060
ToryKen	TderCam	TspeTan	0.00541336	2.7637	0.00571507	1.46599e+06	353440	349634
ToryKen	TderCam	TspeZam	0.00458127	2.23226	0.0255976	1.44968e+06	347978	344804
TderCam	ToryKen	TstrBot	0.0595268	27.0335	2.3e-16	1.54899e+06	364251	323322
TderCam	ToryKen	TstrNA-	0.0617127	27.5212	2.3e-16	1.55201e+06	358979	317247
TderCam	ToryKen	TstrNam	0.0596068	26.492	2.3e-16	1.5507e+06	363923	322979
TderCam	ToryKen	TstrRSA	0.0593135	26.3687	2.3e-16	1.53745e+06	360019	319702
TderCam	ToryKen	TstrTan	0.059922	26.7877	2.3e-16	1.54886e+06	364188	323010
TderCam	ToryKen	TstrZam	0.0604777	27.5228	2.3e-16	1.54724e+06	364337	322781
TderCam	ToryKen	TstrZim	0.0599498	27.158	2.3e-16	1.54944e+06	363998	322823
ToryRSA	ToryNam	TderCam	0.00802515	3.6484	0.00026388	575722	115300	113464
ToryTan	ToryNam	TderCam	0.00477778	3.05926	0.00221881	607085	136160	134865
ToryZam	ToryNam	TderCam	0.000148423	0.0963775	0.923221	612712	128371	128333
ToryZim	ToryNam	TderCam	0.0267324	14.825	2.3e-16	610804	138569	131354
ToryNam	TderCam	TscrGha	0.00258607	1.32524	0.185092	1.65836e+06	312790	311176
ToryNam	TderCam	TspeBot	0.00564225	3.04758	0.00230693	1.46951e+06	354930	350947
ToryNam	TderCam	TspeCam	0.0057261	2.99176	0.0027737	1.47183e+06	355541	351492
ToryNam	TderCam	TspeCon	0.00638376	3.35412	0.000796172	1.46649e+06	355282	350775
ToryNam	TderCam	TspeDRC	0.00613836	3.26523	0.00109374	1.47147e+06	355719	351379
ToryNam	TderCam	TspeGha	0.00558675	3.02548	0.00248238	1.46062e+06	353566	349637
ToryNam	TderCam	TspeTan	0.00512579	2.63868	0.00832292	1.47142e+06	354813	351194
ToryNam	TderCam	TspeZam	0.00423511	2.09869	0.0358442	1.45503e+06	349357	346411
TderCam	ToryNam	TstrBot	0.0603498	29.7643	2.3e-16	1.55427e+06	365851	324207
TderCam	ToryNam	TstrNA-	0.062474	30.2347	2.3e-16	1.55735e+06	360540	318140
TderCam	ToryNam	TstrNam	0.0603546	29.1493	2.3e-16	1.55602e+06	365507	323898
TderCam	ToryNam	TstrRSA	0.0600676	28.9848	2.3e-16	1.54271e+06	361545	320572
TderCam	ToryNam	TstrTan	0.0607399	29.2195	2.3e-16	1.55416e+06	365801	323909
TderCam	ToryNam	TstrZam	0.0612634	30.0788	2.3e-16	1.55254e+06	365937	323688
TderCam	ToryNam	TstrZim	0.0607262	29.8313	2.3e-16	1.55475e+06	365595	323734
ToryRSA	ToryTan	TderCam	0.00306619	1.31234	0.189407	565565	127480	126701
ToryRSA	ToryZam	TderCam	0.00792593	2.90671	0.00365248	570686	121712	119798
ToryZim	ToryRSA	TderCam	0.0188809	6.90454	5.03664e-12	569326	128678	123909
ToryRSA	TderCam	TscrGha	0.0063921	3.20355	0.00135745	1.5428e+06	292930	289209
ToryRSA	TderCam	TspeBot	0.00899629	4.06671	4.76815e-05	1.36609e+06	332248	326323
ToryRSA	TderCam	TspeCam	0.00892409	3.99595	6.44363e-05	1.36832e+06	332743	326857
ToryRSA	TderCam	TspeCon	0.0095224	4.28849	1.7989e-05	1.36337e+06	332531	326258
ToryRSA	TderCam	TspeDRC	0.00940307	4.23546	2.28082e-05	1.36806e+06	332939	326736
ToryRSA	TderCam	TspeGha	0.00889748	4.05228	5.07218e-05	1.35807e+06	330990	325152
ToryRSA	TderCam	TspeTan	0.00862208	3.77622	0.000159225	1.36806e+06	332199	326519
ToryRSA	TderCam	TspeZam	0.00749358	3.15228	0.00162002	1.35254e+06	326990	322126
TderCam	ToryRSA	TstrBot	0.0562749	27.5601	2.3e-16	1.44568e+06	339796	303590
TderCam	ToryRSA	TstrNA-	0.0586599	28.1894	2.3e-16	1.44854e+06	335030	297902
TderCam	ToryRSA	TstrNam	0.0561908	26.9187	2.3e-16	1.44731e+06	339447	303329
TderCam	ToryRSA	TstrRSA	0.0558442	26.5975	2.3e-16	1.43491e+06	335768	300250
TderCam	ToryRSA	TstrTan	0.056585	26.8293	2.3e-16	1.44558e+06	339730	303342
TderCam	ToryRSA	TstrZam	0.0570975	27.7586	2.3e-16	1.44411e+06	339861	303147
TderCam	ToryRSA	TstrZim	0.0566101	27.5903	2.3e-16	1.44609e+06	339547	303163
ToryTan	ToryZam	TderCam	0.00472948	2.6174	0.0088603	608723	133497	132240
ToryZim	ToryTan	TderCam	0.0214888	15.4104	2.3e-16	608107	140725	134804
ToryTan	TderCam	TscrGha	0.00335904	1.72419	0.084673	1.65746e+06	313045	310949
ToryTan	TderCam	TspeBot	0.00668958	3.42268	0.000620066	1.46855e+06	355272	350550
ToryTan	TderCam	TspeCam	0.00668262	3.30667	0.000944132	1.4709e+06	355913	351188
ToryTan	TderCam	TspeCon	0.00731474	3.68333	0.00023021	1.46555e+06	355664	350498
ToryTan	TderCam	TspeDRC	0.00710772	3.57315	0.000352718	1.47056e+06	356098	351072
ToryTan	TderCam	TspeGha	0.00670844	3.469	0.000522404	1.45976e+06	354017	349299
ToryTan	TderCam	TspeTan	0.00612417	2.96617	0.00301535	1.47053e+06	355219	350894
ToryTan	TderCam	TspeZam	0.00518819	2.43562	0.0148663	1.4541e+06	349695	346085
TderCam	ToryTan	TstrBot	0.0586691	26.7256	2.3e-16	1.5536e+06	365322	324831
TderCam	ToryTan	TstrNA-	0.060906	27.1884	2.3e-16	1.55663e+06	360050	318709
TderCam	ToryTan	TstrNam	0.0587683	26.212	2.3e-16	1.55532e+06	365013	324492
TderCam	ToryTan	TstrRSA	0.0584829	25.9232	2.3e-16	1.54202e+06	361067	321168
TderCam	ToryTan	TstrTan	0.059096	26.3971	2.3e-16	1.55348e+06	365289	324524
TderCam	ToryTan	TstrZam	0.0596345	27.1508	2.3e-16	1.55184e+06	365418	324288
TderCam	ToryTan	TstrZim	0.0591048	26.8547	2.3e-16	1.55406e+06	365080	324333
ToryZim	ToryZam	TderCam	0.026563	13.6417	2.3e-16	610332	138694	131516
ToryZam	TderCam	TscrGha	0.00363788	1.84332	0.0652829	1.65853e+06	312890	310622
ToryZam	TderCam	TspeBot	0.0065656	3.51487	0.000439967	1.46958e+06	355055	350423
ToryZam	TderCam	TspeCam	0.00667294	3.37735	0.000731891	1.47195e+06	355707	350991
ToryZam	TderCam	TspeCon	0.0073823	3.76399	0.000167222	1.46665e+06	355483	350273
ToryZam	TderCam	TspeDRC	0.00702338	3.67163	0.000241007	1.47159e+06	355876	350912
ToryZam	TderCam	TspeGha	0.00651797	3.58701	0.000334494	1.46074e+06	353722	349141
ToryZam	TderCam	TspeTan	0.00612536	3.1352	0.00171739	1.47159e+06	355024	350701
ToryZam	TderCam	TspeZam	0.00523498	2.61263	0.00898481	1.45514e+06	349543	345902
TderCam	ToryZam	TstrBot	0.0596311	28.7785	2.3e-16	1.55431e+06	365412	324285
TderCam	ToryZam	TstrNA-	0.0617765	29.2262	2.3e-16	1.55737e+06	360126	318220
TderCam	ToryZam	TstrNam	0.0597252	28.139	2.3e-16	1.55603e+06	365105	323951
TderCam	ToryZam	TstrRSA	0.0594272	27.9091	2.3e-16	1.54273e+06	361159	320642
TderCam	ToryZam	TstrTan	0.0600706	28.4164	2.3e-16	1.55419e+06	365387	323977
TderCam	ToryZam	TstrZam	0.060633	29.1138	2.3e-16	1.55254e+06	365523	323731
TderCam	ToryZam	TstrZim	0.0600508	28.9504	2.3e-16	1.55478e+06	365168	323795
ToryZim	TderCam	TscrGha	0.00768645	3.79975	0.000144843	1.65522e+06	316365	311539
ToryZim	TderCam	TspeBot	0.0111997	5.80244	6.53565e-09	1.46649e+06	359128	351173
ToryZim	TderCam	TspeCam	0.0113038	5.65497	1.55874e-08	1.46882e+06	359752	351709
ToryZim	TderCam	TspeCon	0.01181	6.12847	8.87298e-10	1.46346e+06	359458	351067
ToryZim	TderCam	TspeDRC	0.0117326	5.97217	2.34119e-09	1.46848e+06	359946	351598
ToryZim	TderCam	TspeGha	0.0111753	5.71047	1.12666e-08	1.45766e+06	357790	349881
ToryZim	TderCam	TspeTan	0.0107632	5.33184	9.72215e-08	1.46844e+06	359052	351405
ToryZim	TderCam	TspeZam	0.00996211	4.74254	2.1106e-06	1.45208e+06	353544	346569
TderCam	ToryZim	TstrBot	0.0572611	25.9706	2.3e-16	1.54987e+06	366753	327026
TderCam	ToryZim	TstrNA-	0.059367	26.3384	2.3e-16	1.553e+06	361428	320919
TderCam	ToryZim	TstrNam	0.0572875	25.4099	2.3e-16	1.55162e+06	366424	326716
TderCam	ToryZim	TstrRSA	0.0568499	25.2289	2.3e-16	1.5384e+06	362406	323417
TderCam	ToryZim	TstrTan	0.0575816	25.5823	2.3e-16	1.54979e+06	366683	326754
TderCam	ToryZim	TstrZam	0.0580845	26.2384	2.3e-16	1.54817e+06	366805	326533
TderCam	ToryZim	TstrZim	0.0576262	25.9559	2.3e-16	1.55037e+06	366499	326561
TderCam	TspeBot	TscrGha	0.160241	83.7928	2.3e-16	894317	825389	597401
TderCam	TspeCam	TscrGha	0.159883	87.6633	2.3e-16	895779	828023	599747
TderCam	TspeCon	TscrGha	0.163704	67.5449	2.3e-16	894303	828008	595048
TderCam	TspeDRC	TscrGha	0.160454	82.6413	2.3e-16	895847	828242	599202
TderCam	TspeGha	TscrGha	0.163524	64.3628	2.3e-16	891035	823893	592310
TderCam	TspeTan	TscrGha	0.160031	74.3626	2.3e-16	894296	826555	598502
TderCam	TspeZam	TscrGha	0.158165	76.4816	2.3e-16	881412	813517	591321
TstrBot	TderCam	TscrGha	0.0621477	33.9903	2.3e-16	909019	717862	633856
TstrNA-	TderCam	TscrGha	0.0741578	39.0765	2.3e-16	894591	722897	623082
TstrNam	TderCam	TscrGha	0.0634569	34.3762	2.3e-16	908472	719227	633394
TstrRSA	TderCam	TscrGha	0.0624483	34.533	2.3e-16	898851	710913	627342
TstrTan	TderCam	TscrGha	0.0620196	34.0368	2.3e-16	908466	717476	633678
TstrZam	TderCam	TscrGha	0.061959	33.8627	2.3e-16	909168	716883	633231
TstrZim	TderCam	TscrGha	0.0625243	34.1834	2.3e-16	908131	717882	633394
TspeCam	TspeBot	TderCam	0.0034689	1.36483	0.172307	1.51674e+06	159823	158718
TspeBot	TspeCon	TderCam	0.0086956	1.79868	0.0720693	1.51483e+06	157786	155065
TspeDRC	TspeBot	TderCam	0.00177002	0.536106	0.591885	1.51727e+06	159036	158474
TspeBot	TspeGha	TderCam	0.0107954	2.25132	0.0243651	1.50469e+06	160913	157476
TspeTan	TspeBot	TderCam	0.00434193	2.2196	0.0264461	1.51232e+06	163279	161867
TspeZam	TspeBot	TderCam	0.00837931	4.47056	7.80135e-06	1.51805e+06	140003	137676
TspeBot	TderCam	TstrBot	0.0799452	32.4655	2.3e-16	892972	778145	662937
TspeBot	TderCam	TstrNA-	0.0787427	31.9245	2.3e-16	897052	764185	652622
TspeBot	TderCam	TstrNam	0.079794	32.8591	2.3e-16	894336	777457	662553
TspeBot	TderCam	TstrRSA	0.079119	31.8018	2.3e-16	884505	769218	656423
TspeBot	TderCam	TstrTan	0.0788547	32.1068	2.3e-16	892014	777004	663420
TspeBot	TderCam	TstrZam	0.0795551	32.3853	2.3e-16	891239	777627	663017
TspeBot	TderCam	TstrZim	0.0783926	31.8726	2.3e-16	892151	776371	663496
TspeCam	TspeCon	TderCam	0.01332	3.40345	0.000665402	1.53575e+06	145430	141607
TspeCam	TspeDRC	TderCam	0.00171949	1.1788	0.238478	1.52667e+06	155137	154604
TspeCam	TspeGha	TderCam	0.0148939	3.6542	0.000257988	1.51998e+06	153190	148694
TspeTan	TspeCam	TderCam	0.000972469	0.432135	0.665643	1.51363e+06	164723	164403
TspeZam	TspeCam	TderCam	0.00380217	1.53534	0.1247	1.50195e+06	156662	155475
TspeCam	TderCam	TstrBot	0.0821214	38.64	2.3e-16	895434	781657	663018
TspeCam	TderCam	TstrNA-	0.0809682	37.8483	2.3e-16	899556	767769	652752
TspeCam	TderCam	TstrNam	0.0819237	39.0678	2.3e-16	896769	780937	662672
TspeCam	TderCam	TstrRSA	0.0812508	37.8398	2.3e-16	886905	772665	656541
TspeCam	TderCam	TstrTan	0.0810048	38.0825	2.3e-16	894463	780496	663524
TspeCam	TderCam	TstrZam	0.0817465	38.6108	2.3e-16	893705	781139	663079
TspeCam	TderCam	TstrZim	0.0805554	37.8531	2.3e-16	894612	779879	663599
TspeDRC	TspeCon	TderCam	0.0109606	3.28158	0.00103226	1.52971e+06	151194	147915
TspeCon	TspeGha	TderCam	0.00228922	1.10411	0.269544	1.52735e+06	143991	143334
TspeTan	TspeCon	TderCam	0.0127657	2.61486	0.00892648	1.51123e+06	164426	160281
TspeZam	TspeCon	TderCam	0.0161002	3.4049	0.00066188	1.49989e+06	155828	150890
TspeCon	TderCam	TstrBot	0.0804651	42.5348	2.3e-16	895030	777665	661835
TspeCon	TderCam	TstrNA-	0.0793151	41.6305	2.3e-16	899112	763829	651567
TspeCon	TderCam	TstrNam	0.0802343	43.1904	2.3e-16	896333	776913	661503
TspeCon	TderCam	TstrRSA	0.0796221	41.6803	2.3e-16	886501	768705	655321
TspeCon	TderCam	TstrTan	0.0793599	41.7443	2.3e-16	894081	776524	662337
TspeCon	TderCam	TstrZam	0.0800904	42.5943	2.3e-16	893309	777154	661900
TspeCon	TderCam	TstrZim	0.0789115	41.7606	2.3e-16	894229	775908	662408
TspeDRC	TspeGha	TderCam	0.0128931	3.64145	0.000271111	1.51852e+06	155026	151079
TspeTan	TspeDRC	TderCam	0.0028893	1.0214	0.307067	1.53346e+06	147990	147138
TspeZam	TspeDRC	TderCam	0.00554775	1.78288	0.074606	1.50152e+06	157304	155568
TspeDRC	TderCam	TstrBot	0.0818031	38.9013	2.3e-16	895496	781185	663043
TspeDRC	TderCam	TstrNA-	0.0806184	37.9156	2.3e-16	899565	767253	652773
TspeDRC	TderCam	TstrNam	0.081571	39.2509	2.3e-16	896821	780456	662734
TspeDRC	TderCam	TstrRSA	0.0809161	37.9642	2.3e-16	886974	772214	656600
TspeDRC	TderCam	TstrTan	0.0806597	38.3568	2.3e-16	894525	780025	663584
TspeDRC	TderCam	TstrZam	0.0814197	38.8132	2.3e-16	893772	780672	663119
TspeDRC	TderCam	TstrZim	0.0802121	38.0496	2.3e-16	894664	779397	663648
TspeTan	TspeGha	TderCam	0.0147375	3.03519	0.0024038	1.50237e+06	166082	161258
