NA	-0.011999	0.011200	-0.006679	0.000195	0.013258	-0.016169	0.040361	-0.001232	-0.001446	-0.012942	0.003907	0.005241	0.003545	-0.005978	0.003821	0.004557	-0.004718	0.001378	0.004108	0.001725	0.000585	-0.001190	-0.000337	0.002447	0.003572	-0.028739	0.003651	-0.004505	0.000895	-0.001413	0.002014	0.000960	0.000711	-0.000077	-0.002612	-0.004389	0.001667	-0.001308	0.005108	-0.001553	-0.001905	-0.000950	-0.001829	0.005524	-0.001891	-0.001978	0.005456	-0.008183	
-0.011999	NA	-0.004205	-0.009925	-0.001472	-0.000699	-0.015791	-0.000508	-0.013101	-0.004378	0.093671	-0.017786	0.004871	-0.001473	0.004539	0.002908	-0.004285	0.006060	0.008307	0.000683	-0.001227	0.001535	-0.002289	0.000457	0.001431	-0.004567	-0.035569	0.001900	0.001811	-0.000435	-0.002656	-0.003724	-0.000879	0.003096	0.001782	-0.000371	0.000240	-0.001762	-0.002007	0.004578	-0.000313	0.002807	-0.001141	-0.004347	0.003446	-0.000013	0.000445	-0.000080	0.002934	
0.011200	-0.004205	NA	-0.005366	-0.011797	0.010779	-0.022432	0.003329	0.020505	0.011151	0.000947	0.001372	0.000934	0.012426	0.001612	0.002694	-0.002078	-0.001334	-0.000270	0.002019	0.000178	-0.001390	-0.002602	-0.001586	0.002295	-0.000238	-0.020758	0.002690	-0.000767	0.000149	-0.001325	0.007201	-0.001055	0.002070	0.004689	-0.004372	-0.000846	0.002129	0.002230	0.001016	-0.008246	0.001954	-0.002654	-0.000471	-0.004132	0.000704	0.003739	0.000200	-0.002087	
-0.006679	-0.009925	-0.005366	NA	-0.000687	0.014126	0.021889	-0.000770	0.003462	0.010783	-0.020452	0.009688	-0.006893	0.006677	0.000576	0.000330	-0.000830	0.000813	-0.000771	0.007634	-0.008222	0.003889	-0.001816	-0.001492	0.000840	0.000692	-0.021222	0.001582	0.001653	0.001297	-0.002531	0.002131	0.001181	-0.000315	-0.004760	0.003943	0.002405	-0.004206	-0.001765	-0.005343	0.003756	0.001670	0.001811	0.003818	0.002929	0.000952	-0.007530	0.002278	0.001047	
0.000195	-0.001472	-0.011797	-0.000687	NA	-0.010769	0.023912	-0.014664	0.001769	0.003412	-0.020166	0.017471	0.001743	0.002895	-0.000537	0.004055	-0.001985	0.002731	0.001595	0.002384	-0.003076	0.002286	-0.001745	0.005225	0.000713	0.001619	-0.013533	0.000751	0.004358	-0.000321	-0.002516	-0.005795	0.000170	0.000344	0.004906	-0.002769	-0.000071	0.001930	0.000881	-0.007428	0.001016	-0.004241	0.007588	-0.000757	-0.001492	0.003650	-0.001718	-0.007604	0.003615	
0.013258	-0.000699	0.010779	0.014126	-0.010769	NA	0.022249	-0.027386	0.001656	-0.001598	-0.005998	-0.013340	-0.001251	-0.004259	-0.003024	0.004924	0.000016	0.001677	0.005855	0.004572	-0.001932	-0.002163	-0.003598	-0.000342	-0.001152	-0.003528	-0.021492	0.001332	0.007536	0.002496	0.003270	0.001335	-0.001662	-0.002980	-0.003475	0.001848	0.006848	-0.002609	0.000351	0.000364	0.002911	-0.002351	0.000328	0.000584	0.000268	-0.000175	-0.000813	-0.002039	-0.000292	
-0.016169	-0.015791	-0.022432	0.021889	0.023912	0.022249	NA	0.004350	0.005123	0.004055	-0.031233	0.016090	0.006832	-0.000092	-0.003216	0.010518	-0.002666	-0.001969	0.000808	-0.006700	-0.001006	0.003920	-0.001727	-0.004617	-0.001120	0.001592	-0.014015	0.000792	0.002381	-0.002379	0.002900	0.007339	0.002664	-0.003563	0.000317	0.002933	-0.006794	-0.001693	-0.002296	0.000806	0.003189	0.002162	-0.000239	0.003707	-0.003263	-0.001985	0.001356	-0.004701	-0.000400	
0.040361	-0.000508	0.003329	-0.000770	-0.014664	-0.027386	0.004350	NA	-0.007495	0.001506	-0.007047	0.007239	0.000235	-0.002324	-0.001740	0.005619	-0.001800	0.001369	0.007254	0.004697	0.000902	-0.002041	-0.000471	-0.001786	0.000417	0.000560	-0.012654	0.001635	-0.000182	-0.000903	0.007044	-0.000724	-0.001161	0.004167	-0.000615	-0.000548	0.000474	-0.002359	0.003743	0.002124	-0.002959	-0.002972	-0.000316	-0.001169	-0.005446	-0.000877	0.007138	0.000067	-0.003548	
-0.001232	-0.013101	0.020505	0.003462	0.001769	0.001656	0.005123	-0.007495	NA	0.005633	0.015909	-0.017659	-0.004995	0.002324	-0.002885	0.004529	0.001351	-0.002946	0.010674	0.005403	-0.002310	-0.000081	0.003000	-0.003705	-0.001442	0.000097	-0.030813	-0.001183	-0.001653	0.004612	0.000125	-0.005149	0.000534	0.002077	0.002989	-0.000382	0.002484	0.000196	0.000053	-0.004547	0.010274	-0.003602	0.000761	0.002574	0.003414	-0.004447	-0.001481	-0.007097	0.004012	
-0.001446	-0.004378	0.011151	0.010783	0.003412	-0.001598	0.004055	0.001506	0.005633	NA	-0.004906	0.005809	0.006050	0.001656	-0.003026	0.003524	0.001255	0.004056	0.001845	-0.000978	-0.002292	0.000673	0.002163	-0.002008	-0.004761	0.003125	-0.026078	-0.002026	0.001270	0.001086	0.000441	0.000823	-0.003531	0.001017	0.001461	-0.003330	-0.002907	0.001473	0.003247	0.002054	-0.004238	0.001535	0.002635	-0.001285	-0.001917	0.002200	0.000349	0.005831	-0.002944	
