P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
TderSSu	ScafKen	TimbKen	0.0488614	17.8394	2.3e-16	684890	536209	486250
TderSSu	ScafKen	TimbSom	0.0490946	17.8545	2.3e-16	686096	537159	486884
TderSSu	ScafKen	TimbTan	0.0495083	17.666	2.3e-16	686813	537295	486604
TderSSu	ScafKen	TimbUga	0.0504825	18.4629	2.3e-16	666270	522885	472629
ToryBot	TderSSu	ScafKen	0.0629256	35.7714	2.3e-16	1.8295e+06	223026	196620
ToryEth	TderSSu	ScafKen	0.0612439	34.2507	2.3e-16	1.83757e+06	223568	197764
ToryKen	TderSSu	ScafKen	0.0636505	35.1892	2.3e-16	1.80324e+06	220010	193678
ToryNam	TderSSu	ScafKen	0.0626888	33.5247	2.3e-16	1.83666e+06	224060	197626
ToryRSA	TderSSu	ScafKen	0.0664252	30.3816	2.3e-16	1.71609e+06	210035	183870
ToryTan	TderSSu	ScafKen	0.0651535	37.5536	2.3e-16	1.82719e+06	223748	196375
ToryZam	TderSSu	ScafKen	0.0629232	34.2149	2.3e-16	1.83536e+06	223598	197125
ToryZim	TderSSu	ScafKen	0.0661195	32.7969	2.3e-16	1.77753e+06	220552	193195
TderSSu	TscrGha	ScafKen	0.123679	46.2106	2.3e-16	896370	557938	435118
TderSSu	TspeBot	ScafKen	0.0249293	12.9698	2.3e-16	1.15205e+06	447459	425692
TderSSu	TspeCam	ScafKen	0.0251731	11.5922	2.3e-16	1.15856e+06	451049	428898
TderSSu	TspeCon	ScafKen	0.0256754	13.4068	2.3e-16	1.15877e+06	449932	427406
TderSSu	TspeDRC	ScafKen	0.024595	11.6549	2.3e-16	1.15809e+06	450476	428849
TderSSu	TspeGha	ScafKen	0.0258945	12.8652	2.3e-16	1.15358e+06	447578	424983
TderSSu	TspeTan	ScafKen	0.0238493	10.8712	2.3e-16	1.15334e+06	448383	427494
TderSSu	TspeZam	ScafKen	0.0233052	10.829	2.3e-16	1.14037e+06	443464	423264
TstrBot	TderSSu	ScafKen	0.00393847	1.53016	0.125978	1.06773e+06	449144	445620
